,Unnamed: 0,reservoir_var,reservoir_db_name,target_var,target_db_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,n_neighbors,leak_rate,subset_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time,delay,r2
5077,5077,Prok_Taxa00099,ecol_ts,random_01,runif_ts,0.064,0.1403,0.3,0.2868,0.2497253,0.2416999,2,2.0,0.0,3,0.9,495,0.5,0,0.08,0.0,0.08,11,0.01968409
5078,5078,Prok_Taxa00100,ecol_ts,random_01,runif_ts,0.0982,0.1704,0.293,0.2851,0.238237,0.2388035,5,0.75,0.6,6,0.6,495,0.5,0,0.1,0.0,0.09,11,0.02903616
5079,5079,Prok_Taxa00101,ecol_ts,random_01,runif_ts,0.0412,0.1981,0.2994,0.2843,0.2486643,0.2375158,3,1.5,0.4,4,0.9,495,0.5,0,0.1,0.0,0.09,11,0.03924361
5080,5080,Prok_Taxa00102,ecol_ts,random_01,runif_ts,0.0698,0.1735,0.2991,0.2852,0.2481957,0.2389965,3,1.0,0.4,4,0.8,495,0.5,0,0.11,0.0,0.08,11,0.030102249999999997
5081,5081,Prok_Taxa00104,ecol_ts,random_01,runif_ts,0.1109,0.1942,0.2944,0.2841,0.2404326,0.2371524,2,1.0,0.5,3,0.8,495,0.5,0,0.11,0.0,0.09,11,0.03771364000000001
5082,5082,Prok_Taxa00107,ecol_ts,random_01,runif_ts,-0.0183,0.0989,0.2984,0.2881,0.2469995,0.2437788,2,1.5,0.5,3,0.8,495,0.5,0,0.11,0.0,0.11,11,0.00978121
5083,5083,Prok_Taxa00108,ecol_ts,random_01,runif_ts,0.0453,0.0915,0.2947,0.2883,0.2409621,0.2441607,7,2.0,0.8,8,0.6,495,0.5,0,0.14,0.0,0.12,11,0.00837225
5084,5084,Prok_Taxa00110,ecol_ts,random_01,runif_ts,0.045,0.1674,0.2945,0.2867,0.2406763,0.2414083,5,1.5,0.6,6,0.7,495,0.5,0,0.1,0.0,0.08,11,0.028022759999999997
5085,5085,Prok_Taxa00111,ecol_ts,random_01,runif_ts,-0.0022,0.0412,0.3034,0.29,0.2554286,0.2470131,2,0.1,0.5,3,0.1,495,0.5,0,0.08,0.0,0.11,11,0.0016974400000000001
5086,5086,Prok_Taxa00113,ecol_ts,random_01,runif_ts,0.044,0.185,0.3015,0.2851,0.2521565,0.2387705,3,1.5,0.0,4,0.9,495,0.5,0,0.1,0.0,0.08,11,0.034225
5087,5087,Prok_Taxa00114,ecol_ts,random_01,runif_ts,0.033,0.1598,0.2983,0.2855,0.2469109,0.2393915,4,1.5,0.3,5,0.7,495,0.5,0,0.08,0.0,0.08,11,0.02553604
5088,5088,Prok_Taxa00115,ecol_ts,random_01,runif_ts,-0.0109,0.0,0.2965,0.2904,0.2439081,0.2477655,7,0.25,0.6,8,0.5,495,0.5,0,0.09,0.0,0.11,11,0.0
5089,5089,Prok_Taxa00116,ecol_ts,random_01,runif_ts,-0.0151,0.0657,0.3062,0.2924,0.2602173,0.251156,2,0.75,0.5,3,0.7,495,0.5,0,0.08,0.0,0.08,11,0.004316489999999999
5090,5090,Prok_Taxa00117,ecol_ts,random_01,runif_ts,0.0877,0.1445,0.2935,0.2861,0.2389476,0.2404458,2,1.0,0.5,3,0.8,495,0.5,0,0.08,0.0,0.08,11,0.020880249999999996
5091,5091,Prok_Taxa00118,ecol_ts,random_01,runif_ts,-0.0109,0.0,0.3027,0.2918,0.2542334,0.2501474,2,2.0,0.5,3,0.8,495,0.5,0,0.09,0.0,0.08,11,0.0
5092,5092,Prok_Taxa00119,ecol_ts,random_01,runif_ts,-0.0227,0.0765,0.2965,0.2887,0.2438825,0.2448495,13,1.0,0.3,14,0.5,495,0.5,0,0.09,0.0,0.09,11,0.00585225
5093,5093,Prok_Taxa00120,ecol_ts,random_01,runif_ts,0.1588,0.1812,0.2905,0.2848,0.234093,0.2383212,3,2.0,0.4,4,0.5,495,0.5,0,0.09,0.0,0.13,11,0.03283344
5094,5094,Prok_Taxa00121,ecol_ts,random_01,runif_ts,0.1237,0.2228,0.2946,0.2823,0.2407645,0.2340707,4,2.0,0.5,5,0.9,495,0.5,0,0.09,0.0,0.1,11,0.04963984
5095,5095,Prok_Taxa00122,ecol_ts,random_01,runif_ts,0.0942,0.2061,0.2951,0.283,0.241609,0.2353003,5,0.25,0.8,6,0.9,495,0.5,0,0.11,0.0,0.12,11,0.04247721
5096,5096,Prok_Taxa00123,ecol_ts,random_01,runif_ts,0.1167,0.1512,0.2936,0.2862,0.2391692,0.2406226,2,1.5,0.5,3,0.8,495,0.5,0,0.09,0.0,0.09,11,0.02286144
5097,5097,Prok_Taxa00125,ecol_ts,random_01,runif_ts,0.0412,0.0966,0.2976,0.2883,0.2456815,0.2442134,2,1.5,0.5,3,0.8,495,0.5,0,0.09,0.0,0.09,11,0.009331560000000001
5098,5098,Prok_Taxa00126,ecol_ts,random_01,runif_ts,0.0302,0.1433,0.2952,0.2866,0.2418579,0.24124,2,2.0,0.5,3,0.8,495,0.5,0,0.1,0.0,0.08,11,0.020534890000000004
5099,5099,Prok_Taxa00128,ecol_ts,random_01,runif_ts,0.0553,0.1603,0.3029,0.2878,0.2545591,0.2433822,2,1.5,0.5,3,0.9,495,0.5,0,0.11,0.0,0.09,11,0.025696089999999998
5100,5100,Prok_Taxa00129,ecol_ts,random_01,runif_ts,0.0577,0.1008,0.2984,0.292,0.2470538,0.2504324,9,2.0,0.2,10,0.5,495,0.5,0,0.08,0.0,0.08,11,0.01016064
5101,5101,Prok_Taxa00130,ecol_ts,random_01,runif_ts,0.0964,0.0888,0.2934,0.2881,0.2388424,0.2439118,9,1.0,0.9,10,0.4,495,0.5,0,0.09,0.0,0.09,11,0.00788544
5102,5102,Prok_Taxa00132,ecol_ts,random_01,runif_ts,0.0568,0.1597,0.2961,0.2861,0.2432016,0.2404264,5,1.5,0.8,6,0.7,495,0.5,0,0.1,0.0,0.09,11,0.025504090000000004
5103,5103,Prok_Taxa00133,ecol_ts,random_01,runif_ts,-0.0178,0.0831,0.3001,0.291,0.2498315,0.2488293,19,0.75,0.7,20,0.6,495,0.5,0,0.13,0.0,0.12,11,0.006905609999999999
5104,5104,Prok_Taxa00134,ecol_ts,random_01,runif_ts,0.0031,0.07,0.2946,0.2887,0.240816,0.2448139,7,2.0,0.9,8,0.3,495,0.5,0,0.09,0.0,0.1,11,0.004900000000000001
5105,5105,Prok_Taxa00135,ecol_ts,random_01,runif_ts,0.0056,0.0816,0.2977,0.2898,0.245841,0.2467501,5,2.0,0.4,6,0.7,495,0.5,0,0.11,0.0,0.12,11,0.006658560000000001
5106,5106,Prok_Taxa00136,ecol_ts,random_01,runif_ts,0.0926,0.1109,0.2936,0.2879,0.2391503,0.2435792,3,2.0,0.4,4,0.3,495,0.5,0,0.13,0.0,0.08,11,0.01229881
5107,5107,Prok_Taxa00138,ecol_ts,random_01,runif_ts,0.0727,0.0984,0.2967,0.2885,0.2441846,0.2444924,5,0.1,0.2,6,0.8,495,0.5,0,0.08,0.0,0.11,11,0.00968256
5108,5108,Prok_Taxa00139,ecol_ts,random_01,runif_ts,-0.0033,0.0379,0.2971,0.2893,0.2448337,0.2458864,3,2.0,0.4,4,0.8,495,0.5,0,0.08,0.0,0.08,11,0.0014364100000000002
5109,5109,Prok_Taxa00140,ecol_ts,random_01,runif_ts,0.0772,0.1744,0.296,0.2857,0.2430538,0.2398366,3,1.5,0.4,4,0.8,495,0.5,0,0.09,0.0,0.07,11,0.03041536
5110,5110,Prok_Taxa00143,ecol_ts,random_01,runif_ts,-0.0103,0.0,0.2951,0.2924,0.2416341,0.2511713,9,1.0,0.9,10,0.3,495,0.5,0,0.1,0.0,0.09,11,0.0
5111,5111,Prok_Taxa00144,ecol_ts,random_01,runif_ts,0.0768,0.1869,0.2975,0.2848,0.2455032,0.2382392,5,2.0,0.2,6,0.8,495,0.5,0,0.11,0.0,0.09,11,0.03493161
5112,5112,Prok_Taxa00145,ecol_ts,random_01,runif_ts,0.0227,0.0037,0.2936,0.2899,0.2392503,0.2468387,9,1.5,0.2,10,0.5,495,0.5,0,0.09,0.0,0.18,11,1.3690000000000001e-05
5113,5113,Prok_Taxa00146,ecol_ts,random_01,runif_ts,0.1068,0.1349,0.2936,0.2867,0.2391418,0.2415306,2,2.0,0.5,3,0.8,495,0.5,0,0.08,0.0,0.2,11,0.018198009999999997
5114,5114,Prok_Taxa00147,ecol_ts,random_01,runif_ts,0.0491,0.1214,0.2993,0.2894,0.2484747,0.245993,5,2.0,0.4,6,0.6,495,0.5,0,0.13,0.0,0.12,11,0.014737959999999998
5115,5115,Prok_Taxa00148,ecol_ts,random_01,runif_ts,0.0626,0.1164,0.2934,0.2882,0.2388999,0.243932,14,0.75,0.4,15,0.2,495,0.5,0,0.16,0.0,0.1,11,0.01354896
5116,5116,Prok_Taxa00149,ecol_ts,random_01,runif_ts,0.0956,0.1382,0.2955,0.2891,0.242222,0.2455015,4,2.0,0.3,5,0.5,495,0.5,0,0.08,0.0,0.18,11,0.019099239999999996
5117,5117,Prok_Taxa00150,ecol_ts,random_01,runif_ts,-0.0048,0.0849,0.2962,0.2882,0.2434044,0.2439771,5,1.5,0.6,6,0.7,495,0.5,0,0.2,0.0,0.09,11,0.007208010000000001
5118,5118,Prok_Taxa00151,ecol_ts,random_01,runif_ts,-0.01,0.0793,0.2961,0.2893,0.2432088,0.2458255,11,2.0,0.2,12,0.2,495,0.5,0,0.21,0.0,0.12,11,0.006288489999999999
5119,5119,Prok_Taxa00152,ecol_ts,random_01,runif_ts,0.0785,0.1774,0.2944,0.2845,0.2405259,0.237835,3,0.75,0.0,4,0.9,495,0.5,0,0.12,0.0,0.12,11,0.03147076
5120,5120,Prok_Taxa00156,ecol_ts,random_01,runif_ts,0.0419,0.0967,0.3087,0.2889,0.2644258,0.2451731,3,1.0,0.4,4,0.4,495,0.5,0,0.11,0.0,0.1,11,0.009350889999999999
5121,5121,Prok_Taxa00158,ecol_ts,random_01,runif_ts,0.0627,0.1993,0.2954,0.2838,0.2421306,0.2365653,3,1.5,0.4,4,0.9,495,0.5,0,0.16,0.0,0.1,11,0.039720490000000004
5122,5122,Prok_Taxa00160,ecol_ts,random_01,runif_ts,0.0843,0.2138,0.2942,0.2835,0.2401279,0.236194,8,0.75,0.5,9,0.6,495,0.5,0,0.12,0.0,0.1,11,0.04571044
5123,5123,Prok_Taxa00161,ecol_ts,random_01,runif_ts,-0.01,0.0556,0.3002,0.2892,0.2500507,0.2457563,2,2.0,0.5,3,0.9,495,0.5,0,0.11,0.0,0.13,11,0.0030913599999999996
5124,5124,Prok_Taxa00162,ecol_ts,random_01,runif_ts,0.1028,0.1956,0.2941,0.2837,0.2399993,0.2363718,5,2.0,0.4,6,0.6,495,0.5,0,0.11,0.0,0.09,11,0.03825936
5125,5125,Prok_Taxa00163,ecol_ts,random_01,runif_ts,0.0495,0.1769,0.2979,0.285,0.2462715,0.2385611,3,0.75,0.0,4,0.9,495,0.5,0,0.1,0.0,0.13,11,0.03129361
5126,5126,Prok_Taxa00164,ecol_ts,random_01,runif_ts,0.065,0.174,0.3193,0.3045,0.2828381,0.2723224,3,0.25,0.4,4,0.9,495,0.5,0,0.1,0.0,0.08,11,0.030275999999999997
5127,5127,Prok_Taxa00165,ecol_ts,random_01,runif_ts,-0.0136,0.0,0.3004,0.2996,0.2503238,0.2637246,2,0.1,0.5,3,0.7,495,0.5,0,0.09,0.0,0.1,11,0.0
5128,5128,Prok_Taxa00166,ecol_ts,random_01,runif_ts,0.0445,0.1415,0.2946,0.286,0.2407429,0.2403426,8,1.5,0.2,9,0.7,495,0.5,0,0.14,0.0,0.1,11,0.020022249999999995
5129,5129,Prok_Taxa00167,ecol_ts,random_01,runif_ts,0.0543,0.1077,0.2935,0.2881,0.239019,0.243761,11,1.5,0.0,12,0.5,495,0.5,0,0.12,0.0,0.09,11,0.011599290000000002
5130,5130,Prok_Taxa00168,ecol_ts,random_01,runif_ts,0.0251,0.0185,0.3218,0.2911,0.2872997,0.2489411,2,0.5,0.5,3,0.4,495,0.5,0,0.1,0.0,0.08,11,0.00034224999999999994
5131,5131,Prok_Taxa00169,ecol_ts,random_01,runif_ts,0.038,0.1964,0.3013,0.2851,0.2519561,0.2387492,3,1.5,0.0,4,0.9,495,0.5,0,0.1,0.0,0.08,11,0.038572959999999996
5132,5132,Prok_Taxa00171,ecol_ts,random_01,runif_ts,0.0122,0.0622,0.2958,0.2891,0.2427003,0.2455072,6,0.75,0.9,7,0.7,495,0.5,0,0.11,0.0,0.12,11,0.0038688399999999997
5133,5133,Prok_Taxa00172,ecol_ts,random_01,runif_ts,0.0519,0.1169,0.2953,0.2873,0.2419886,0.2425228,5,0.75,0.8,6,0.7,495,0.5,0,0.09,0.0,0.1,11,0.013665610000000002
5134,5134,Prok_Taxa00174,ecol_ts,random_01,runif_ts,0.0811,0.1947,0.2961,0.2839,0.2432815,0.2367938,6,0.75,0.9,7,0.6,495,0.5,0,0.09,0.0,0.1,11,0.037908090000000005
5135,5135,Prok_Taxa00176,ecol_ts,random_01,runif_ts,0.038,0.0,0.3295,0.2947,0.3012677,0.2550705,2,2.0,0.5,3,0.8,495,0.5,0,0.08,0.0,0.08,11,0.0
5136,5136,Prok_Taxa00177,ecol_ts,random_01,runif_ts,0.0368,0.0744,0.2943,0.2891,0.2402777,0.2455519,5,1.5,0.4,6,0.7,495,0.5,0,0.11,0.0,0.08,11,0.005535359999999999
5137,5137,Prok_Taxa00178,ecol_ts,random_01,runif_ts,-0.0101,0.0099,0.3056,0.2893,0.2591302,0.2459449,2,0.1,0.5,3,0.8,495,0.5,0,0.09,0.0,0.11,11,9.801000000000002e-05
5138,5138,Prok_Taxa00179,ecol_ts,random_01,runif_ts,0.0306,0.1683,0.2937,0.2855,0.239254,0.2394022,12,1.5,0.1,13,0.5,495,0.5,0,0.09,0.0,0.09,11,0.028324890000000002
5139,5139,Prok_Taxa00180,ecol_ts,random_01,runif_ts,0.0936,0.145,0.2931,0.287,0.2384121,0.2418976,5,0.75,0.4,6,0.6,495,0.5,0,0.11,0.0,0.1,11,0.021025
5140,5140,Prok_Taxa00181,ecol_ts,random_01,runif_ts,0.0767,0.1847,0.295,0.2841,0.2414233,0.2371299,3,1.5,0.0,4,0.9,495,0.5,0,0.12,0.0,0.08,11,0.03411409
5141,5141,Prok_Taxa00182,ecol_ts,random_01,runif_ts,0.059,0.1,0.296,0.2889,0.2430327,0.2451939,11,1.0,0.5,12,0.1,495,0.5,0,0.09,0.0,0.09,11,0.010000000000000002
5142,5142,Prok_Taxa00184,ecol_ts,random_01,runif_ts,-0.0261,0.0,0.3001,0.29,0.2499452,0.2471109,4,1.0,0.3,5,0.6,495,0.5,0,0.1,0.0,0.14,11,0.0
5143,5143,Prok_Taxa00185,ecol_ts,random_01,runif_ts,0.0815,0.1569,0.2933,0.2857,0.2387254,0.2398066,5,1.5,0.4,6,0.8,495,0.5,0,0.09,0.0,0.08,11,0.024617610000000005
5144,5144,Prok_Taxa00186,ecol_ts,random_01,runif_ts,0.0984,0.1925,0.2943,0.2838,0.2403093,0.2365392,4,2.0,0.5,5,0.9,495,0.5,0,0.08,0.0,0.12,11,0.03705625
5145,5145,Prok_Taxa00188,ecol_ts,random_01,runif_ts,0.0621,0.1387,0.3009,0.2899,0.2511933,0.2469709,5,0.5,0.6,6,0.4,495,0.5,0,0.08,0.0,0.1,11,0.019237689999999998
5146,5146,Prok_Taxa00189,ecol_ts,random_01,runif_ts,0.08,0.14,0.2975,0.2886,0.2455438,0.2446113,4,2.0,0.8,5,0.4,495,0.5,0,0.09,0.0,0.08,11,0.019600000000000003
5147,5147,Prok_Taxa00190,ecol_ts,random_01,runif_ts,0.1139,0.2188,0.297,0.283,0.2447796,0.2353242,3,0.5,0.0,4,0.9,495,0.5,0,0.11,0.0,0.09,11,0.047873439999999996
5148,5148,Prok_Taxa00191,ecol_ts,random_01,runif_ts,-0.0007,0.1256,0.3031,0.2889,0.2548372,0.2452736,2,2.0,0.5,3,0.8,495,0.5,0,0.1,0.0,0.08,11,0.01577536
5149,5149,Prok_Taxa00193,ecol_ts,random_01,runif_ts,0.0529,0.1937,0.2963,0.2837,0.2435129,0.236433,3,1.5,0.0,4,0.9,495,0.5,0,0.12,0.0,0.11,11,0.03751969
5150,5150,Prok_Taxa00194,ecol_ts,random_01,runif_ts,0.0982,0.1673,0.2925,0.285,0.2373736,0.2386127,4,2.0,0.3,5,0.8,495,0.5,0,0.08,0.0,0.08,11,0.02798929
5151,5151,Prok_Taxa00195,ecol_ts,random_01,runif_ts,0.069,0.1462,0.2994,0.2876,0.2486868,0.2429814,2,1.5,0.0,3,0.9,495,0.5,0,0.11,0.0,0.09,11,0.021374439999999998
5152,5152,Prok_Taxa00196,ecol_ts,random_01,runif_ts,0.0649,0.1792,0.2969,0.2849,0.244588,0.2383805,3,0.75,0.4,4,0.9,495,0.5,0,0.09,0.0,0.08,11,0.03211264
5153,5153,Prok_Taxa00197,ecol_ts,random_01,runif_ts,0.0696,0.0,0.2945,0.2963,0.2407085,0.25784,4,0.5,0.3,5,0.4,495,0.5,0,0.09,0.0,0.09,11,0.0
5154,5154,Prok_Taxa00199,ecol_ts,random_01,runif_ts,0.0255,0.0652,0.3087,0.2896,0.2643691,0.246386,3,0.75,0.4,4,0.8,495,0.5,0,0.08,0.0,0.1,11,0.004251039999999999
5155,5155,Prok_Taxa00201,ecol_ts,random_01,runif_ts,-0.0353,0.0707,0.2979,0.289,0.2461748,0.2453029,9,0.25,0.9,10,0.3,495,0.5,0,0.11,0.0,0.12,11,0.0049984899999999995
5156,5156,Prok_Taxa00202,ecol_ts,random_01,runif_ts,0.156,0.1799,0.2904,0.2847,0.2339477,0.2380618,5,1.5,0.4,6,0.8,495,0.5,0,0.09,0.0,0.09,11,0.03236401
5157,5157,Prok_Taxa00203,ecol_ts,random_01,runif_ts,0.0324,0.0363,0.2981,0.2909,0.2466169,0.2486271,3,0.25,0.4,4,0.2,495,0.5,0,0.08,0.0,0.1,11,0.0013176899999999998
5158,5158,Prok_Taxa00206,ecol_ts,random_01,runif_ts,-0.0331,0.0813,0.3038,0.2921,0.2561077,0.25065,10,1.5,0.9,11,0.3,495,0.5,0,0.12,0.0,0.09,11,0.00660969
5159,5159,Prok_Taxa00207,ecol_ts,random_01,runif_ts,0.0925,0.0698,0.2964,0.2963,0.2437488,0.2578464,9,1.5,0.9,10,0.3,495,0.5,0,0.11,0.0,0.09,11,0.00487204
5160,5160,Prok_Taxa00208,ecol_ts,random_01,runif_ts,0.0974,0.2077,0.2974,0.2849,0.2454045,0.2384845,4,2.0,0.0,5,0.9,495,0.5,0,0.11,0.0,0.09,11,0.04313929
5161,5161,Prok_Taxa00209,ecol_ts,random_01,runif_ts,0.0355,0.1332,0.2962,0.2872,0.2434293,0.2423243,7,1.5,0.9,8,0.4,495,0.5,0,0.1,0.0,0.11,11,0.017742240000000003
5162,5162,Prok_Taxa00211,ecol_ts,random_01,runif_ts,0.1023,0.2097,0.2938,0.2828,0.2394783,0.2349596,27,0.5,0.9,28,0.9,495,0.5,0,0.14,0.0,0.17,11,0.04397409
5163,5163,Prok_Taxa00212,ecol_ts,random_01,runif_ts,0.0325,0.0802,0.2955,0.2887,0.242225,0.2448389,4,1.5,0.3,5,0.7,495,0.5,0,0.1,0.0,0.13,11,0.006432039999999999
5164,5164,Prok_Taxa00213,ecol_ts,random_01,runif_ts,0.011,0.0,0.3031,0.293,0.2548267,0.2521307,2,0.1,0.5,3,0.5,495,0.5,0,0.1,0.0,0.1,11,0.0
5165,5165,Prok_Taxa00214,ecol_ts,random_01,runif_ts,0.0128,0.1548,0.3005,0.2873,0.2505322,0.2425669,5,2.0,0.8,6,0.6,495,0.5,0,0.13,0.0,0.11,11,0.023963039999999998
5166,5166,Prok_Taxa00216,ecol_ts,random_01,runif_ts,0.1056,0.1761,0.2963,0.2865,0.2436348,0.2411863,2,2.0,0.5,3,0.8,495,0.5,0,0.08,0.0,0.11,11,0.03101121
5167,5167,Prok_Taxa00217,ecol_ts,random_01,runif_ts,0.0901,0.1415,0.2925,0.2873,0.2373629,0.2425513,11,1.5,0.3,12,0.6,495,0.5,0,0.12,0.0,0.13,11,0.020022249999999995
5168,5168,Prok_Taxa00218,ecol_ts,random_01,runif_ts,0.026,0.1444,0.2996,0.2872,0.2489793,0.2423123,7,0.5,0.9,8,0.5,495,0.5,0,0.14,0.0,0.08,11,0.02085136
5169,5169,Prok_Taxa00220,ecol_ts,random_01,runif_ts,0.0386,0.1337,0.2937,0.2865,0.2393611,0.2411779,11,0.75,0.0,12,0.4,495,0.5,0,0.14,0.0,0.08,11,0.017875690000000003
5170,5170,Prok_Taxa00221,ecol_ts,random_01,runif_ts,0.0071,0.1351,0.2994,0.2877,0.2487792,0.2431702,3,0.75,0.4,4,0.8,495,0.5,0,0.11,0.0,0.09,11,0.01825201
5171,5171,Prok_Taxa00222,ecol_ts,random_01,runif_ts,0.1209,0.1506,0.2909,0.2858,0.2347277,0.2399156,12,0.5,0.0,13,0.4,495,0.5,0,0.1,0.0,0.11,11,0.022680360000000004
5172,5172,Prok_Taxa00223,ecol_ts,random_01,runif_ts,0.0751,0.1152,0.301,0.2939,0.2513635,0.2538223,2,1.5,0.5,3,0.7,495,0.5,0,0.1,0.0,0.08,11,0.01327104
5173,5173,Prok_Taxa00225,ecol_ts,random_01,runif_ts,0.0559,0.1932,0.2962,0.2835,0.2433893,0.2361658,2,2.0,0.5,3,0.8,495,0.5,0,0.1,0.0,0.12,11,0.037326240000000004
5174,5174,Prok_Taxa00227,ecol_ts,random_01,runif_ts,0.06,0.1839,0.2944,0.2843,0.2404475,0.2374481,3,2.0,0.0,4,0.9,495,0.5,0,0.09,0.0,0.11,11,0.03381921
5175,5175,Prok_Taxa00228,ecol_ts,random_01,runif_ts,0.1019,0.161,0.2956,0.2873,0.2424637,0.2425201,11,0.75,0.7,12,0.6,495,0.5,0,0.08,0.0,0.09,11,0.025921000000000003
5176,5176,Prok_Taxa00229,ecol_ts,random_01,runif_ts,0.0314,0.0,0.3331,0.2978,0.3078662,0.2605045,4,1.5,0.8,5,0.5,495,0.5,0,0.08,0.0,0.08,11,0.0
5177,5177,Prok_Taxa00231,ecol_ts,random_01,runif_ts,0.0889,0.1768,0.3006,0.2931,0.2506625,0.25242,7,0.5,0.9,8,0.4,495,0.5,0,0.12,0.0,0.1,11,0.03125824000000001
5178,5178,Prok_Taxa00232,ecol_ts,random_01,runif_ts,-0.0261,0.093,0.3008,0.2893,0.2509956,0.2458935,2,1.0,0.5,3,0.8,495,0.5,0,0.09,0.0,0.1,11,0.008649
5179,5179,Prok_Taxa00234,ecol_ts,random_01,runif_ts,0.0887,0.2071,0.2967,0.2828,0.244183,0.234966,2,2.0,0.5,3,0.9,495,0.5,0,0.09,0.0,0.07,11,0.042890410000000004
5180,5180,Prok_Taxa00235,ecol_ts,random_01,runif_ts,0.0474,0.1779,0.2972,0.2844,0.2451439,0.2376029,3,2.0,0.0,4,0.9,495,0.5,0,0.08,0.0,0.11,11,0.03164841
5181,5181,Prok_Taxa00238,ecol_ts,random_01,runif_ts,0.0503,0.1891,0.2986,0.2844,0.2473813,0.2375652,3,1.5,0.0,4,0.9,495,0.5,0,0.1,0.0,0.14,11,0.035758809999999995
5182,5182,Prok_Taxa00239,ecol_ts,random_01,runif_ts,0.0672,0.1457,0.2966,0.2868,0.2441119,0.2416869,6,2.0,0.9,7,0.6,495,0.5,0,0.09,0.0,0.1,11,0.02122849
5183,5183,Prok_Taxa00240,ecol_ts,random_01,runif_ts,0.0853,0.1832,0.2958,0.2842,0.2427558,0.2372497,4,1.5,0.0,5,0.9,495,0.5,0,0.11,0.0,0.1,11,0.03356224
5184,5184,Prok_Taxa00242,ecol_ts,random_01,runif_ts,0.0312,0.1114,0.295,0.2876,0.241466,0.2430092,16,1.0,0.0,17,0.6,495,0.5,0,0.09,0.0,0.12,11,0.01240996
5185,5185,Prok_Taxa00243,ecol_ts,random_01,runif_ts,0.0427,0.0583,0.3026,0.2909,0.2541137,0.2485361,4,0.25,0.3,5,0.6,495,0.5,0,0.08,0.0,0.08,11,0.00339889
5186,5186,Prok_Taxa00244,ecol_ts,random_01,runif_ts,0.0339,0.09,0.297,0.2883,0.2446698,0.244219,7,0.5,0.9,8,0.5,495,0.5,0,0.08,0.0,0.1,11,0.0081
5187,5187,Prok_Taxa00245,ecol_ts,random_01,runif_ts,0.072,0.0679,0.2948,0.29,0.2411597,0.2470224,5,1.0,0.8,6,0.1,495,0.5,0,0.11,0.0,0.08,11,0.0046104100000000005
5188,5188,Prok_Taxa00247,ecol_ts,random_01,runif_ts,0.0049,0.026,0.2946,0.2896,0.2408023,0.2463209,6,2.0,0.9,7,0.4,495,0.5,0,0.08,0.01,0.08,11,0.000676
5189,5189,Prok_Taxa00250,ecol_ts,random_01,runif_ts,-0.0544,0.0756,0.3005,0.2902,0.2505298,0.2474257,26,0.75,0.0,27,0.7,495,0.5,0,0.16,0.0,0.16,11,0.00571536
5190,5190,Prok_Taxa00251,ecol_ts,random_01,runif_ts,0.0754,0.2065,0.2937,0.2829,0.2393628,0.2351163,4,2.0,0.3,5,0.8,495,0.5,0,0.09,0.0,0.08,11,0.04264224999999999
5191,5191,Prok_Taxa00252,ecol_ts,random_01,runif_ts,0.0029,0.1208,0.3009,0.2936,0.2512588,0.2531964,14,0.5,0.4,15,0.3,495,0.5,0,0.11,0.0,0.13,11,0.01459264
5192,5192,Prok_Taxa00253,ecol_ts,random_01,runif_ts,0.119,0.1416,0.2917,0.2868,0.236026,0.2415744,10,0.25,0.5,11,0.4,495,0.5,0,0.09,0.0,0.09,11,0.020050560000000002
5193,5193,Prok_Taxa00254,ecol_ts,random_01,runif_ts,-0.0138,0.12,0.2994,0.2883,0.2487196,0.2442009,17,0.75,0.9,18,0.6,495,0.5,0,0.19,0.0,0.13,11,0.0144
5194,5194,Prok_Taxa00255,ecol_ts,random_01,runif_ts,0.0701,0.156,0.2944,0.2858,0.240487,0.2398982,3,2.0,0.4,4,0.8,495,0.5,0,0.09,0.0,0.13,11,0.024336
5195,5195,Prok_Taxa00256,ecol_ts,random_01,runif_ts,0.0678,0.1681,0.296,0.2848,0.2430912,0.2383312,2,2.0,0.5,3,0.7,495,0.5,0,0.1,0.0,0.07,11,0.02825761
5196,5196,Prok_Taxa00257,ecol_ts,random_01,runif_ts,0.0117,0.1686,0.2992,0.2852,0.248329,0.2389126,2,2.0,0.0,3,0.9,495,0.5,0,0.16,0.0,0.1,11,0.02842596
5197,5197,Prok_Taxa00258,ecol_ts,random_01,runif_ts,0.0012,0.1593,0.3025,0.2854,0.2538344,0.2392184,3,0.25,0.4,4,0.9,495,0.5,0,0.07,0.0,0.07,11,0.025376489999999998
5198,5198,Prok_Taxa00260,ecol_ts,random_01,runif_ts,-0.0359,0.0925,0.3177,0.2881,0.2800213,0.2438449,2,0.75,0.5,3,0.4,495,0.5,0,0.13,0.0,0.08,11,0.00855625
5199,5199,Prok_Taxa00261,ecol_ts,random_01,runif_ts,0.1165,0.1457,0.2933,0.2861,0.2386943,0.2405029,5,0.75,0.4,6,0.5,495,0.5,0,0.12,0.0,0.08,11,0.02122849
5200,5200,Prok_Taxa00262,ecol_ts,random_01,runif_ts,0.1141,0.1995,0.2909,0.2832,0.2348314,0.2356271,9,1.5,0.9,10,0.6,495,0.5,0,0.08,0.0,0.09,11,0.03980025
5201,5201,Prok_Taxa00263,ecol_ts,random_01,runif_ts,0.1311,0.1956,0.2933,0.2836,0.2386505,0.2363394,2,1.5,0.5,3,0.8,495,0.5,0,0.11,0.0,0.08,11,0.03825936
