"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/05/24 13:24'25","44340.5586226852","  24.0000","","","","","","","",
"2021/05/24 13:25'25","44340.5593171296","  23.7000","","","","","","","",
"2021/05/24 13:26'25","44340.5600115741","  23.2000","","","","","","","",
"2021/05/24 13:27'25","44340.5607060185","  22.9000","","","","","","","",
"2021/05/24 13:28'25","44340.5614004630","  22.8000","","","","","","","",
"2021/05/24 13:29'25","44340.5620949074","  22.8000","","","","","","","",
"2021/05/24 13:30'25","44340.5627893519","  22.8000","","","","","","","",
"2021/05/24 13:31'25","44340.5634837963","  22.9000","","","","","","","",
"2021/05/24 13:32'25","44340.5641782407","  23.0000","","","","","","","",
"2021/05/24 13:33'25","44340.5648726852","  22.8000","","","","","","","",
"2021/05/24 13:34'25","44340.5655671296","  22.4000","","","","","","","",
"2021/05/24 13:35'25","44340.5662615741","  22.3000","","","","","","","",
"2021/05/24 13:36'25","44340.5669560185","  22.0000","","","","","","","",
"2021/05/24 13:37'25","44340.5676504630","  21.3000","","","","","","","",
"2021/05/24 13:38'25","44340.5683449074","  20.8000","","","","","","","",
"2021/05/24 13:39'25","44340.5690393519","  19.8000","","","","","","","",
"2021/05/24 13:40'25","44340.5697337963","  19.2000","","","","","","","",
"2021/05/24 13:41'25","44340.5704282407","  18.6000","","","","","","","",
"2021/05/24 13:42'25","44340.5711226852","  18.4000","","","","","","","",
"2021/05/24 13:43'25","44340.5718171296","  18.0000","","","","","","","",
"2021/05/24 13:44'25","44340.5725115741","  18.0000","","","","","","","",
"2021/05/24 13:45'25","44340.5732060185","  17.8000","","","","","","","",
"2021/05/24 13:46'25","44340.5739004630","  17.7000","","","","","","","",
"2021/05/24 13:47'25","44340.5745949074","  17.8000","","","","","","","",
"2021/05/24 13:48'25","44340.5752893519","  17.7000","","","","","","","",
"2021/05/24 13:49'25","44340.5759837963","  17.8000","","","","","","","",
"2021/05/24 13:50'25","44340.5766782407","  17.7000","","","","","","","",
"2021/05/24 13:51'25","44340.5773726852","  17.8000","","","","","","","",
"2021/05/24 13:52'25","44340.5780671296","  17.4000","","","","","","","",
"2021/05/24 13:53'25","44340.5787615741","  17.2000","","","","","","","",
"2021/05/24 13:54'25","44340.5794560185","  16.7000","","","","","","","",
"2021/05/24 13:55'25","44340.5801504630","  16.5000","","","","","","","",
"2021/05/24 13:56'25","44340.5808449074","  16.7000","","","","","","","",
"2021/05/24 13:57'25","44340.5815393519","  16.8000","","","","","","","",
"2021/05/24 13:58'25","44340.5822337963","  17.2000","","","","","","","",
"2021/05/24 13:59'25","44340.5829282407","  17.7000","","","","","","","",
"2021/05/24 14:00'25","44340.5836226852","  18.2000","","","","","","","",
"2021/05/24 14:01'25","44340.5843171296","  18.6000","","","","","","","",
"2021/05/24 14:02'25","44340.5850115741","  18.2000","","","","","","","",
"2021/05/24 14:03'25","44340.5857060185","  17.5000","","","","","","","",
"2021/05/24 14:04'25","44340.5864004630","  17.0000","","","","","","","",
"2021/05/24 14:05'25","44340.5870949074","  16.3000","","","","","","","",
"2021/05/24 14:06'25","44340.5877893519","  16.6000","","","","","","","",
"2021/05/24 14:07'25","44340.5884837963","  17.6000","","","","","","","",
"2021/05/24 14:08'25","44340.5891782407","  19.1000","","","","","","","",
"2021/05/24 14:09'25","44340.5898726852","  20.6000","","","","","","","",
"2021/05/24 14:10'25","44340.5905671296","  22.2000","","","","","","","",
"2021/05/24 14:11'25","44340.5912615741","  22.4000","","","","","","","",
"2021/05/24 14:12'25","44340.5919560185","  22.1000","","","","","","","",
"2021/05/24 14:13'25","44340.5926504630","  21.1000","","","","","","","",
"2021/05/24 14:14'25","44340.5933449074","  19.8000","","","","","","","",
"2021/05/24 14:15'25","44340.5940393519","  18.5000","","","","","","","",
"2021/05/24 14:16'25","44340.5947337963","  17.6000","","","","","","","",
"2021/05/24 14:17'25","44340.5954282407","  17.8000","","","","","","","",
"2021/05/24 14:18'25","44340.5961226852","  19.0000","","","","","","","",
"2021/05/24 14:19'25","44340.5968171296","  20.1000","","","","","","","",
"2021/05/24 14:20'25","44340.5975115741","  21.1000","","","","","","","",
"2021/05/24 14:21'25","44340.5982060185","  21.6000","","","","","","","",
"2021/05/24 14:22'25","44340.5989004630","  21.8000","","","","","","","",
"2021/05/24 14:23'25","44340.5995949074","  21.6000","","","","","","","",
"2021/05/24 14:24'25","44340.6002893519","  21.5000","","","","","","","",
"2021/05/24 14:25'25","44340.6009837963","  21.0000","","","","","","","",
"2021/05/24 14:26'25","44340.6016782407","  20.9000","","","","","","","",
"2021/05/24 14:27'25","44340.6023726852","  21.2000","","","","","","","",
"2021/05/24 14:28'25","44340.6030671296","  22.0000","","","","","","","",
"2021/05/24 14:29'25","44340.6037615741","  22.6000","","","","","","","",
"2021/05/24 14:30'25","44340.6044560185","  23.2000","","","","","","","",
"2021/05/24 14:31'25","44340.6051504630","  23.3000","","","","","","","",
"2021/05/24 14:32'25","44340.6058449074","  23.4000","","","","","","","",
"2021/05/24 14:33'25","44340.6065393519","  23.5000","","","","","","","",
"2021/05/24 14:34'25","44340.6072337963","  23.5000","","","","","","","",
"2021/05/24 14:35'25","44340.6079282407","  23.6000","","","","","","","",
"2021/05/24 14:36'25","44340.6086226852","  23.6000","","","","","","","",
"2021/05/24 14:37'25","44340.6093171296","  23.6000","","","","","","","",
"2021/05/24 14:38'25","44340.6100115741","  24.3000","","","","","","","",
"2021/05/24 14:39'25","44340.6107060185","  24.4000","","","","","","","",
"2021/05/24 14:40'25","44340.6114004630","  25.1000","","","","","","","",
"2021/05/24 14:41'25","44340.6120949074","  24.9000","","","","","","","",
"2021/05/24 14:42'25","44340.6127893519","  24.6000","","","","","","","",
"2021/05/24 14:43'25","44340.6134837963","  24.6000","","","","","","","",
"2021/05/24 14:44'25","44340.6141782407","  24.6000","","","","","","","",
"2021/05/24 14:45'25","44340.6148726852","  24.6000","","","","","","","",
"2021/05/24 14:46'25","44340.6155671296","  24.6000","","","","","","","",
"2021/05/24 14:47'25","44340.6162615741","  24.5000","","","","","","","",
"2021/05/24 14:48'25","44340.6169560185","  24.4000","","","","","","","",
"2021/05/24 14:49'25","44340.6176504630","  24.3000","","","","","","","",
"2021/05/24 14:50'25","44340.6183449074","  24.1000","","","","","","","",
"2021/05/24 14:51'25","44340.6190393519","  23.2000","","","","","","","",
"2021/05/24 14:52'25","44340.6197337963","  21.9000","","","","","","","",
"2021/05/24 14:53'25","44340.6204282407","  20.9000","","","","","","","",
"2021/05/24 14:54'25","44340.6211226852","  19.7000","","","","","","","",
"2021/05/24 14:55'25","44340.6218171296","  18.4000","","","","","","","",
"2021/05/24 14:56'25","44340.6225115741","  17.4000","","","","","","","",
"2021/05/24 14:57'25","44340.6232060185","  17.1000","","","","","","","",
"2021/05/24 14:58'25","44340.6239004630","  17.0000","","","","","","","",
"2021/05/24 14:59'25","44340.6245949074","  17.1000","","","","","","","",
"2021/05/24 15:00'25","44340.6252893519","  17.6000","","","","","","","",
"2021/05/24 15:01'25","44340.6259837963","  18.1000","","","","","","","",
"2021/05/24 15:02'25","44340.6266782407","  18.7000","","","","","","","",
"2021/05/24 15:03'25","44340.6273726852","  19.3000","","","","","","","",
"2021/05/24 15:04'25","44340.6280671296","  20.2000","","","","","","","",
"2021/05/24 15:05'25","44340.6287615741","  21.0000","","","","","","","",
"2021/05/24 15:06'25","44340.6294560185","  21.1000","","","","","","","",
"2021/05/24 15:07'25","44340.6301504630","  20.5000","","","","","","","",
"2021/05/24 15:08'25","44340.6308449074","  19.5000","","","","","","","",
"2021/05/24 15:09'25","44340.6315393519","  18.3000","","","","","","","",
"2021/05/24 15:10'25","44340.6322337963","  17.2000","","","","","","","",
"2021/05/24 15:11'25","44340.6329282407","  16.2000","","","","","","","",
"2021/05/24 15:12'25","44340.6336226852","  15.8000","","","","","","","",
"2021/05/24 15:13'25","44340.6343171296","  15.6000","","","","","","","",
"2021/05/24 15:14'25","44340.6350115741","  15.1000","","","","","","","",
"2021/05/24 15:15'25","44340.6357060185","  15.1000","","","","","","","",
"2021/05/24 15:16'25","44340.6364004630","  14.9000","","","","","","","",
"2021/05/24 15:17'25","44340.6370949074","  15.0000","","","","","","","",
"2021/05/24 15:18'25","44340.6377893519","  15.0000","","","","","","","",
"2021/05/24 15:19'25","44340.6384837963","  15.0000","","","","","","","",
"2021/05/24 15:20'25","44340.6391782407","  15.2000","","","","","","","",
"2021/05/24 15:21'25","44340.6398726852","  15.2000","","","","","","","",
"2021/05/24 15:22'25","44340.6405671296","  15.4000","","","","","","","",
"2021/05/24 15:23'25","44340.6412615741","  15.3000","","","","","","","",
"2021/05/24 15:24'25","44340.6419560185","  15.5000","","","","","","","",
"2021/05/24 15:25'25","44340.6426504630","  15.4000","","","","","","","",
"2021/05/24 15:26'25","44340.6433449074","  15.7000","","","","","","","",
"2021/05/24 15:27'25","44340.6440393519","  16.3000","","","","","","","",
"2021/05/24 15:28'25","44340.6447337963","  17.0000","","","","","","","",
"2021/05/24 15:29'25","44340.6454282407","  17.6000","","","","","","","",
"2021/05/24 15:30'25","44340.6461226852","  18.1000","","","","","","","",
"2021/05/24 15:31'25","44340.6468171296","  18.6000","","","","","","","",
"2021/05/24 15:32'25","44340.6475115741","  19.1000","","","","","","","",
"2021/05/24 15:33'25","44340.6482060185","  19.5000","","","","","","","",
"2021/05/24 15:34'25","44340.6489004630","  19.9000","","","","","","","",
"2021/05/24 15:35'25","44340.6495949074","  20.3000","","","","","","","",
"2021/05/24 15:36'25","44340.6502893519","  20.8000","","","","","","","",
"2021/05/24 15:37'25","44340.6509837963","  21.7000","","","","","","","",
"2021/05/24 15:38'25","44340.6516782407","  22.1000","","","","","","","",
"2021/05/24 15:39'25","44340.6523726852","  22.8000","","","","","","","",
"2021/05/24 15:40'25","44340.6530671296","  22.9000","","","","","","","",
"2021/05/24 15:41'25","44340.6537615741","  23.0000","","","","","","","",
"2021/05/24 15:42'25","44340.6544560185","  23.2000","","","","","","","",
"2021/05/24 15:43'25","44340.6551504630","  23.3000","","","","","","","",
"2021/05/24 15:44'25","44340.6558449074","  23.4000","","","","","","","",
"2021/05/24 15:45'25","44340.6565393519","  23.4000","","","","","","","",
"2021/05/24 15:46'25","44340.6572337963","  23.4000","","","","","","","",
"2021/05/24 15:47'25","44340.6579282407","  23.4000","","","","","","","",
"2021/05/24 15:48'25","44340.6586226852","  23.3000","","","","","","","",
"2021/05/24 15:49'25","44340.6593171296","  23.3000","","","","","","","",
"2021/05/24 15:50'25","44340.6600115741","  23.3000","","","","","","","",
"2021/05/24 15:51'25","44340.6607060185","  22.8000","","","","","","","",
"2021/05/24 15:52'25","44340.6614004630","  21.5000","","","","","","","",
"2021/05/24 15:53'25","44340.6620949074","  20.1000","","","","","","","",
"2021/05/24 15:54'25","44340.6627893519","  18.9000","","","","","","","",
"2021/05/24 15:55'25","44340.6634837963","  17.7000","","","","","","","",
"2021/05/24 15:56'25","44340.6641782407","  17.1000","","","","","","","",
"2021/05/24 15:57'25","44340.6648726852","  17.3000","","","","","","","",
"2021/05/24 15:58'25","44340.6655671296","  17.8000","","","","","","","",
"2021/05/24 15:59'25","44340.6662615741","  18.4000","","","","","","","",
"2021/05/24 16:00'25","44340.6669560185","  19.0000","","","","","","","",
"2021/05/24 16:01'25","44340.6676504630","  19.5000","","","","","","","",
"2021/05/24 16:02'25","44340.6683449074","  19.9000","","","","","","","",
"2021/05/24 16:03'25","44340.6690393519","  20.9000","","","","","","","",
"2021/05/24 16:04'25","44340.6697337963","  21.6000","","","","","","","",
"2021/05/24 16:05'25","44340.6704282407","  22.5000","","","","","","","",
"2021/05/24 16:06'25","44340.6711226852","  22.3000","","","","","","","",
"2021/05/24 16:07'25","44340.6718171296","  21.2000","","","","","","","",
"2021/05/24 16:08'25","44340.6725115741","  19.9000","","","","","","","",
"2021/05/24 16:09'25","44340.6732060185","  18.8000","","","","","","","",
"2021/05/24 16:10'25","44340.6739004630","  17.7000","","","","","","","",
"2021/05/24 16:11'25","44340.6745949074","  17.0000","","","","","","","",
"2021/05/24 16:12'25","44340.6752893519","  16.7000","","","","","","","",
"2021/05/24 16:13'25","44340.6759837963","  16.1000","","","","","","","",
"2021/05/24 16:14'25","44340.6766782407","  15.9000","","","","","","","",
"2021/05/24 16:15'25","44340.6773726852","  15.7000","","","","","","","",
"2021/05/24 16:16'25","44340.6780671296","  16.2000","","","","","","","",
"2021/05/24 16:17'25","44340.6787615741","  17.2000","","","","","","","",
"2021/05/24 16:18'25","44340.6794560185","  18.6000","","","","","","","",
"2021/05/24 16:19'25","44340.6801504630","  19.7000","","","","","","","",
"2021/05/24 16:20'25","44340.6808449074","  21.3000","","","","","","","",
"2021/05/24 16:21'25","44340.6815393519","  21.5000","","","","","","","",
"2021/05/24 16:22'25","44340.6822337963","  20.8000","","","","","","","",
"2021/05/24 16:23'25","44340.6829282407","  19.7000","","","","","","","",
"2021/05/24 16:24'25","44340.6836226852","  18.5000","","","","","","","",
"2021/05/24 16:25'25","44340.6843171296","  17.4000","","","","","","","",
"2021/05/24 16:26'25","44340.6850115741","  17.3000","","","","","","","",
"2021/05/24 16:27'25","44340.6857060185","  18.0000","","","","","","","",
"2021/05/24 16:28'25","44340.6864004630","  19.4000","","","","","","","",
"2021/05/24 16:29'25","44340.6870949074","  20.7000","","","","","","","",
"2021/05/24 16:30'25","44340.6877893519","  22.5000","","","","","","","",
"2021/05/24 16:31'25","44340.6884837963","  23.0000","","","","","","","",
"2021/05/24 16:32'25","44340.6891782407","  23.3000","","","","","","","",
"2021/05/24 16:33'25","44340.6898726852","  23.6000","","","","","","","",
"2021/05/24 16:34'25","44340.6905671296","  23.8000","","","","","","","",
"2021/05/24 16:35'25","44340.6912615741","  23.9000","","","","","","","",
"2021/05/24 16:36'25","44340.6919560185","  23.7000","","","","","","","",
"2021/05/24 16:37'25","44340.6926504630","  23.3000","","","","","","","",
"2021/05/24 16:38'25","44340.6933449074","  23.1000","","","","","","","",
"2021/05/24 16:39'25","44340.6940393519","  22.7000","","","","","","","",
"2021/05/24 16:40'25","44340.6947337963","  22.3000","","","","","","","",
"2021/05/24 16:41'25","44340.6954282407","  22.2000","","","","","","","",
"2021/05/24 16:42'25","44340.6961226852","  21.7000","","","","","","","",
"2021/05/24 16:43'25","44340.6968171296","  21.4000","","","","","","","",
"2021/05/24 16:44'25","44340.6975115741","  21.3000","","","","","","","",
"2021/05/24 16:45'25","44340.6982060185","  20.9000","","","","","","","",
"2021/05/24 16:46'25","44340.6989004630","  20.5000","","","","","","","",
"2021/05/24 16:47'25","44340.6995949074","  19.7000","","","","","","","",
"2021/05/24 16:48'25","44340.7002893519","  19.0000","","","","","","","",
"2021/05/24 16:49'25","44340.7009837963","  18.4000","","","","","","","",
"2021/05/24 16:50'25","44340.7016782407","  17.6000","","","","","","","",
"2021/05/24 16:51'25","44340.7023726852","  17.4000","","","","","","","",
"2021/05/24 16:52'25","44340.7030671296","  17.7000","","","","","","","",
"2021/05/24 16:53'25","44340.7037615741","  18.6000","","","","","","","",
"2021/05/24 16:54'25","44340.7044560185","  19.6000","","","","","","","",
"2021/05/24 16:55'25","44340.7051504630","  20.9000","","","","","","","",
"2021/05/24 16:56'25","44340.7058449074","  21.5000","","","","","","","",
"2021/05/24 16:57'25","44340.7065393519","  21.8000","","","","","","","",
"2021/05/24 16:58'25","44340.7072337963","  22.1000","","","","","","","",
"2021/05/24 16:59'25","44340.7079282407","  22.5000","","","","","","","",
"2021/05/24 17:00'25","44340.7086226852","  23.3000","","","","","","","",
"2021/05/24 17:01'25","44340.7093171296","  22.9000","","","","","","","",
"2021/05/24 17:02'25","44340.7100115741","  22.0000","","","","","","","",
