"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/05/10 16:03'52","44326.6693518519","  23.5000","","","","","","","",
"2021/05/10 16:04'52","44326.6700462963","  23.5000","","","","","","","",
"2021/05/10 16:05'52","44326.6707407407","  22.9000","","","","","","","",
"2021/05/10 16:06'52","44326.6714351852","  22.0000","","","","","","","",
"2021/05/10 16:07'52","44326.6721296296","  21.7000","","","","","","","",
"2021/05/10 16:08'52","44326.6728240741","  21.3000","","","","","","","",
"2021/05/10 16:09'52","44326.6735185185","  21.0000","","","","","","","",
"2021/05/10 16:10'52","44326.6742129630","  20.9000","","","","","","","",
"2021/05/10 16:11'52","44326.6749074074","  20.6000","","","","","","","",
"2021/05/10 16:12'52","44326.6756018519","  20.5000","","","","","","","",
"2021/05/10 16:13'52","44326.6762962963","  20.5000","","","","","","","",
"2021/05/10 16:14'52","44326.6769907407","  20.2000","","","","","","","",
"2021/05/10 16:15'52","44326.6776851852","  20.1000","","","","","","","",
"2021/05/10 16:16'52","44326.6783796296","  19.7000","","","","","","","",
"2021/05/10 16:17'52","44326.6790740741","  19.5000","","","","","","","",
"2021/05/10 16:18'52","44326.6797685185","  19.0000","","","","","","","",
"2021/05/10 16:19'52","44326.6804629630","  18.7000","","","","","","","",
"2021/05/10 16:20'52","44326.6811574074","  18.2000","","","","","","","",
"2021/05/10 16:21'52","44326.6818518519","  18.1000","","","","","","","",
"2021/05/10 16:22'52","44326.6825462963","  17.8000","","","","","","","",
"2021/05/10 16:23'52","44326.6832407407","  17.7000","","","","","","","",
"2021/05/10 16:24'52","44326.6839351852","  17.6000","","","","","","","",
"2021/05/10 16:25'52","44326.6846296296","  17.5000","","","","","","","",
"2021/05/10 16:26'52","44326.6853240741","  17.8000","","","","","","","",
"2021/05/10 16:27'52","44326.6860185185","  18.0000","","","","","","","",
"2021/05/10 16:28'52","44326.6867129630","  18.1000","","","","","","","",
"2021/05/10 16:29'52","44326.6874074074","  18.4000","","","","","","","",
"2021/05/10 16:30'52","44326.6881018519","  18.8000","","","","","","","",
"2021/05/10 16:31'52","44326.6887962963","  18.7000","","","","","","","",
"2021/05/10 16:32'52","44326.6894907407","  18.8000","","","","","","","",
"2021/05/10 16:33'52","44326.6901851852","  18.9000","","","","","","","",
"2021/05/10 16:34'52","44326.6908796296","  18.8000","","","","","","","",
"2021/05/10 16:35'52","44326.6915740741","  18.9000","","","","","","","",
"2021/05/10 16:36'52","44326.6922685185","  18.8000","","","","","","","",
"2021/05/10 16:37'52","44326.6929629630","  18.8000","","","","","","","",
"2021/05/10 16:38'52","44326.6936574074","  18.9000","","","","","","","",
"2021/05/10 16:39'52","44326.6943518519","  18.8000","","","","","","","",
"2021/05/10 16:40'52","44326.6950462963","  18.9000","","","","","","","",
"2021/05/10 16:41'52","44326.6957407407","  18.9000","","","","","","","",
"2021/05/10 16:42'52","44326.6964351852","  18.8000","","","","","","","",
"2021/05/10 16:43'52","44326.6971296296","  18.9000","","","","","","","",
"2021/05/10 16:44'52","44326.6978240741","  18.7000","","","","","","","",
"2021/05/10 16:45'52","44326.6985185185","  18.8000","","","","","","","",
"2021/05/10 16:46'52","44326.6992129630","  18.7000","","","","","","","",
"2021/05/10 16:47'52","44326.6999074074","  18.6000","","","","","","","",
"2021/05/10 16:48'52","44326.7006018519","  18.7000","","","","","","","",
"2021/05/10 16:49'52","44326.7012962963","  18.4000","","","","","","","",
"2021/05/10 16:50'52","44326.7019907407","  18.5000","","","","","","","",
"2021/05/10 16:51'52","44326.7026851852","  18.3000","","","","","","","",
"2021/05/10 16:52'52","44326.7033796296","  18.3000","","","","","","","",
"2021/05/10 16:53'52","44326.7040740741","  18.1000","","","","","","","",
"2021/05/10 16:54'52","44326.7047685185","  18.0000","","","","","","","",
"2021/05/10 16:55'52","44326.7054629630","  17.8000","","","","","","","",
"2021/05/10 16:56'52","44326.7061574074","  17.6000","","","","","","","",
"2021/05/10 16:57'52","44326.7068518519","  17.3000","","","","","","","",
"2021/05/10 16:58'52","44326.7075462963","  17.0000","","","","","","","",
"2021/05/10 16:59'52","44326.7082407407","  16.8000","","","","","","","",
"2021/05/10 17:00'52","44326.7089351852","  16.4000","","","","","","","",
"2021/05/10 17:01'52","44326.7096296296","  16.3000","","","","","","","",
"2021/05/10 17:02'52","44326.7103240741","  16.0000","","","","","","","",
"2021/05/10 17:03'52","44326.7110185185","  16.0000","","","","","","","",
"2021/05/10 17:04'52","44326.7117129630","  15.8000","","","","","","","",
"2021/05/10 17:05'52","44326.7124074074","  15.7000","","","","","","","",
"2021/05/10 17:06'52","44326.7131018519","  15.7000","","","","","","","",
"2021/05/10 17:07'52","44326.7137962963","  15.7000","","","","","","","",
"2021/05/10 17:08'52","44326.7144907407","  15.8000","","","","","","","",
"2021/05/10 17:09'52","44326.7151851852","  15.8000","","","","","","","",
"2021/05/10 17:10'52","44326.7158796296","  15.8000","","","","","","","",
"2021/05/10 17:11'52","44326.7165740741","  15.4000","","","","","","","",
"2021/05/10 17:12'52","44326.7172685185","  15.3000","","","","","","","",
"2021/05/10 17:13'52","44326.7179629630","  14.9000","","","","","","","",
"2021/05/10 17:14'52","44326.7186574074","  14.3000","","","","","","","",
"2021/05/10 17:15'52","44326.7193518519","  13.9000","","","","","","","",
"2021/05/10 17:16'52","44326.7200462963","  13.8000","","","","","","","",
"2021/05/10 17:17'52","44326.7207407407","  13.5000","","","","","","","",
"2021/05/10 17:18'52","44326.7214351852","  13.0000","","","","","","","",
"2021/05/10 17:19'52","44326.7221296296","  12.6000","","","","","","","",
"2021/05/10 17:20'52","44326.7228240741","  12.5000","","","","","","","",
"2021/05/10 17:21'52","44326.7235185185","  12.5000","","","","","","","",
"2021/05/10 17:22'52","44326.7242129630","  12.2000","","","","","","","",
"2021/05/10 17:23'52","44326.7249074074","  12.3000","","","","","","","",
"2021/05/10 17:24'52","44326.7256018519","  12.3000","","","","","","","",
"2021/05/10 17:25'52","44326.7262962963","  12.2000","","","","","","","",
"2021/05/10 17:26'52","44326.7269907407","  12.3000","","","","","","","",
