reservoir_name,reservoir_E,train_ridge_score,train_cor,train_r2,train_rmse,train_nmse,test_ridge_score,test_cor,test_r2,test_rmse,test_nmse,washout_data,learnmodel_time,testing_time,E,pred_tp,temporal_cor,temporal_r2,ridge_train_cor,ridge_train_r2,ridge_train_score,ridge_train_rmse,ridge_train_nmse,ridge_test_cor,ridge_test_r2,ridge_test_rmse,ridge_test_nmse
Tetrahymena Reservoir,6,0.33,0.5764,0.3322,0.827851,0.621107,0.0112,0.2562,0.0656,0.992948,0.931568,0,0.01,0.0,6,0,1.0,1.0,1.0,1.0,1.0,0.0022422311378085605,4.556405974108412e-06,1.0,1.0,0.00221531172430318,4.636940852673855e-06
Tetrahymena Reservoir,6,0.3344,0.5803,0.3367,0.824641,0.616734,0.0456,0.2933,0.086,0.976064,0.898513,0,0.0,0.0,6,1,0.995299273696575,0.9906206442209298,0.994741850574013,0.989511349283412,0.994741850574013,0.10354268553454013,0.009723157738299177,0.9952992736965754,0.9906206442209307,0.09705782249773971,0.008884410223691248
Tetrahymena Reservoir,6,0.3329,0.579,0.3352,0.825175,0.617173,0.0786,0.3267,0.1067,0.959054,0.867468,0,0.0,0.0,6,2,0.9821138240651023,0.9645475634197787,0.9799397003765571,0.9602818163740965,0.9799397003765571,0.2013662786636082,0.036752645899659014,0.9821138240651022,0.9645475634197784,0.1886270364231082,0.03355640279672764
Tetrahymena Reservoir,6,0.3261,0.573,0.3283,0.828657,0.622444,0.1047,0.3522,0.124,0.945367,0.842885,0,0.0,0.0,6,3,0.9609120818611215,0.9233520290666747,0.9563110150065873,0.9145307574229293,0.9563110150065873,0.29510894548874644,0.07894338276702871,0.9609120818611219,0.9233520290666754,0.27733519832529785,0.07253999145074826
Tetrahymena Reservoir,6,0.3117,0.5602,0.3138,0.835851,0.634939,0.1251,0.3706,0.1373,0.935159,0.823206,0,0.0,0.0,6,4,0.9324310386285691,0.8694276417979522,0.9247336434993889,0.855132311419655,0.9247336434993889,0.38346776969511687,0.13363869402244644,0.9324310386285692,0.8694276417979524,0.36220387961497913,0.12349346078258164
Tetrahymena Reservoir,6,0.2929,0.5431,0.2949,0.845119,0.651243,0.1392,0.3825,0.1463,0.928224,0.809433,0,0.0,0.0,6,5,0.8977655173979985,0.805982924228896,0.886201516942541,0.7853531286312608,0.886201516942541,0.46564548970832287,0.19770550290859645,0.8977655173979981,0.8059829242288953,0.4418375879561973,0.183400708116088
Tetrahymena Reservoir,6,0.2708,0.5221,0.2726,0.8563,0.669944,0.1481,0.39,0.1521,0.923427,0.801089,0,0.0,0.0,6,6,0.8581262949424419,0.7363807380716427,0.8416555045210641,0.7083839882906069,0.8416555045210641,0.5415194223779591,0.2679260305338732,0.8581262949424429,0.7363807380716444,0.5150566885624603,0.24922164145259737
Tetrahymena Reservoir,6,0.2478,0.4994,0.2494,0.867278,0.689166,0.1505,0.3915,0.1532,0.922103,0.798794,0,0.0,0.0,6,7,0.8144201057973456,0.6632801087269595,0.7922118544677504,0.6275996223592322,0.7922118544677504,0.6102296783099662,0.3411878976612519,0.8144201057973457,0.6632801087269597,0.5821878149737774,0.3184211544156648
Tetrahymena Reservoir,6,0.2243,0.4752,0.2258,0.877303,0.70904,0.1474,0.3868,0.1496,0.924482,0.801274,0,0.0,0.0,6,8,0.7676599884852668,0.5893018579212,0.7391742520413986,0.5463785748809611,0.7391742520413986,0.6708797042620726,0.4146303773888457,0.767659988485267,0.5893018579212002,0.6436792998657294,0.3884395638783125
Tetrahymena Reservoir,6,0.2032,0.4523,0.2046,0.885491,0.726513,0.1408,0.3784,0.1432,0.928763,0.80705,0,0.0,0.0,6,9,0.7190637777092744,0.5170527164135328,0.6836926403244902,0.4674356264338727,0.6836926403244902,0.7239272415007495,0.48558457358555157,0.7190637777092741,0.5170527164135323,0.6988377821192744,0.45692355646737226
Tetrahymena Reservoir,6,0.1863,0.4331,0.1876,0.89188,0.739581,0.1368,0.3748,0.1404,0.930892,0.810755,0,0.0,0.0,6,10,0.6700609017076128,0.44898161199721914,0.6265008256442504,0.3925032845329274,0.6265008256442504,0.7706215623362719,0.5521469852556807,0.6700609017076128,0.44898161199721914,0.7467954744822105,0.5217880756275377
Tetrahymena Reservoir,6,0.1735,0.418,0.1747,0.896176,0.748901,0.1326,0.3714,0.1379,0.933189,0.81476,0,0.0,0.0,6,11,0.6217131320145987,0.3865272185194018,0.5689191932920072,0.3236690484960283,0.5689191932920072,0.8106725674507945,0.612813636809784,0.6217131320145984,0.3865272185194015,0.7884069958105144,0.5815562581336011
Tetrahymena Reservoir,6,0.1652,0.4079,0.1664,0.897813,0.754808,0.1304,0.3704,0.1372,0.93507,0.816363,0,0.0,0.0,6,12,0.5744062162594015,0.3299425012774423,0.5126262918087027,0.2627857150535412,0.5126262918087027,0.8437028165498311,0.6665675742199206,0.5744062162594014,0.3299425012774422,0.8251688896470465,0.6357416127462358
