2021-03-13_16-22-18.jpg; date_time: 2021-03-13 16:22:18; grid_n: 1; count: 28; total_area: 6967; mean_area: 248.82; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-23-18.jpg; date_time: 2021-03-13 16:23:18; grid_n: 1; count: 28; total_area: 6936; mean_area: 247.71; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-24-18.jpg; date_time: 2021-03-13 16:24:18; grid_n: 1; count: 28; total_area: 6756; mean_area: 241.29; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-25-18.jpg; date_time: 2021-03-13 16:25:18; grid_n: 1; count: 26; total_area: 6326; mean_area: 243.31; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-26-18.jpg; date_time: 2021-03-13 16:26:18; grid_n: 1; count: 28; total_area: 6937; mean_area: 247.75; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-27-18.jpg; date_time: 2021-03-13 16:27:18; grid_n: 1; count: 28; total_area: 7893; mean_area: 281.89; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-28-18.jpg; date_time: 2021-03-13 16:28:18; grid_n: 1; count: 27; total_area: 6411; mean_area: 237.44; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-29-18.jpg; date_time: 2021-03-13 16:29:18; grid_n: 1; count: 17; total_area: 4547; mean_area: 267.47; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-30-18.jpg; date_time: 2021-03-13 16:30:18; grid_n: 1; count: 14; total_area: 4193; mean_area: 299.5; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-31-18.jpg; date_time: 2021-03-13 16:31:18; grid_n: 1; count: 12; total_area: 3282; mean_area: 273.5; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-32-18.jpg; date_time: 2021-03-13 16:32:18; grid_n: 1; count: 14; total_area: 4052; mean_area: 289.43; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-33-18.jpg; date_time: 2021-03-13 16:33:18; grid_n: 1; count: 15; total_area: 3752; mean_area: 250.13; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-34-18.jpg; date_time: 2021-03-13 16:34:18; grid_n: 1; count: 15; total_area: 3720; mean_area: 248; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-35-18.jpg; date_time: 2021-03-13 16:35:18; grid_n: 1; count: 11; total_area: 2403; mean_area: 218.45; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-36-18.jpg; date_time: 2021-03-13 16:36:18; grid_n: 1; count: 18; total_area: 3829; mean_area: 212.72; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-37-18.jpg; date_time: 2021-03-13 16:37:18; grid_n: 1; count: 16; total_area: 3278; mean_area: 204.88; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-38-18.jpg; date_time: 2021-03-13 16:38:18; grid_n: 1; count: 17; total_area: 3562; mean_area: 209.53; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-39-18.jpg; date_time: 2021-03-13 16:39:18; grid_n: 1; count: 17; total_area: 3701; mean_area: 217.71; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-40-18.jpg; date_time: 2021-03-13 16:40:18; grid_n: 1; count: 18; total_area: 4248; mean_area: 236; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-41-18.jpg; date_time: 2021-03-13 16:41:18; grid_n: 1; count: 15; total_area: 3445; mean_area: 229.67; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-42-18.jpg; date_time: 2021-03-13 16:42:18; grid_n: 1; count: 19; total_area: 4723; mean_area: 248.58; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-43-18.jpg; date_time: 2021-03-13 16:43:18; grid_n: 1; count: 21; total_area: 5201; mean_area: 247.67; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-44-18.jpg; date_time: 2021-03-13 16:44:18; grid_n: 1; count: 24; total_area: 5899; mean_area: 245.79; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-45-18.jpg; date_time: 2021-03-13 16:45:18; grid_n: 1; count: 27; total_area: 6988; mean_area: 258.81; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-46-18.jpg; date_time: 2021-03-13 16:46:18; grid_n: 1; count: 17; total_area: 4086; mean_area: 240.35; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-47-18.jpg; date_time: 2021-03-13 16:47:18; grid_n: 1; count: 19; total_area: 4527; mean_area: 238.26; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-48-18.jpg; date_time: 2021-03-13 16:48:18; grid_n: 1; count: 22; total_area: 5085; mean_area: 231.14; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-49-18.jpg; date_time: 2021-03-13 16:49:18; grid_n: 1; count: 22; total_area: 5062; mean_area: 230.09; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-13_16-50-18.jpg; date_time: 2021-03-13 16:50:18; grid_n: 1; count: 18; total_area: 4353; mean_area: 241.83; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
