2021-03-26_13-36-13.jpg; date_time: 2021-03-26 13:36:13; grid_n: 1; count: 10; total_area: 2339; mean_area: 233.9; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-37-13.jpg; date_time: 2021-03-26 13:37:13; grid_n: 1; count: 8; total_area: 1485; mean_area: 185.62; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-38-13.jpg; date_time: 2021-03-26 13:38:13; grid_n: 1; count: 7; total_area: 1280; mean_area: 182.86; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-39-13.jpg; date_time: 2021-03-26 13:39:13; grid_n: 1; count: 8; total_area: 1359; mean_area: 169.88; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-40-13.jpg; date_time: 2021-03-26 13:40:13; grid_n: 1; count: 7; total_area: 1253; mean_area: 179; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-41-13.jpg; date_time: 2021-03-26 13:41:13; grid_n: 1; count: 9; total_area: 1967; mean_area: 218.56; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-42-13.jpg; date_time: 2021-03-26 13:42:13; grid_n: 1; count: 10; total_area: 2087; mean_area: 208.7; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-43-13.jpg; date_time: 2021-03-26 13:43:13; grid_n: 1; count: 9; total_area: 1545; mean_area: 171.67; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-44-13.jpg; date_time: 2021-03-26 13:44:13; grid_n: 1; count: 13; total_area: 2358; mean_area: 181.38; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-45-13.jpg; date_time: 2021-03-26 13:45:13; grid_n: 1; count: 9; total_area: 1843; mean_area: 204.78; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-46-13.jpg; date_time: 2021-03-26 13:46:13; grid_n: 1; count: 12; total_area: 2216; mean_area: 184.67; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-03-26_13-47-13.jpg; date_time: 2021-03-26 13:47:13; grid_n: 1; count: 9; total_area: 1802; mean_area: 200.22; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
