2021-02-25_16-09-58.jpg; date_time: 2021-02-25 16:09:58; grid_n: 1; count: 21; total_area: 2191; mean_area: 104.33; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-02-25_16-10-58.jpg; date_time: 2021-02-25 16:10:58; grid_n: 1; count: 17; total_area: 1490; mean_area: 87.647; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-02-25_16-11-58.jpg; date_time: 2021-02-25 16:11:58; grid_n: 1; count: 19; total_area: 1934; mean_area: 101.79; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-02-25_16-12-58.jpg; date_time: 2021-02-25 16:12:58; grid_n: 1; count: 19; total_area: 2452; mean_area: 129.05; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-02-25_16-13-58.jpg; date_time: 2021-02-25 16:13:58; grid_n: 1; count: 20; total_area: 1865; mean_area: 93.25; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-02-25_16-14-58.jpg; date_time: 2021-02-25 16:14:58; grid_n: 1; count: 17; total_area: 1882; mean_area: 110.71; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-02-25_16-15-58.jpg; date_time: 2021-02-25 16:15:58; grid_n: 1; count: 19; total_area: 2210; mean_area: 116.32; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-02-25_16-16-58.jpg; date_time: 2021-02-25 16:16:58; grid_n: 1; count: 14; total_area: 1727; mean_area: 123.36; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-02-25_16-17-58.jpg; date_time: 2021-02-25 16:17:58; grid_n: 1; count: 14; total_area: 1509; mean_area: 107.79; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-02-25_16-18-58.jpg; date_time: 2021-02-25 16:18:58; grid_n: 1; count: 14; total_area: 1693; mean_area: 120.93; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-02-25_16-19-58.jpg; date_time: 2021-02-25 16:19:58; grid_n: 1; count: 14; total_area: 1613; mean_area: 115.21; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
