"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/02/26 16:46'38","44253.6990509259","  17.6000","","","","","","","",
"2021/02/26 16:47'38","44253.6997453704","  18.1000","","","","","","","",
"2021/02/26 16:48'38","44253.7004398148","  18.5000","","","","","","","",
"2021/02/26 16:49'38","44253.7011342593","  18.9000","","","","","","","",
"2021/02/26 16:50'38","44253.7018287037","  19.3000","","","","","","","",
"2021/02/26 16:51'38","44253.7025231481","  21.1000","","","","","","","",
"2021/02/26 16:52'38","44253.7032175926","  21.9000","","","","","","","",
"2021/02/26 16:53'38","44253.7039120370","  21.9000","","","","","","","",
"2021/02/26 16:54'38","44253.7046064815","  22.0000","","","","","","","",
"2021/02/26 16:55'38","44253.7053009259","  22.1000","","","","","","","",
"2021/02/26 16:56'38","44253.7059953704","  22.2000","","","","","","","",
"2021/02/26 16:57'38","44253.7066898148","  22.2000","","","","","","","",
"2021/02/26 16:58'38","44253.7073842593","  22.3000","","","","","","","",
"2021/02/26 16:59'38","44253.7080787037","  22.3000","","","","","","","",
"2021/02/26 17:00'38","44253.7087731481","  22.3000","","","","","","","",
"2021/02/26 17:01'38","44253.7094675926","  22.1000","","","","","","","",
"2021/02/26 17:02'38","44253.7101620370","  21.3000","","","","","","","",
"2021/02/26 17:03'38","44253.7108564815","  20.8000","","","","","","","",
"2021/02/26 17:04'38","44253.7115509259","  19.9000","","","","","","","",
"2021/02/26 17:05'38","44253.7122453704","  19.3000","","","","","","","",
"2021/02/26 17:06'38","44253.7129398148","  18.6000","","","","","","","",
"2021/02/26 17:07'38","44253.7136342593","  18.2000","","","","","","","",
"2021/02/26 17:08'38","44253.7143287037","  18.0000","","","","","","","",
"2021/02/26 17:09'38","44253.7150231481","  17.6000","","","","","","","",
"2021/02/26 17:10'38","44253.7157175926","  17.7000","","","","","","","",
"2021/02/26 17:11'38","44253.7164120370","  17.3000","","","","","","","",
"2021/02/26 17:12'38","44253.7171064815","  17.4000","","","","","","","",
"2021/02/26 17:13'38","44253.7178009259","  17.5000","","","","","","","",
"2021/02/26 17:14'38","44253.7184953704","  17.3000","","","","","","","",
"2021/02/26 17:15'38","44253.7191898148","  17.4000","","","","","","","",
"2021/02/26 17:16'38","44253.7198842593","  17.3000","","","","","","","",
"2021/02/26 17:17'38","44253.7205787037","  17.0000","","","","","","","",
"2021/02/26 17:18'38","44253.7212731481","  16.9000","","","","","","","",
"2021/02/26 17:19'38","44253.7219675926","  16.4000","","","","","","","",
"2021/02/26 17:20'38","44253.7226620370","  16.2000","","","","","","","",
"2021/02/26 17:21'38","44253.7233564815","  15.9000","","","","","","","",
"2021/02/26 17:22'38","44253.7240509259","  16.1000","","","","","","","",
"2021/02/26 17:23'38","44253.7247453704","  16.5000","","","","","","","",
"2021/02/26 17:24'38","44253.7254398148","  17.1000","","","","","","","",
"2021/02/26 17:25'38","44253.7261342593","  18.0000","","","","","","","",
"2021/02/26 17:26'38","44253.7268287037","  19.0000","","","","","","","",
"2021/02/26 17:27'38","44253.7275231481","  18.7000","","","","","","","",
"2021/02/26 17:28'38","44253.7282175926","  17.8000","","","","","","","",
"2021/02/26 17:29'38","44253.7289120370","  16.8000","","","","","","","",
"2021/02/26 17:30'38","44253.7296064815","  15.8000","","","","","","","",
"2021/02/26 17:31'38","44253.7303009259","  16.0000","","","","","","","",
"2021/02/26 17:32'38","44253.7309953704","  16.9000","","","","","","","",
"2021/02/26 17:33'38","44253.7316898148","  18.6000","","","","","","","",
"2021/02/26 17:34'38","44253.7323842593","  20.1000","","","","","","","",
"2021/02/26 17:35'38","44253.7330787037","  22.2000","","","","","","","",
"2021/02/26 17:36'38","44253.7337731481","  22.9000","","","","","","","",
"2021/02/26 17:37'38","44253.7344675926","  22.4000","","","","","","","",
"2021/02/26 17:38'38","44253.7351620370","  21.2000","","","","","","","",
"2021/02/26 17:39'38","44253.7358564815","  19.8000","","","","","","","",
"2021/02/26 17:40'38","44253.7365509259","  18.5000","","","","","","","",
"2021/02/26 17:41'38","44253.7372453704","  17.4000","","","","","","","",
"2021/02/26 17:42'38","44253.7379398148","  18.0000","","","","","","","",
"2021/02/26 17:43'38","44253.7386342593","  18.5000","","","","","","","",
"2021/02/26 17:44'38","44253.7393287037","  19.9000","","","","","","","",
"2021/02/26 17:45'38","44253.7400231481","  20.9000","","","","","","","",
"2021/02/26 17:46'38","44253.7407175926","  22.2000","","","","","","","",
"2021/02/26 17:47'38","44253.7414120370","  21.9000","","","","","","","",
"2021/02/26 17:48'38","44253.7421064815","  21.6000","","","","","","","",
"2021/02/26 17:49'38","44253.7428009259","  21.5000","","","","","","","",
"2021/02/26 17:50'38","44253.7434953704","  20.8000","","","","","","","",
"2021/02/26 17:51'38","44253.7441898148","  20.6000","","","","","","","",
"2021/02/26 17:52'38","44253.7448842593","  20.9000","","","","","","","",
"2021/02/26 17:53'38","44253.7455787037","  21.8000","","","","","","","",
"2021/02/26 17:54'38","44253.7462731481","  22.5000","","","","","","","",
"2021/02/26 17:55'38","44253.7469675926","  23.2000","","","","","","","",
"2021/02/26 17:56'38","44253.7476620370","  23.2000","","","","","","","",
"2021/02/26 17:57'38","44253.7483564815","  23.2000","","","","","","","",
"2021/02/26 17:58'38","44253.7490509259","  23.1000","","","","","","","",
"2021/02/26 17:59'38","44253.7497453704","  23.1000","","","","","","","",
"2021/02/26 18:00'38","44253.7504398148","  23.1000","","","","","","","",
"2021/02/26 18:01'38","44253.7511342593","  23.6000","","","","","","","",
"2021/02/26 18:02'38","44253.7518287037","  23.9000","","","","","","","",
"2021/02/26 18:03'38","44253.7525231481","  24.4000","","","","","","","",
"2021/02/26 18:04'38","44253.7532175926","  24.5000","","","","","","","",
"2021/02/26 18:05'38","44253.7539120370","  25.0000","","","","","","","",
"2021/02/26 18:06'38","44253.7546064815","  25.0000","","","","","","","",
"2021/02/26 18:07'38","44253.7553009259","  24.5000","","","","","","","",
