"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/03/13 16:21'59","44268.6819328704","  21.6000","","","","","","","",
"2021/03/13 16:22'59","44268.6826273148","  21.8000","","","","","","","",
"2021/03/13 16:23'59","44268.6833217593","  21.9000","","","","","","","",
"2021/03/13 16:24'59","44268.6840162037","  21.6000","","","","","","","",
"2021/03/13 16:25'59","44268.6847106481","  20.9000","","","","","","","",
"2021/03/13 16:26'59","44268.6854050926","  19.9000","","","","","","","",
"2021/03/13 16:27'59","44268.6860995370","  18.8000","","","","","","","",
"2021/03/13 16:28'59","44268.6867939815","  17.7000","","","","","","","",
"2021/03/13 16:29'59","44268.6874884259","  17.0000","","","","","","","",
"2021/03/13 16:30'59","44268.6881828704","  16.8000","","","","","","","",
"2021/03/13 16:31'59","44268.6888773148","  16.5000","","","","","","","",
"2021/03/13 16:32'59","44268.6895717593","  16.4000","","","","","","","",
"2021/03/13 16:33'59","44268.6902662037","  16.2000","","","","","","","",
"2021/03/13 16:34'59","44268.6909606481","  16.2000","","","","","","","",
"2021/03/13 16:35'59","44268.6916550926","  16.1000","","","","","","","",
"2021/03/13 16:36'59","44268.6923495370","  16.1000","","","","","","","",
"2021/03/13 16:37'59","44268.6930439815","  16.1000","","","","","","","",
"2021/03/13 16:38'59","44268.6937384259","  16.2000","","","","","","","",
"2021/03/13 16:39'59","44268.6944328704","  16.3000","","","","","","","",
"2021/03/13 16:40'59","44268.6951273148","  16.4000","","","","","","","",
"2021/03/13 16:41'59","44268.6958217593","  16.5000","","","","","","","",
"2021/03/13 16:42'59","44268.6965162037","  16.7000","","","","","","","",
"2021/03/13 16:43'59","44268.6972106481","  16.9000","","","","","","","",
"2021/03/13 16:44'59","44268.6979050926","  17.1000","","","","","","","",
"2021/03/13 16:45'59","44268.6985995370","  17.2000","","","","","","","",
"2021/03/13 16:46'59","44268.6992939815","  17.4000","","","","","","","",
"2021/03/13 16:47'59","44268.6999884259","  17.5000","","","","","","","",
"2021/03/13 16:48'59","44268.7006828704","  17.7000","","","","","","","",
"2021/03/13 16:49'59","44268.7013773148","  17.7000","","","","","","","",
"2021/03/13 16:50'59","44268.7020717593","  17.8000","","","","","","","",
"2021/03/13 16:51'59","44268.7027662037","  17.8000","","","","","","","",
"2021/03/13 16:52'59","44268.7034606481","  17.8000","","","","","","","",
"2021/03/13 16:53'59","44268.7041550926","  17.8000","","","","","","","",
"2021/03/13 16:54'59","44268.7048495370","  17.7000","","","","","","","",
"2021/03/13 16:55'59","44268.7055439815","  17.6000","","","","","","","",
"2021/03/13 16:56'59","44268.7062384259","  17.5000","","","","","","","",
"2021/03/13 16:57'59","44268.7069328704","  17.4000","","","","","","","",
"2021/03/13 16:58'59","44268.7076273148","  17.3000","","","","","","","",
"2021/03/13 16:59'59","44268.7083217593","  17.2000","","","","","","","",
"2021/03/13 17:00'59","44268.7090162037","  17.0000","","","","","","","",
"2021/03/13 17:01'59","44268.7097106481","  16.8000","","","","","","","",
"2021/03/13 17:02'59","44268.7104050926","  16.6000","","","","","","","",
"2021/03/13 17:03'59","44268.7110995370","  16.4000","","","","","","","",
"2021/03/13 17:04'59","44268.7117939815","  16.3000","","","","","","","",
"2021/03/13 17:05'59","44268.7124884259","  16.1000","","","","","","","",
"2021/03/13 17:06'59","44268.7131828704","  16.1000","","","","","","","",
"2021/03/13 17:07'59","44268.7138773148","  16.0000","","","","","","","",
"2021/03/13 17:08'59","44268.7145717593","  16.0000","","","","","","","",
"2021/03/13 17:09'59","44268.7152662037","  16.0000","","","","","","","",
"2021/03/13 17:10'59","44268.7159606481","  16.1000","","","","","","","",
"2021/03/13 17:11'59","44268.7166550926","  16.2000","","","","","","","",
"2021/03/13 17:12'59","44268.7173495370","  16.3000","","","","","","","",
"2021/03/13 17:13'59","44268.7180439815","  16.5000","","","","","","","",
"2021/03/13 17:14'59","44268.7187384259","  16.6000","","","","","","","",
"2021/03/13 17:15'59","44268.7194328704","  16.8000","","","","","","","",
"2021/03/13 17:16'59","44268.7201273148","  17.0000","","","","","","","",
"2021/03/13 17:17'59","44268.7208217593","  17.1000","","","","","","","",
"2021/03/13 17:18'59","44268.7215162037","  17.4000","","","","","","","",
"2021/03/13 17:19'59","44268.7222106481","  17.5000","","","","","","","",
"2021/03/13 17:20'59","44268.7229050926","  17.7000","","","","","","","",
"2021/03/13 17:21'59","44268.7235995370","  17.7000","","","","","","","",
"2021/03/13 17:22'59","44268.7242939815","  17.8000","","","","","","","",
"2021/03/13 17:23'59","44268.7249884259","  17.9000","","","","","","","",
"2021/03/13 17:24'59","44268.7256828704","  17.9000","","","","","","","",
"2021/03/13 17:25'59","44268.7263773148","  17.9000","","","","","","","",
"2021/03/13 17:26'59","44268.7270717593","  17.8000","","","","","","","",
"2021/03/13 17:27'59","44268.7277662037","  17.8000","","","","","","","",
"2021/03/13 17:28'59","44268.7284606481","  17.6000","","","","","","","",
"2021/03/13 17:29'59","44268.7291550926","  17.5000","","","","","","","",
"2021/03/13 17:30'59","44268.7298495370","  17.4000","","","","","","","",
"2021/03/13 17:31'59","44268.7305439815","  17.2000","","","","","","","",
"2021/03/13 17:32'59","44268.7312384259","  17.0000","","","","","","","",
"2021/03/13 17:33'59","44268.7319328704","  16.8000","","","","","","","",
"2021/03/13 17:34'59","44268.7326273148","  16.7000","","","","","","","",
"2021/03/13 17:35'59","44268.7333217593","  16.5000","","","","","","","",
"2021/03/13 17:36'59","44268.7340162037","  16.3000","","","","","","","",
"2021/03/13 17:37'59","44268.7347106481","  16.1000","","","","","","","",
"2021/03/13 17:38'59","44268.7354050926","  15.9000","","","","","","","",
"2021/03/13 17:39'59","44268.7360995370","  15.9000","","","","","","","",
"2021/03/13 17:40'59","44268.7367939815","  15.8000","","","","","","","",
"2021/03/13 17:41'59","44268.7374884259","  15.9000","","","","","","","",
"2021/03/13 17:42'59","44268.7381828704","  15.9000","","","","","","","",
"2021/03/13 17:43'59","44268.7388773148","  16.1000","","","","","","","",
"2021/03/13 17:44'59","44268.7395717593","  16.2000","","","","","","","",
"2021/03/13 17:45'59","44268.7402662037","  16.3000","","","","","","","",
"2021/03/13 17:46'59","44268.7409606481","  16.5000","","","","","","","",
"2021/03/13 17:47'59","44268.7416550926","  16.7000","","","","","","","",
"2021/03/13 17:48'59","44268.7423495370","  17.0000","","","","","","","",
"2021/03/13 17:49'59","44268.7430439815","  17.1000","","","","","","","",
"2021/03/13 17:50'59","44268.7437384259","  17.3000","","","","","","","",
"2021/03/13 17:51'59","44268.7444328704","  17.5000","","","","","","","",
"2021/03/13 17:52'59","44268.7451273148","  17.6000","","","","","","","",
"2021/03/13 17:53'59","44268.7458217593","  17.8000","","","","","","","",
"2021/03/13 17:54'59","44268.7465162037","  17.8000","","","","","","","",
"2021/03/13 17:55'59","44268.7472106481","  17.8000","","","","","","","",
"2021/03/13 17:56'59","44268.7479050926","  17.8000","","","","","","","",
"2021/03/13 17:57'59","44268.7485995370","  17.8000","","","","","","","",
"2021/03/13 17:58'59","44268.7492939815","  17.8000","","","","","","","",
"2021/03/13 17:59'59","44268.7499884259","  17.7000","","","","","","","",
"2021/03/13 18:00'59","44268.7506828704","  17.7000","","","","","","","",
"2021/03/13 18:01'59","44268.7513773148","  17.6000","","","","","","","",
"2021/03/13 18:02'59","44268.7520717593","  17.5000","","","","","","","",
"2021/03/13 18:03'59","44268.7527662037","  17.4000","","","","","","","",
"2021/03/13 18:04'59","44268.7534606481","  17.3000","","","","","","","",
"2021/03/13 18:05'59","44268.7541550926","  17.1000","","","","","","","",
"2021/03/13 18:06'59","44268.7548495370","  16.9000","","","","","","","",
"2021/03/13 18:07'59","44268.7555439815","  16.7000","","","","","","","",
"2021/03/13 18:08'59","44268.7562384259","  16.5000","","","","","","","",
"2021/03/13 18:09'59","44268.7569328704","  16.3000","","","","","","","",
"2021/03/13 18:10'59","44268.7576273148","  16.1000","","","","","","","",
"2021/03/13 18:11'59","44268.7583217593","  15.9000","","","","","","","",
"2021/03/13 18:12'59","44268.7590162037","  15.8000","","","","","","","",
"2021/03/13 18:13'59","44268.7597106481","  15.7000","","","","","","","",
"2021/03/13 18:14'59","44268.7604050926","  15.7000","","","","","","","",
"2021/03/13 18:15'59","44268.7610995370","  15.8000","","","","","","","",
"2021/03/13 18:16'59","44268.7617939815","  15.9000","","","","","","","",
"2021/03/13 18:17'59","44268.7624884259","  16.1000","","","","","","","",
"2021/03/13 18:18'59","44268.7631828704","  16.3000","","","","","","","",
"2021/03/13 18:19'59","44268.7638773148","  16.5000","","","","","","","",
"2021/03/13 18:20'59","44268.7645717593","  16.7000","","","","","","","",
"2021/03/13 18:21'59","44268.7652662037","  17.0000","","","","","","","",
"2021/03/13 18:22'59","44268.7659606481","  17.1000","","","","","","","",
"2021/03/13 18:23'59","44268.7666550926","  17.3000","","","","","","","",
"2021/03/13 18:24'59","44268.7673495370","  17.5000","","","","","","","",
"2021/03/13 18:25'59","44268.7680439815","  17.7000","","","","","","","",
"2021/03/13 18:26'59","44268.7687384259","  17.8000","","","","","","","",
"2021/03/13 18:27'59","44268.7694328704","  17.9000","","","","","","","",
"2021/03/13 18:28'59","44268.7701273148","  18.0000","","","","","","","",
"2021/03/13 18:29'59","44268.7708217593","  18.0000","","","","","","","",
"2021/03/13 18:30'59","44268.7715162037","  18.0000","","","","","","","",
"2021/03/13 18:31'59","44268.7722106481","  18.0000","","","","","","","",
"2021/03/13 18:32'59","44268.7729050926","  18.0000","","","","","","","",
"2021/03/13 18:33'59","44268.7735995370","  18.0000","","","","","","","",
"2021/03/13 18:34'59","44268.7742939815","  17.9000","","","","","","","",
"2021/03/13 18:35'59","44268.7749884259","  17.8000","","","","","","","",
"2021/03/13 18:36'59","44268.7756828704","  17.6000","","","","","","","",
"2021/03/13 18:37'59","44268.7763773148","  17.4000","","","","","","","",
"2021/03/13 18:38'59","44268.7770717593","  17.2000","","","","","","","",
"2021/03/13 18:39'59","44268.7777662037","  17.0000","","","","","","","",
"2021/03/13 18:40'59","44268.7784606481","  16.8000","","","","","","","",
"2021/03/13 18:41'59","44268.7791550926","  16.6000","","","","","","","",
"2021/03/13 18:42'59","44268.7798495370","  16.3000","","","","","","","",
"2021/03/13 18:43'59","44268.7805439815","  16.1000","","","","","","","",
"2021/03/13 18:44'59","44268.7812384259","  15.9000","","","","","","","",
"2021/03/13 18:45'59","44268.7819328704","  15.8000","","","","","","","",
"2021/03/13 18:46'59","44268.7826273148","  15.6000","","","","","","","",
"2021/03/13 18:47'59","44268.7833217593","  15.6000","","","","","","","",
"2021/03/13 18:48'59","44268.7840162037","  15.6000","","","","","","","",
"2021/03/13 18:49'59","44268.7847106481","  15.7000","","","","","","","",
"2021/03/13 18:50'59","44268.7854050926","  15.8000","","","","","","","",
"2021/03/13 18:51'59","44268.7860995370","  16.0000","","","","","","","",
"2021/03/13 18:52'59","44268.7867939815","  16.3000","","","","","","","",
"2021/03/13 18:53'59","44268.7874884259","  16.5000","","","","","","","",
"2021/03/13 18:54'59","44268.7881828704","  16.8000","","","","","","","",
"2021/03/13 18:55'59","44268.7888773148","  17.0000","","","","","","","",
"2021/03/13 18:56'59","44268.7895717593","  17.2000","","","","","","","",
"2021/03/13 18:57'59","44268.7902662037","  17.5000","","","","","","","",
"2021/03/13 18:58'59","44268.7909606481","  17.7000","","","","","","","",
