"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/05/09 13:58'40","44325.5824074074","  22.2000","","","","","","","",
"2021/05/09 13:59'40","44325.5831018519","  22.2000","","","","","","","",
"2021/05/09 14:00'40","44325.5837962963","  22.1000","","","","","","","",
"2021/05/09 14:01'40","44325.5844907407","  22.0000","","","","","","","",
"2021/05/09 14:02'40","44325.5851851852","  21.8000","","","","","","","",
"2021/05/09 14:03'40","44325.5858796296","  21.6000","","","","","","","",
"2021/05/09 14:04'40","44325.5865740741","  21.4000","","","","","","","",
"2021/05/09 14:05'40","44325.5872685185","  21.3000","","","","","","","",
"2021/05/09 14:06'40","44325.5879629630","  21.1000","","","","","","","",
"2021/05/09 14:07'40","44325.5886574074","  21.0000","","","","","","","",
"2021/05/09 14:08'40","44325.5893518519","  20.9000","","","","","","","",
"2021/05/09 14:09'40","44325.5900462963","  20.8000","","","","","","","",
"2021/05/09 14:10'40","44325.5907407407","  20.7000","","","","","","","",
"2021/05/09 14:11'40","44325.5914351852","  20.6000","","","","","","","",
"2021/05/09 14:12'40","44325.5921296296","  20.4000","","","","","","","",
"2021/05/09 14:13'40","44325.5928240741","  20.2000","","","","","","","",
"2021/05/09 14:14'40","44325.5935185185","  20.0000","","","","","","","",
"2021/05/09 14:15'40","44325.5942129630","  19.7000","","","","","","","",
"2021/05/09 14:16'40","44325.5949074074","  19.5000","","","","","","","",
"2021/05/09 14:17'40","44325.5956018519","  19.2000","","","","","","","",
"2021/05/09 14:18'40","44325.5962962963","  19.1000","","","","","","","",
"2021/05/09 14:19'40","44325.5969907407","  18.9000","","","","","","","",
"2021/05/09 14:20'40","44325.5976851852","  18.8000","","","","","","","",
"2021/05/09 14:21'40","44325.5983796296","  18.7000","","","","","","","",
"2021/05/09 14:22'40","44325.5990740741","  18.7000","","","","","","","",
"2021/05/09 14:23'40","44325.5997685185","  18.7000","","","","","","","",
"2021/05/09 14:24'40","44325.6004629630","  18.8000","","","","","","","",
"2021/05/09 14:25'40","44325.6011574074","  18.9000","","","","","","","",
"2021/05/09 14:26'40","44325.6018518519","  19.1000","","","","","","","",
"2021/05/09 14:27'40","44325.6025462963","  19.2000","","","","","","","",
"2021/05/09 14:28'40","44325.6032407407","  19.3000","","","","","","","",
"2021/05/09 14:29'40","44325.6039351852","  19.3000","","","","","","","",
"2021/05/09 14:30'40","44325.6046296296","  19.4000","","","","","","","",
"2021/05/09 14:31'40","44325.6053240741","  19.4000","","","","","","","",
"2021/05/09 14:32'40","44325.6060185185","  19.4000","","","","","","","",
"2021/05/09 14:33'40","44325.6067129630","  19.5000","","","","","","","",
"2021/05/09 14:34'40","44325.6074074074","  19.5000","","","","","","","",
"2021/05/09 14:35'40","44325.6081018519","  19.5000","","","","","","","",
"2021/05/09 14:36'40","44325.6087962963","  19.5000","","","","","","","",
"2021/05/09 14:37'40","44325.6094907407","  19.5000","","","","","","","",
"2021/05/09 14:38'40","44325.6101851852","  19.5000","","","","","","","",
"2021/05/09 14:39'40","44325.6108796296","  19.5000","","","","","","","",
"2021/05/09 14:40'40","44325.6115740741","  19.5000","","","","","","","",
"2021/05/09 14:41'40","44325.6122685185","  19.5000","","","","","","","",
"2021/05/09 14:42'40","44325.6129629630","  19.4000","","","","","","","",
"2021/05/09 14:43'40","44325.6136574074","  19.4000","","","","","","","",
"2021/05/09 14:44'40","44325.6143518519","  19.3000","","","","","","","",
"2021/05/09 14:45'40","44325.6150462963","  19.3000","","","","","","","",
"2021/05/09 14:46'40","44325.6157407407","  19.2000","","","","","","","",
"2021/05/09 14:47'40","44325.6164351852","  19.2000","","","","","","","",
"2021/05/09 14:48'40","44325.6171296296","  19.1000","","","","","","","",
"2021/05/09 14:49'40","44325.6178240741","  19.0000","","","","","","","",
