"time_rec","temperature","density","mean_area","nndist","nndist_sd","nndist_skew","nndist_kurt","density_resid","density_rel_resid","density_rel_resid10","density_dif","density_rel_dif"
2021-04-08 14:52:00,21.8,2,349.5,NA,NA,NA,NA,-1.10872093105047,-0.36957364368349,-0.0923934109208725,NA,NA
2021-04-08 14:53:00,21.9,3,302.33,NA,NA,NA,NA,-0.0885151570592768,-0.0221287892648192,-0.00680885823532899,1,0.25
2021-04-08 14:54:00,20.9,2,206,NA,NA,NA,NA,-1.06830955463383,-0.356103184877943,-0.0890257962194857,-1,-0.333333333333333
2021-04-08 14:55:00,20.7,3,330,NA,NA,NA,NA,-0.0481044159358817,-0.0120261039839704,-0.00370033968737551,1,0.25
2021-04-08 14:56:00,20.9,3,341.33,NA,NA,NA,NA,-0.0279001760650033,-0.00697504401625082,-0.00214616738961564,0,0
2021-04-08 14:57:00,20.4,2,205.5,NA,NA,NA,NA,-1.00769741084213,-0.335899136947376,-0.0839747842368439,-1,-0.333333333333333
2021-04-08 14:58:00,20.5,4,223.5,NA,NA,NA,NA,1.0125031653655,0.2025006330731,0.0723216546689644,2,0.4
2021-04-08 14:59:00,20.8,3,219.33,NA,NA,NA,NA,0.0327007018937593,0.00817517547343982,0.00251543860721225,-1,-0.25
2021-04-08 15:00:00,20.4,5,205.6,NA,NA,NA,NA,2.05289421392425,0.342149035654041,0.136859614261616,2,0.333333333333333
2021-04-08 15:01:00,20.6,3,227,NA,NA,NA,NA,0.0730825847090273,0.0182706461772568,0.00562173728530979,-2,-0.5
2021-04-08 15:02:00,20.7,2,148,NA,NA,NA,NA,-0.906735432279305,-0.302245144093102,-0.0755612860232754,-1,-0.333333333333333
2021-04-08 15:03:00,20.3,3,260.33,NA,NA,NA,NA,0.113438788855149,0.0283596972137872,0.00872606068116528,1,0.25
2021-04-08 15:04:00,20.7,3,291.67,NA,NA,NA,NA,0.133603748597551,0.0334009371493877,0.0102772114305808,0,0
2021-04-08 15:05:00,20.5,2,247,NA,NA,NA,NA,-0.846242175844424,-0.282080725281475,-0.0705201813203686,-1,-0.333333333333333
2021-04-08 15:06:00,20.3,2,251,NA,NA,NA,NA,-0.826100728334524,-0.275366909444841,-0.0688417273612103,0,0
2021-04-08 15:07:00,20.7,6,343.33,NA,NA,NA,NA,3.19402622830796,0.456289461186852,0.199626639269248,4,0.571428571428571
2021-04-08 15:08:00,20.4,4,272.25,NA,NA,NA,NA,1.21413671448931,0.242827342897863,0.086724051034951,-2,-0.4
2021-04-08 15:09:00,20.3,3,233,NA,NA,NA,NA,0.234228635930322,0.0585571589825804,0.0180175873792555,-1,-0.25
2021-04-08 15:10:00,20.7,4,347.75,NA,NA,NA,NA,1.25429978585686,0.250859957171372,0.0895928418469184,1,0.2
2021-04-08 15:11:00,20.5,3,237.67,NA,NA,NA,NA,0.274347847100046,0.0685869617750114,0.0211036805461574,-1,-0.25
2021-04-08 15:12:00,20.4,3,325,NA,NA,NA,NA,0.294370394229588,0.0735925985573971,0.0226438764791991,0,0
2021-04-08 15:13:00,20.7,2,155,NA,NA,NA,NA,-0.68563510434663,-0.22854503478221,-0.0571362586955525,-1,-0.333333333333333
2021-04-08 15:14:00,20.5,3,146.67,NA,NA,NA,NA,0.334328715756641,0.0835821789391602,0.0257175935197416,1,0.25
2021-04-08 15:15:00,20.4,2,238,NA,NA,NA,NA,-0.645740883006141,-0.215246961002047,-0.0538117402505118,-1,-0.333333333333333
2021-04-08 15:16:00,20.8,3,140.33,NA,NA,NA,NA,0.374153261981292,0.0935383154953229,0.028781020152407,1,0.25
2021-04-08 15:17:00,20.3,1,173,NA,NA,NA,NA,-1.60599178440464,-0.802995892202318,-0.145999253127694,-2,-1
