sample_id,Prok_Taxa00004,Prok_Taxa00005,Prok_Taxa00006,Prok_Taxa00007,Prok_Taxa00009,Prok_Taxa00010,Prok_Taxa00011,Prok_Taxa00013,Prok_Taxa00014,Prok_Taxa00016,Prok_Taxa00017,Prok_Taxa00018,Prok_Taxa00020,Prok_Taxa00021,Prok_Taxa00022,Prok_Taxa00023,Prok_Taxa00024,Prok_Taxa00025,Prok_Taxa00026,Prok_Taxa00027,Prok_Taxa00028,Prok_Taxa00029,Prok_Taxa00031,Prok_Taxa00032,Prok_Taxa00034,Prok_Taxa00035,Prok_Taxa00036,Prok_Taxa00037,Prok_Taxa00038,Prok_Taxa00039,Prok_Taxa00040,Prok_Taxa00041,Prok_Taxa00042,Prok_Taxa00043,Prok_Taxa00044,Prok_Taxa00046,Prok_Taxa00049,Prok_Taxa00050,Prok_Taxa00051,Prok_Taxa00053,Prok_Taxa00055,Prok_Taxa00056,Prok_Taxa00058,Prok_Taxa00059,Prok_Taxa00061,Prok_Taxa00062,Prok_Taxa00063,Prok_Taxa00064,Prok_Taxa00065,Prok_Taxa00066,Prok_Taxa00067,Prok_Taxa00068,Prok_Taxa00069,Prok_Taxa00070,Prok_Taxa00071,Prok_Taxa00073,Prok_Taxa00075,Prok_Taxa00076,Prok_Taxa00077,Prok_Taxa00078,Prok_Taxa00079,Prok_Taxa00080,Prok_Taxa00082,Prok_Taxa00083,Prok_Taxa00084,Prok_Taxa00085,Prok_Taxa00086,Prok_Taxa00087,Prok_Taxa00088,Prok_Taxa00089,Prok_Taxa00091,Prok_Taxa00092,Prok_Taxa00093,Prok_Taxa00094,Prok_Taxa00095,Prok_Taxa00097,Prok_Taxa00098,Prok_Taxa00099,Prok_Taxa00100,Prok_Taxa00101,Prok_Taxa00102,Prok_Taxa00104,Prok_Taxa00107,Prok_Taxa00108,Prok_Taxa00110,Prok_Taxa00111,Prok_Taxa00113,Prok_Taxa00114,Prok_Taxa00115,Prok_Taxa00116,Prok_Taxa00117,Prok_Taxa00118,Prok_Taxa00119,Prok_Taxa00120,Prok_Taxa00121,Prok_Taxa00122,Prok_Taxa00123,Prok_Taxa00125,Prok_Taxa00126,Prok_Taxa00128,Prok_Taxa00129,Prok_Taxa00130,Prok_Taxa00132,Prok_Taxa00133,Prok_Taxa00134,Prok_Taxa00135,Prok_Taxa00136,Prok_Taxa00138,Prok_Taxa00139,Prok_Taxa00140,Prok_Taxa00143,Prok_Taxa00144,Prok_Taxa00145,Prok_Taxa00146,Prok_Taxa00147,Prok_Taxa00148,Prok_Taxa00149,Prok_Taxa00150,Prok_Taxa00151,Prok_Taxa00152,Prok_Taxa00156,Prok_Taxa00158,Prok_Taxa00160,Prok_Taxa00161,Prok_Taxa00162,Prok_Taxa00163,Prok_Taxa00164,Prok_Taxa00165,Prok_Taxa00166,Prok_Taxa00167,Prok_Taxa00168,Prok_Taxa00169,Prok_Taxa00171,Prok_Taxa00172,Prok_Taxa00174,Prok_Taxa00176,Prok_Taxa00177,Prok_Taxa00178,Prok_Taxa00179,Prok_Taxa00180,Prok_Taxa00181,Prok_Taxa00182,Prok_Taxa00184,Prok_Taxa00185,Prok_Taxa00186,Prok_Taxa00188,Prok_Taxa00189,Prok_Taxa00190,Prok_Taxa00191,Prok_Taxa00193,Prok_Taxa00194,Prok_Taxa00195,Prok_Taxa00196,Prok_Taxa00197,Prok_Taxa00199,Prok_Taxa00201,Prok_Taxa00202,Prok_Taxa00203,Prok_Taxa00206,Prok_Taxa00207,Prok_Taxa00208,Prok_Taxa00209,Prok_Taxa00211,Prok_Taxa00212,Prok_Taxa00213,Prok_Taxa00214,Prok_Taxa00216,Prok_Taxa00217,Prok_Taxa00218,Prok_Taxa00220,Prok_Taxa00221,Prok_Taxa00222,Prok_Taxa00223,Prok_Taxa00225,Prok_Taxa00227,Prok_Taxa00228,Prok_Taxa00229,Prok_Taxa00231,Prok_Taxa00232,Prok_Taxa00234,Prok_Taxa00235,Prok_Taxa00238,Prok_Taxa00239,Prok_Taxa00240,Prok_Taxa00242,Prok_Taxa00243,Prok_Taxa00244,Prok_Taxa00245,Prok_Taxa00247,Prok_Taxa00250,Prok_Taxa00251,Prok_Taxa00252,Prok_Taxa00253,Prok_Taxa00254,Prok_Taxa00255,Prok_Taxa00256,Prok_Taxa00257,Prok_Taxa00258,Prok_Taxa00260,Prok_Taxa00261,Prok_Taxa00262,Prok_Taxa00263,Prok_Taxa00265,Prok_Taxa00266,Prok_Taxa00267,Prok_Taxa00269,Prok_Taxa00272,Prok_Taxa00273,Prok_Taxa00275,Prok_Taxa00276,Prok_Taxa00277,Prok_Taxa00279,Prok_Taxa00280,Prok_Taxa00282,Prok_Taxa00284,Prok_Taxa00285,Prok_Taxa00287,Prok_Taxa00288,Prok_Taxa00289,Prok_Taxa00290,Prok_Taxa00291,Prok_Taxa00292,Prok_Taxa00293,Prok_Taxa00294,Prok_Taxa00296,Prok_Taxa00297,Prok_Taxa00300,Prok_Taxa00301,Prok_Taxa00303,Prok_Taxa00305,Prok_Taxa00307,Prok_Taxa00308,Prok_Taxa00310,Prok_Taxa00311,Prok_Taxa00312,Prok_Taxa00313,Prok_Taxa00314,Prok_Taxa00315,Prok_Taxa00316,Prok_Taxa00317,Prok_Taxa00318,Prok_Taxa00319,Prok_Taxa00321,Prok_Taxa00322,Prok_Taxa00323,Prok_Taxa00324,Prok_Taxa00326,Prok_Taxa00328,Prok_Taxa00329,Prok_Taxa00330,Prok_Taxa00331,Prok_Taxa00332,Prok_Taxa00333,Prok_Taxa00337,Prok_Taxa00338,Prok_Taxa00340,Prok_Taxa00341,Prok_Taxa00343,Prok_Taxa00345,Prok_Taxa00346,Prok_Taxa00349,Prok_Taxa00350,Prok_Taxa00351,Prok_Taxa00352,Prok_Taxa00353,Prok_Taxa00354,Prok_Taxa00355,Prok_Taxa00358,Prok_Taxa00359,Prok_Taxa00360,Prok_Taxa00361,Prok_Taxa00362,Prok_Taxa00364,Prok_Taxa00368,Prok_Taxa00369,Prok_Taxa00370,Prok_Taxa00371,Prok_Taxa00372,Prok_Taxa00373,Prok_Taxa00374,Prok_Taxa00376,Prok_Taxa00377,Prok_Taxa00378,Prok_Taxa00379,Prok_Taxa00380,Prok_Taxa00381,Prok_Taxa00382,Prok_Taxa00383,Prok_Taxa00384,Prok_Taxa00385,Prok_Taxa00386,Prok_Taxa00387,Prok_Taxa00388,Prok_Taxa00390,Prok_Taxa00391,Prok_Taxa00393,Prok_Taxa00394,Prok_Taxa00396,Prok_Taxa00398,Prok_Taxa00399,Prok_Taxa00400,Prok_Taxa00402,Prok_Taxa00403,Prok_Taxa00404,Prok_Taxa00405,Prok_Taxa00406,Prok_Taxa00409,Prok_Taxa00413,Prok_Taxa00414,Prok_Taxa00415,Prok_Taxa00416,Prok_Taxa00417,Prok_Taxa00418,Prok_Taxa00419,Prok_Taxa00421,Prok_Taxa00422,Prok_Taxa00423,Prok_Taxa00424,Prok_Taxa00425,Prok_Taxa00426,Prok_Taxa00427,Prok_Taxa00430,Prok_Taxa00433,Prok_Taxa00434,Prok_Taxa00435,Prok_Taxa00436,Prok_Taxa00437,Prok_Taxa00438,Prok_Taxa00440,Prok_Taxa00441,Prok_Taxa00443,Prok_Taxa00445,Prok_Taxa00447,Prok_Taxa00448,Prok_Taxa00449,Prok_Taxa00450,Prok_Taxa00451,Prok_Taxa00452,Prok_Taxa00454,Prok_Taxa00456,Prok_Taxa00457,Prok_Taxa00460,Prok_Taxa00462,Prok_Taxa00463,Prok_Taxa00465,Prok_Taxa00466,Prok_Taxa00467,Prok_Taxa00469,Prok_Taxa00471,Prok_Taxa00472,Prok_Taxa00473,Prok_Taxa00474,Prok_Taxa00475,Prok_Taxa00476,Prok_Taxa00477,Prok_Taxa00478,Prok_Taxa00479,Prok_Taxa00480,Prok_Taxa00481,Prok_Taxa00485,Prok_Taxa00488,Prok_Taxa00491,Prok_Taxa00493,Prok_Taxa00494,Prok_Taxa00495,Prok_Taxa00496,Prok_Taxa00498,Prok_Taxa00499,Prok_Taxa00500,Prok_Taxa00501,Prok_Taxa00505,Prok_Taxa00506,Prok_Taxa00507,Prok_Taxa00508,Prok_Taxa00509,Prok_Taxa00510,Prok_Taxa00511,Prok_Taxa00514,Prok_Taxa00516,Prok_Taxa00517,Prok_Taxa00518,Prok_Taxa00519,Prok_Taxa00522,Prok_Taxa00524,Prok_Taxa00526,Prok_Taxa00527,Prok_Taxa00528,Prok_Taxa00530,Prok_Taxa00531,Prok_Taxa00533,Prok_Taxa00534,Prok_Taxa00535,Prok_Taxa00536,Prok_Taxa00538,Prok_Taxa00541,Prok_Taxa00543,Prok_Taxa00544,Prok_Taxa00545,Prok_Taxa00547,Prok_Taxa00548,Prok_Taxa00551,Prok_Taxa00553,Prok_Taxa00554,Prok_Taxa00555,Prok_Taxa00556,Prok_Taxa00562,Prok_Taxa00564,Prok_Taxa00566,Prok_Taxa00567,Prok_Taxa00568,Prok_Taxa00569,Prok_Taxa00570,Prok_Taxa00571,Prok_Taxa00573,Prok_Taxa00574,Prok_Taxa00576,Prok_Taxa00577,Prok_Taxa00578,Prok_Taxa00579,Prok_Taxa00580,Prok_Taxa00583,Prok_Taxa00584,Prok_Taxa00585,Prok_Taxa00587,Prok_Taxa00588,Prok_Taxa00591,Prok_Taxa00593,Prok_Taxa00594,Prok_Taxa00598,Prok_Taxa00600,Prok_Taxa00601,Prok_Taxa00602,Prok_Taxa00604,Prok_Taxa00607,Prok_Taxa00608,Prok_Taxa00611,Prok_Taxa00612,Prok_Taxa00613,Prok_Taxa00614,Prok_Taxa00618,Prok_Taxa00620,Prok_Taxa00621,Prok_Taxa00623,Prok_Taxa00627,Prok_Taxa00628,Prok_Taxa00630,Prok_Taxa00631,Prok_Taxa00632,Prok_Taxa00633,Prok_Taxa00634,Prok_Taxa00635,Prok_Taxa00636,Prok_Taxa00639,Prok_Taxa00643,Prok_Taxa00644,Prok_Taxa00645,Prok_Taxa00649,Prok_Taxa00650,Prok_Taxa00654,Prok_Taxa00658,Prok_Taxa00667,Prok_Taxa00669,Prok_Taxa00672,Prok_Taxa00673,Prok_Taxa00676,Prok_Taxa00678,Prok_Taxa00679,Prok_Taxa00681,Prok_Taxa00690,Prok_Taxa00691,Prok_Taxa00692,Prok_Taxa00698,Prok_Taxa00700,Prok_Taxa00702,Prok_Taxa00706,Prok_Taxa00711,Prok_Taxa00714,Prok_Taxa00716,Prok_Taxa00718,Prok_Taxa00721,Prok_Taxa00723,Prok_Taxa00730,Prok_Taxa00731,Prok_Taxa00735,Prok_Taxa00737,Prok_Taxa00742,Prok_Taxa00743,Prok_Taxa00748,Prok_Taxa00750,Prok_Taxa00760,Prok_Taxa00766,Prok_Taxa00767,Prok_Taxa00768,Prok_Taxa00770,Prok_Taxa00814,Prok_Taxa00820,Prok_Taxa00862,Prok_Taxa00901,Prok_Taxa00912,Prok_Taxa01109
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
