"time","x","y","z"
0.99,-9.47507844388893,-8.56965059123897,29.3473534227934
1.09,-8.21167033756225,-6.86145338742889,28.382709944928
1.19,-7.21814775962956,-6.71271755483332,26.1860481711604
1.29,-7.29325684103342,-7.92978043985561,24.622660448429
1.39,-8.34911249589496,-9.69503294362404,24.9251030911686
1.49,-9.58990693903751,-10.4768033577916,27.2402980347072
1.59,-9.72011918499299,-9.03382452517325,29.3612600370188
1.69,-8.4945109501453,-7.00668632771559,28.8534996860406
1.79,-7.27120341468127,-6.49224403605422,26.6113228724855
1.89,-7.09717198907923,-7.53058593528806,24.6880100407007
1.99,-8.03686178939097,-9.37808982905744,24.5079828262835
2.09,-9.42693395354618,-10.6170855687121,26.6112919916039
2.19,-9.91647585434382,-9.55299629268236,29.2264918503404
2.29,-8.82466484188323,-7.26273946377069,29.3117183073406
2.39,-7.39054997670472,-6.32142388988946,27.1208784741555
2.49,-6.93453547303302,-7.12081655747992,24.8641490997311
2.59,-7.70364497168102,-8.97477065435925,24.1671595769503
2.69,-9.17966848661076,-10.6298196469365,25.908014750248
2.79,-10.0470913280883,-10.0924136579255,28.9039094922478
2.89,-9.19517075769137,-7.64862213604536,29.7190413427155
2.99,-7.58841080041189,-6.2211541216938,27.7106332680845
3.09,-6.81974162343214,-6.71408354810749,25.162001536903
3.19,-7.36310073514625,-8.49654039753811,23.9313439981768
3.29,-8.84995941925585,-10.491335146341,25.1703531108282
3.39,-10.0832726254127,-10.6028868139033,28.3676536904815
3.49,-9.58730783823626,-8.17960035169587,30.0227750047747
3.59,-7.87582669146743,-6.21949812667796,28.3705392741719
3.69,-6.76954917106275,-6.32643379003979,25.5915849199871
3.79,-7.03135280992496,-7.9590728748401,23.8278561361088
3.89,-8.44618603529865,-10.1885930239185,24.4488899668225
3.99,-9.99745640145697,-11.0194844141707,27.6102428488968
4.09,-9.97009626744606,-8.85819514951139,30.1525763342621
4.19,-8.26116006355015,-6.35359487595859,29.0797167063715
4.29,-6.80398686813929,-5.97790130226766,26.1617265204421
4.39,-6.7272961718448,-7.38121466454798,23.8821903309899
4.49,-7.98345871808776,-9.72203807182032,23.8011743989036
4.59,-9.76792661454061,-11.267865587685,26.652811377926
4.69,-10.2978564867984,-9.66141446995286,30.0223021697934
4.79,-8.74590818990092,-6.67094137846123,29.7985704710685
4.89,-6.94705916921624,-5.69560239107972,26.8790903965133
4.99,-6.47335333699521,-6.78421366924186,24.118214918978
5.09,-7.48327478664693,-9.10634644965838,23.2871154247427
5.19,-9.38415609688991,-11.2765960235045,25.5525754083298
5.29,-10.5103675708519,-10.5247866864631,29.5408896091759
5.39,-9.31741581822699,-7.22696186469872,30.4563347302975
5.49,-7.22686619518606,-5.51911015983666,27.7453886648196
5.59,-6.2969994274774,-6.19179401624158,24.5589185930926
5.69,-6.97295695544146,-8.36880853624556,22.9647186044796
5.79,-8.85145811976328,-10.9934964163364,24.4034448704026
