"time","x","y"
1,0.5,0.5
2,0.78,0.7
3,0.610272,0.5544
4,0.76216001052672,0.68258437632
5,0.633362319419725,0.576298690474984
6,0.751067490991812,0.671617090984449
7,0.646824088390445,0.589144988494611
8,0.743267280262044,0.663846878964975
9,0.65588054148116,0.597805614311093
10,0.737465483822585,0.658049872245282
11,0.662399433942235,0.604029783119949
12,0.733010954941886,0.653604733607357
13,0.667281099028258,0.608666255865291
14,0.729520036642104,0.650140621209515
15,0.671034136078494,0.612198541221452
16,0.726743410787389,0.647412701386851
17,0.673975865898936,0.614931245383214
18,0.724508366122462,0.645248463762977
19,0.676317883184575,0.617069571923641
20,0.722690089214589,0.643521155789784
21,0.678207914861386,0.618758229589298
22,0.721195807854426,0.642135127554657
23,0.67975248300957,0.620102539786713
24,0.719955259195643,0.641016977702609
25,0.681030186006496,0.621180860365835
26,0.718914552898728,0.640109785647027
27,0.682099990176025,0.622052395065785
28,0.718031999760112,0.639369124033912
29,0.683006675618359,0.622762367999964
30,0.717275156436596,0.638760177442033
31,0.683784559914763,0.623345597533121
32,0.716618666784654,0.638255594842273
33,0.684460126034025,0.623829045090575
34,0.71604265012353,0.637833855334035
35,0.685053922938976,0.624233677727704
36,0.715531479117892,0.637478007647123
37,0.685581966350395,0.624575854327107
38,0.715072843064232,0.637174689669691
39,0.686056786128838,0.624868371403602
40,0.714657024547134,0.636913361822864
41,0.686488218103636,0.625121260122185
42,0.714276337956905,0.636685705773768
43,0.686884007765911,0.625342398292709
44,0.713924692065793,0.636485151975149
45,0.687250273509364,0.625537982929099
46,0.713597248378056,0.636306508056218
47,0.687591863871937,0.625712896671011
48,0.71329015379258,0.636145666383619
49,0.687912634103653,0.625870992801459
50,0.713000331130566,0.635999373869696
51,0.688215660933331,0.626015317473654
52,0.712725314833838,0.635865050762889
53,0.688503409751589,0.626148283295792
54,0.712463121986963,0.635740647996496
55,0.688777865012134,0.626271805111765
56,0.7122121509983,0.63562453489385
57,0.689040632113339,0.626387406328594
58,0.711971101958651,0.635515410771991
59,0.689293017112359,0.626496302253662
60,0.711738914001733,0.635412235357819
61,0.689536089175709,0.626599465460957
62,0.711514716006643,0.635314174011146
63,0.689770729564184,0.626697677094222
64,0.71129778777507,0.635220554600346
65,0.689997670100872,0.62679156715572
66,0.711087529435486,0.635130833547138
67,0.69021752341619,0.626881646162548
68,0.710883437311277,0.6350445690856
69,0.690430806757406,0.626968330033662
70,0.710685084869449,0.634961400196894
71,0.690637960757125,0.627051959666216
72,0.710492107664152,0.634881030009162
73,0.69083936424986,0.627132816343916
74,0.710304191422562,0.63480321271022
75,0.691035345988014,0.627211133873051
76,0.71012106260376,0.634727743223975
77,0.691226193923238,0.627287108148517
78,0.709942480904808,0.634654449061383
79,0.691412162574462,0.627360904700737
80,0.709768233300979,0.634583183882667
81,0.691593478890918,0.627432664655721
82,0.709598129295518,0.634513822406448
83,0.691770346930145,0.627502509447482
84,0.709431997123817,0.634446256379322
85,0.691942951601913,0.627570544549107
86,0.709269680711355,0.634380391380616
87,0.69211146167492,0.627636862431531
88,0.709111037227637,0.634316144285185
89,0.69227603220084,0.627701544914218
90,0.708955935111927,0.634253441244959
91,0.692436806477136,0.627764665036693
92,0.708804252473052,0.634192216079659
93,0.69259391764409,0.62782628855227
94,0.708655875786257,0.634132408990524
95,0.692747489991146,0.627886475123594
96,0.708510698826422,0.634073965529215
97,0.692897640031707,0.627945279282611
98,0.708368621789772,0.634016835768557
99,0.693044477392995,0.628002751204204
100,0.708229550566287,0.63396097363308
101,0.693188105557754,0.628058937332232
