"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/05/07 15:48'48","44323.6588888889","  22.2000","","","","","","","",
"2021/05/07 15:49'48","44323.6595833333","  22.2000","","","","","","","",
"2021/05/07 15:50'48","44323.6602777778","  22.0000","","","","","","","",
"2021/05/07 15:51'48","44323.6609722222","  21.5000","","","","","","","",
"2021/05/07 15:52'48","44323.6616666667","  20.8000","","","","","","","",
"2021/05/07 15:53'48","44323.6623611111","  19.9000","","","","","","","",
"2021/05/07 15:54'48","44323.6630555556","  19.2000","","","","","","","",
"2021/05/07 15:55'48","44323.6637500000","  18.5000","","","","","","","",
"2021/05/07 15:56'48","44323.6644444444","  17.9000","","","","","","","",
"2021/05/07 15:57'48","44323.6651388889","  17.5000","","","","","","","",
"2021/05/07 15:58'48","44323.6658333333","  17.2000","","","","","","","",
"2021/05/07 15:59'48","44323.6665277778","  16.9000","","","","","","","",
"2021/05/07 16:00'48","44323.6672222222","  16.6000","","","","","","","",
"2021/05/07 16:01'48","44323.6679166667","  16.4000","","","","","","","",
"2021/05/07 16:02'48","44323.6686111111","  16.3000","","","","","","","",
"2021/05/07 16:03'48","44323.6693055556","  16.2000","","","","","","","",
"2021/05/07 16:04'48","44323.6700000000","  16.2000","","","","","","","",
"2021/05/07 16:05'48","44323.6706944444","  16.2000","","","","","","","",
"2021/05/07 16:06'48","44323.6713888889","  16.3000","","","","","","","",
"2021/05/07 16:07'48","44323.6720833333","  16.4000","","","","","","","",
"2021/05/07 16:08'48","44323.6727777778","  16.5000","","","","","","","",
"2021/05/07 16:09'48","44323.6734722222","  16.6000","","","","","","","",
"2021/05/07 16:10'48","44323.6741666667","  16.8000","","","","","","","",
"2021/05/07 16:11'48","44323.6748611111","  16.9000","","","","","","","",
"2021/05/07 16:12'48","44323.6755555556","  17.0000","","","","","","","",
"2021/05/07 16:13'48","44323.6762500000","  17.1000","","","","","","","",
"2021/05/07 16:14'48","44323.6769444444","  17.2000","","","","","","","",
"2021/05/07 16:15'48","44323.6776388889","  17.3000","","","","","","","",
"2021/05/07 16:16'48","44323.6783333333","  17.4000","","","","","","","",
"2021/05/07 16:17'48","44323.6790277778","  17.4000","","","","","","","",
"2021/05/07 16:18'48","44323.6797222222","  17.5000","","","","","","","",
"2021/05/07 16:19'48","44323.6804166667","  17.5000","","","","","","","",
"2021/05/07 16:20'48","44323.6811111111","  17.5000","","","","","","","",
"2021/05/07 16:21'48","44323.6818055556","  17.4000","","","","","","","",
"2021/05/07 16:22'48","44323.6825000000","  17.4000","","","","","","","",
"2021/05/07 16:23'48","44323.6831944444","  17.3000","","","","","","","",
"2021/05/07 16:24'48","44323.6838888889","  17.2000","","","","","","","",
"2021/05/07 16:25'48","44323.6845833333","  17.1000","","","","","","","",
"2021/05/07 16:26'48","44323.6852777778","  17.0000","","","","","","","",
"2021/05/07 16:27'48","44323.6859722222","  16.9000","","","","","","","",
"2021/05/07 16:28'48","44323.6866666667","  16.7000","","","","","","","",
"2021/05/07 16:29'48","44323.6873611111","  16.5000","","","","","","","",
"2021/05/07 16:30'48","44323.6880555556","  16.4000","","","","","","","",
"2021/05/07 16:31'48","44323.6887500000","  16.3000","","","","","","","",
"2021/05/07 16:32'48","44323.6894444444","  16.1000","","","","","","","",
"2021/05/07 16:33'48","44323.6901388889","  16.0000","","","","","","","",
"2021/05/07 16:34'48","44323.6908333333","  16.0000","","","","","","","",
"2021/05/07 16:35'48","44323.6915277778","  15.9000","","","","","","","",
"2021/05/07 16:36'48","44323.6922222222","  15.9000","","","","","","","",
"2021/05/07 16:37'48","44323.6929166667","  16.0000","","","","","","","",
