"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/05/08 14:50'19","44324.6182754630","  22.5000","","","","","","","",
"2021/05/08 14:51'19","44324.6189699074","  22.4000","","","","","","","",
"2021/05/08 14:52'19","44324.6196643519","  22.1000","","","","","","","",
"2021/05/08 14:53'19","44324.6203587963","  21.5000","","","","","","","",
"2021/05/08 14:54'19","44324.6210532407","  20.5000","","","","","","","",
"2021/05/08 14:55'19","44324.6217476852","  19.4000","","","","","","","",
"2021/05/08 14:56'19","44324.6224421296","  18.5000","","","","","","","",
"2021/05/08 14:57'19","44324.6231365741","  17.8000","","","","","","","",
"2021/05/08 14:58'19","44324.6238310185","  17.3000","","","","","","","",
"2021/05/08 14:59'19","44324.6245254630","  16.9000","","","","","","","",
"2021/05/08 15:00'19","44324.6252199074","  16.6000","","","","","","","",
"2021/05/08 15:01'19","44324.6259143519","  16.3000","","","","","","","",
"2021/05/08 15:02'19","44324.6266087963","  16.1000","","","","","","","",
"2021/05/08 15:03'19","44324.6273032407","  16.0000","","","","","","","",
"2021/05/08 15:04'19","44324.6279976852","  16.0000","","","","","","","",
"2021/05/08 15:05'19","44324.6286921296","  15.9000","","","","","","","",
"2021/05/08 15:06'19","44324.6293865741","  16.0000","","","","","","","",
"2021/05/08 15:07'19","44324.6300810185","  16.0000","","","","","","","",
"2021/05/08 15:08'19","44324.6307754630","  16.1000","","","","","","","",
"2021/05/08 15:09'19","44324.6314699074","  16.2000","","","","","","","",
"2021/05/08 15:10'19","44324.6321643519","  16.4000","","","","","","","",
"2021/05/08 15:11'19","44324.6328587963","  16.5000","","","","","","","",
"2021/05/08 15:12'19","44324.6335532407","  16.7000","","","","","","","",
"2021/05/08 15:13'19","44324.6342476852","  16.8000","","","","","","","",
"2021/05/08 15:14'19","44324.6349421296","  17.0000","","","","","","","",
"2021/05/08 15:15'19","44324.6356365741","  17.1000","","","","","","","",
"2021/05/08 15:16'19","44324.6363310185","  17.2000","","","","","","","",
"2021/05/08 15:17'19","44324.6370254630","  17.3000","","","","","","","",
"2021/05/08 15:18'19","44324.6377199074","  17.4000","","","","","","","",
"2021/05/08 15:19'19","44324.6384143519","  17.4000","","","","","","","",
"2021/05/08 15:20'19","44324.6391087963","  17.4000","","","","","","","",
"2021/05/08 15:21'19","44324.6398032407","  17.4000","","","","","","","",
"2021/05/08 15:22'19","44324.6404976852","  17.4000","","","","","","","",
"2021/05/08 15:23'19","44324.6411921296","  17.3000","","","","","","","",
"2021/05/08 15:24'19","44324.6418865741","  17.3000","","","","","","","",
"2021/05/08 15:25'19","44324.6425810185","  17.2000","","","","","","","",
"2021/05/08 15:26'19","44324.6432754630","  17.1000","","","","","","","",
"2021/05/08 15:27'19","44324.6439699074","  16.9000","","","","","","","",
"2021/05/08 15:28'19","44324.6446643519","  16.8000","","","","","","","",
"2021/05/08 15:29'19","44324.6453587963","  16.6000","","","","","","","",
"2021/05/08 15:30'19","44324.6460532407","  16.5000","","","","","","","",
"2021/05/08 15:31'19","44324.6467476852","  16.3000","","","","","","","",
"2021/05/08 15:32'19","44324.6474421296","  16.1000","","","","","","","",
"2021/05/08 15:33'19","44324.6481365741","  16.0000","","","","","","","",
"2021/05/08 15:34'19","44324.6488310185","  15.9000","","","","","","","",
"2021/05/08 15:35'19","44324.6495254630","  15.8000","","","","","","","",
"2021/05/08 15:36'19","44324.6502199074","  15.8000","","","","","","","",
"2021/05/08 15:37'19","44324.6509143519","  15.7000","","","","","","","",
"2021/05/08 15:38'19","44324.6516087963","  15.8000","","","","","","","",
"2021/05/08 15:39'19","44324.6523032407","  15.8000","","","","","","","",
"2021/05/08 15:40'19","44324.6529976852","  15.9000","","","","","","","",
"2021/05/08 15:41'19","44324.6536921296","  16.1000","","","","","","","",
"2021/05/08 15:42'19","44324.6543865741","  16.2000","","","","","","","",
"2021/05/08 15:43'19","44324.6550810185","  16.4000","","","","","","","",
"2021/05/08 15:44'19","44324.6557754630","  16.6000","","","","","","","",
"2021/05/08 15:45'19","44324.6564699074","  16.8000","","","","","","","",
"2021/05/08 15:46'19","44324.6571643519","  16.9000","","","","","","","",
"2021/05/08 15:47'19","44324.6578587963","  17.1000","","","","","","","",
"2021/05/08 15:48'19","44324.6585532407","  17.2000","","","","","","","",
"2021/05/08 15:49'19","44324.6592476852","  17.3000","","","","","","","",
"2021/05/08 15:50'19","44324.6599421296","  17.4000","","","","","","","",
"2021/05/08 15:51'19","44324.6606365741","  17.4000","","","","","","","",
"2021/05/08 15:52'19","44324.6613310185","  17.5000","","","","","","","",
"2021/05/08 15:53'19","44324.6620254630","  17.5000","","","","","","","",
"2021/05/08 15:54'19","44324.6627199074","  17.5000","","","","","","","",
"2021/05/08 15:55'19","44324.6634143519","  17.4000","","","","","","","",
"2021/05/08 15:56'19","44324.6641087963","  17.4000","","","","","","","",
"2021/05/08 15:57'19","44324.6648032407","  17.3000","","","","","","","",
"2021/05/08 15:58'19","44324.6654976852","  17.2000","","","","","","","",
"2021/05/08 15:59'19","44324.6661921296","  17.0000","","","","","","","",
