"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/04/14 14:58'50","44300.6241898148","  22.6000","","","","","","","",
"2021/04/14 14:59'50","44300.6248842593","  23.0000","","","","","","","",
"2021/04/14 15:00'50","44300.6255787037","  23.9000","","","","","","","",
"2021/04/14 15:01'50","44300.6262731481","  24.4000","","","","","","","",
"2021/04/14 15:02'50","44300.6269675926","  24.5000","","","","","","","",
"2021/04/14 15:03'50","44300.6276620370","  24.6000","","","","","","","",
"2021/04/14 15:04'50","44300.6283564815","  24.7000","","","","","","","",
"2021/04/14 15:05'50","44300.6290509259","  24.7000","","","","","","","",
"2021/04/14 15:06'50","44300.6297453704","  24.7000","","","","","","","",
"2021/04/14 15:07'50","44300.6304398148","  24.7000","","","","","","","",
"2021/04/14 15:08'50","44300.6311342593","  24.7000","","","","","","","",
"2021/04/14 15:09'50","44300.6318287037","  25.0000","","","","","","","",
"2021/04/14 15:10'50","44300.6325231481","  25.1000","","","","","","","",
"2021/04/14 15:11'50","44300.6332175926","  25.3000","","","","","","","",
"2021/04/14 15:12'50","44300.6339120370","  25.2000","","","","","","","",
"2021/04/14 15:13'50","44300.6346064815","  25.1000","","","","","","","",
"2021/04/14 15:14'50","44300.6353009259","  25.0000","","","","","","","",
"2021/04/14 15:15'50","44300.6359953704","  25.0000","","","","","","","",
"2021/04/14 15:16'50","44300.6366898148","  25.0000","","","","","","","",
"2021/04/14 15:17'50","44300.6373842593","  25.0000","","","","","","","",
"2021/04/14 15:18'50","44300.6380787037","  25.0000","","","","","","","",
"2021/04/14 15:19'50","44300.6387731481","  25.0000","","","","","","","",
"2021/04/14 15:20'50","44300.6394675926","  24.9000","","","","","","","",
"2021/04/14 15:21'50","44300.6401620370","  24.8000","","","","","","","",
"2021/04/14 15:22'50","44300.6408564815","  24.8000","","","","","","","",
"2021/04/14 15:23'50","44300.6415509259","  24.7000","","","","","","","",
"2021/04/14 15:24'50","44300.6422453704","  24.9000","","","","","","","",
"2021/04/14 15:25'50","44300.6429398148","  25.0000","","","","","","","",
"2021/04/14 15:26'50","44300.6436342593","  25.3000","","","","","","","",
"2021/04/14 15:27'50","44300.6443287037","  25.2000","","","","","","","",
"2021/04/14 15:28'50","44300.6450231481","  25.1000","","","","","","","",
"2021/04/14 15:29'50","44300.6457175926","  25.0000","","","","","","","",
"2021/04/14 15:30'50","44300.6464120370","  25.0000","","","","","","","",
"2021/04/14 15:31'50","44300.6471064815","  24.9000","","","","","","","",
"2021/04/14 15:32'50","44300.6478009259","  24.9000","","","","","","","",
"2021/04/14 15:33'50","44300.6484953704","  24.9000","","","","","","","",
"2021/04/14 15:34'50","44300.6491898148","  24.9000","","","","","","","",
"2021/04/14 15:35'50","44300.6498842593","  24.8000","","","","","","","",
"2021/04/14 15:36'50","44300.6505787037","  24.7000","","","","","","","",
"2021/04/14 15:37'50","44300.6512731481","  24.7000","","","","","","","",
"2021/04/14 15:38'50","44300.6519675926","  24.7000","","","","","","","",
"2021/04/14 15:39'50","44300.6526620370","  25.0000","","","","","","","",
"2021/04/14 15:40'50","44300.6533564815","  25.0000","","","","","","","",
"2021/04/14 15:41'50","44300.6540509259","  25.2000","","","","","","","",
"2021/04/14 15:42'50","44300.6547453704","  25.2000","","","","","","","",
"2021/04/14 15:43'50","44300.6554398148","  25.4000","","","","","","","",
"2021/04/14 15:44'50","44300.6561342593","  25.2000","","","","","","","",
"2021/04/14 15:45'50","44300.6568287037","  25.1000","","","","","","","",
"2021/04/14 15:46'50","44300.6575231481","  25.1000","","","","","","","",
"2021/04/14 15:47'50","44300.6582175926","  25.1000","","","","","","","",
"2021/04/14 15:48'50","44300.6589120370","  25.1000","","","","","","","",
"2021/04/14 15:49'50","44300.6596064815","  25.0000","","","","","","","",
"2021/04/14 15:50'50","44300.6603009259","  25.0000","","","","","","","",
"2021/04/14 15:51'50","44300.6609953704","  24.9000","","","","","","","",
"2021/04/14 15:52'50","44300.6616898148","  24.8000","","","","","","","",
"2021/04/14 15:53'50","44300.6623842593","  24.7000","","","","","","","",
"2021/04/14 15:54'50","44300.6630787037","  25.0000","","","","","","","",
"2021/04/14 15:55'50","44300.6637731481","  25.1000","","","","","","","",
"2021/04/14 15:56'50","44300.6644675926","  25.3000","","","","","","","",
"2021/04/14 15:57'50","44300.6651620370","  25.3000","","","","","","","",
"2021/04/14 15:58'50","44300.6658564815","  25.2000","","","","","","","",
"2021/04/14 15:59'50","44300.6665509259","  25.1000","","","","","","","",
"2021/04/14 16:00'50","44300.6672453704","  25.1000","","","","","","","",
"2021/04/14 16:01'50","44300.6679398148","  25.0000","","","","","","","",
"2021/04/14 16:02'50","44300.6686342593","  25.0000","","","","","","","",
"2021/04/14 16:03'50","44300.6693287037","  24.9000","","","","","","","",
"2021/04/14 16:04'50","44300.6700231481","  24.8000","","","","","","","",
"2021/04/14 16:05'50","44300.6707175926","  24.8000","","","","","","","",
"2021/04/14 16:06'50","44300.6714120370","  24.9000","","","","","","","",
"2021/04/14 16:07'50","44300.6721064815","  25.1000","","","","","","","",
"2021/04/14 16:08'50","44300.6728009259","  25.3000","","","","","","","",
"2021/04/14 16:09'50","44300.6734953704","  25.3000","","","","","","","",
"2021/04/14 16:10'50","44300.6741898148","  25.2000","","","","","","","",
"2021/04/14 16:11'50","44300.6748842593","  25.1000","","","","","","","",
"2021/04/14 16:12'50","44300.6755787037","  25.1000","","","","","","","",
"2021/04/14 16:13'50","44300.6762731481","  25.0000","","","","","","","",
"2021/04/14 16:14'50","44300.6769675926","  25.0000","","","","","","","",
"2021/04/14 16:15'50","44300.6776620370","  24.9000","","","","","","","",
"2021/04/14 16:16'50","44300.6783564815","  24.8000","","","","","","","",
"2021/04/14 16:17'50","44300.6790509259","  24.8000","","","","","","","",
"2021/04/14 16:18'50","44300.6797453704","  25.0000","","","","","","","",
"2021/04/14 16:19'50","44300.6804398148","  25.1000","","","","","","","",
"2021/04/14 16:20'50","44300.6811342593","  25.4000","","","","","","","",
"2021/04/14 16:21'50","44300.6818287037","  25.3000","","","","","","","",
"2021/04/14 16:22'50","44300.6825231481","  25.2000","","","","","","","",
"2021/04/14 16:23'50","44300.6832175926","  25.1000","","","","","","","",
"2021/04/14 16:24'50","44300.6839120370","  25.1000","","","","","","","",
"2021/04/14 16:25'50","44300.6846064815","  25.0000","","","","","","","",
"2021/04/14 16:26'50","44300.6853009259","  25.0000","","","","","","","",
"2021/04/14 16:27'50","44300.6859953704","  24.9000","","","","","","","",
"2021/04/14 16:28'50","44300.6866898148","  24.8000","","","","","","","",
