"time_rec","temperature","density","mean_area","nndist","nndist_sd","nndist_skew","nndist_kurt","density_resid","density_rel_resid","density_rel_resid10","density_dif","density_rel_dif"
2021-03-12 15:59:00,1.59688607929396,-1.1296884147002,3.51921643295367,NA,NA,NA,NA,-0.174572519099055,-0.831282294669783,-0.752628156327845,NA,NA
2021-03-12 16:00:00,1.59688607929396,-1.17186813193646,0.514137853523486,NA,NA,NA,NA,-0.409126041100113,-1.955538585136,-1.76949246035548,-0.4410209380866,-1.60640123999542
2021-03-12 16:01:00,1.28078372078834,-1.1613232026274,0.235631544095835,NA,NA,NA,NA,-0.346938013695849,-1.66139988439644,-1.50244516304174,0.0796835684199402,0.37294156745316
2021-03-12 16:02:00,0.693736483563632,-1.1296884147002,1.01850873053221,NA,NA,NA,NA,-0.16605335351282,-0.795590011485545,-0.719032584224527,0.287965371022556,1.16741929475732
2021-03-12 16:03:00,0.0615317665524064,-1.06641883884581,1.28441701627008,NA,NA,NA,NA,0.192876262256409,0.931316302678156,0.841249166598307,0.60038807492648,2.36183054056388
2021-03-12 16:04:00,-0.480357990885787,-1.098053626773,1.68800370376055,NA,NA,NA,NA,0.0176711470679905,0.0877177360888935,0.0792107887031318,-0.336880036785292,-1.21781937900448
2021-03-12 16:05:00,-0.977090268537466,-1.098053626773,2.1851757100894,NA,NA,NA,NA,0.0205110281434353,0.101632354432615,0.0917181960875738,-0.0244573328813678,-0.0234026855409251
2021-03-12 16:06:00,-1.20287766747005,-1.10859855608207,2.98020099079806,NA,NA,NA,NA,-0.0359973033076402,-0.172026722295815,-0.155077937211284,-0.128598234182676,-0.422747137647284
2021-03-12 16:07:00,-0.796460349391402,-1.08750869746394,1.96381043668325,NA,NA,NA,NA,0.0855394174230254,0.417883505605979,0.376583307908987,0.183824469721248,0.776497331182673
2021-03-12 16:08:00,-0.390043031312755,-1.06641883884581,0.220783873318593,NA,NA,NA,NA,0.207076297239302,1.01030275831806,0.909860172710578,0.183824469721248,0.777712190423163
2021-03-12 16:09:00,0.151846726125438,-1.17186813193646,1.62681330298162,NA,NA,NA,NA,-0.383566332460209,-1.86841044624252,-1.68154297523856,-1.06586634589445,-4.03507026016954
2021-03-12 16:10:00,0.829208922923181,-1.21404784917273,0.677912161490635,NA,NA,NA,NA,-0.618118875178379,-3.01887885218489,-2.71530830014481,-0.4410209380866,-1.63051462185979
2021-03-12 16:11:00,1.23562624100183,-1.19295799055459,1.00546077742493,NA,NA,NA,NA,-0.496581289010807,-2.43000787148101,-2.18430543702845,0.183824469721248,0.781379586162759
2021-03-12 16:12:00,1.19046876121531,-1.17186813193646,0.973065859365497,NA,NA,NA,NA,-0.375043381997396,-1.8386098021835,-1.65167824465861,0.183824469721248,0.782609777470638
2021-03-12 16:13:00,1.23562624100183,-1.18241306124553,0.803442468970951,NA,NA,NA,NA,-0.431550033687075,-2.12054883966108,-1.90378059755078,-0.128598234182676,-0.427025975978569
2021-03-12 16:14:00,1.00983884206925,-1.17186813193646,0.526285947795775,NA,NA,NA,NA,-0.369359651659966,-1.81852247871717,-1.63160955787506,0.0796835684199402,0.380839647134907
2021-03-12 16:15:00,0.919523882496213,-1.1613232026274,0.612672395954271,NA,NA,NA,NA,-0.307168802828415,-1.51518990897326,-1.35860064661878,0.0796835684199402,0.381460693301312
2021-03-12 16:16:00,0.738893963350149,-1.17186813193646,0.517287359445931,NA,NA,NA,NA,-0.363674052479972,-1.7982545888672,-1.61141072319574,-0.128598234182676,-0.428889135654326
2021-03-12 16:17:00,0.6034215239906,-1.17186813193646,0.232032108755897,NA,NA,NA,NA,-0.360830420794894,-1.78805169798346,-1.60126163588127,-0.0244573328813678,-0.0234026855409251
2021-03-12 16:18:00,0.6034215239906,-1.1613232026274,0.218984155648624,NA,NA,NA,NA,-0.298637852973277,-1.48266764997872,-1.32693511991619,0.0796835684199402,0.383336069671079
2021-03-12 16:19:00,0.422791604844536,-1.15077827331833,0.897927646644306,NA,NA,NA,NA,-0.236444601968683,-1.17594934875846,-1.05175731558535,0.0796835684199402,0.383965348265948
2021-03-12 16:20:00,0.377634125058019,-1.15077827331833,0.291872721282356,NA,NA,NA,NA,-0.23359891996204,-1.16431190182101,-1.0406862719987,-0.0244573328813678,-0.0234026855409251
2021-03-12 16:21:00,0.377634125058019,-1.11914348539113,0.570379030710007,NA,NA,NA,NA,-0.0527075148767211,-0.261397822379603,-0.233455834252438,0.287965371022556,1.20249618850298
2021-03-12 16:22:00,0.197004205911955,-1.14023334400927,0.964067271015654,NA,NA,NA,NA,-0.168556799151386,-0.843146879723878,-0.752644510167271,-0.232739135483984,-0.841939986792203
2021-03-12 16:23:00,0.197004205911955,-1.14023334400927,0.431800770122419,NA,NA,NA,NA,-0.165708553997129,-0.830689100848707,-0.741045507661786,-0.0244573328813678,-0.0234026855409251
2021-03-12 16:24:00,0.151846726125438,-1.1296884147002,0.649116678771137,NA,NA,NA,NA,-0.103511030601797,-0.519130886972287,-0.46278959099856,0.0796835684199402,0.387143930870992
2021-03-12 16:25:00,0.0163742867658895,-1.1296884147002,0.589725995662171,NA,NA,NA,NA,-0.100660789163168,-0.505891966510397,-0.450692652404438,-0.0244573328813678,-0.0234026855409251
2021-03-12 16:26:00,0.0615317665524064,-1.1296884147002,1.32626045209685,NA,NA,NA,NA,-0.097809464141276,-0.492589239070759,-0.438553181342422,-0.0244573328813678,-0.0234026855409251
