"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/05/20 11:54'33","44336.4962152778","  24.9000","","","","","","","",
"2021/05/20 11:55'33","44336.4969097222","  24.9000","","","","","","","",
"2021/05/20 11:56'33","44336.4976041667","  24.6000","","","","","","","",
"2021/05/20 11:57'33","44336.4982986111","  23.9000","","","","","","","",
"2021/05/20 11:58'33","44336.4989930556","  22.9000","","","","","","","",
"2021/05/20 11:59'33","44336.4996875000","  22.0000","","","","","","","",
"2021/05/20 12:00'33","44336.5003819444","  21.4000","","","","","","","",
"2021/05/20 12:01'33","44336.5010763889","  21.0000","","","","","","","",
"2021/05/20 12:02'33","44336.5017708333","  20.6000","","","","","","","",
"2021/05/20 12:03'33","44336.5024652778","  20.3000","","","","","","","",
"2021/05/20 12:04'33","44336.5031597222","  20.1000","","","","","","","",
"2021/05/20 12:05'33","44336.5038541667","  19.8000","","","","","","","",
"2021/05/20 12:06'33","44336.5045486111","  19.7000","","","","","","","",
"2021/05/20 12:07'33","44336.5052430556","  19.5000","","","","","","","",
"2021/05/20 12:08'33","44336.5059375000","  19.4000","","","","","","","",
"2021/05/20 12:09'33","44336.5066319444","  19.3000","","","","","","","",
"2021/05/20 12:10'33","44336.5073263889","  19.3000","","","","","","","",
"2021/05/20 12:11'33","44336.5080208333","  19.2000","","","","","","","",
"2021/05/20 12:12'33","44336.5087152778","  19.3000","","","","","","","",
"2021/05/20 12:13'33","44336.5094097222","  19.2000","","","","","","","",
"2021/05/20 12:14'33","44336.5101041667","  19.3000","","","","","","","",
"2021/05/20 12:15'33","44336.5107986111","  19.3000","","","","","","","",
"2021/05/20 12:16'33","44336.5114930556","  19.3000","","","","","","","",
"2021/05/20 12:17'33","44336.5121875000","  19.3000","","","","","","","",
"2021/05/20 12:18'33","44336.5128819444","  19.3000","","","","","","","",
"2021/05/20 12:19'33","44336.5135763889","  19.3000","","","","","","","",
"2021/05/20 12:20'33","44336.5142708333","  19.3000","","","","","","","",
"2021/05/20 12:21'33","44336.5149652778","  19.2000","","","","","","","",
"2021/05/20 12:22'33","44336.5156597222","  19.2000","","","","","","","",
"2021/05/20 12:23'33","44336.5163541667","  19.2000","","","","","","","",
"2021/05/20 12:24'33","44336.5170486111","  19.1000","","","","","","","",
"2021/05/20 12:25'33","44336.5177430556","  19.1000","","","","","","","",
"2021/05/20 12:26'33","44336.5184375000","  19.1000","","","","","","","",
"2021/05/20 12:27'33","44336.5191319444","  19.1000","","","","","","","",
"2021/05/20 12:28'33","44336.5198263889","  19.1000","","","","","","","",
"2021/05/20 12:29'33","44336.5205208333","  19.1000","","","","","","","",
"2021/05/20 12:30'33","44336.5212152778","  19.1000","","","","","","","",
"2021/05/20 12:31'33","44336.5219097222","  19.1000","","","","","","","",
"2021/05/20 12:32'33","44336.5226041667","  19.1000","","","","","","","",
"2021/05/20 12:33'33","44336.5232986111","  19.1000","","","","","","","",
"2021/05/20 12:34'33","44336.5239930556","  19.1000","","","","","","","",
"2021/05/20 12:35'33","44336.5246875000","  19.1000","","","","","","","",
"2021/05/20 12:36'33","44336.5253819444","  19.1000","","","","","","","",
"2021/05/20 12:37'33","44336.5260763889","  19.1000","","","","","","","",
"2021/05/20 12:38'33","44336.5267708333","  19.1000","","","","","","","",
"2021/05/20 12:39'33","44336.5274652778","  19.1000","","","","","","","",
"2021/05/20 12:40'33","44336.5281597222","  19.1000","","","","","","","",
"2021/05/20 12:41'33","44336.5288541667","  19.1000","","","","","","","",
"2021/05/20 12:42'33","44336.5295486111","  19.1000","","","","","","","",
"2021/05/20 12:43'33","44336.5302430556","  19.1000","","","","","","","",
"2021/05/20 12:44'33","44336.5309375000","  19.1000","","","","","","","",
"2021/05/20 12:45'33","44336.5316319444","  19.1000","","","","","","","",
"2021/05/20 12:46'33","44336.5323263889","  19.1000","","","","","","","",
"2021/05/20 12:47'33","44336.5330208333","  19.1000","","","","","","","",
"2021/05/20 12:48'33","44336.5337152778","  19.1000","","","","","","","",
"2021/05/20 12:49'33","44336.5344097222","  19.1000","","","","","","","",
"2021/05/20 12:50'33","44336.5351041667","  19.1000","","","","","","","",
"2021/05/20 12:51'33","44336.5357986111","  19.1000","","","","","","","",
"2021/05/20 12:52'33","44336.5364930556","  19.1000","","","","","","","",
"2021/05/20 12:53'33","44336.5371875000","  19.1000","","","","","","","",
"2021/05/20 12:54'33","44336.5378819444","  19.1000","","","","","","","",
"2021/05/20 12:55'33","44336.5385763889","  19.1000","","","","","","","",
"2021/05/20 12:56'33","44336.5392708333","  19.1000","","","","","","","",
"2021/05/20 12:57'33","44336.5399652778","  19.1000","","","","","","","",
"2021/05/20 12:58'33","44336.5406597222","  19.1000","","","","","","","",
"2021/05/20 12:59'33","44336.5413541667","  19.1000","","","","","","","",
"2021/05/20 13:00'33","44336.5420486111","  19.1000","","","","","","","",
"2021/05/20 13:01'33","44336.5427430556","  19.1000","","","","","","","",
"2021/05/20 13:02'33","44336.5434375000","  19.1000","","","","","","","",
"2021/05/20 13:03'33","44336.5441319444","  19.0000","","","","","","","",
"2021/05/20 13:04'33","44336.5448263889","  19.1000","","","","","","","",
"2021/05/20 13:05'33","44336.5455208333","  19.0000","","","","","","","",
"2021/05/20 13:06'33","44336.5462152778","  19.1000","","","","","","","",
"2021/05/20 13:07'33","44336.5469097222","  19.0000","","","","","","","",
"2021/05/20 13:08'33","44336.5476041667","  19.1000","","","","","","","",
"2021/05/20 13:09'33","44336.5482986111","  19.0000","","","","","","","",
"2021/05/20 13:10'33","44336.5489930556","  19.1000","","","","","","","",
"2021/05/20 13:11'33","44336.5496875000","  19.1000","","","","","","","",
"2021/05/20 13:12'33","44336.5503819444","  19.1000","","","","","","","",
"2021/05/20 13:13'33","44336.5510763889","  19.1000","","","","","","","",
"2021/05/20 13:14'33","44336.5517708333","  19.1000","","","","","","","",
"2021/05/20 13:15'33","44336.5524652778","  19.1000","","","","","","","",
"2021/05/20 13:16'33","44336.5531597222","  19.1000","","","","","","","",
"2021/05/20 13:17'33","44336.5538541667","  19.1000","","","","","","","",
"2021/05/20 13:18'33","44336.5545486111","  19.1000","","","","","","","",
"2021/05/20 13:19'33","44336.5552430556","  19.1000","","","","","","","",
"2021/05/20 13:20'33","44336.5559375000","  19.1000","","","","","","","",
"2021/05/20 13:21'33","44336.5566319444","  19.1000","","","","","","","",
"2021/05/20 13:22'33","44336.5573263889","  19.0000","","","","","","","",
"2021/05/20 13:23'33","44336.5580208333","  19.1000","","","","","","","",
"2021/05/20 13:24'33","44336.5587152778","  19.0000","","","","","","","",
"2021/05/20 13:25'33","44336.5594097222","  19.1000","","","","","","","",
"2021/05/20 13:26'33","44336.5601041667","  19.1000","","","","","","","",
"2021/05/20 13:27'33","44336.5607986111","  19.1000","","","","","","","",
"2021/05/20 13:28'33","44336.5614930556","  19.1000","","","","","","","",
"2021/05/20 13:29'33","44336.5621875000","  19.1000","","","","","","","",
"2021/05/20 13:30'33","44336.5628819444","  19.1000","","","","","","","",
"2021/05/20 13:31'33","44336.5635763889","  19.1000","","","","","","","",
"2021/05/20 13:32'33","44336.5642708333","  19.4000","","","","","","","",
"2021/05/20 13:33'33","44336.5649652778","  19.7000","","","","","","","",
"2021/05/20 13:34'33","44336.5656597222","  20.2000","","","","","","","",
"2021/05/20 13:35'33","44336.5663541667","  20.7000","","","","","","","",
"2021/05/20 13:36'33","44336.5670486111","  21.1000","","","","","","","",
"2021/05/20 13:37'33","44336.5677430556","  21.5000","","","","","","","",
"2021/05/20 13:38'33","44336.5684375000","  21.9000","","","","","","","",
"2021/05/20 13:39'33","44336.5691319444","  22.3000","","","","","","","",
"2021/05/20 13:40'33","44336.5698263889","  22.6000","","","","","","","",
"2021/05/20 13:41'33","44336.5705208333","  22.9000","","","","","","","",
"2021/05/20 13:42'33","44336.5712152778","  23.1000","","","","","","","",
"2021/05/20 13:43'33","44336.5719097222","  23.2000","","","","","","","",
"2021/05/20 13:44'33","44336.5726041667","  23.2000","","","","","","","",
"2021/05/20 13:45'33","44336.5732986111","  23.4000","","","","","","","",
"2021/05/20 13:46'33","44336.5739930556","  23.5000","","","","","","","",
"2021/05/20 13:47'33","44336.5746875000","  23.4000","","","","","","","",
"2021/05/20 13:48'33","44336.5753819444","  23.4000","","","","","","","",
"2021/05/20 13:49'33","44336.5760763889","  23.4000","","","","","","","",
"2021/05/20 13:50'33","44336.5767708333","  23.3000","","","","","","","",
"2021/05/20 13:51'33","44336.5774652778","  23.2000","","","","","","","",
"2021/05/20 13:52'33","44336.5781597222","  23.2000","","","","","","","",
"2021/05/20 13:53'33","44336.5788541667","  23.3000","","","","","","","",
"2021/05/20 13:54'33","44336.5795486111","  23.6000","","","","","","","",
"2021/05/20 13:55'33","44336.5802430556","  24.0000","","","","","","","",
"2021/05/20 13:56'33","44336.5809375000","  24.3000","","","","","","","",
"2021/05/20 13:57'33","44336.5816319444","  24.8000","","","","","","","",
"2021/05/20 13:58'33","44336.5823263889","  24.9000","","","","","","","",
"2021/05/20 13:59'33","44336.5830208333","  25.0000","","","","","","","",
"2021/05/20 14:00'33","44336.5837152778","  25.1000","","","","","","","",
"2021/05/20 14:01'33","44336.5844097222","  25.1000","","","","","","","",
"2021/05/20 14:02'33","44336.5851041667","  25.2000","","","","","","","",
"2021/05/20 14:03'33","44336.5857986111","  25.2000","","","","","","","",
"2021/05/20 14:04'33","44336.5864930556","  25.1000","","","","","","","",
"2021/05/20 14:05'33","44336.5871875000","  24.9000","","","","","","","",
"2021/05/20 14:06'33","44336.5878819444","  24.9000","","","","","","","",
"2021/05/20 14:07'33","44336.5885763889","  24.9000","","","","","","","",
"2021/05/20 14:08'33","44336.5892708333","  25.0000","","","","","","","",
"2021/05/20 14:09'33","44336.5899652778","  25.0000","","","","","","","",
"2021/05/20 14:10'33","44336.5906597222","  25.1000","","","","","","","",
"2021/05/20 14:11'33","44336.5913541667","  25.1000","","","","","","","",
"2021/05/20 14:12'33","44336.5920486111","  25.2000","","","","","","","",
"2021/05/20 14:13'33","44336.5927430556","  25.2000","","","","","","","",
"2021/05/20 14:14'33","44336.5934375000","  25.1000","","","","","","","",
"2021/05/20 14:15'33","44336.5941319444","  24.9000","","","","","","","",
"2021/05/20 14:16'33","44336.5948263889","  24.8000","","","","","","","",
"2021/05/20 14:17'33","44336.5955208333","  25.0000","","","","","","","",
"2021/05/20 14:18'33","44336.5962152778","  25.3000","","","","","","","",
"2021/05/20 14:19'33","44336.5969097222","  25.8000","","","","","","","",
"2021/05/20 14:20'33","44336.5976041667","  26.3000","","","","","","","",
"2021/05/20 14:21'33","44336.5982986111","  26.8000","","","","","","","",
"2021/05/20 14:22'33","44336.5989930556","  27.1000","","","","","","","",
"2021/05/20 14:23'33","44336.5996875000","  27.4000","","","","","","","",
"2021/05/20 14:24'33","44336.6003819444","  27.5000","","","","","","","",
"2021/05/20 14:25'33","44336.6010763889","  27.6000","","","","","","","",
"2021/05/20 14:26'33","44336.6017708333","  27.7000","","","","","","","",
"2021/05/20 14:27'33","44336.6024652778","  27.8000","","","","","","","",
"2021/05/20 14:28'33","44336.6031597222","  27.8000","","","","","","","",
"2021/05/20 14:29'33","44336.6038541667","  27.8000","","","","","","","",
"2021/05/20 14:30'33","44336.6045486111","  27.8000","","","","","","","",
"2021/05/20 14:31'33","44336.6052430556","  27.8000","","","","","","","",
"2021/05/20 14:32'33","44336.6059375000","  27.6000","","","","","","","",
"2021/05/20 14:33'33","44336.6066319444","  27.4000","","","","","","","",
"2021/05/20 14:34'33","44336.6073263889","  27.3000","","","","","","","",
"2021/05/20 14:35'33","44336.6080208333","  27.2000","","","","","","","",
"2021/05/20 14:36'33","44336.6087152778","  27.1000","","","","","","","",
"2021/05/20 14:37'33","44336.6094097222","  27.0000","","","","","","","",
"2021/05/20 14:38'33","44336.6101041667","  26.9000","","","","","","","",
"2021/05/20 14:39'33","44336.6107986111","  26.8000","","","","","","","",
"2021/05/20 14:40'33","44336.6114930556","  26.7000","","","","","","","",
"2021/05/20 14:41'33","44336.6121875000","  26.6000","","","","","","","",
"2021/05/20 14:42'33","44336.6128819444","  26.5000","","","","","","","",
"2021/05/20 14:43'33","44336.6135763889","  26.5000","","","","","","","",
"2021/05/20 14:44'33","44336.6142708333","  26.4000","","","","","","","",
"2021/05/20 14:45'33","44336.6149652778","  26.3000","","","","","","","",
"2021/05/20 14:46'33","44336.6156597222","  26.3000","","","","","","","",
