2021-05-19_12-48-33.jpg; date_time: 2021-05-19 12:48:33; grid_n: 1; count: 32; total_area: 7151; mean_area: 223.47; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-49-33.jpg; date_time: 2021-05-19 12:49:33; grid_n: 1; count: 30; total_area: 6395; mean_area: 213.17; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-50-33.jpg; date_time: 2021-05-19 12:50:33; grid_n: 1; count: 33; total_area: 7537; mean_area: 228.39; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-51-33.jpg; date_time: 2021-05-19 12:51:33; grid_n: 1; count: 34; total_area: 7468; mean_area: 219.65; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-52-33.jpg; date_time: 2021-05-19 12:52:33; grid_n: 1; count: 35; total_area: 7425; mean_area: 212.14; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-53-33.jpg; date_time: 2021-05-19 12:53:33; grid_n: 1; count: 42; total_area: 9436; mean_area: 224.67; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-54-33.jpg; date_time: 2021-05-19 12:54:33; grid_n: 1; count: 31; total_area: 6587; mean_area: 212.48; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-55-33.jpg; date_time: 2021-05-19 12:55:33; grid_n: 1; count: 50; total_area: 11198; mean_area: 223.96; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-56-33.jpg; date_time: 2021-05-19 12:56:33; grid_n: 1; count: 38; total_area: 8751; mean_area: 230.29; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-57-33.jpg; date_time: 2021-05-19 12:57:33; grid_n: 1; count: 43; total_area: 10062; mean_area: 234; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-58-33.jpg; date_time: 2021-05-19 12:58:33; grid_n: 1; count: 63; total_area: 14729; mean_area: 233.79; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_12-59-33.jpg; date_time: 2021-05-19 12:59:33; grid_n: 1; count: 53; total_area: 12367; mean_area: 233.34; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_13-00-33.jpg; date_time: 2021-05-19 13:00:33; grid_n: 1; count: 58; total_area: 12626; mean_area: 217.69; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_13-01-33.jpg; date_time: 2021-05-19 13:01:33; grid_n: 1; count: 60; total_area: 13842; mean_area: 230.7; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_13-02-33.jpg; date_time: 2021-05-19 13:02:33; grid_n: 1; count: 74; total_area: 16204; mean_area: 218.97; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_13-03-33.jpg; date_time: 2021-05-19 13:03:33; grid_n: 1; count: 54; total_area: 12083; mean_area: 223.76; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-19_13-04-33.jpg; date_time: 2021-05-19 13:04:33; grid_n: 1; count: 59; total_area: 12825; mean_area: 217.37; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
