2021-04-26_12-54-13.jpg; date_time: 2021-04-26 12:54:13; grid_n: 1; count: 18; total_area: 3772; mean_area: 209.56; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_12-55-13.jpg; date_time: 2021-04-26 12:55:13; grid_n: 1; count: 14; total_area: 3038; mean_area: 217; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_12-56-13.jpg; date_time: 2021-04-26 12:56:13; grid_n: 1; count: 15; total_area: 3330; mean_area: 222; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_12-57-13.jpg; date_time: 2021-04-26 12:57:13; grid_n: 1; count: 13; total_area: 2620; mean_area: 201.54; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_12-58-13.jpg; date_time: 2021-04-26 12:58:13; grid_n: 1; count: 13; total_area: 2622; mean_area: 201.69; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_12-59-13.jpg; date_time: 2021-04-26 12:59:13; grid_n: 1; count: 13; total_area: 2779; mean_area: 213.77; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-00-13.jpg; date_time: 2021-04-26 13:00:13; grid_n: 1; count: 13; total_area: 2882; mean_area: 221.69; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-01-13.jpg; date_time: 2021-04-26 13:01:13; grid_n: 1; count: 14; total_area: 3081; mean_area: 220.07; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-02-13.jpg; date_time: 2021-04-26 13:02:13; grid_n: 1; count: 15; total_area: 3297; mean_area: 219.8; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-03-13.jpg; date_time: 2021-04-26 13:03:13; grid_n: 1; count: 15; total_area: 3398; mean_area: 226.53; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-04-13.jpg; date_time: 2021-04-26 13:04:13; grid_n: 1; count: 15; total_area: 3342; mean_area: 222.8; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-05-13.jpg; date_time: 2021-04-26 13:05:13; grid_n: 1; count: 17; total_area: 4253; mean_area: 250.18; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-06-13.jpg; date_time: 2021-04-26 13:06:13; grid_n: 1; count: 19; total_area: 4337; mean_area: 228.26; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-07-13.jpg; date_time: 2021-04-26 13:07:13; grid_n: 1; count: 20; total_area: 4183; mean_area: 209.15; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-08-13.jpg; date_time: 2021-04-26 13:08:13; grid_n: 1; count: 20; total_area: 4148; mean_area: 207.4; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-09-13.jpg; date_time: 2021-04-26 13:09:13; grid_n: 1; count: 18; total_area: 3601; mean_area: 200.06; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-10-13.jpg; date_time: 2021-04-26 13:10:13; grid_n: 1; count: 19; total_area: 4424; mean_area: 232.84; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-11-13.jpg; date_time: 2021-04-26 13:11:13; grid_n: 1; count: 17; total_area: 3833; mean_area: 225.47; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-04-26_13-12-13.jpg; date_time: 2021-04-26 13:12:13; grid_n: 1; count: 12; total_area: 2287; mean_area: 190.58; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
