"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/05/18 12:56'20","44334.5391203704","  25.8000","","","","","","","",
"2021/05/18 12:57'20","44334.5398148148","  25.8000","","","","","","","",
"2021/05/18 12:58'20","44334.5405092593","  25.6000","","","","","","","",
"2021/05/18 12:59'20","44334.5412037037","  24.9000","","","","","","","",
"2021/05/18 13:00'20","44334.5418981481","  23.9000","","","","","","","",
"2021/05/18 13:01'20","44334.5425925926","  22.9000","","","","","","","",
"2021/05/18 13:02'20","44334.5432870370","  22.0000","","","","","","","",
"2021/05/18 13:03'20","44334.5439814815","  21.5000","","","","","","","",
"2021/05/18 13:04'20","44334.5446759259","  21.0000","","","","","","","",
"2021/05/18 13:05'20","44334.5453703704","  20.6000","","","","","","","",
"2021/05/18 13:06'20","44334.5460648148","  20.3000","","","","","","","",
"2021/05/18 13:07'20","44334.5467592593","  19.9000","","","","","","","",
"2021/05/18 13:08'20","44334.5474537037","  19.7000","","","","","","","",
"2021/05/18 13:09'20","44334.5481481481","  19.5000","","","","","","","",
"2021/05/18 13:10'20","44334.5488425926","  19.4000","","","","","","","",
"2021/05/18 13:11'20","44334.5495370370","  19.3000","","","","","","","",
"2021/05/18 13:12'20","44334.5502314815","  19.2000","","","","","","","",
"2021/05/18 13:13'20","44334.5509259259","  19.2000","","","","","","","",
"2021/05/18 13:14'20","44334.5516203704","  19.1000","","","","","","","",
"2021/05/18 13:15'20","44334.5523148148","  19.2000","","","","","","","",
"2021/05/18 13:16'20","44334.5530092593","  19.2000","","","","","","","",
"2021/05/18 13:17'20","44334.5537037037","  19.3000","","","","","","","",
"2021/05/18 13:18'20","44334.5543981481","  19.3000","","","","","","","",
"2021/05/18 13:19'20","44334.5550925926","  19.3000","","","","","","","",
"2021/05/18 13:20'20","44334.5557870370","  19.3000","","","","","","","",
"2021/05/18 13:21'20","44334.5564814815","  19.2000","","","","","","","",
"2021/05/18 13:22'20","44334.5571759259","  19.2000","","","","","","","",
"2021/05/18 13:23'20","44334.5578703704","  19.1000","","","","","","","",
"2021/05/18 13:24'20","44334.5585648148","  19.1000","","","","","","","",
"2021/05/18 13:25'20","44334.5592592593","  19.0000","","","","","","","",
"2021/05/18 13:26'20","44334.5599537037","  19.0000","","","","","","","",
"2021/05/18 13:27'20","44334.5606481481","  18.9000","","","","","","","",
"2021/05/18 13:28'20","44334.5613425926","  18.9000","","","","","","","",
"2021/05/18 13:29'20","44334.5620370370","  18.9000","","","","","","","",
"2021/05/18 13:30'20","44334.5627314815","  18.9000","","","","","","","",
"2021/05/18 13:31'20","44334.5634259259","  18.9000","","","","","","","",
"2021/05/18 13:32'20","44334.5641203704","  18.9000","","","","","","","",
"2021/05/18 13:33'20","44334.5648148148","  18.9000","","","","","","","",
"2021/05/18 13:34'20","44334.5655092593","  18.9000","","","","","","","",
"2021/05/18 13:35'20","44334.5662037037","  18.9000","","","","","","","",
"2021/05/18 13:36'20","44334.5668981481","  18.9000","","","","","","","",
"2021/05/18 13:37'20","44334.5675925926","  18.9000","","","","","","","",
"2021/05/18 13:38'20","44334.5682870370","  18.9000","","","","","","","",
"2021/05/18 13:39'20","44334.5689814815","  18.9000","","","","","","","",
"2021/05/18 13:40'20","44334.5696759259","  18.9000","","","","","","","",
"2021/05/18 13:41'20","44334.5703703704","  18.9000","","","","","","","",
"2021/05/18 13:42'20","44334.5710648148","  18.9000","","","","","","","",
"2021/05/18 13:43'20","44334.5717592593","  18.9000","","","","","","","",
"2021/05/18 13:44'20","44334.5724537037","  18.9000","","","","","","","",
"2021/05/18 13:45'20","44334.5731481481","  18.9000","","","","","","","",
"2021/05/18 13:46'20","44334.5738425926","  18.9000","","","","","","","",
"2021/05/18 13:47'20","44334.5745370370","  18.9000","","","","","","","",
"2021/05/18 13:48'20","44334.5752314815","  18.9000","","","","","","","",
"2021/05/18 13:49'20","44334.5759259259","  18.9000","","","","","","","",
"2021/05/18 13:50'20","44334.5766203704","  18.9000","","","","","","","",
"2021/05/18 13:51'20","44334.5773148148","  18.9000","","","","","","","",
"2021/05/18 13:52'20","44334.5780092593","  18.9000","","","","","","","",
"2021/05/18 13:53'20","44334.5787037037","  18.9000","","","","","","","",
"2021/05/18 13:54'20","44334.5793981481","  18.9000","","","","","","","",
"2021/05/18 13:55'20","44334.5800925926","  18.9000","","","","","","","",
"2021/05/18 13:56'20","44334.5807870370","  19.0000","","","","","","","",
"2021/05/18 13:57'20","44334.5814814815","  18.9000","","","","","","","",
"2021/05/18 13:58'20","44334.5821759259","  19.0000","","","","","","","",
"2021/05/18 13:59'20","44334.5828703704","  18.9000","","","","","","","",
"2021/05/18 14:00'20","44334.5835648148","  19.0000","","","","","","","",
"2021/05/18 14:01'20","44334.5842592593","  18.9000","","","","","","","",
"2021/05/18 14:02'20","44334.5849537037","  18.9000","","","","","","","",
"2021/05/18 14:03'20","44334.5856481481","  18.9000","","","","","","","",
"2021/05/18 14:04'20","44334.5863425926","  18.9000","","","","","","","",
