"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/04/01 14:19'55","44287.5971643519","  22.8000","","","","","","","",
"2021/04/01 14:20'55","44287.5978587963","  23.7000","","","","","","","",
"2021/04/01 14:21'55","44287.5985532407","  27.0000","","","","","","","",
"2021/04/01 14:22'55","44287.5992476852","  27.5000","","","","","","","",
"2021/04/01 14:23'55","44287.5999421296","  28.7000","","","","","","","",
"2021/04/01 14:24'55","44287.6006365741","  28.7000","","","","","","","",
"2021/04/01 14:25'55","44287.6013310185","  29.2000","","","","","","","",
"2021/04/01 14:26'55","44287.6020254630","  29.3000","","","","","","","",
"2021/04/01 14:27'55","44287.6027199074","  29.3000","","","","","","","",
"2021/04/01 14:28'55","44287.6034143519","  29.6000","","","","","","","",
"2021/04/01 14:29'55","44287.6041087963","  29.3000","","","","","","","",
"2021/04/01 14:30'55","44287.6048032407","  29.8000","","","","","","","",
"2021/04/01 14:31'55","44287.6054976852","  29.3000","","","","","","","",
"2021/04/01 14:32'55","44287.6061921296","  29.8000","","","","","","","",
"2021/04/01 14:33'55","44287.6068865741","  29.5000","","","","","","","",
"2021/04/01 14:34'55","44287.6075810185","  29.8000","","","","","","","",
"2021/04/01 14:35'55","44287.6082754630","  29.8000","","","","","","","",
"2021/04/01 14:36'55","44287.6089699074","  29.7000","","","","","","","",
"2021/04/01 14:37'55","44287.6096643519","  29.9000","","","","","","","",
"2021/04/01 14:38'55","44287.6103587963","  29.6000","","","","","","","",
"2021/04/01 14:39'55","44287.6110532407","  30.0000","","","","","","","",
"2021/04/01 14:40'55","44287.6117476852","  29.6000","","","","","","","",
"2021/04/01 14:41'55","44287.6124421296","  30.0000","","","","","","","",
"2021/04/01 14:42'55","44287.6131365741","  29.7000","","","","","","","",
"2021/04/01 14:43'55","44287.6138310185","  29.9000","","","","","","","",
"2021/04/01 14:44'55","44287.6145254630","  29.9000","","","","","","","",
"2021/04/01 14:45'55","44287.6152199074","  29.8000","","","","","","","",
"2021/04/01 14:46'55","44287.6159143519","  30.1000","","","","","","","",
"2021/04/01 14:47'55","44287.6166087963","  29.7000","","","","","","","",
"2021/04/01 14:48'55","44287.6173032407","  30.2000","","","","","","","",
"2021/04/01 14:49'55","44287.6179976852","  29.7000","","","","","","","",
"2021/04/01 14:50'55","44287.6186921296","  30.1000","","","","","","","",
"2021/04/01 14:51'55","44287.6193865741","  29.7000","","","","","","","",
"2021/04/01 14:52'55","44287.6200810185","  29.9000","","","","","","","",
"2021/04/01 14:53'55","44287.6207754630","  29.9000","","","","","","","",
"2021/04/01 14:54'55","44287.6214699074","  29.8000","","","","","","","",
"2021/04/01 14:55'55","44287.6221643519","  29.9000","","","","","","","",
"2021/04/01 14:56'55","44287.6228587963","  29.7000","","","","","","","",
"2021/04/01 14:57'55","44287.6235532407","  30.1000","","","","","","","",
"2021/04/01 14:58'55","44287.6242476852","  29.7000","","","","","","","",
"2021/04/01 14:59'55","44287.6249421296","  30.2000","","","","","","","",
"2021/04/01 15:00'55","44287.6256365741","  29.8000","","","","","","","",
"2021/04/01 15:01'55","44287.6263310185","  30.2000","","","","","","","",
"2021/04/01 15:02'55","44287.6270254630","  29.9000","","","","","","","",
"2021/04/01 15:03'55","44287.6277199074","  30.0000","","","","","","","",
"2021/04/01 15:04'55","44287.6284143519","  30.0000","","","","","","","",
"2021/04/01 15:05'55","44287.6291087963","  29.8000","","","","","","","",
"2021/04/01 15:06'55","44287.6298032407","  30.1000","","","","","","","",
"2021/04/01 15:07'55","44287.6304976852","  29.7000","","","","","","","",
"2021/04/01 15:08'55","44287.6311921296","  30.1000","","","","","","","",
"2021/04/01 15:09'55","44287.6318865741","  29.7000","","","","","","","",
"2021/04/01 15:10'55","44287.6325810185","  30.0000","","","","","","","",
"2021/04/01 15:11'55","44287.6332754630","  29.7000","","","","","","","",
"2021/04/01 15:12'55","44287.6339699074","  29.9000","","","","","","","",
"2021/04/01 15:13'55","44287.6346643519","  30.0000","","","","","","","",
"2021/04/01 15:14'55","44287.6353587963","  29.9000","","","","","","","",
"2021/04/01 15:15'55","44287.6360532407","  30.2000","","","","","","","",
"2021/04/01 15:16'55","44287.6367476852","  29.8000","","","","","","","",
"2021/04/01 15:17'55","44287.6374421296","  30.2000","","","","","","","",
"2021/04/01 15:18'55","44287.6381365741","  29.7000","","","","","","","",
"2021/04/01 15:19'55","44287.6388310185","  30.1000","","","","","","","",
"2021/04/01 15:20'55","44287.6395254630","  29.7000","","","","","","","",
"2021/04/01 15:21'55","44287.6402199074","  30.1000","","","","","","","",
"2021/04/01 15:22'55","44287.6409143519","  29.9000","","","","","","","",
"2021/04/01 15:23'55","44287.6416087963","  29.9000","","","","","","","",
"2021/04/01 15:24'55","44287.6423032407","  30.0000","","","","","","","",
"2021/04/01 15:25'55","44287.6429976852","  29.8000","","","","","","","",
"2021/04/01 15:26'55","44287.6436921296","  30.1000","","","","","","","",
"2021/04/01 15:27'55","44287.6443865741","  29.7000","","","","","","","",
"2021/04/01 15:28'55","44287.6450810185","  30.2000","","","","","","","",
"2021/04/01 15:29'55","44287.6457754630","  29.8000","","","","","","","",
"2021/04/01 15:30'55","44287.6464699074","  30.2000","","","","","","","",
"2021/04/01 15:31'55","44287.6471643519","  29.9000","","","","","","","",
"2021/04/01 15:32'55","44287.6478587963","  30.0000","","","","","","","",
"2021/04/01 15:33'55","44287.6485532407","  30.0000","","","","","","","",
"2021/04/01 15:34'55","44287.6492476852","  29.9000","","","","","","","",
"2021/04/01 15:35'55","44287.6499421296","  30.1000","","","","","","","",
"2021/04/01 15:36'55","44287.6506365741","  29.7000","","","","","","","",
"2021/04/01 15:37'55","44287.6513310185","  30.2000","","","","","","","",
"2021/04/01 15:38'55","44287.6520254630","  29.7000","","","","","","","",
"2021/04/01 15:39'55","44287.6527199074","  30.1000","","","","","","","",
"2021/04/01 15:40'55","44287.6534143519","  29.7000","","","","","","","",
"2021/04/01 15:41'55","44287.6541087963","  29.9000","","","","","","","",
"2021/04/01 15:42'55","44287.6548032407","  29.9000","","","","","","","",
"2021/04/01 15:43'55","44287.6554976852","  29.9000","","","","","","","",
"2021/04/01 15:44'55","44287.6561921296","  30.2000","","","","","","","",
"2021/04/01 15:45'55","44287.6568865741","  29.9000","","","","","","","",
"2021/04/01 15:46'55","44287.6575810185","  30.2000","","","","","","","",
"2021/04/01 15:47'55","44287.6582754630","  29.8000","","","","","","","",
"2021/04/01 15:48'55","44287.6589699074","  30.2000","","","","","","","",
"2021/04/01 15:49'55","44287.6596643519","  29.7000","","","","","","","",
"2021/04/01 15:50'55","44287.6603587963","  30.1000","","","","","","","",
"2021/04/01 15:51'55","44287.6610532407","  29.8000","","","","","","","",
"2021/04/01 15:52'55","44287.6617476852","  30.0000","","","","","","","",
"2021/04/01 15:53'55","44287.6624421296","  30.0000","","","","","","","",
"2021/04/01 15:54'55","44287.6631365741","  29.8000","","","","","","","",
"2021/04/01 15:55'55","44287.6638310185","  30.0000","","","","","","","",
"2021/04/01 15:56'55","44287.6645254630","  29.7000","","","","","","","",
"2021/04/01 15:57'55","44287.6652199074","  30.2000","","","","","","","",
"2021/04/01 15:58'55","44287.6659143519","  29.7000","","","","","","","",
"2021/04/01 15:59'55","44287.6666087963","  30.2000","","","","","","","",
"2021/04/01 16:00'55","44287.6673032407","  29.9000","","","","","","","",
"2021/04/01 16:01'55","44287.6679976852","  30.1000","","","","","","","",
"2021/04/01 16:02'55","44287.6686921296","  30.0000","","","","","","","",
"2021/04/01 16:03'55","44287.6693865741","  30.0000","","","","","","","",
"2021/04/01 16:04'55","44287.6700810185","  30.1000","","","","","","","",
"2021/04/01 16:05'55","44287.6707754630","  29.8000","","","","","","","",
"2021/04/01 16:06'55","44287.6714699074","  30.2000","","","","","","","",
"2021/04/01 16:07'55","44287.6721643519","  29.7000","","","","","","","",
"2021/04/01 16:08'55","44287.6728587963","  30.2000","","","","","","","",
"2021/04/01 16:09'55","44287.6735532407","  29.7000","","","","","","","",
"2021/04/01 16:10'55","44287.6742476852","  30.0000","","","","","","","",
"2021/04/01 16:11'55","44287.6749421296","  29.8000","","","","","","","",
"2021/04/01 16:12'55","44287.6756365741","  29.8000","","","","","","","",
"2021/04/01 16:13'55","44287.6763310185","  29.9000","","","","","","","",
"2021/04/01 16:14'55","44287.6770254630","  29.7000","","","","","","","",
"2021/04/01 16:15'55","44287.6777199074","  30.1000","","","","","","","",
"2021/04/01 16:16'55","44287.6784143519","  29.7000","","","","","","","",
"2021/04/01 16:17'55","44287.6791087963","  30.2000","","","","","","","",
"2021/04/01 16:18'55","44287.6798032407","  29.7000","","","","","","","",
"2021/04/01 16:19'55","44287.6804976852","  30.2000","","","","","","","",
"2021/04/01 16:20'55","44287.6811921296","  29.8000","","","","","","","",
"2021/04/01 16:21'55","44287.6818865741","  30.1000","","","","","","","",
"2021/04/01 16:22'55","44287.6825810185","  29.9000","","","","","","","",
"2021/04/01 16:23'55","44287.6832754630","  30.0000","","","","","","","",
"2021/04/01 16:24'55","44287.6839699074","  30.1000","","","","","","","",
"2021/04/01 16:25'55","44287.6846643519","  29.8000","","","","","","","",
"2021/04/01 16:26'55","44287.6853587963","  30.1000","","","","","","","",
"2021/04/01 16:27'55","44287.6860532407","  29.7000","","","","","","","",
"2021/04/01 16:28'55","44287.6867476852","  30.2000","","","","","","","",
"2021/04/01 16:29'55","44287.6874421296","  29.7000","","","","","","","",
"2021/04/01 16:30'55","44287.6881365741","  30.2000","","","","","","","",
"2021/04/01 16:31'55","44287.6888310185","  29.9000","","","","","","","",
"2021/04/01 16:32'55","44287.6895254630","  30.1000","","","","","","","",
"2021/04/01 16:33'55","44287.6902199074","  29.8000","","","","","","","",
"2021/04/01 16:34'55","44287.6909143519","  29.9000","","","","","","","",
"2021/04/01 16:35'55","44287.6916087963","  29.9000","","","","","","","",
"2021/04/01 16:36'55","44287.6923032407","  29.8000","","","","","","","",
"2021/04/01 16:37'55","44287.6929976852","  30.1000","","","","","","","",
"2021/04/01 16:38'55","44287.6936921296","  29.7000","","","","","","","",
"2021/04/01 16:39'55","44287.6943865741","  30.1000","","","","","","","",
"2021/04/01 16:40'55","44287.6950810185","  29.6000","","","","","","","",
"2021/04/01 16:41'55","44287.6957754630","  30.1000","","","","","","","",
"2021/04/01 16:42'55","44287.6964699074","  29.7000","","","","","","","",
"2021/04/01 16:43'55","44287.6971643519","  30.0000","","","","","","","",
"2021/04/01 16:44'55","44287.6978587963","  30.0000","","","","","","","",
"2021/04/01 16:45'55","44287.6985532407","  30.0000","","","","","","","",
"2021/04/01 16:46'55","44287.6992476852","  30.2000","","","","","","","",
"2021/04/01 16:47'55","44287.6999421296","  29.9000","","","","","","","",
"2021/04/01 16:48'55","44287.7006365741","  30.3000","","","","","","","",
"2021/04/01 16:49'55","44287.7013310185","  29.8000","","","","","","","",
"2021/04/01 16:50'55","44287.7020254630","  30.2000","","","","","","","",
"2021/04/01 16:51'55","44287.7027199074","  29.8000","","","","","","","",
"2021/04/01 16:52'55","44287.7034143519","  30.2000","","","","","","","",
"2021/04/01 16:53'55","44287.7041087963","  29.9000","","","","","","","",
"2021/04/01 16:54'55","44287.7048032407","  30.0000","","","","","","","",
"2021/04/01 16:55'55","44287.7054976852","  30.0000","","","","","","","",
"2021/04/01 16:56'55","44287.7061921296","  29.9000","","","","","","","",
"2021/04/01 16:57'55","44287.7068865741","  30.3000","","","","","","","",
