"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/04/17 14:34'01","44303.6069560185","  21.0000","","","","","","","",
"2021/04/17 14:35'01","44303.6076504630","  21.8000","","","","","","","",
"2021/04/17 14:36'01","44303.6083449074","  22.9000","","","","","","","",
"2021/04/17 14:37'01","44303.6090393519","  23.5000","","","","","","","",
"2021/04/17 14:38'01","44303.6097337963","  24.2000","","","","","","","",
"2021/04/17 14:39'01","44303.6104282407","  24.5000","","","","","","","",
"2021/04/17 14:40'01","44303.6111226852","  24.9000","","","","","","","",
"2021/04/17 14:41'01","44303.6118171296","  25.0000","","","","","","","",
"2021/04/17 14:42'01","44303.6125115741","  25.2000","","","","","","","",
"2021/04/17 14:43'01","44303.6132060185","  25.3000","","","","","","","",
"2021/04/17 14:44'01","44303.6139004630","  25.5000","","","","","","","",
"2021/04/17 14:45'01","44303.6145949074","  25.4000","","","","","","","",
"2021/04/17 14:46'01","44303.6152893519","  25.2000","","","","","","","",
"2021/04/17 14:47'01","44303.6159837963","  25.2000","","","","","","","",
"2021/04/17 14:48'01","44303.6166782407","  25.1000","","","","","","","",
"2021/04/17 14:49'01","44303.6173726852","  25.0000","","","","","","","",
"2021/04/17 14:50'01","44303.6180671296","  25.0000","","","","","","","",
"2021/04/17 14:51'01","44303.6187615741","  24.9000","","","","","","","",
"2021/04/17 14:52'01","44303.6194560185","  24.9000","","","","","","","",
"2021/04/17 14:53'01","44303.6201504630","  25.1000","","","","","","","",
"2021/04/17 14:54'01","44303.6208449074","  25.2000","","","","","","","",
"2021/04/17 14:55'01","44303.6215393519","  25.4000","","","","","","","",
"2021/04/17 14:56'01","44303.6222337963","  25.4000","","","","","","","",
"2021/04/17 14:57'01","44303.6229282407","  25.5000","","","","","","","",
"2021/04/17 14:58'01","44303.6236226852","  25.4000","","","","","","","",
"2021/04/17 14:59'01","44303.6243171296","  25.5000","","","","","","","",
"2021/04/17 15:00'01","44303.6250115741","  25.4000","","","","","","","",
"2021/04/17 15:01'01","44303.6257060185","  25.5000","","","","","","","",
"2021/04/17 15:02'01","44303.6264004630","  25.4000","","","","","","","",
"2021/04/17 15:03'01","44303.6270949074","  25.5000","","","","","","","",
"2021/04/17 15:04'01","44303.6277893519","  25.5000","","","","","","","",
"2021/04/17 15:05'01","44303.6284837963","  25.6000","","","","","","","",
"2021/04/17 15:06'01","44303.6291782407","  25.6000","","","","","","","",
"2021/04/17 15:07'01","44303.6298726852","  25.7000","","","","","","","",
"2021/04/17 15:08'01","44303.6305671296","  25.5000","","","","","","","",
"2021/04/17 15:09'01","44303.6312615741","  25.3000","","","","","","","",
"2021/04/17 15:10'01","44303.6319560185","  25.2000","","","","","","","",
"2021/04/17 15:11'01","44303.6326504630","  25.1000","","","","","","","",
"2021/04/17 15:12'01","44303.6333449074","  25.0000","","","","","","","",
"2021/04/17 15:13'01","44303.6340393519","  24.9000","","","","","","","",
"2021/04/17 15:14'01","44303.6347337963","  24.9000","","","","","","","",
"2021/04/17 15:15'01","44303.6354282407","  25.1000","","","","","","","",
"2021/04/17 15:16'01","44303.6361226852","  25.2000","","","","","","","",
"2021/04/17 15:17'01","44303.6368171296","  25.4000","","","","","","","",
"2021/04/17 15:18'01","44303.6375115741","  25.3000","","","","","","","",
"2021/04/17 15:19'01","44303.6382060185","  25.2000","","","","","","","",
"2021/04/17 15:20'01","44303.6389004630","  25.1000","","","","","","","",
"2021/04/17 15:21'01","44303.6395949074","  25.0000","","","","","","","",
"2021/04/17 15:22'01","44303.6402893519","  24.9000","","","","","","","",
"2021/04/17 15:23'01","44303.6409837963","  24.8000","","","","","","","",
"2021/04/17 15:24'01","44303.6416782407","  25.0000","","","","","","","",
