"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/04/08 14:51'50","44294.6193287037","  21.8000","","","","","","","",
"2021/04/08 14:52'50","44294.6200231481","  21.9000","","","","","","","",
"2021/04/08 14:53'50","44294.6207175926","  20.9000","","","","","","","",
"2021/04/08 14:54'50","44294.6214120370","  20.7000","","","","","","","",
"2021/04/08 14:55'50","44294.6221064815","  20.9000","","","","","","","",
"2021/04/08 14:56'50","44294.6228009259","  20.4000","","","","","","","",
"2021/04/08 14:57'50","44294.6234953704","  20.5000","","","","","","","",
"2021/04/08 14:58'50","44294.6241898148","  20.8000","","","","","","","",
"2021/04/08 14:59'50","44294.6248842593","  20.4000","","","","","","","",
"2021/04/08 15:00'50","44294.6255787037","  20.6000","","","","","","","",
"2021/04/08 15:01'50","44294.6262731481","  20.7000","","","","","","","",
"2021/04/08 15:02'50","44294.6269675926","  20.3000","","","","","","","",
"2021/04/08 15:03'50","44294.6276620370","  20.7000","","","","","","","",
"2021/04/08 15:04'50","44294.6283564815","  20.5000","","","","","","","",
"2021/04/08 15:05'50","44294.6290509259","  20.3000","","","","","","","",
"2021/04/08 15:06'50","44294.6297453704","  20.7000","","","","","","","",
"2021/04/08 15:07'50","44294.6304398148","  20.4000","","","","","","","",
"2021/04/08 15:08'50","44294.6311342593","  20.3000","","","","","","","",
"2021/04/08 15:09'50","44294.6318287037","  20.7000","","","","","","","",
"2021/04/08 15:10'50","44294.6325231481","  20.5000","","","","","","","",
"2021/04/08 15:11'50","44294.6332175926","  20.4000","","","","","","","",
"2021/04/08 15:12'50","44294.6339120370","  20.7000","","","","","","","",
"2021/04/08 15:13'50","44294.6346064815","  20.5000","","","","","","","",
"2021/04/08 15:14'50","44294.6353009259","  20.4000","","","","","","","",
"2021/04/08 15:15'50","44294.6359953704","  20.8000","","","","","","","",
"2021/04/08 15:16'50","44294.6366898148","  20.3000","","","","","","","",
"2021/04/08 15:17'50","44294.6373842593","  20.5000","","","","","","","",
"2021/04/08 15:18'50","44294.6380787037","  20.7000","","","","","","","",
"2021/04/08 15:19'50","44294.6387731481","  20.3000","","","","","","","",
"2021/04/08 15:20'50","44294.6394675926","  20.5000","","","","","","","",
"2021/04/08 15:21'50","44294.6401620370","  20.7000","","","","","","","",
"2021/04/08 15:22'50","44294.6408564815","  20.3000","","","","","","","",
"2021/04/08 15:23'50","44294.6415509259","  20.5000","","","","","","","",
"2021/04/08 15:24'50","44294.6422453704","  20.7000","","","","","","","",
"2021/04/08 15:25'50","44294.6429398148","  20.3000","","","","","","","",
"2021/04/08 15:26'50","44294.6436342593","  20.6000","","","","","","","",
"2021/04/08 15:27'50","44294.6443287037","  20.8000","","","","","","","",
"2021/04/08 15:28'50","44294.6450231481","  20.4000","","","","","","","",
"2021/04/08 15:29'50","44294.6457175926","  20.7000","","","","","","","",
"2021/04/08 15:30'50","44294.6464120370","  20.5000","","","","","","","",
"2021/04/08 15:31'50","44294.6471064815","  20.4000","","","","","","","",
"2021/04/08 15:32'50","44294.6478009259","  20.7000","","","","","","","",
"2021/04/08 15:33'50","44294.6484953704","  20.4000","","","","","","","",
"2021/04/08 15:34'50","44294.6491898148","  20.4000","","","","","","","",
"2021/04/08 15:35'50","44294.6498842593","  20.7000","","","","","","","",
"2021/04/08 15:36'50","44294.6505787037","  20.5000","","","","","","","",
"2021/04/08 15:37'50","44294.6512731481","  20.3000","","","","","","","",
"2021/04/08 15:38'50","44294.6519675926","  20.7000","","","","","","","",
"2021/04/08 15:39'50","44294.6526620370","  20.5000","","","","","","","",
"2021/04/08 15:40'50","44294.6533564815","  20.4000","","","","","","","",
"2021/04/08 15:41'50","44294.6540509259","  20.8000","","","","","","","",
"2021/04/08 15:42'50","44294.6547453704","  20.3000","","","","","","","",
"2021/04/08 15:43'50","44294.6554398148","  20.5000","","","","","","","",
"2021/04/08 15:44'50","44294.6561342593","  20.7000","","","","","","","",
"2021/04/08 15:45'50","44294.6568287037","  20.3000","","","","","","","",
"2021/04/08 15:46'50","44294.6575231481","  20.6000","","","","","","","",
"2021/04/08 15:47'50","44294.6582175926","  20.7000","","","","","","","",
"2021/04/08 15:48'50","44294.6589120370","  20.3000","","","","","","","",
"2021/04/08 15:49'50","44294.6596064815","  20.6000","","","","","","","",
"2021/04/08 15:50'50","44294.6603009259","  20.7000","","","","","","","",
"2021/04/08 15:51'50","44294.6609953704","  20.3000","","","","","","","",
"2021/04/08 15:52'50","44294.6616898148","  20.6000","","","","","","","",
