"time_rec","temperature","density","mean_area","nndist","nndist_sd","nndist_skew","nndist_kurt","density_resid","density_rel_resid","density_rel_resid10","density_dif","density_rel_dif"
2021-04-15 16:33:00,25,3,250,NA,NA,NA,NA,-3.45433760012189,-0.863584400030472,-0.265718276932453,NA,NA
2021-04-15 16:34:00,24.9,3,262.67,NA,NA,NA,NA,-3.47537203157031,-0.868843007892576,-0.267336310120793,0,0
2021-04-15 16:35:00,24.8,3,267,NA,NA,NA,NA,-3.49640709563515,-0.874101773908787,-0.268954391971935,0,0
2021-04-15 16:36:00,24.8,3,256.33,NA,NA,NA,NA,-3.51744386586573,-0.879360966466432,-0.270572605066595,0,0
2021-04-15 16:37:00,24.9,3,267,NA,NA,NA,NA,-3.53848393489477,-0.884620983723693,-0.272191071914982,0,0
2021-04-15 16:38:00,25,4,226.75,NA,NA,NA,NA,-2.55952940194229,-0.511905880388457,-0.182823528710163,1,0.2
2021-04-15 16:39:00,25.2,4,222.5,NA,NA,NA,NA,-2.58058286139439,-0.516116572278879,-0.184327347242457,0,0
2021-04-15 16:40:00,25.3,3,174.67,NA,NA,NA,NA,-3.60164738838328,-0.90041184709582,-0.277049799106406,-1,-0.25
2021-04-15 16:41:00,25.4,4,173.75,NA,NA,NA,NA,-2.62272652891044,-0.524545305782089,-0.187337609207889,1,0.2
2021-04-15 16:42:00,25.3,4,186.75,NA,NA,NA,NA,-2.64382428599491,-0.528764857198982,-0.188844591856779,0,0
2021-04-15 16:43:00,25.3,3,189.67,NA,NA,NA,NA,-3.66494510792235,-0.916236276980587,-0.281918854455565,-1,-0.25
2021-04-15 16:44:00,25.2,3,186.33,NA,NA,NA,NA,-3.68609387643045,-0.921523469107612,-0.283545682802342,0,0
2021-04-15 16:45:00,25.1,6,193.33,NA,NA,NA,NA,-0.707275893529435,-0.101039413361348,-0.0442047433455897,3,0.428571428571429
2021-04-15 16:46:00,25.1,4,199.25,NA,NA,NA,NA,-2.72849687127628,-0.545699374255257,-0.194892633662592,-2,-0.4
2021-04-15 16:47:00,25,5,211.6,NA,NA,NA,NA,-1.74976291719044,-0.291627152865073,-0.116650861146029,1,0.166666666666667
2021-04-15 16:48:00,25,4,223.25,NA,NA,NA,NA,-2.77108052483509,-0.554216104967018,-0.197934323202506,-1,-0.2
2021-04-15 16:49:00,24.9,3,256.33,NA,NA,NA,NA,-3.79245655931818,-0.948114139829546,-0.29172742763986,-1,-0.25
2021-04-15 16:50:00,24.8,4,254.25,NA,NA,NA,NA,-2.81389824798419,-0.562779649596839,-0.200992731998871,1,0.2
2021-04-15 16:51:00,24.9,3,237,NA,NA,NA,NA,-3.83541316620994,-0.958853291552486,-0.295031782016149,-1,-0.25
2021-04-15 16:52:00,25,3,247.67,NA,NA,NA,NA,-3.85700922696856,-0.96425230674214,-0.29669301745912,0,0
2021-04-15 16:53:00,25.1,5,257.6,NA,NA,NA,NA,-1.87869466821634,-0.313115778036056,-0.125246311214422,2,0.333333333333333
2021-04-15 16:54:00,25.2,3,232.33,NA,NA,NA,NA,-3.90047804202419,-0.975119510506047,-0.300036772463399,-2,-0.5
2021-04-15 16:55:00,25.4,5,215.6,NA,NA,NA,NA,-1.92236820205911,-0.320394700343186,-0.128157880137274,2,0.333333333333333
2021-04-15 16:56:00,25.4,4,219,NA,NA,NA,NA,-2.94437429211523,-0.588874858423046,-0.210312449436802,-1,-0.2
2021-04-15 16:57:00,25.3,4,225.5,NA,NA,NA,NA,-2.96650573488906,-0.593301146977812,-0.21189326677779,0,0
2021-04-15 16:58:00,25.2,4,234.5,NA,NA,NA,NA,-2.98877222037758,-0.597754444075517,-0.21348373002697,0,0
2021-04-15 16:59:00,25.2,4,218.75,NA,NA,NA,NA,-3.01118369328064,-0.602236738656128,-0.215084549520046,0,0
2021-04-15 17:00:00,25.1,4,217.5,NA,NA,NA,NA,-3.03375034349295,-0.606750068698589,-0.216696453106639,0,0
2021-04-15 17:01:00,25,7,209.29,NA,NA,NA,NA,-0.056482593108317,-0.00706032413853963,-0.00332250547695983,3,0.375
2021-04-15 17:02:00,25,7,211.29,NA,NA,NA,NA,-0.0793910857973934,-0.00992388572467418,-0.00467006387043491,0,0
2021-04-15 17:03:00,24.9,7,252.43,NA,NA,NA,NA,-0.102486675416412,-0.0128108344270514,-0.00602862796567127,0,0
2021-04-15 17:04:00,24.8,9,205.22,NA,NA,NA,NA,1.87421958501003,0.187421958501003,0.0986431360531594,2,0.2
2021-04-15 17:05:00,24.7,8,186.75,NA,NA,NA,NA,0.850716455246747,0.0945240505829719,0.047262025291486,-1,-0.111111111111111
2021-04-15 17:06:00,24.8,8,204.62,NA,NA,NA,NA,0.826992517811586,0.0918880575346207,0.0459440287673103,0,0
2021-04-15 17:07:00,24.9,11,213.82,NA,NA,NA,NA,3.8030361892661,0.316919682438842,0.181096961393624,3,0.25
2021-04-15 17:08:00,25,14,199.93,NA,NA,NA,NA,6.77883573203124,0.451922382135416,0.282451488834635,3,0.2
2021-04-15 17:09:00,25.1,13,236.08,NA,NA,NA,NA,5.75437926408593,0.411027090291852,0.250190402786345,-1,-0.0714285714285714
2021-04-15 17:10:00,25.1,13,207.38,NA,NA,NA,NA,5.72965477034466,0.409261055024619,0.249115424797594,0,0
2021-04-15 17:11:00,25,10,202.8,NA,NA,NA,NA,2.70465011396876,0.245877283088069,0.135232505698438,-3,-0.272727272727273
2021-04-15 17:12:00,25,11,215.09,NA,NA,NA,NA,3.67935304514238,0.306612753761865,0.175207287863923,1,0.0833333333333333
2021-04-15 17:13:00,24.9,13,201.46,NA,NA,NA,NA,5.65375121440993,0.403839372457852,0.245815270191736,2,0.142857142857143
2021-04-15 17:14:00,24.9,13,220.85,NA,NA,NA,NA,5.62783218034179,0.401988012881556,0.244688355667034,0,0
2021-04-15 17:15:00,24.9,13,199,NA,NA,NA,NA,5.60158342223933,0.400113101588523,0.243547105314753,0,0
2021-04-15 17:16:00,24.8,14,225.57,NA,NA,NA,NA,6.57499234857021,0.438332823238014,0.273958014523759,1,0.0666666666666667
2021-04-15 17:17:00,24.7,11,204.82,NA,NA,NA,NA,3.54804630928344,0.29567052577362,0.168954586156354,-3,-0.25
