reservoir_name,reservoir_E,train_ridge_score,train_cor,train_r2,train_rmse,train_nmse,test_ridge_score,test_cor,test_r2,test_rmse,test_nmse,washout_data,learnmodel_time,testing_time,E,pred_tp,temporal_cor,temporal_r2,ridge_train_cor,ridge_train_r2,ridge_train_score,ridge_train_rmse,ridge_train_nmse,ridge_test_cor,ridge_test_r2,ridge_test_rmse,ridge_test_nmse
Tetrahymena Reservoir,30,0.56,0.749,0.561,0.645204,0.428636,0.3545,0.6725,0.4522,0.791387,0.609534,0,0.0,0.0,30,0,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,0.008287494271447432,7.071967220559849e-05,0.9999999999999996,0.9999999999999991,0.009051537955657277,7.97379310242805e-05
Tetrahymena Reservoir,30,0.5404,0.7357,0.5413,0.659828,0.448723,0.3811,0.6861,0.4707,0.774906,0.584411,0,0.0,0.0,30,1,0.8078404275720751,0.6526061564198331,0.8155726293105183,0.6651587136804722,0.8155726293105183,0.5632549905253051,0.3269844091999881,0.8078404275720745,0.6526061564198322,0.5830074982289698,0.33080227662621614
Tetrahymena Reservoir,30,0.5194,0.7212,0.5201,0.683357,0.472653,0.4407,0.7062,0.4987,0.731993,0.530893,0,0.0,0.0,30,2,0.7572751348425998,0.5734656298508777,0.7465804603523039,0.5573823837798579,0.7465804603523039,0.6558110558448031,0.4353155643553518,0.7572751348425996,0.5734656298508773,0.6406994683509663,0.4067263661328096
Tetrahymena Reservoir,30,0.5189,0.7212,0.5201,0.693331,0.47595,0.4344,0.6743,0.4546,0.729703,0.539784,0,0.0,0.0,30,3,0.6824292148255904,0.4657096332474718,0.7055279872145088,0.4977697407429561,0.7055279872145088,0.7084495471050503,0.49693362776418143,0.682429214825591,0.4657096332474727,0.7115834257260948,0.5133099558537546
Tetrahymena Reservoir,30,0.5031,0.71,0.5041,0.705002,0.492417,0.3888,0.6423,0.4125,0.758571,0.583338,0,0.0,0.0,30,4,0.6126175587519995,0.3753002732912596,0.6414341763067777,0.41143780253435436,0.6414341763067777,0.7672696309242251,0.5832420758678133,0.6126175587519995,0.3753002732912596,0.7700904510745153,0.6011896793550358
Tetrahymena Reservoir,30,0.5268,0.727,0.5285,0.688262,0.46961,0.286,0.5817,0.3384,0.81983,0.681359,0,0.0,0.0,30,5,0.5638162994359139,0.3178888195096082,0.5755228065233711,0.3312265008285376,0.5755228065233711,0.8182065486600801,0.6636754326437664,0.5638162994359144,0.3178888195096087,0.8036638650020544,0.6547521349187148
Tetrahymena Reservoir,30,0.5377,0.7348,0.54,0.688556,0.460475,0.2478,0.5538,0.3067,0.834345,0.721592,0,0.0,0.0,30,6,0.5015410153167978,0.2515433900450045,0.49786807034261843,0.24787261546668246,0.49786807034261843,0.8782891809221133,0.749207917032702,0.5015410153167976,0.2515433900450042,0.833919311204732,0.720855112091848
Tetrahymena Reservoir,30,0.5428,0.7381,0.5448,0.69182,0.456542,0.2448,0.548,0.3003,0.829367,0.728039,0,0.0,0.0,30,7,0.40425344556752135,0.16342084825321296,0.4216158431113407,0.17775991916248665,0.4216158431113407,0.9277522643621339,0.8210289186756351,0.4042534455675215,0.1634208482532131,0.8756828087914624,0.8116242450261829
Tetrahymena Reservoir,30,0.5534,0.7463,0.557,0.683817,0.446177,0.1572,0.4982,0.2482,0.876126,0.812447,0,0.0,0.0,30,8,0.37459030036005503,0.14031789312383625,0.3457380577396728,0.11953480456960133,0.3457380577396728,0.9601612764174761,0.8796622363255682,0.3745903003600551,0.14031789312383627,0.8870536124013522,0.8328390918716876
Tetrahymena Reservoir,30,0.5654,0.7545,0.5692,0.674641,0.434419,0.0158,0.3963,0.157,0.94675,0.948707,0,0.0,0.0,30,9,0.3077144701779116,0.09468819515687284,0.2910635849190881,0.08471801046595122,0.2910635849190881,0.9790217698747838,0.9148454618907601,0.30771447017791165,0.09468819515687288,0.9121428678352208,0.880617065914365
Tetrahymena Reservoir,30,0.591,0.7718,0.5956,0.663137,0.408976,-0.0593,0.3388,0.1148,0.974298,1.025944,0,0.0,0.0,30,10,0.26519046090634096,0.07032598055571755,0.21453625050544056,0.04602580278093315,0.21453625050544056,1.0127739241823674,0.9539289215785011,0.26519046090634085,0.0703259805557175,0.9172929410009083,0.9094031707057039
Tetrahymena Reservoir,30,0.5478,0.7427,0.5516,0.703844,0.45222,-0.0643,0.2797,0.0782,0.970583,1.035042,0,0.0,0.0,30,11,0.2172332947534047,0.0471903043494196,0.12223234973975892,0.014940747322902743,0.12223234973975892,1.0388003471636535,0.9850576150421286,0.2172332947534046,0.047190304349419565,0.927207055797228,0.9445960420013637
Tetrahymena Reservoir,30,0.5297,0.7318,0.5355,0.719796,0.470254,-0.1441,0.2165,0.0469,1.006317,1.112659,0,0.0,0.0,30,12,0.09503506299800721,0.009031663199035199,0.04018905371512998,0.0016151600385176028,0.04018905371512998,1.0487942733259286,0.9983749076999326,0.09503506299800732,0.00903166319903522,0.9489562102945133,0.9894298546539434
