2021-05-12_14-58-19.jpg; date_time: 2021-05-12 14:58:19; grid_n: 1; count: 6; total_area: 1619; mean_area: 269.83; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_14-59-19.jpg; date_time: 2021-05-12 14:59:19; grid_n: 1; count: 5; total_area: 1450; mean_area: 290; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-00-19.jpg; date_time: 2021-05-12 15:00:19; grid_n: 1; count: 6; total_area: 1332; mean_area: 222; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-01-19.jpg; date_time: 2021-05-12 15:01:19; grid_n: 1; count: 6; total_area: 1285; mean_area: 214.17; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-02-19.jpg; date_time: 2021-05-12 15:02:19; grid_n: 1; count: 8; total_area: 2143; mean_area: 267.88; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-03-19.jpg; date_time: 2021-05-12 15:03:19; grid_n: 1; count: 7; total_area: 1775; mean_area: 253.57; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-04-19.jpg; date_time: 2021-05-12 15:04:19; grid_n: 1; count: 5; total_area: 1118; mean_area: 223.6; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-05-19.jpg; date_time: 2021-05-12 15:05:19; grid_n: 1; count: 5; total_area: 1148; mean_area: 229.6; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-06-19.jpg; date_time: 2021-05-12 15:06:19; grid_n: 1; count: 5; total_area: 1296; mean_area: 259.2; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-07-19.jpg; date_time: 2021-05-12 15:07:19; grid_n: 1; count: 5; total_area: 1018; mean_area: 203.6; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-08-19.jpg; date_time: 2021-05-12 15:08:19; grid_n: 1; count: 7; total_area: 1452; mean_area: 207.43; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-09-19.jpg; date_time: 2021-05-12 15:09:19; grid_n: 1; count: 5; total_area: 1116; mean_area: 223.2; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-10-19.jpg; date_time: 2021-05-12 15:10:19; grid_n: 1; count: 4; total_area: 924; mean_area: 231; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-11-19.jpg; date_time: 2021-05-12 15:11:19; grid_n: 1; count: 5; total_area: 1037; mean_area: 207.4; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-12-19.jpg; date_time: 2021-05-12 15:12:19; grid_n: 1; count: 6; total_area: 1401; mean_area: 233.5; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-13-19.jpg; date_time: 2021-05-12 15:13:19; grid_n: 1; count: 3; total_area: 820; mean_area: 273.33; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-14-19.jpg; date_time: 2021-05-12 15:14:19; grid_n: 1; count: 3; total_area: 803; mean_area: 267.67; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-15-19.jpg; date_time: 2021-05-12 15:15:19; grid_n: 1; count: 1; total_area: 292; mean_area: 292; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-16-19.jpg; date_time: 2021-05-12 15:16:19; grid_n: 1; count: 2; total_area: 449; mean_area: 224.5; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-17-19.jpg; date_time: 2021-05-12 15:17:19; grid_n: 1; count: 1; total_area: 222; mean_area: 222; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-18-19.jpg; date_time: 2021-05-12 15:18:19; grid_n: 1; count: 4; total_area: 919; mean_area: 229.75; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-19-19.jpg; date_time: 2021-05-12 15:19:19; grid_n: 1; count: 2; total_area: 409; mean_area: 204.5; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-20-19.jpg; date_time: 2021-05-12 15:20:19; grid_n: 1; count: 3; total_area: 720; mean_area: 240; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-21-19.jpg; date_time: 2021-05-12 15:21:19; grid_n: 1; count: 4; total_area: 984; mean_area: 246; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-22-19.jpg; date_time: 2021-05-12 15:22:19; grid_n: 1; count: 4; total_area: 1168; mean_area: 292; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-23-19.jpg; date_time: 2021-05-12 15:23:19; grid_n: 1; count: 2; total_area: 478; mean_area: 239; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-24-19.jpg; date_time: 2021-05-12 15:24:19; grid_n: 1; count: 3; total_area: 597; mean_area: 199; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-25-19.jpg; date_time: 2021-05-12 15:25:19; grid_n: 1; count: 2; total_area: 467; mean_area: 233.5; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-26-19.jpg; date_time: 2021-05-12 15:26:19; grid_n: 1; count: 3; total_area: 1026; mean_area: 342; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-27-19.jpg; date_time: 2021-05-12 15:27:19; grid_n: 1; count: 2; total_area: 448; mean_area: 224; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-28-19.jpg; date_time: 2021-05-12 15:28:19; grid_n: 1; count: 2; total_area: 340; mean_area: 170; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-29-19.jpg; date_time: 2021-05-12 15:29:19; grid_n: 1; count: 3; total_area: 750; mean_area: 250; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-30-19.jpg; date_time: 2021-05-12 15:30:19; grid_n: 1; count: 3; total_area: 718; mean_area: 239.33; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-31-19.jpg; date_time: 2021-05-12 15:31:19; grid_n: 1; count: 1; total_area: 268; mean_area: 268; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-32-19.jpg; date_time: 2021-05-12 15:32:19; grid_n: 1; count: 1; total_area: 273; mean_area: 273; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-33-19.jpg; date_time: 2021-05-12 15:33:19; grid_n: 1; count: 1; total_area: 282; mean_area: 282; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-34-19.jpg; date_time: 2021-05-12 15:34:19; grid_n: 1; count: 2; total_area: 468; mean_area: 234; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-35-19.jpg; date_time: 2021-05-12 15:35:19; grid_n: 1; count: 2; total_area: 642; mean_area: 321; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-36-19.jpg; date_time: 2021-05-12 15:36:19; grid_n: 1; count: 0; total_area: 0; mean_area: nan; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-37-19.jpg; date_time: 2021-05-12 15:37:19; grid_n: 1; count: 1; total_area: 185; mean_area: 185; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-38-19.jpg; date_time: 2021-05-12 15:38:19; grid_n: 1; count: 2; total_area: 654; mean_area: 327; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-39-19.jpg; date_time: 2021-05-12 15:39:19; grid_n: 1; count: 2; total_area: 546; mean_area: 273; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-40-19.jpg; date_time: 2021-05-12 15:40:19; grid_n: 1; count: 1; total_area: 379; mean_area: 379; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-41-19.jpg; date_time: 2021-05-12 15:41:19; grid_n: 1; count: 3; total_area: 816; mean_area: 272; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-42-19.jpg; date_time: 2021-05-12 15:42:19; grid_n: 1; count: 1; total_area: 316; mean_area: 316; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-43-19.jpg; date_time: 2021-05-12 15:43:19; grid_n: 1; count: 0; total_area: 0; mean_area: nan; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-44-19.jpg; date_time: 2021-05-12 15:44:19; grid_n: 1; count: 1; total_area: 199; mean_area: 199; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-45-19.jpg; date_time: 2021-05-12 15:45:19; grid_n: 1; count: 1; total_area: 204; mean_area: 204; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-46-19.jpg; date_time: 2021-05-12 15:46:19; grid_n: 1; count: 3; total_area: 883; mean_area: 294.33; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-47-19.jpg; date_time: 2021-05-12 15:47:19; grid_n: 1; count: 2; total_area: 453; mean_area: 226.5; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-48-19.jpg; date_time: 2021-05-12 15:48:19; grid_n: 1; count: 2; total_area: 459; mean_area: 229.5; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-49-19.jpg; date_time: 2021-05-12 15:49:19; grid_n: 1; count: 2; total_area: 440; mean_area: 220; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-12_15-50-19.jpg; date_time: 2021-05-12 15:50:19; grid_n: 1; count: 2; total_area: 463; mean_area: 231.5; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
