"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/03/15 16:30'59","44270.6881828704","  18.2000","","","","","","","",
"2021/03/15 16:31'59","44270.6888773148","  18.5000","","","","","","","",
"2021/03/15 16:32'59","44270.6895717593","  17.9000","","","","","","","",
"2021/03/15 16:33'59","44270.6902662037","  16.9000","","","","","","","",
"2021/03/15 16:34'59","44270.6909606481","  16.1000","","","","","","","",
"2021/03/15 16:35'59","44270.6916550926","  15.9000","","","","","","","",
"2021/03/15 16:36'59","44270.6923495370","  15.5000","","","","","","","",
"2021/03/15 16:37'59","44270.6930439815","  15.6000","","","","","","","",
"2021/03/15 16:38'59","44270.6937384259","  15.1000","","","","","","","",
"2021/03/15 16:39'59","44270.6944328704","  15.2000","","","","","","","",
"2021/03/15 16:40'59","44270.6951273148","  14.9000","","","","","","","",
"2021/03/15 16:41'59","44270.6958217593","  14.7000","","","","","","","",
"2021/03/15 16:42'59","44270.6965162037","  14.7000","","","","","","","",
"2021/03/15 16:43'59","44270.6972106481","  14.6000","","","","","","","",
"2021/03/15 16:44'59","44270.6979050926","  14.9000","","","","","","","",
"2021/03/15 16:45'59","44270.6985995370","  14.8000","","","","","","","",
"2021/03/15 16:46'59","44270.6992939815","  15.2000","","","","","","","",
"2021/03/15 16:47'59","44270.6999884259","  15.1000","","","","","","","",
"2021/03/15 16:48'59","44270.7006828704","  15.6000","","","","","","","",
"2021/03/15 16:49'59","44270.7013773148","  15.7000","","","","","","","",
"2021/03/15 16:50'59","44270.7020717593","  16.1000","","","","","","","",
"2021/03/15 16:51'59","44270.7027662037","  16.2000","","","","","","","",
"2021/03/15 16:52'59","44270.7034606481","  16.4000","","","","","","","",
"2021/03/15 16:53'59","44270.7041550926","  16.6000","","","","","","","",
"2021/03/15 16:54'59","44270.7048495370","  16.6000","","","","","","","",
"2021/03/15 16:55'59","44270.7055439815","  17.0000","","","","","","","",
"2021/03/15 16:56'59","44270.7062384259","  16.9000","","","","","","","",
"2021/03/15 16:57'59","44270.7069328704","  17.1000","","","","","","","",
"2021/03/15 16:58'59","44270.7076273148","  16.8000","","","","","","","",
"2021/03/15 16:59'59","44270.7083217593","  17.0000","","","","","","","",
"2021/03/15 17:00'59","44270.7090162037","  16.7000","","","","","","","",
"2021/03/15 17:01'59","44270.7097106481","  16.8000","","","","","","","",
"2021/03/15 17:02'59","44270.7104050926","  16.5000","","","","","","","",
"2021/03/15 17:03'59","44270.7110995370","  16.6000","","","","","","","",
"2021/03/15 17:04'59","44270.7117939815","  16.2000","","","","","","","",
"2021/03/15 17:05'59","44270.7124884259","  16.2000","","","","","","","",
"2021/03/15 17:06'59","44270.7131828704","  16.0000","","","","","","","",
"2021/03/15 17:07'59","44270.7138773148","  15.9000","","","","","","","",
"2021/03/15 17:08'59","44270.7145717593","  15.8000","","","","","","","",
"2021/03/15 17:09'59","44270.7152662037","  15.4000","","","","","","","",
"2021/03/15 17:10'59","44270.7159606481","  15.4000","","","","","","","",
"2021/03/15 17:11'59","44270.7166550926","  15.0000","","","","","","","",
"2021/03/15 17:12'59","44270.7173495370","  15.1000","","","","","","","",
"2021/03/15 17:13'59","44270.7180439815","  14.8000","","","","","","","",
"2021/03/15 17:14'59","44270.7187384259","  14.9000","","","","","","","",
"2021/03/15 17:15'59","44270.7194328704","  14.8000","","","","","","","",
"2021/03/15 17:16'59","44270.7201273148","  14.8000","","","","","","","",
"2021/03/15 17:17'59","44270.7208217593","  15.0000","","","","","","","",
"2021/03/15 17:18'59","44270.7215162037","  15.0000","","","","","","","",
"2021/03/15 17:19'59","44270.7222106481","  15.4000","","","","","","","",
"2021/03/15 17:20'59","44270.7229050926","  15.4000","","","","","","","",
"2021/03/15 17:21'59","44270.7235995370","  15.9000","","","","","","","",
"2021/03/15 17:22'59","44270.7242939815","  15.9000","","","","","","","",
"2021/03/15 17:23'59","44270.7249884259","  16.3000","","","","","","","",
"2021/03/15 17:24'59","44270.7256828704","  16.4000","","","","","","","",
"2021/03/15 17:25'59","44270.7263773148","  16.6000","","","","","","","",
"2021/03/15 17:26'59","44270.7270717593","  16.9000","","","","","","","",
"2021/03/15 17:27'59","44270.7277662037","  16.8000","","","","","","","",
"2021/03/15 17:28'59","44270.7284606481","  17.1000","","","","","","","",
"2021/03/15 17:29'59","44270.7291550926","  16.8000","","","","","","","",
"2021/03/15 17:30'59","44270.7298495370","  17.1000","","","","","","","",
