,reservoir_var,reservoir_db_name,target_var,target_db_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,n_neighbors,leak_rate,subset_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time
0,Prok_Taxa00004,ecol_ts,input,narma03,0.0624,0.1179,0.1823,0.1693,0.103747,0.0888637,4,1.5,0.5,5,0.9,499,0.5,0,0.13,0.0,0.1
0,Prok_Taxa00005,ecol_ts,input,narma03,0.1771,0.1954,0.168,0.167,0.0881405,0.086454,3,0.25,0.4,4,0.4,499,0.5,0,0.09,0.0,0.1
0,Prok_Taxa00006,ecol_ts,input,narma03,0.1009,0.1431,0.1741,0.1691,0.0947114,0.0886602,4,1.5,0.8,5,0.8,499,0.5,0,0.09,0.0,0.11
0,Prok_Taxa00007,ecol_ts,input,narma03,0.241,0.2255,0.1649,0.1656,0.084966,0.0850864,5,0.75,0.4,6,0.3,499,0.5,0,0.11,0.0,0.11
0,Prok_Taxa00009,ecol_ts,input,narma03,0.1076,0.248,0.1718,0.1668,0.0921647,0.0863109,8,0.1,0.8,9,0.0,499,0.5,0,0.11,0.0,0.13
0,Prok_Taxa00010,ecol_ts,input,narma03,0.2899,0.3417,0.1627,0.16,0.0827063,0.0793429,6,2.0,0.0,7,0.0,499,0.5,0,0.1,0.0,0.11
0,Prok_Taxa00011,ecol_ts,input,narma03,0.2029,0.2184,0.1665,0.1664,0.0865393,0.0859126,9,2.0,0.5,10,0.4,499,0.5,0,0.12,0.0,0.09
0,Prok_Taxa00013,ecol_ts,input,narma03,-0.055,0.0958,0.1882,0.1693,0.1106169,0.0888571,4,0.1,0.3,5,0.0,499,0.5,0,0.11,0.0,0.08
0,Prok_Taxa00014,ecol_ts,input,narma03,0.2023,0.2737,0.1701,0.165,0.0903769,0.0844302,4,0.25,0.3,5,0.0,499,0.5,0,0.08,0.0,0.11
0,Prok_Taxa00016,ecol_ts,input,narma03,0.2992,0.2356,0.1619,0.1652,0.0818476,0.0846236,4,2.0,0.5,5,0.0,499,0.5,0,0.08,0.0,0.11
0,Prok_Taxa00017,ecol_ts,input,narma03,0.0315,0.1475,0.1889,0.1681,0.1114438,0.08765,3,0.5,0.4,4,0.7,499,0.5,0,0.08,0.0,0.09
0,Prok_Taxa00018,ecol_ts,input,narma03,0.0251,0.0087,0.213,0.1708,0.1417133,0.0904762,2,0.25,0.5,3,0.7,499,0.5,0,0.08,0.0,0.1
0,Prok_Taxa00020,ecol_ts,input,narma03,0.0704,0.2644,0.1768,0.1643,0.0976292,0.0837633,4,1.0,0.5,5,0.1,499,0.5,0,0.08,0.0,0.09
0,Prok_Taxa00021,ecol_ts,input,narma03,0.0023,0.2052,0.1854,0.1671,0.1073554,0.0866076,2,0.5,0.5,3,0.8,499,0.5,0,0.09,0.0,0.09
0,Prok_Taxa00022,ecol_ts,input,narma03,0.0837,0.1081,0.1747,0.17,0.0953587,0.0895956,4,2.0,0.0,5,0.9,499,0.5,0,0.09,0.0,0.1
0,Prok_Taxa00023,ecol_ts,input,narma03,0.094,0.0838,0.1792,0.1697,0.1002801,0.0893369,3,2.0,0.4,4,0.9,499,0.5,0,0.09,0.0,0.1
0,Prok_Taxa00024,ecol_ts,input,narma03,0.164,0.1844,0.1693,0.1674,0.0895593,0.0868638,3,0.75,0.4,4,0.0,499,0.5,0,0.08,0.0,0.09
0,Prok_Taxa00025,ecol_ts,input,narma03,0.0301,0.0865,0.1837,0.1695,0.1053945,0.0890909,3,0.5,0.4,4,0.7,499,0.5,0,0.08,0.0,0.09
0,Prok_Taxa00026,ecol_ts,input,narma03,0.1954,0.2044,0.1664,0.1669,0.0864618,0.0864124,15,2.0,0.0,16,0.5,499,0.5,0,0.11,0.0,0.09
0,Prok_Taxa00027,ecol_ts,input,narma03,0.1017,0.2053,0.1744,0.1669,0.0949397,0.0863769,10,0.75,0.5,11,0.2,499,0.5,0,0.1,0.0,0.09
0,Prok_Taxa00028,ecol_ts,input,narma03,0.0181,0.1969,0.1854,0.1677,0.1073192,0.0871965,2,1.0,0.5,3,0.2,499,0.5,0,0.09,0.0,0.09
0,Prok_Taxa00029,ecol_ts,input,narma03,0.0184,0.1635,0.1793,0.1677,0.1004016,0.0872353,2,2.0,0.0,3,0.9,499,0.5,0,0.09,0.0,0.09
0,Prok_Taxa00031,ecol_ts,input,narma03,0.2503,0.2056,0.1646,0.1672,0.0845999,0.0866839,4,1.5,0.0,5,0.7,499,0.5,0,0.09,0.0,0.09
0,Prok_Taxa00032,ecol_ts,input,narma03,0.077,0.1075,0.1812,0.1693,0.1024845,0.088881,3,2.0,0.4,4,0.8,499,0.5,0,0.09,0.0,0.08
0,Prok_Taxa00034,ecol_ts,input,narma03,0.0827,0.1647,0.1804,0.1678,0.1016467,0.0873108,3,0.5,0.4,4,0.2,499,0.5,0,0.08,0.0,0.09
0,Prok_Taxa00035,ecol_ts,input,narma03,0.173,0.2253,0.1707,0.1656,0.0909533,0.0850498,4,1.5,0.3,5,0.0,499,0.5,0,0.09,0.0,0.09
0,Prok_Taxa00036,ecol_ts,input,narma03,0.0347,0.1474,0.1819,0.1685,0.103294,0.0880176,2,0.25,0.5,3,0.7,499,0.5,0,0.09,0.0,0.08
0,Prok_Taxa00037,ecol_ts,input,narma03,0.0137,0.1286,0.1795,0.1686,0.100614,0.0881593,2,1.5,0.5,3,0.9,499,0.5,0,0.09,0.0,0.08
0,Prok_Taxa00038,ecol_ts,input,narma03,0.008,0.1199,0.1779,0.1695,0.0988079,0.0891241,2,1.5,0.5,3,0.9,499,0.5,0,0.09,0.0,0.08
0,Prok_Taxa00039,ecol_ts,input,narma03,0.0222,0.0798,0.1994,0.1696,0.1241328,0.0891857,2,0.25,0.5,3,0.4,499,0.5,0,0.08,0.0,0.08
0,Prok_Taxa00040,ecol_ts,input,narma03,0.2175,0.2276,0.1664,0.1659,0.0864351,0.0853392,7,2.0,0.6,8,0.2,499,0.5,0,0.09,0.0,0.12
0,Prok_Taxa00041,ecol_ts,input,narma03,0.0519,0.0823,0.1842,0.1701,0.1059623,0.0896977,4,1.0,0.3,5,0.9,499,0.5,0,0.08,0.0,0.09
0,Prok_Taxa00042,ecol_ts,input,narma03,0.2123,0.1493,0.1669,0.1684,0.0869814,0.0879854,7,2.0,0.8,8,0.0,499,0.5,0,0.09,0.0,0.11
0,Prok_Taxa00043,ecol_ts,input,narma03,0.0207,0.0801,0.19,0.1733,0.1127716,0.0930938,2,2.0,0.5,3,0.5,499,0.5,0,0.08,0.0,0.08
0,Prok_Taxa00044,ecol_ts,input,narma03,0.0554,0.098,0.1882,0.1711,0.1105954,0.0907444,4,2.0,0.3,5,0.9,499,0.5,0,0.08,0.0,0.09
0,Prok_Taxa00046,ecol_ts,input,narma03,-0.0083,0.0613,0.1859,0.1697,0.1079738,0.08932,3,0.75,0.4,4,0.9,499,0.5,0,0.08,0.0,0.08
