,reservoir_var,reservoir_db_name,target_var,target_db_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,n_neighbors,leak_rate,subset_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time
0,Prok_Taxa00004,ecol_ts,input,narma05,0.0094,0.1299,0.1699,0.1603,0.0996312,0.0880844,4,0.5,0.8,5,0.5,499,0.5,0,0.1,0.0,0.11
0,Prok_Taxa00005,ecol_ts,input,narma05,0.003,0.139,0.169,0.1596,0.0985263,0.0873194,3,0.5,0.4,4,0.7,499,0.5,0,0.1,0.0,0.12
0,Prok_Taxa00006,ecol_ts,input,narma05,0.0179,0.0742,0.1647,0.1606,0.0936785,0.0884953,4,1.5,0.3,5,0.0,499,0.5,0,0.11,0.0,0.1
0,Prok_Taxa00007,ecol_ts,input,narma05,0.139,0.1921,0.1683,0.1586,0.0977152,0.0862636,5,0.25,0.4,6,0.3,499,0.5,0,0.1,0.0,0.12
0,Prok_Taxa00009,ecol_ts,input,narma05,0.023,0.1392,0.1681,0.1597,0.0975054,0.0874341,8,0.1,0.5,9,0.6,499,0.5,0,0.1,0.0,0.12
0,Prok_Taxa00010,ecol_ts,input,narma05,0.1834,0.2521,0.1594,0.156,0.0877231,0.083496,6,2.0,0.9,7,0.6,499,0.5,0,0.1,0.0,0.09
0,Prok_Taxa00011,ecol_ts,input,narma05,0.0779,0.167,0.1672,0.1598,0.0964576,0.0875736,9,1.5,0.5,10,0.6,499,0.5,0,0.1,0.0,0.11
0,Prok_Taxa00013,ecol_ts,input,narma05,0.0515,0.0824,0.4552,0.1607,0.7150322,0.0886046,4,0.1,0.8,5,0.9,499,0.5,0,0.11,0.0,0.11
0,Prok_Taxa00014,ecol_ts,input,narma05,0.0865,0.2176,0.163,0.1575,0.0917394,0.0850674,4,0.75,0.3,5,0.3,499,0.5,0,0.1,0.0,0.12
0,Prok_Taxa00016,ecol_ts,input,narma05,0.0863,0.1987,0.1625,0.158,0.0911452,0.0855958,4,2.0,0.5,5,0.3,499,0.5,0,0.11,0.0,0.11
0,Prok_Taxa00017,ecol_ts,input,narma05,-0.0123,0.102,0.1898,0.1602,0.124328,0.0880792,3,1.0,0.4,4,0.9,499,0.5,0,0.07,0.0,0.08
0,Prok_Taxa00018,ecol_ts,input,narma05,0.041,-0.02,0.2681,0.1624,0.2481407,0.0904829,2,0.25,0.5,3,0.9,499,0.5,0,0.08,0.0,0.1
0,Prok_Taxa00020,ecol_ts,input,narma05,0.0952,0.169,0.167,0.1588,0.0961988,0.0864452,4,0.75,0.5,5,0.2,499,0.5,0,0.1,0.0,0.1
0,Prok_Taxa00021,ecol_ts,input,narma05,-0.0031,0.0655,0.1891,0.1609,0.1233707,0.0887865,2,0.5,0.5,3,0.9,499,0.5,0,0.08,0.0,0.08
