,reservoir_var,reservoir_db_name,target_var,target_db_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,n_neighbors,leak_rate,subset_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time
0,Prok_Taxa00004,ecol_ts,input,narma04,-0.0588,0.2347,0.1802,0.1548,0.116975,0.0857069,4,0.25,0.3,5,0.9,499,0.5,0,0.08,0.0,0.1
0,Prok_Taxa00005,ecol_ts,input,narma04,0.0405,0.2051,0.1673,0.1557,0.1007573,0.0866683,3,2.0,0.4,4,0.7,499,0.5,0,0.09,0.0,0.11
0,Prok_Taxa00006,ecol_ts,input,narma04,-0.0158,0.1721,0.1679,0.157,0.1015561,0.0881221,4,1.5,0.8,5,0.8,499,0.5,0,0.11,0.0,0.1
0,Prok_Taxa00007,ecol_ts,input,narma04,0.0644,0.2335,0.1617,0.1547,0.0941191,0.0855421,5,0.75,0.4,6,0.4,499,0.5,0,0.1,0.0,0.11
0,Prok_Taxa00009,ecol_ts,input,narma04,0.0716,0.2522,0.1603,0.1546,0.092505,0.0854413,8,0.75,0.0,9,0.4,499,0.5,0,0.11,0.0,0.13
0,Prok_Taxa00010,ecol_ts,input,narma04,0.069,0.2654,0.1685,0.1545,0.1022034,0.0853793,6,0.25,0.9,7,0.6,499,0.5,0,0.1,0.0,0.09
0,Prok_Taxa00011,ecol_ts,input,narma04,-0.0245,0.2357,0.1713,0.1551,0.1057139,0.0860402,9,2.0,0.4,10,0.9,499,0.5,0,0.11,0.0,0.09
0,Prok_Taxa00013,ecol_ts,input,narma04,0.031,-0.0362,0.2275,0.1598,0.1863841,0.0913749,4,0.1,0.8,5,0.4,499,0.5,0,0.09,0.0,0.09
0,Prok_Taxa00014,ecol_ts,input,narma04,0.0536,0.2457,0.1633,0.1547,0.0960689,0.085551,4,0.5,0.5,5,0.5,499,0.5,0,0.1,0.0,0.08
0,Prok_Taxa00016,ecol_ts,input,narma04,0.0468,0.2268,0.1623,0.1558,0.0949134,0.0867652,4,1.5,0.5,5,0.4,499,0.5,0,0.08,0.0,0.09
0,Prok_Taxa00017,ecol_ts,input,narma04,-0.0525,0.1691,0.1787,0.1572,0.1149779,0.0883243,3,2.0,0.4,4,0.9,499,0.5,0,0.07,0.0,0.09
0,Prok_Taxa00018,ecol_ts,input,narma04,0.004,-0.0318,0.241,0.1603,0.2091942,0.0918605,2,0.25,0.5,3,0.8,499,0.5,0,0.09,0.0,0.1
