"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/04/09 13:17'00","44295.5534722222","  16.5000","","","","","","","",
"2021/04/09 13:18'00","44295.5541666667","  15.8000","","","","","","","",
"2021/04/09 13:19'00","44295.5548611111","  15.1000","","","","","","","",
"2021/04/09 13:20'00","44295.5555555556","  14.5000","","","","","","","",
"2021/04/09 13:21'00","44295.5562500000","  13.9000","","","","","","","",
"2021/04/09 13:22'00","44295.5569444444","  13.6000","","","","","","","",
"2021/04/09 13:23'00","44295.5576388889","  13.1000","","","","","","","",
"2021/04/09 13:24'00","44295.5583333333","  12.8000","","","","","","","",
"2021/04/09 13:25'00","44295.5590277778","  12.4000","","","","","","","",
"2021/04/09 13:26'00","44295.5597222222","  12.1000","","","","","","","",
"2021/04/09 13:27'00","44295.5604166667","  11.8000","","","","","","","",
"2021/04/09 13:28'00","44295.5611111111","  11.6000","","","","","","","",
"2021/04/09 13:29'00","44295.5618055556","  11.4000","","","","","","","",
"2021/04/09 13:30'00","44295.5625000000","  11.2000","","","","","","","",
"2021/04/09 13:31'00","44295.5631944444","  11.1000","","","","","","","",
"2021/04/09 13:32'00","44295.5638888889","  11.0000","","","","","","","",
"2021/04/09 13:33'00","44295.5645833333","  10.9000","","","","","","","",
"2021/04/09 13:34'00","44295.5652777778","  10.8000","","","","","","","",
"2021/04/09 13:35'00","44295.5659722222","  10.7000","","","","","","","",
"2021/04/09 13:36'00","44295.5666666667","  10.9000","","","","","","","",
"2021/04/09 13:37'00","44295.5673611111","  11.3000","","","","","","","",
"2021/04/09 13:38'00","44295.5680555556","  11.3000","","","","","","","",
"2021/04/09 13:39'00","44295.5687500000","  11.2000","","","","","","","",
"2021/04/09 13:40'00","44295.5694444444","  11.1000","","","","","","","",
"2021/04/09 13:41'00","44295.5701388889","  10.9000","","","","","","","",
"2021/04/09 13:42'00","44295.5708333333","  10.8000","","","","","","","",
"2021/04/09 13:43'00","44295.5715277778","  10.8000","","","","","","","",
"2021/04/09 13:44'00","44295.5722222222","  10.7000","","","","","","","",
"2021/04/09 13:45'00","44295.5729166667","  10.6000","","","","","","","",
"2021/04/09 13:46'00","44295.5736111111","  10.8000","","","","","","","",
"2021/04/09 13:47'00","44295.5743055556","  11.2000","","","","","","","",
"2021/04/09 13:48'00","44295.5750000000","  11.3000","","","","","","","",
"2021/04/09 13:49'00","44295.5756944444","  11.2000","","","","","","","",
"2021/04/09 13:50'00","44295.5763888889","  11.1000","","","","","","","",
"2021/04/09 13:51'00","44295.5770833333","  11.0000","","","","","","","",
"2021/04/09 13:52'00","44295.5777777778","  10.9000","","","","","","","",
"2021/04/09 13:53'00","44295.5784722222","  10.8000","","","","","","","",
"2021/04/09 13:54'00","44295.5791666667","  10.7000","","","","","","","",
"2021/04/09 13:55'00","44295.5798611111","  10.6000","","","","","","","",
"2021/04/09 13:56'00","44295.5805555556","  10.6000","","","","","","","",
"2021/04/09 13:57'00","44295.5812500000","  11.1000","","","","","","","",
"2021/04/09 13:58'00","44295.5819444444","  11.3000","","","","","","","",
"2021/04/09 13:59'00","44295.5826388889","  11.2000","","","","","","","",
"2021/04/09 14:00'00","44295.5833333333","  11.1000","","","","","","","",
"2021/04/09 14:01'00","44295.5840277778","  11.0000","","","","","","","",
"2021/04/09 14:02'00","44295.5847222222","  10.9000","","","","","","","",
"2021/04/09 14:03'00","44295.5854166667","  10.8000","","","","","","","",
"2021/04/09 14:04'00","44295.5861111111","  10.7000","","","","","","","",
"2021/04/09 14:05'00","44295.5868055556","  10.6000","","","","","","","",
"2021/04/09 14:06'00","44295.5875000000","  10.5000","","","","","","","",
"2021/04/09 14:07'00","44295.5881944444","  10.9000","","","","","","","",
"2021/04/09 14:08'00","44295.5888888889","  11.2000","","","","","","","",
"2021/04/09 14:09'00","44295.5895833333","  11.2000","","","","","","","",
"2021/04/09 14:10'00","44295.5902777778","  11.1000","","","","","","","",
"2021/04/09 14:11'00","44295.5909722222","  11.0000","","","","","","","",
"2021/04/09 14:12'00","44295.5916666667","  10.9000","","","","","","","",
"2021/04/09 14:13'00","44295.5923611111","  10.8000","","","","","","","",
"2021/04/09 14:14'00","44295.5930555556","  10.7000","","","","","","","",
"2021/04/09 14:15'00","44295.5937500000","  10.7000","","","","","","","",
"2021/04/09 14:16'00","44295.5944444444","  11.2000","","","","","","","",
"2021/04/09 14:17'00","44295.5951388889","  11.3000","","","","","","","",
"2021/04/09 14:18'00","44295.5958333333","  11.2000","","","","","","","",
"2021/04/09 14:19'00","44295.5965277778","  11.1000","","","","","","","",
"2021/04/09 14:20'00","44295.5972222222","  11.0000","","","","","","","",
"2021/04/09 14:21'00","44295.5979166667","  10.9000","","","","","","","",
"2021/04/09 14:22'00","44295.5986111111","  10.8000","","","","","","","",
"2021/04/09 14:23'00","44295.5993055556","  10.8000","","","","","","","",
"2021/04/09 14:24'00","44295.6000000000","  10.8000","","","","","","","",
"2021/04/09 14:25'00","44295.6006944444","  11.2000","","","","","","","",
"2021/04/09 14:26'00","44295.6013888889","  11.3000","","","","","","","",
"2021/04/09 14:27'00","44295.6020833333","  11.2000","","","","","","","",
"2021/04/09 14:28'00","44295.6027777778","  11.0000","","","","","","","",
"2021/04/09 14:29'00","44295.6034722222","  10.8000","","","","","","","",
"2021/04/09 14:30'00","44295.6041666667","  10.7000","","","","","","","",
"2021/04/09 14:31'00","44295.6048611111","  10.7000","","","","","","","",
"2021/04/09 14:32'00","44295.6055555556","  10.6000","","","","","","","",
"2021/04/09 14:33'00","44295.6062500000","  10.7000","","","","","","","",
"2021/04/09 14:34'00","44295.6069444444","  11.1000","","","","","","","",
"2021/04/09 14:35'00","44295.6076388889","  11.2000","","","","","","","",
"2021/04/09 14:36'00","44295.6083333333","  11.1000","","","","","","","",
"2021/04/09 14:37'00","44295.6090277778","  11.0000","","","","","","","",
"2021/04/09 14:38'00","44295.6097222222","  10.8000","","","","","","","",
"2021/04/09 14:39'00","44295.6104166667","  10.8000","","","","","","","",
"2021/04/09 14:40'00","44295.6111111111","  11.3000","","","","","","","",
"2021/04/09 14:41'00","44295.6118055556","  11.4000","","","","","","","",
"2021/04/09 14:42'00","44295.6125000000","  11.3000","","","","","","","",
"2021/04/09 14:43'00","44295.6131944444","  11.2000","","","","","","","",
"2021/04/09 14:44'00","44295.6138888889","  11.0000","","","","","","","",
"2021/04/09 14:45'00","44295.6145833333","  10.8000","","","","","","","",
"2021/04/09 14:46'00","44295.6152777778","  10.8000","","","","","","","",
"2021/04/09 14:47'00","44295.6159722222","  11.3000","","","","","","","",
"2021/04/09 14:48'00","44295.6166666667","  11.4000","","","","","","","",
"2021/04/09 14:49'00","44295.6173611111","  11.3000","","","","","","","",
"2021/04/09 14:50'00","44295.6180555556","  11.2000","","","","","","","",
"2021/04/09 14:51'00","44295.6187500000","  11.1000","","","","","","","",
"2021/04/09 14:52'00","44295.6194444444","  10.9000","","","","","","","",
"2021/04/09 14:53'00","44295.6201388889","  10.8000","","","","","","","",
"2021/04/09 14:54'00","44295.6208333333","  10.9000","","","","","","","",
"2021/04/09 14:55'00","44295.6215277778","  11.3000","","","","","","","",
"2021/04/09 14:56'00","44295.6222222222","  11.3000","","","","","","","",
"2021/04/09 14:57'00","44295.6229166667","  11.2000","","","","","","","",
"2021/04/09 14:58'00","44295.6236111111","  11.0000","","","","","","","",
"2021/04/09 14:59'00","44295.6243055556","  10.9000","","","","","","","",
"2021/04/09 15:00'00","44295.6250000000","  10.8000","","","","","","","",
"2021/04/09 15:01'00","44295.6256944444","  10.7000","","","","","","","",
"2021/04/09 15:02'00","44295.6263888889","  10.6000","","","","","","","",
"2021/04/09 15:03'00","44295.6270833333","  11.1000","","","","","","","",
"2021/04/09 15:04'00","44295.6277777778","  11.3000","","","","","","","",
"2021/04/09 15:05'00","44295.6284722222","  11.2000","","","","","","","",
"2021/04/09 15:06'00","44295.6291666667","  11.0000","","","","","","","",
"2021/04/09 15:07'00","44295.6298611111","  10.9000","","","","","","","",
"2021/04/09 15:08'00","44295.6305555556","  10.8000","","","","","","","",
"2021/04/09 15:09'00","44295.6312500000","  10.7000","","","","","","","",
"2021/04/09 15:10'00","44295.6319444444","  10.7000","","","","","","","",
"2021/04/09 15:11'00","44295.6326388889","  11.1000","","","","","","","",
"2021/04/09 15:12'00","44295.6333333333","  11.2000","","","","","","","",
"2021/04/09 15:13'00","44295.6340277778","  11.1000","","","","","","","",
"2021/04/09 15:14'00","44295.6347222222","  10.9000","","","","","","","",
"2021/04/09 15:15'00","44295.6354166667","  10.8000","","","","","","","",
"2021/04/09 15:16'00","44295.6361111111","  11.1000","","","","","","","",
"2021/04/09 15:17'00","44295.6368055556","  11.4000","","","","","","","",
"2021/04/09 15:18'00","44295.6375000000","  11.3000","","","","","","","",
"2021/04/09 15:19'00","44295.6381944444","  11.2000","","","","","","","",
"2021/04/09 15:20'00","44295.6388888889","  11.1000","","","","","","","",
"2021/04/09 15:21'00","44295.6395833333","  10.9000","","","","","","","",
"2021/04/09 15:22'00","44295.6402777778","  10.8000","","","","","","","",
