"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/04/13 15:45'36","44299.6566666667","  21.7000","","","","","","","",
"2021/04/13 15:46'36","44299.6573611111","  21.7000","","","","","","","",
"2021/04/13 15:47'36","44299.6580555556","  21.3000","","","","","","","",
"2021/04/13 15:48'36","44299.6587500000","  20.6000","","","","","","","",
"2021/04/13 15:49'36","44299.6594444444","  19.8000","","","","","","","",
"2021/04/13 15:50'36","44299.6601388889","  19.1000","","","","","","","",
"2021/04/13 15:51'36","44299.6608333333","  18.8000","","","","","","","",
"2021/04/13 15:52'36","44299.6615277778","  18.4000","","","","","","","",
"2021/04/13 15:53'36","44299.6622222222","  18.1000","","","","","","","",
"2021/04/13 15:54'36","44299.6629166667","  17.9000","","","","","","","",
"2021/04/13 15:55'36","44299.6636111111","  17.8000","","","","","","","",
"2021/04/13 15:56'36","44299.6643055556","  17.6000","","","","","","","",
"2021/04/13 15:57'36","44299.6650000000","  17.6000","","","","","","","",
"2021/04/13 15:58'36","44299.6656944444","  17.5000","","","","","","","",
"2021/04/13 15:59'36","44299.6663888889","  17.4000","","","","","","","",
"2021/04/13 16:00'36","44299.6670833333","  17.3000","","","","","","","",
"2021/04/13 16:01'36","44299.6677777778","  17.3000","","","","","","","",
"2021/04/13 16:02'36","44299.6684722222","  17.3000","","","","","","","",
"2021/04/13 16:03'36","44299.6691666667","  17.3000","","","","","","","",
"2021/04/13 16:04'36","44299.6698611111","  17.4000","","","","","","","",
"2021/04/13 16:05'36","44299.6705555556","  17.4000","","","","","","","",
"2021/04/13 16:06'36","44299.6712500000","  17.4000","","","","","","","",
"2021/04/13 16:07'36","44299.6719444444","  17.4000","","","","","","","",
"2021/04/13 16:08'36","44299.6726388889","  17.4000","","","","","","","",
"2021/04/13 16:09'36","44299.6733333333","  17.4000","","","","","","","",
"2021/04/13 16:10'36","44299.6740277778","  17.4000","","","","","","","",
"2021/04/13 16:11'36","44299.6747222222","  17.3000","","","","","","","",
"2021/04/13 16:12'36","44299.6754166667","  17.3000","","","","","","","",
"2021/04/13 16:13'36","44299.6761111111","  17.3000","","","","","","","",
"2021/04/13 16:14'36","44299.6768055556","  17.2000","","","","","","","",
"2021/04/13 16:15'36","44299.6775000000","  17.0000","","","","","","","",
"2021/04/13 16:16'36","44299.6781944444","  16.7000","","","","","","","",
"2021/04/13 16:17'36","44299.6788888889","  16.4000","","","","","","","",
"2021/04/13 16:18'36","44299.6795833333","  16.3000","","","","","","","",
"2021/04/13 16:19'36","44299.6802777778","  16.1000","","","","","","","",
"2021/04/13 16:20'36","44299.6809722222","  16.0000","","","","","","","",
"2021/04/13 16:21'36","44299.6816666667","  16.0000","","","","","","","",
"2021/04/13 16:22'36","44299.6823611111","  15.9000","","","","","","","",
"2021/04/13 16:23'36","44299.6830555556","  15.9000","","","","","","","",
"2021/04/13 16:24'36","44299.6837500000","  15.8000","","","","","","","",
"2021/04/13 16:25'36","44299.6844444444","  15.8000","","","","","","","",
"2021/04/13 16:26'36","44299.6851388889","  15.7000","","","","","","","",
"2021/04/13 16:27'36","44299.6858333333","  15.7000","","","","","","","",
"2021/04/13 16:28'36","44299.6865277778","  15.7000","","","","","","","",
"2021/04/13 16:29'36","44299.6872222222","  15.7000","","","","","","","",
"2021/04/13 16:30'36","44299.6879166667","  15.7000","","","","","","","",
"2021/04/13 16:31'36","44299.6886111111","  15.7000","","","","","","","",
"2021/04/13 16:32'36","44299.6893055556","  15.8000","","","","","","","",
"2021/04/13 16:33'36","44299.6900000000","  15.7000","","","","","","","",
"2021/04/13 16:34'36","44299.6906944444","  15.7000","","","","","","","",
"2021/04/13 16:35'36","44299.6913888889","  15.7000","","","","","","","",
"2021/04/13 16:36'36","44299.6920833333","  15.7000","","","","","","","",
"2021/04/13 16:37'36","44299.6927777778","  15.7000","","","","","","","",
"2021/04/13 16:38'36","44299.6934722222","  15.7000","","","","","","","",
"2021/04/13 16:39'36","44299.6941666667","  15.7000","","","","","","","",
"2021/04/13 16:40'36","44299.6948611111","  15.7000","","","","","","","",
"2021/04/13 16:41'36","44299.6955555556","  15.6000","","","","","","","",
"2021/04/13 16:42'36","44299.6962500000","  15.7000","","","","","","","",
"2021/04/13 16:43'36","44299.6969444444","  15.7000","","","","","","","",
"2021/04/13 16:44'36","44299.6976388889","  15.7000","","","","","","","",
"2021/04/13 16:45'36","44299.6983333333","  15.7000","","","","","","","",
"2021/04/13 16:46'36","44299.6990277778","  15.7000","","","","","","","",
"2021/04/13 16:47'36","44299.6997222222","  15.7000","","","","","","","",
"2021/04/13 16:48'36","44299.7004166667","  15.7000","","","","","","","",
"2021/04/13 16:49'36","44299.7011111111","  15.7000","","","","","","","",
"2021/04/13 16:50'36","44299.7018055556","  15.7000","","","","","","","",
