,reservoir_var,reservoir_db_name,target_var,target_db_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,n_neighbors,leak_rate,subset_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time
59,x,logis_ts,x,lorenz,0.9173,0.9172,0.091,0.0902,0.025,0.0264,40,2,0.1,6,0,720,0.2,36,0.56,0.0,0.12
60,x,logis_ts,x,lorenz,0.8647,0.8539,0.1147,0.118,0.0397,0.0451,50,2,0.1,6,0,720,0.2,36,0.6,0.0,0.16
61,x,logis_ts,x,lorenz,0.9128,0.9175,0.0933,0.0901,0.0263,0.0263,60,2,0.1,6,0,720,0.2,36,0.66,0.0,0.17
62,x,logis_ts,x,lorenz,0.9041,0.9095,0.0976,0.0942,0.0288,0.0288,70,2,0.1,6,0,720,0.2,36,0.77,0.0,0.18
63,x,logis_ts,x,lorenz,0.8829,0.883,0.1073,0.1063,0.0347,0.0367,80,2,0.1,6,0,720,0.2,36,0.88,0.0,0.2
64,x,logis_ts,x,lorenz,0.9159,0.9186,0.0917,0.0895,0.0254,0.026,90,2,0.1,6,0,720,0.2,36,0.96,0.0,0.23
65,x,logis_ts,x,lorenz,0.8852,0.8828,0.1063,0.1064,0.0341,0.0367,100,2,0.1,6,0,720,0.2,36,1.05,0.0,0.22
66,x,logis_ts,x,lorenz,0.906,0.909,0.0967,0.0945,0.0282,0.029,200,2,0.1,6,0,720,0.2,36,2.05,0.02,0.5
67,x,logis_ts,x,lorenz,0.9295,0.9296,0.0843,0.0835,0.0214,0.0226,300,2,0.1,6,0,720,0.2,36,3.19,0.02,0.78
68,x,logis_ts,x,lorenz,0.8802,0.875,0.1084,0.1096,0.0355,0.039,400,2,0.1,6,0,720,0.2,36,4.29,0.03,1.04
69,x,logis_ts,x,lorenz,0.8653,0.8543,0.1145,0.1178,0.0396,0.045,500,2,0.1,6,0,720,0.2,36,5.38,0.06,1.31
70,x,logis_ts,x,lorenz,0.9224,0.9247,0.0883,0.0863,0.0235,0.0242,10,2,0.1,7,0,720,0.2,36,0.37,0.0,0.08
71,x,logis_ts,x,lorenz,0.8935,0.887,0.1027,0.1046,0.0318,0.0355,20,2,0.1,7,0,720,0.2,36,0.41,0.0,0.11
72,x,logis_ts,x,lorenz,0.8644,0.8544,0.1149,0.1176,0.0398,0.0449,30,2,0.1,7,0,720,0.2,36,0.45,0.0,0.1
73,x,logis_ts,x,lorenz,0.9178,0.9166,0.0907,0.0905,0.0248,0.0266,40,2,0.1,7,0,720,0.2,36,0.59,0.0,0.12
74,x,logis_ts,x,lorenz,0.8642,0.8529,0.115,0.1183,0.0399,0.0454,50,2,0.1,7,0,720,0.2,36,0.62,0.0,0.14
75,x,logis_ts,x,lorenz,0.9138,0.9162,0.0928,0.0907,0.026,0.0267,60,2,0.1,7,0,720,0.2,36,0.65,0.0,0.17
76,x,logis_ts,x,lorenz,0.9033,0.9101,0.098,0.0939,0.029,0.0286,70,2,0.1,7,0,720,0.2,36,0.73,0.0,0.18
77,x,logis_ts,x,lorenz,0.8829,0.8844,0.1073,0.1057,0.0347,0.0363,80,2,0.1,7,0,720,0.2,36,0.88,0.0,0.22
78,x,logis_ts,x,lorenz,0.9167,0.9199,0.0913,0.0888,0.0251,0.0256,90,2,0.1,7,0,720,0.2,36,0.91,0.0,0.2
79,x,logis_ts,x,lorenz,0.8838,0.8819,0.1069,0.1068,0.0345,0.037,100,2,0.1,7,0,720,0.2,36,1.02,0.0,0.24
80,x,logis_ts,x,lorenz,0.9066,0.9075,0.0964,0.0952,0.0281,0.0294,200,2,0.1,7,0,720,0.2,36,2.15,0.01,0.51
81,x,logis_ts,x,lorenz,0.9287,0.9305,0.0847,0.0829,0.0217,0.0223,300,2,0.1,7,0,720,0.2,36,3.15,0.02,0.76
82,x,logis_ts,x,lorenz,0.8801,0.8751,0.1085,0.1096,0.0355,0.039,400,2,0.1,7,0,720,0.2,36,4.3,0.03,1.07
83,x,logis_ts,x,lorenz,0.8649,0.8537,0.1147,0.118,0.0397,0.0452,500,2,0.1,7,0,720,0.2,36,5.4,0.06,1.33
84,x,logis_ts,x,lorenz,0.9239,0.9262,0.0875,0.0854,0.0231,0.0237,10,2,0.1,8,0,720,0.2,36,0.4,0.0,0.07
85,x,logis_ts,x,lorenz,0.894,0.8881,0.1025,0.1042,0.0317,0.0352,20,2,0.1,8,0,720,0.2,36,0.46,0.0,0.1
86,x,logis_ts,x,lorenz,0.8804,0.8797,0.1084,0.1077,0.0354,0.0377,30,2,0.1,8,0,720,0.2,36,0.53,0.0,0.11
87,x,logis_ts,x,lorenz,0.9173,0.9198,0.091,0.0889,0.025,0.0256,40,2,0.1,8,0,720,0.2,36,0.56,0.0,0.15
88,x,logis_ts,x,lorenz,0.8638,0.8525,0.1151,0.1185,0.04,0.0456,50,2,0.1,8,0,720,0.2,36,0.59,0.0,0.15
89,x,logis_ts,x,lorenz,0.9152,0.9144,0.0921,0.0917,0.0256,0.0273,60,2,0.1,8,0,720,0.2,36,0.67,0.0,0.16
90,x,logis_ts,x,lorenz,0.9049,0.9088,0.0972,0.0945,0.0285,0.029,70,2,0.1,8,0,720,0.2,36,0.75,0.0,0.21
91,x,logis_ts,x,lorenz,0.886,0.8849,0.1059,0.1055,0.0339,0.0361,80,2,0.1,8,0,720,0.2,36,0.85,0.0,0.21
92,x,logis_ts,x,lorenz,0.9173,0.92,0.091,0.0888,0.025,0.0256,90,2,0.1,8,0,720,0.2,36,0.93,0.0,0.23
93,x,logis_ts,x,lorenz,0.8846,0.8854,0.1065,0.1053,0.0343,0.036,100,2,0.1,8,0,720,0.2,36,1.0,0.0,0.25
94,x,logis_ts,x,lorenz,0.9063,0.9095,0.0966,0.0942,0.0282,0.0288,200,2,0.1,8,0,720,0.2,36,2.27,0.01,0.42
95,x,logis_ts,x,lorenz,0.9291,0.9299,0.0845,0.0833,0.0216,0.0225,300,2,0.1,8,0,720,0.2,36,3.14,0.03,0.71
96,x,logis_ts,x,lorenz,0.8801,0.8749,0.1085,0.1097,0.0355,0.0391,400,2,0.1,8,0,720,0.2,36,4.25,0.04,1.01
97,x,logis_ts,x,lorenz,0.8646,0.8535,0.1148,0.1181,0.0398,0.0453,500,2,0.1,8,0,720,0.2,36,5.38,0.06,1.3
98,x,logis_ts,x,lorenz,0.9227,0.9249,0.0881,0.0862,0.0234,0.0241,10,2,0.1,9,0,720,0.2,36,0.41,0.0,0.12
99,x,logis_ts,x,lorenz,0.8938,0.8881,0.1026,0.1042,0.0318,0.0352,20,2,0.1,9,0,720,0.2,36,0.42,0.0,0.11
100,x,logis_ts,x,lorenz,0.8827,0.8796,0.1073,0.1077,0.0348,0.0377,30,2,0.1,9,0,720,0.2,36,0.48,0.0,0.11
101,x,logis_ts,x,lorenz,0.9184,0.9201,0.0904,0.0887,0.0247,0.0255,40,2,0.1,9,0,720,0.2,36,0.58,0.0,0.15
102,x,logis_ts,x,lorenz,0.8635,0.8523,0.1152,0.1185,0.0401,0.0456,50,2,0.1,9,0,720,0.2,36,0.62,0.0,0.17
103,x,logis_ts,x,lorenz,0.9133,0.9164,0.0931,0.0906,0.0261,0.0267,60,2,0.1,9,0,720,0.2,36,0.68,0.0,0.17
104,x,logis_ts,x,lorenz,0.9072,0.9146,0.0961,0.0916,0.0279,0.0272,70,2,0.1,9,0,720,0.2,36,0.73,0.0,0.17
105,x,logis_ts,x,lorenz,0.8841,0.8865,0.1068,0.1048,0.0344,0.0356,80,2,0.1,9,0,720,0.2,36,0.88,0.0,0.23
106,x,logis_ts,x,lorenz,0.9155,0.9182,0.0919,0.0897,0.0255,0.0261,90,2,0.1,9,0,720,0.2,36,0.96,0.0,0.22
107,x,logis_ts,x,lorenz,0.884,0.8848,0.1068,0.1055,0.0344,0.0361,100,2,0.1,9,0,720,0.2,36,1.09,0.0,0.24
108,x,logis_ts,x,lorenz,0.9072,0.9094,0.0962,0.0943,0.0279,0.0288,200,2,0.1,9,0,720,0.2,36,2.26,0.01,0.41
109,x,logis_ts,x,lorenz,0.9288,0.9298,0.0847,0.0833,0.0216,0.0225,300,2,0.1,9,0,720,0.2,36,3.24,0.02,0.71
110,x,logis_ts,x,lorenz,0.8819,0.8767,0.1077,0.1089,0.035,0.0385,400,2,0.1,9,0,720,0.2,36,4.32,0.03,0.97
111,x,logis_ts,x,lorenz,0.8643,0.8532,0.1149,0.1182,0.0399,0.0454,500,2,0.1,9,0,720,0.2,36,5.28,0.06,1.18
112,x,logis_ts,x,lorenz,0.9244,0.9262,0.0872,0.0855,0.0229,0.0237,10,2,0.1,10,0,720,0.2,36,0.37,0.0,0.12
113,x,logis_ts,x,lorenz,0.8942,0.8876,0.1024,0.1044,0.0317,0.0353,20,2,0.1,10,0,720,0.2,36,0.41,0.0,0.12
114,x,logis_ts,x,lorenz,0.8882,0.8859,0.105,0.105,0.0332,0.0358,30,2,0.1,10,0,720,0.2,36,0.49,0.0,0.1
115,x,logis_ts,x,lorenz,0.9181,0.9231,0.0905,0.0871,0.0247,0.0246,40,2,0.1,10,0,720,0.2,36,0.55,0.0,0.14
116,x,logis_ts,x,lorenz,0.8632,0.8518,0.1153,0.1187,0.0401,0.0458,50,2,0.1,10,0,720,0.2,36,0.66,0.0,0.13
117,x,logis_ts,x,lorenz,0.9162,0.9162,0.0915,0.0908,0.0253,0.0267,60,2,0.1,10,0,720,0.2,36,0.64,0.0,0.16
118,x,logis_ts,x,lorenz,0.904,0.9095,0.0977,0.0942,0.0288,0.0288,70,2,0.1,10,0,720,0.2,36,0.78,0.0,0.21
119,x,logis_ts,x,lorenz,0.8857,0.8881,0.1061,0.1041,0.0339,0.0352,80,2,0.1,10,0,720,0.2,36,0.84,0.0,0.21
120,x,logis_ts,x,lorenz,0.9154,0.9188,0.092,0.0894,0.0255,0.026,90,2,0.1,10,0,720,0.2,36,0.91,0.0,0.23
121,x,logis_ts,x,lorenz,0.8861,0.8854,0.1059,0.1053,0.0338,0.036,100,2,0.1,10,0,720,0.2,36,1.04,0.0,0.27
122,x,logis_ts,x,lorenz,0.9078,0.9102,0.0959,0.0938,0.0277,0.0286,200,2,0.1,10,0,720,0.2,36,2.23,0.01,0.47
123,x,logis_ts,x,lorenz,0.9287,0.9303,0.0848,0.0831,0.0217,0.0224,300,2,0.1,10,0,720,0.2,36,3.2,0.02,0.76
124,x,logis_ts,x,lorenz,0.8806,0.8756,0.1083,0.1094,0.0354,0.0388,400,2,0.1,10,0,720,0.2,36,4.3,0.03,1.02
125,x,logis_ts,x,lorenz,0.864,0.8526,0.115,0.1184,0.0399,0.0455,500,2,0.1,10,0,720,0.2,36,5.37,0.05,1.29
126,x,logis_ts,x,lorenz,0.9224,0.9255,0.0883,0.0858,0.0235,0.0239,10,2,0.1,11,0,720,0.2,36,0.37,0.0,0.09
127,x,logis_ts,x,lorenz,0.8949,0.8888,0.1021,0.1038,0.0315,0.035,20,2,0.1,11,0,720,0.2,36,0.41,0.0,0.09
128,x,logis_ts,x,lorenz,0.8855,0.8826,0.1062,0.1065,0.034,0.0368,30,2,0.1,11,0,720,0.2,36,0.42,0.0,0.13
129,x,logis_ts,x,lorenz,0.9192,0.9279,0.0899,0.0845,0.0244,0.0232,40,2,0.1,11,0,720,0.2,36,0.57,0.0,0.14
130,x,logis_ts,x,lorenz,0.863,0.8516,0.1154,0.1188,0.0402,0.0458,50,2,0.1,11,0,720,0.2,36,0.59,0.0,0.13
131,x,logis_ts,x,lorenz,0.9159,0.9191,0.0917,0.0892,0.0254,0.0258,60,2,0.1,11,0,720,0.2,36,0.69,0.0,0.16
132,x,logis_ts,x,lorenz,0.9093,0.9152,0.0951,0.0913,0.0273,0.027,70,2,0.1,11,0,720,0.2,36,0.73,0.0,0.22
133,x,logis_ts,x,lorenz,0.8857,0.8878,0.1061,0.1043,0.0339,0.0353,80,2,0.1,11,0,720,0.2,36,0.94,0.0,0.22
134,x,logis_ts,x,lorenz,0.9179,0.9196,0.0907,0.089,0.0248,0.0257,90,2,0.1,11,0,720,0.2,36,0.92,0.0,0.21
135,x,logis_ts,x,lorenz,0.886,0.8859,0.1059,0.1051,0.0339,0.0358,100,2,0.1,11,0,720,0.2,36,1.0,0.0,0.22
136,x,logis_ts,x,lorenz,0.9095,0.9124,0.095,0.0928,0.0272,0.0279,200,2,0.1,11,0,720,0.2,36,2.24,0.01,0.5
137,x,logis_ts,x,lorenz,0.93,0.9318,0.084,0.0822,0.0213,0.0219,300,2,0.1,11,0,720,0.2,36,3.25,0.02,0.72
138,x,logis_ts,x,lorenz,0.8817,0.8768,0.1078,0.1089,0.0351,0.0385,400,2,0.1,11,0,720,0.2,36,4.34,0.04,0.99
139,x,logis_ts,x,lorenz,0.8638,0.8522,0.1151,0.1186,0.04,0.0456,500,2,0.1,11,0,720,0.2,36,5.45,0.06,1.27
140,x,logis_ts,x,lorenz,0.9245,0.9241,0.0871,0.0866,0.0229,0.0243,10,2,0.1,12,0,720,0.2,36,0.46,0.0,0.09
141,x,logis_ts,x,lorenz,0.8944,0.8887,0.1023,0.1039,0.0316,0.035,20,2,0.1,12,0,720,0.2,36,0.43,0.0,0.11
142,x,logis_ts,x,lorenz,0.8894,0.8869,0.1044,0.1046,0.0329,0.0355,30,2,0.1,12,0,720,0.2,36,0.48,0.0,0.1
143,x,logis_ts,x,lorenz,0.9178,0.923,0.0907,0.0872,0.0248,0.0247,40,2,0.1,12,0,720,0.2,36,0.52,0.0,0.12
144,x,logis_ts,x,lorenz,0.8628,0.8514,0.1155,0.1189,0.0403,0.0459,50,2,0.1,12,0,720,0.2,36,0.6,0.0,0.16
145,x,logis_ts,x,lorenz,0.9156,0.9181,0.0919,0.0898,0.0255,0.0261,60,2,0.1,12,0,720,0.2,36,0.66,0.0,0.18
146,x,logis_ts,x,lorenz,0.9089,0.9168,0.0953,0.0905,0.0274,0.0266,70,2,0.1,12,0,720,0.2,36,0.74,0.0,0.19
147,x,logis_ts,x,lorenz,0.8879,0.8916,0.1051,0.1026,0.0333,0.0341,80,2,0.1,12,0,720,0.2,36,0.87,0.0,0.23
148,x,logis_ts,x,lorenz,0.9183,0.9197,0.0905,0.0889,0.0247,0.0256,90,2,0.1,12,0,720,0.2,36,0.89,0.0,0.23
149,x,logis_ts,x,lorenz,0.8878,0.8861,0.1052,0.105,0.0334,0.0358,100,2,0.1,12,0,720,0.2,36,0.99,0.0,0.25
150,x,logis_ts,x,lorenz,0.9101,0.9131,0.0947,0.0924,0.0271,0.0277,200,2,0.1,12,0,720,0.2,36,2.05,0.01,0.5
151,x,logis_ts,x,lorenz,0.9283,0.9297,0.085,0.0834,0.0218,0.0226,300,2,0.1,12,0,720,0.2,36,3.05,0.02,0.85
152,x,logis_ts,x,lorenz,0.8816,0.8768,0.1079,0.1089,0.0351,0.0385,400,2,0.1,12,0,720,0.2,36,4.24,0.04,1.14
153,x,logis_ts,x,lorenz,0.8637,0.8517,0.1151,0.1188,0.04,0.0458,500,2,0.1,12,0,720,0.2,36,5.24,0.06,1.32
154,x,logis_ts,x,lorenz,0.9246,0.9244,0.0871,0.0864,0.0229,0.0242,10,2,0.1,13,0,720,0.2,36,0.43,0.0,0.08
155,x,logis_ts,x,lorenz,0.8955,0.8887,0.1018,0.1039,0.0313,0.035,20,2,0.1,13,0,720,0.2,36,0.43,0.0,0.11
156,x,logis_ts,x,lorenz,0.8925,0.8852,0.1031,0.1054,0.0321,0.0361,30,2,0.1,13,0,720,0.2,36,0.47,0.0,0.13
157,x,logis_ts,x,lorenz,0.9185,0.9249,0.0904,0.0862,0.0246,0.0241,40,2,0.1,13,0,720,0.2,36,0.54,0.0,0.14
158,x,logis_ts,x,lorenz,0.8626,0.8508,0.1156,0.1191,0.0403,0.0461,50,2,0.1,13,0,720,0.2,36,0.59,0.0,0.15
159,x,logis_ts,x,lorenz,0.9146,0.9161,0.0924,0.0908,0.0258,0.0267,60,2,0.1,13,0,720,0.2,36,0.67,0.0,0.18
160,x,logis_ts,x,lorenz,0.9079,0.9128,0.0958,0.0925,0.0277,0.0278,70,2,0.1,13,0,720,0.2,36,0.78,0.0,0.2
161,x,logis_ts,x,lorenz,0.8892,0.8907,0.1045,0.1029,0.033,0.0344,80,2,0.1,13,0,720,0.2,36,0.85,0.0,0.21
162,x,logis_ts,x,lorenz,0.9169,0.9208,0.0912,0.0884,0.0251,0.0253,90,2,0.1,13,0,720,0.2,36,0.93,0.0,0.23
163,x,logis_ts,x,lorenz,0.8896,0.8868,0.1043,0.1047,0.0329,0.0355,100,2,0.1,13,0,720,0.2,36,1.03,0.0,0.24
164,x,logis_ts,x,lorenz,0.9109,0.9122,0.0943,0.0928,0.0268,0.028,200,2,0.1,13,0,720,0.2,36,2.11,0.01,0.55
165,x,logis_ts,x,lorenz,0.9285,0.9318,0.0848,0.0822,0.0217,0.0219,300,2,0.1,13,0,720,0.2,36,3.22,0.02,0.81
166,x,logis_ts,x,lorenz,0.8838,0.8786,0.1069,0.1082,0.0345,0.038,400,2,0.1,13,0,720,0.2,36,4.32,0.04,1.07
167,x,logis_ts,x,lorenz,0.8638,0.8518,0.1151,0.1188,0.04,0.0458,500,2,0.1,13,0,720,0.2,36,5.45,0.06,1.36
168,x,logis_ts,x,lorenz,0.9256,0.9268,0.0866,0.0851,0.0226,0.0235,10,2,0.1,14,0,720,0.2,36,0.41,0.0,0.09
169,x,logis_ts,x,lorenz,0.8955,0.8892,0.1018,0.1037,0.0313,0.0349,20,2,0.1,14,0,720,0.2,36,0.43,0.0,0.1
170,x,logis_ts,x,lorenz,0.8941,0.8901,0.1023,0.1032,0.0316,0.0346,30,2,0.1,14,0,720,0.2,36,0.48,0.0,0.11
171,x,logis_ts,x,lorenz,0.9201,0.9226,0.0895,0.0874,0.0242,0.0248,40,2,0.1,14,0,720,0.2,36,0.54,0.0,0.14
172,x,logis_ts,x,lorenz,0.8628,0.8504,0.1155,0.1193,0.0403,0.0462,50,2,0.1,14,0,720,0.2,36,0.59,0.0,0.14
173,x,logis_ts,x,lorenz,0.916,0.9184,0.0917,0.0896,0.0254,0.0261,60,2,0.1,14,0,720,0.2,36,0.69,0.0,0.17
174,x,logis_ts,x,lorenz,0.9087,0.913,0.0954,0.0924,0.0275,0.0277,70,2,0.1,14,0,720,0.2,36,0.83,0.0,0.17
