"time_id","temperature_input","temperature","run1","run2","run3","run4","run5","run6","run11"
1,1.08179482243444,-0.278710068523248,0.55782284488306,-0.045349598931189,-0.0486026261500176,0.0973895884105321,-0.0756678301417381,0.211303526838128,-0.09208997310377
2,1.08179482243444,-0.139136951265909,0.345486426128333,-0.0462162887777118,0.00237170261635159,-0.12969424700027,-0.0460223453115889,0.039558488116165,-0.216144729578071
3,1.08179482243444,0.326106772925221,0.433187673026923,-0.120382816148728,-0.00913677495037214,0.0141733801102097,0.0111039173634546,0.084229240462329,-0.183565665386163
4,1.08179482243444,0.651777379859012,0.421420255029099,-0.231032380359541,0.121407686553635,0.0656774769986692,0.0411288994987834,-0.00125859707000019,-0.087991402134778
5,1.08179482243444,0.93092361437369,0.45846084286822,-0.0853910008429659,0.126168256913328,-0.0352854350120609,0.0713103411031956,-4.9091566682084e-06,0.102358846037925
6,0.921833082868264,1.02397235921192,0.302013806865668,-0.0496666829624939,0.218579602040126,-0.27901766815397,-0.0085154501487431,0.00125200705277189,0.0093921787850559
7,0.921833082868264,1.07049673163103,0.38725780866668,-0.196597986683884,0.159807303087733,-0.228160094622138,-0.0335324882883672,0.00251220112668202,0.0109180494160301
8,0.921833082868264,1.11702110405014,0.138955169042225,-0.197322529607268,0.0201987576697716,-0.141036330784328,-0.00330904309063455,0.0474181529201628,-0.0191904263106948
9,0.921833082868264,1.16354547646925,0.129982039778662,-0.234497823841332,0.137552165006712,0.0547822152366617,-0.0562025318235087,0.0924376711277832,0.0456708398670849
10,0.921833082868264,1.21006984888837,0.121153417061614,-0.235186018443686,0.0938683519447587,0.0356806467317516,0.0297850877567817,0.0938185380684675,0.110729207374243
11,-0.312157479499402,1.21006984888837,0.112466832578236,-0.199485304375657,-0.0722666005169718,0.064797132000236,0.00460540174888558,0.0952032618529395,-0.205415124934655
12,-0.312157479499402,1.21006984888837,0.149916626319261,0.0542789138612823,0.168824828221047,0.0698754448570828,0.00727217291745893,0.184319289919863,-0.331531761269385
13,-0.312157479499402,1.16354547646925,0.186803161319719,-0.200916856791868,0.0426059134566361,-0.010509758158628,-0.0461549748802699,0.273662203094766,-0.266750815955302
14,-0.312157479499402,0.977447986792802,0.0872367102433067,-0.0927603516796942,-0.0270072959926185,-0.202142290117076,0.153295540620105,0.319257844890763,-0.201771706767066
15,-0.312157479499402,0.791350497116351,0.169020995932635,-0.202338795910423,-0.221471346716696,-0.0502745200515977,-0.0128435368788363,0.320939225928141,-0.232527527254386
16,-0.494970896146463,0.512204262601672,0.115716187377238,-0.203045741112411,-0.376070884858412,-0.082842171869952,-0.0950334799691221,0.234450819845897,-0.19932338004163
17,-0.494970896146463,0.233058028086995,0.107509024108225,-0.131363375683214,-0.298078419873906,-0.153092433859957,-0.0642399341061149,0.28017402452541,-0.166017014711403
18,-0.494970896146463,0.00043616599143044,0.0114805915894191,-0.132127996016516,-0.278143014170927,-0.236548494308849,-0.0332792846216987,0.19341406001036,-0.196859175617025
19,-0.494970896146463,-0.185661323685022,0.00417424406109418,-0.132888995815683,-0.333912485691945,-0.0189739318387675,-0.144700002615609,-0.0263393662008246,-0.195621013799126
20,-0.494970896146463,-0.325234440942362,0.127029705526874,-0.133646147487823,-0.136099061827561,-0.292187674407003,0.200674384548848,0.10785700495933,-0.162153904178207
21,-0.426415864903815,-0.464807558199699,0.162079921626745,-0.026199117377961,-0.191732663720289,-0.136240178718265,-0.140037239179494,0.0649151099458192,-0.128582939627496
22,-0.426415864903815,-0.557856303037927,0.367609435341652,0.153136057925569,-0.213687884865399,-0.157457396360021,-0.137685189633677,0.110721402973372,-0.127232301582067
23,-0.426415864903815,-0.697429420295264,0.315659687270275,0.152143839229995,-0.287361956989713,-0.320017835199311,0.124085205357547,-0.0212977372590097,-0.0287523225164091
24,-0.426415864903815,-0.697429420295264,0.390899361792765,0.22310544496203,-0.249584198674963,-0.277906772362916,0.0115715586076106,0.247240426062508,-0.0920919682289399
25,-0.426415864903815,-0.697429420295264,0.423282026320647,0.222065281669118,-0.220124907291996,-0.261290690604583,0.101311272338623,-0.0633503016294188,-0.0906769205913511
26,-0.974856114845,-0.743953792714378,0.413682553927665,0.292858174471589,-0.181689340062731,-0.374764967072554,-0.302507232194937,-0.151447254362646,-0.0567304344747021
27,-0.974856114845,-0.790478165133492,0.197740802045179,0.255890742289979,-0.291579450069125,-0.371570549455479,0.194863896567609,-0.150334797063972,-0.0552546399508562
28,-0.974856114845,-0.790478165133492,0.312918926913823,0.0397284411102466,-0.200402861478554,-0.302548112221675,0.168974142352241,-0.104439489437173,-0.0537736565783843
29,-0.974856114845,-0.883526909971717,0.141301956290615,0.217984570050401,-0.143685743799366,-0.32540749989608,-0.150120133782336,0.120927294284428,-0.0849671718432144
30,-0.974856114845,-0.976575654809943,0.336419760394597,-0.0335696458582097,-0.192872234140761,-0.20225264882999,0.175543072074285,-0.0571750094864659,-0.0180647217440902
31,0.167727739199135,-1.11614877206728,0.247409909236844,-0.105883981757283,-0.233615677515563,-0.238198918571922,0.650403220917563,0.348681288125025,-0.0492990092375716
32,0.167727739199135,-1.20919751690551,-0.000371806303270925,0.107811648788212,-0.256841788153526,-0.140176899104497,0.448192026818912,0.305462398504692,-0.0149621099657242
33,0.167727739199135,-1.30224626174373,0.271546432429402,-0.0716079640570084,-0.181332933723695,-0.216697875278766,0.304113619361076,-0.0534010105671378,0.0194842442794605
34,0.167727739199135,-1.25572188932462,0.303205887546241,0.177414668451991,-0.240696140441127,-0.239724050606845,0.188940615930204,0.0832794692748311,0.119918223507148
35,0.167727739199135,-1.16267314448639,0.216777174863165,0.0338909320746112,-0.255219729752901,-0.167460827362946,0.162537647753165,-0.050853331201256,0.0887078346597014
36,-1.34048294813912,-0.976575654809943,0.20946991944638,0.211213823386625,-0.306393067688008,-0.259082450656145,-0.162957286959219,-0.00431081892555182,0.255661211345422
37,-1.34048294813912,-0.697429420295264,0.202300900550777,0.139098201995338,-0.43142925640559,-0.296511185936317,-0.220501786314872,-0.184238739100944,0.224569830030891
38,-1.34048294813912,-0.557856303037927,0.580839775880976,0.102672258292209,-0.382598042862751,-0.292742331642411,-0.0979713461046005,0.0891651827144897,0.524874504714216
39,-1.34048294813912,-0.557856303037927,0.226708149733647,-0.1469509348527,-0.185138932000469,-0.205283315713141,0.0855856529557851,-0.0911190715600817,0.228496550675642
40,-1.34048294813912,-0.697429420295264,0.257846302917193,-0.147574086147988,-0.162551051160177,-0.0467960481677525,0.300462632011813,0.18317085079155,0.163959119042892
41,1.72164178069916,-0.976575654809943,0.0991815476579687,-0.112695200902011,-0.0555927849211896,-0.0275330346910723,0.455941413851289,0.367084001489712,0.0992149367729104
42,1.72164178069916,-1.20919751690551,0.16849452771507,0.0640118226151451,-0.0133653157057712,0.0911254084558286,0.490656220425708,0.323349545168946,-0.0658271159571736
43,1.72164178069916,-1.25572188932462,0.38706358649667,0.169598072474854,0.218127988210028,0.19682504511212,0.250977920734877,0.279499475904352,0.102770824439657
44,1.72164178069916,-0.976575654809943,0.342342186507976,0.275052328962193,0.00589369906962022,0.117435874958495,-0.204336881816553,0.098251461463698,0.00414459167119685
45,1.72164178069916,-0.650905047876152,0.0385361747002567,0.27419613335355,-0.0367979771709184,0.152401260868645,-0.0791835897153361,0.145623905590296,0.0393024302672524
46,-1.08911450024941,-0.139136951265909,0.0700437929558716,0.131872934710073,-0.051171609561257,0.0718652921256281,-0.0764191983864769,-0.0363130224076264,0.0745758255049514
47,-1.08911450024941,0.558728635020786,0.138000969162417,0.20183913126709,0.00172576858778484,0.0778141717178575,0.0190030035117306,0.0110141229558186,0.109965457156161
48,-1.08911450024941,1.02397235921192,0.0592392697789674,0.165754421926891,0.113224690428096,0.215633834302922,-0.0708265244457251,0.0124611322114232,0.111781654979021
49,-1.08911450024941,1.02397235921192,0.0176708179353233,0.0238185399779058,0.128544785031517,0.354982750550973,-0.130130997363943,0.106092461555589,0.147350559416991
50,-1.08911450024941,0.744826124697237,-0.0957658372610848,0.0937671287037805,0.192896251114601,0.436638683714737,-0.127469759662011,0.0615390983614757,0.149236467537147
51,1.08179482243444,0.326106772925221,-0.136062207379813,0.0578622015232637,0.3070211255523,0.474515763264599,0.187788596623762,0.0168627658988001,0.184986527280089
52,1.08179482243444,-0.139136951265909,-0.140092313114998,-0.0132271189544124,0.511180981844727,0.542759600319715,0.222812402602383,0.157216981331372,0.153030498663252
53,1.08179482243444,-0.371758813361474,-0.108360502937732,0.021445797363536,0.399729347568335,0.415937155532031,0.635478834773337,0.0662068048181109,0.188907470906041
54,1.08179482243444,-0.371758813361474,0.1361812464083,0.0208935739638584,0.346989832532718,0.454288624163105,-0.116609417530948,-0.0250653338978376,0.0888041022354769
55,1.08179482243444,-0.232185696104134,-0.0102079286331415,0.0907280082214943,0.243550340197437,0.416881721531321,0.0127558562791123,0.0228815902359674,0.158777540109909
56,0.373392832927079,0.0469605384105424,0.0559315027830519,0.125341583672886,0.259993284763076,0.42499310054386,-0.0475479915027951,-0.0221496929804266,0.126569772447364
57,0.373392832927079,0.419155517763447,-0.0186100102079015,0.089640358194291,0.327245583411071,0.356123977647686,0.0191685382552548,-0.113944149808313,0.0942555346189519
58,0.373392832927079,0.651777379859012,-0.057552219430867,0.0188593196127783,0.537743158218333,0.425932792392325,0.0863164598306001,-0.159304917938763,0.0618341718221364
59,0.373392832927079,0.744826124697237,-0.130870269517291,0.0535132843758218,0.58661057145932,0.325049505373152,0.0256901216581905,-0.158021158540622,0.166545693991776
60,0.373392832927079,0.837874869535463,-0.0303944255209495,0.0881554674776935,0.54335720895883,0.395444013238307,-0.00316314206755048,-0.156727206739006,0.20287448069999
61,1.44742165572857,0.744826124697237,-0.172091242100193,0.0175268006354229,0.56168444489993,0.482404112902326,6.41125927349091e-05,-0.155422880540742,0.136049409746202
62,1.44742165572857,0.698301752278125,-0.175181104701127,0.0872675375988201,0.590571975159466,0.53862853680593,0.0356846668230603,-0.154107999543394,0.103483502207856
63,1.44742165572857,0.651777379859012,-0.212422043800566,0.0517953988171956,0.546583621316449,0.611437547084515,0.0715457027482347,-0.199850030346368,0.0708082386675356
64,1.44742165572857,0.744826124697237,-0.249329671517682,0.0163700489001532,0.37605830810273,0.55668404992742,0.0750725377733445,-0.198587756982708,0.314829055785186
65,1.44742165572857,0.93092361437369,-0.183903676388216,0.0510604034873519,0.436025544543716,0.581968540357555,0.078630811448788,-0.197315014571474,0.247743762204846
66,1.35601494740503,1.16354547646925,-0.254411012911366,0.12077339882918,0.422294217691591,0.477618693667486,0.0494264451676289,-0.196031640297068,0.319305030287705
67,1.35601494740503,1.34964296614571,-0.256827940628953,0.085425308407599,0.419061285550597,0.502671387982274,0.0529393161989812,-0.194737473725848,0.28677775280542
68,1.35601494740503,1.58226482824127,-0.259162813467112,0.0501203036197281,0.555197866678732,0.642998521118575,0.0894992615772792,-0.193432356977888,0.219302659452994
69,1.35601494740503,1.6753135730795,-0.194271939572548,0.0148564680902016,0.401626202388099,0.537045288135987,0.0600613874273922,-0.192116134859077,0.256287584059489
70,1.35601494740503,1.81488669033684,-0.196641054544373,0.11957924430989,0.343954612677124,0.596051231069872,0.0636715780089263,-0.190788655075051,0.363313292496676
71,1.74449345778004,1.86141106275595,-0.165543369134141,0.119341519071002,0.0786357569150097,0.521927524253218,0.0673152041424698,-0.189449768436241,0.435690375313429
72,1.74449345778004,1.90793543517506,-0.201113974545508,0.0841559867235253,0.18288491848583,0.699244235447154,0.0709927687679094,-0.188099329001561,0.0873912610818644
73,1.74449345778004,1.95445980759418,-0.203218354747393,-0.020926381083901,0.200125190622239,0.506298049703099,0.0747047776086929,-0.18673719429113,0.686607013081312
74,1.74449345778004,2.0475085524324,-0.205235038709721,0.0838175223602774,0.0404259741283764,0.566388844725281,0.0447501221108856,-0.137443415253982,-0.12004094773649
75,1.74449345778004,2.14055729727063,-0.108059808078409,-0.0211870637418844,0.235069277155672,0.267472173884472,0.0822341635354525,-0.135975951688113,0.128297053087237
76,1.4017183015668,2.18708166968974,-0.14309014882708,-0.0212831844007726,-0.20583053292376,0.188925414483972,0.0521134216266642,-0.134495676417298,-0.187630665603352
77,1.4017183015668,2.32665478694708,-0.144991413896574,-0.0563077228466646,-0.156657777821666,0.40408344161337,0.0899074560827734,-0.133002455278217,-0.186220257120476
78,1.4017183015668,2.32665478694708,-0.179614076213361,0.0135440569315584,-0.11828968087638,0.290462205292248,0.0596181258079867,-0.131496158891819,-0.220248586675132
79,1.4017183015668,2.37317915936619,-0.214011095677221,-0.161227162947714,-0.0795380850630297,0.140343262924191,0.0634247569322311,-0.129976662700222,-0.254395908015341
80,1.4017183015668,2.32665478694708,-0.182818974844075,-0.0913313683275836,-0.0289765898089407,0.0413234258501675,0.0328402369212324,-0.176863633597018,-0.253096015537823
81,1.35601494740503,2.23360604210885,-0.184286478545256,-0.0913109441828093,-0.184621386915207,-0.00565878665004532,0.0711490939154156,-0.12689759876021,-0.216163296104415
82,1.35601494740503,2.14055729727063,-0.185664202430523,-0.126219182980254,-0.064861075973987,-0.285465366149593,0.109747416263694,-0.173930152469032,-0.250484660200231
83,1.35601494740503,2.0475085524324,-0.154430351741532,-0.0212946647254168,-0.199188985122537,-0.173317436171371,0.0442176426638992,-0.123764373870602,-0.249173377258688
84,1.35601494740503,2.00098418001329,-0.188150751020541,0.0487152301950049,-0.241625812007898,-0.0236763580199518,0.0480847069785236,-0.12217719818131,-0.0329609114067454
85,1.35601494740503,1.95445980759418,-0.221689358665151,0.118767262046291,-0.225890340437652,-0.163283968491062,-0.0181427734720809,-0.120576191018934,-0.0312658330528986
86,-0.974856114845,1.86141106275595,-0.222668139270104,0.049000301016231,-0.0331488709161707,-0.121619921488749,0.0207358792287529,-0.167907864577311,0.0423175798033761
87,-0.974856114845,1.81488669033684,-0.191209478800403,0.224047311145242,-0.134724570419294,-0.0242501124063284,0.0245859925145902,-0.21540653597773,0.116157600773523
88,-0.974856114845,1.6753135730795,-0.159732279368623,0.154333210173395,-0.165908756298678,-0.277648286709895,0.0639390014431876,-0.263074478725083,0.0820499771322392
89,-0.974856114845,1.34964296614571,-0.128225814699959,0.259558089266773,-0.161514554358461,-0.180105582971574,0.0680015279272574,-0.261693558043432,0.0478200375837585
90,-0.974856114845,0.977447986792802,-0.16120224064273,0.0149007518266738,-0.265474389827006,-0.100156549550403,0.000630968805432906,-0.260300818925487,0.122052938481027
