"time_id","temperature_input","temperature_1","temperature_2","temperature_3","temperature_4","temperature_5","run1_1","run1_2","run1_3","run1_4","run1_5","run2_1","run2_2","run2_3","run2_4","run2_5","run3_1","run3_2","run3_3","run3_4","run3_5","run4_1","run4_2","run4_3","run4_4","run4_5","run5_1","run5_2","run5_3","run5_4","run5_5","run6_1","run6_2","run6_3","run6_4","run6_5","run11_1","run11_2","run11_3","run11_4","run11_5"
1,1.08179482243444,-0.278710068523248,-0.139136951265909,0.326106772925221,0.651777379859012,0.93092361437369,0.55782284488306,0.345486426128333,0.433187673026923,0.421420255029099,0.45846084286822,-0.045349598931189,-0.0462162887777118,-0.120382816148728,-0.231032380359541,-0.0853910008429659,-0.0486026261500176,0.00237170261635159,-0.00913677495037214,0.121407686553635,0.126168256913328,0.0973895884105321,-0.12969424700027,0.0141733801102097,0.0656774769986692,-0.0352854350120609,-0.0756678301417381,-0.0460223453115889,0.0111039173634546,0.0411288994987834,0.0713103411031956,0.211303526838128,0.039558488116165,0.084229240462329,-0.00125859707000019,-4.9091566682084e-06,-0.09208997310377,-0.216144729578071,-0.183565665386163,-0.087991402134778,0.102358846037925
6,0.921833082868264,1.02397235921192,1.07049673163103,1.11702110405014,1.16354547646925,1.21006984888837,0.302013806865668,0.38725780866668,0.138955169042225,0.129982039778662,0.121153417061614,-0.0496666829624939,-0.196597986683884,-0.197322529607268,-0.234497823841332,-0.235186018443686,0.218579602040126,0.159807303087733,0.0201987576697716,0.137552165006712,0.0938683519447587,-0.27901766815397,-0.228160094622138,-0.141036330784328,0.0547822152366617,0.0356806467317516,-0.0085154501487431,-0.0335324882883672,-0.00330904309063455,-0.0562025318235087,0.0297850877567817,0.00125200705277189,0.00251220112668202,0.0474181529201628,0.0924376711277832,0.0938185380684675,0.0093921787850559,0.0109180494160301,-0.0191904263106948,0.0456708398670849,0.110729207374243
11,-0.312157479499402,1.21006984888837,1.21006984888837,1.16354547646925,0.977447986792802,0.791350497116351,0.112466832578236,0.149916626319261,0.186803161319719,0.0872367102433067,0.169020995932635,-0.199485304375657,0.0542789138612823,-0.200916856791868,-0.0927603516796942,-0.202338795910423,-0.0722666005169718,0.168824828221047,0.0426059134566361,-0.0270072959926185,-0.221471346716696,0.064797132000236,0.0698754448570828,-0.010509758158628,-0.202142290117076,-0.0502745200515977,0.00460540174888558,0.00727217291745893,-0.0461549748802699,0.153295540620105,-0.0128435368788363,0.0952032618529395,0.184319289919863,0.273662203094766,0.319257844890763,0.320939225928141,-0.205415124934655,-0.331531761269385,-0.266750815955302,-0.201771706767066,-0.232527527254386
16,-0.494970896146463,0.512204262601672,0.233058028086995,0.00043616599143044,-0.185661323685022,-0.325234440942362,0.115716187377238,0.107509024108225,0.0114805915894191,0.00417424406109418,0.127029705526874,-0.203045741112411,-0.131363375683214,-0.132127996016516,-0.132888995815683,-0.133646147487823,-0.376070884858412,-0.298078419873906,-0.278143014170927,-0.333912485691945,-0.136099061827561,-0.082842171869952,-0.153092433859957,-0.236548494308849,-0.0189739318387675,-0.292187674407003,-0.0950334799691221,-0.0642399341061149,-0.0332792846216987,-0.144700002615609,0.200674384548848,0.234450819845897,0.28017402452541,0.19341406001036,-0.0263393662008246,0.10785700495933,-0.19932338004163,-0.166017014711403,-0.196859175617025,-0.195621013799126,-0.162153904178207
21,-0.426415864903815,-0.464807558199699,-0.557856303037927,-0.697429420295264,-0.697429420295264,-0.697429420295264,0.162079921626745,0.367609435341652,0.315659687270275,0.390899361792765,0.423282026320647,-0.026199117377961,0.153136057925569,0.152143839229995,0.22310544496203,0.222065281669118,-0.191732663720289,-0.213687884865399,-0.287361956989713,-0.249584198674963,-0.220124907291996,-0.136240178718265,-0.157457396360021,-0.320017835199311,-0.277906772362916,-0.261290690604583,-0.140037239179494,-0.137685189633677,0.124085205357547,0.0115715586076106,0.101311272338623,0.0649151099458192,0.110721402973372,-0.0212977372590097,0.247240426062508,-0.0633503016294188,-0.128582939627496,-0.127232301582067,-0.0287523225164091,-0.0920919682289399,-0.0906769205913511
26,-0.974856114845,-0.743953792714378,-0.790478165133492,-0.790478165133492,-0.883526909971717,-0.976575654809943,0.413682553927665,0.197740802045179,0.312918926913823,0.141301956290615,0.336419760394597,0.292858174471589,0.255890742289979,0.0397284411102466,0.217984570050401,-0.0335696458582097,-0.181689340062731,-0.291579450069125,-0.200402861478554,-0.143685743799366,-0.192872234140761,-0.374764967072554,-0.371570549455479,-0.302548112221675,-0.32540749989608,-0.20225264882999,-0.302507232194937,0.194863896567609,0.168974142352241,-0.150120133782336,0.175543072074285,-0.151447254362646,-0.150334797063972,-0.104439489437173,0.120927294284428,-0.0571750094864659,-0.0567304344747021,-0.0552546399508562,-0.0537736565783843,-0.0849671718432144,-0.0180647217440902
31,0.167727739199135,-1.11614877206728,-1.20919751690551,-1.30224626174373,-1.25572188932462,-1.16267314448639,0.247409909236844,-0.000371806303270925,0.271546432429402,0.303205887546241,0.216777174863165,-0.105883981757283,0.107811648788212,-0.0716079640570084,0.177414668451991,0.0338909320746112,-0.233615677515563,-0.256841788153526,-0.181332933723695,-0.240696140441127,-0.255219729752901,-0.238198918571922,-0.140176899104497,-0.216697875278766,-0.239724050606845,-0.167460827362946,0.650403220917563,0.448192026818912,0.304113619361076,0.188940615930204,0.162537647753165,0.348681288125025,0.305462398504692,-0.0534010105671378,0.0832794692748311,-0.050853331201256,-0.0492990092375716,-0.0149621099657242,0.0194842442794605,0.119918223507148,0.0887078346597014
36,-1.34048294813912,-0.976575654809943,-0.697429420295264,-0.557856303037927,-0.557856303037927,-0.697429420295264,0.20946991944638,0.202300900550777,0.580839775880976,0.226708149733647,0.257846302917193,0.211213823386625,0.139098201995338,0.102672258292209,-0.1469509348527,-0.147574086147988,-0.306393067688008,-0.43142925640559,-0.382598042862751,-0.185138932000469,-0.162551051160177,-0.259082450656145,-0.296511185936317,-0.292742331642411,-0.205283315713141,-0.0467960481677525,-0.162957286959219,-0.220501786314872,-0.0979713461046005,0.0855856529557851,0.300462632011813,-0.00431081892555182,-0.184238739100944,0.0891651827144897,-0.0911190715600817,0.18317085079155,0.255661211345422,0.224569830030891,0.524874504714216,0.228496550675642,0.163959119042892
41,1.72164178069916,-0.976575654809943,-1.20919751690551,-1.25572188932462,-0.976575654809943,-0.650905047876152,0.0991815476579687,0.16849452771507,0.38706358649667,0.342342186507976,0.0385361747002567,-0.112695200902011,0.0640118226151451,0.169598072474854,0.275052328962193,0.27419613335355,-0.0555927849211896,-0.0133653157057712,0.218127988210028,0.00589369906962022,-0.0367979771709184,-0.0275330346910723,0.0911254084558286,0.19682504511212,0.117435874958495,0.152401260868645,0.455941413851289,0.490656220425708,0.250977920734877,-0.204336881816553,-0.0791835897153361,0.367084001489712,0.323349545168946,0.279499475904352,0.098251461463698,0.145623905590296,0.0992149367729104,-0.0658271159571736,0.102770824439657,0.00414459167119685,0.0393024302672524
46,-1.08911450024941,-0.139136951265909,0.558728635020786,1.02397235921192,1.02397235921192,0.744826124697237,0.0700437929558716,0.138000969162417,0.0592392697789674,0.0176708179353233,-0.0957658372610848,0.131872934710073,0.20183913126709,0.165754421926891,0.0238185399779058,0.0937671287037805,-0.051171609561257,0.00172576858778484,0.113224690428096,0.128544785031517,0.192896251114601,0.0718652921256281,0.0778141717178575,0.215633834302922,0.354982750550973,0.436638683714737,-0.0764191983864769,0.0190030035117306,-0.0708265244457251,-0.130130997363943,-0.127469759662011,-0.0363130224076264,0.0110141229558186,0.0124611322114232,0.106092461555589,0.0615390983614757,0.0745758255049514,0.109965457156161,0.111781654979021,0.147350559416991,0.149236467537147
