,network,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time
340,ESN: narma10,0.9768,0.8497,0.0381,0.0878,0.0057649,0.0323905,1000,2,0.4,0.95,0,0,999,0.5,24,1.78,0.35,1.59
341,ESN: narma10,0.9775,0.8292,0.0377,0.0936,0.0056437,0.0368117,1000,2,0.4,0.95,0.1,0,999,0.5,24,1.74,0.28,1.51
342,ESN: narma10,0.984,0.8214,0.0317,0.0946,0.003996,0.0375917,1000,2,0.4,0.95,0.2,0,999,0.5,24,1.85,0.4,1.37
343,ESN: narma10,0.9795,0.832,0.0361,0.0923,0.0051669,0.0357647,1000,2,0.4,0.95,0.3,0,999,0.5,24,1.92,0.32,1.24
344,ESN: narma10,0.9838,0.8334,0.0319,0.0915,0.0040513,0.0351521,1000,2,0.4,0.95,0.4,0,999,0.5,24,1.58,0.3,1.33
345,ESN: narma10,0.9807,0.819,0.0353,0.095,0.0049365,0.03792,1000,2,0.4,0.95,0.5,0,999,0.5,24,1.73,0.35,1.32
346,ESN: narma10,0.9789,0.8015,0.0372,0.099,0.0054988,0.0411583,1000,2,0.4,0.95,0.6,0,999,0.5,24,1.21,0.32,1.42
347,ESN: narma10,0.9786,0.8223,0.0368,0.0942,0.0053719,0.0372699,1000,2,0.4,0.95,0.7,0,999,0.5,24,1.34,0.34,1.7
348,ESN: narma10,0.9754,0.7865,0.0401,0.1022,0.006398,0.0438346,1000,2,0.4,0.95,0.8,0,999,0.5,24,1.24,0.3,1.68
349,ESN: narma10,0.9744,0.7929,0.0407,0.101,0.0065836,0.0428539,1000,2,0.4,0.95,0.9,0,999,0.5,24,1.29,0.31,1.87
350,ESN: narma10,0.258,-0.1452,0.163,0.1825,0.1053967,0.139837,1000,0.1,0.5,0.95,0,0,999,0.5,24,1.91,0.3,1.51
351,ESN: narma10,0.2622,-0.1495,0.1628,0.183,0.1052053,0.1405218,1000,0.1,0.5,0.95,0.1,0,999,0.5,24,1.87,0.33,1.58
352,ESN: narma10,0.2669,-0.1417,0.1625,0.1823,0.104822,0.1395074,1000,0.1,0.5,0.95,0.2,0,999,0.5,24,2.37,0.33,1.55
353,ESN: narma10,0.2526,-0.1502,0.1632,0.1823,0.1057196,0.1395395,1000,0.1,0.5,0.95,0.3,0,999,0.5,24,1.86,0.31,1.35
354,ESN: narma10,0.2507,-0.1403,0.1637,0.184,0.1063427,0.1421757,1000,0.1,0.5,0.95,0.4,0,999,0.5,24,2.0,0.36,1.36
355,ESN: narma10,0.2427,-0.1526,0.1639,0.183,0.1065899,0.1405824,1000,0.1,0.5,0.95,0.5,0,999,0.5,24,1.65,0.32,1.4
356,ESN: narma10,0.2427,-0.1484,0.164,0.1834,0.106821,0.1411385,1000,0.1,0.5,0.95,0.6,0,999,0.5,24,1.43,0.3,1.37
357,ESN: narma10,0.2991,-0.123,0.1606,0.1816,0.1024288,0.1385122,1000,0.1,0.5,0.95,0.7,0,999,0.5,24,1.28,0.31,1.61
358,ESN: narma10,0.255,-0.1525,0.163,0.1818,0.1054545,0.1387531,1000,0.1,0.5,0.95,0.8,0,999,0.5,24,1.15,0.32,1.46
359,ESN: narma10,0.2527,-0.1431,0.1631,0.1811,0.1055848,0.1377102,1000,0.1,0.5,0.95,0.9,0,999,0.5,24,1.31,0.3,1.75
360,ESN: narma10,0.4842,0.0454,0.1495,0.1716,0.088658,0.1235704,1000,0.25,0.5,0.95,0,0,999,0.5,24,1.68,0.27,1.53
361,ESN: narma10,0.5819,0.1182,0.1428,0.1681,0.0809172,0.1186556,1000,0.25,0.5,0.95,0.1,0,999,0.5,24,1.79,0.34,1.57
362,ESN: narma10,0.5753,0.1773,0.1431,0.1653,0.0813037,0.1146741,1000,0.25,0.5,0.95,0.2,0,999,0.5,24,1.94,0.33,1.53
363,ESN: narma10,0.5114,0.0539,0.1478,0.1709,0.0867549,0.1226305,1000,0.25,0.5,0.95,0.3,0,999,0.5,24,1.74,0.28,1.49
364,ESN: narma10,0.5735,0.1267,0.142,0.1676,0.0799979,0.1178653,1000,0.25,0.5,0.95,0.4,0,999,0.5,24,1.9,0.3,1.55
365,ESN: narma10,0.4427,0.0082,0.1519,0.1737,0.0916085,0.1266942,1000,0.25,0.5,0.95,0.5,0,999,0.5,24,1.71,0.31,1.64
366,ESN: narma10,0.5275,0.0325,0.1463,0.1719,0.0849937,0.124088,1000,0.25,0.5,0.95,0.6,0,999,0.5,24,1.33,0.33,1.53
367,ESN: narma10,0.6815,0.2894,0.1338,0.1591,0.0710723,0.1062047,1000,0.25,0.5,0.95,0.7,0,999,0.5,24,1.28,0.32,1.48
368,ESN: narma10,0.5225,0.0773,0.1469,0.1702,0.085688,0.1216699,1000,0.25,0.5,0.95,0.8,0,999,0.5,24,1.26,0.35,1.56
369,ESN: narma10,0.5548,0.1453,0.1449,0.1669,0.0833828,0.1169744,1000,0.25,0.5,0.95,0.9,0,999,0.5,24,1.59,0.34,1.8
370,ESN: narma10,0.9261,0.7764,0.0802,0.11,0.0255173,0.0508001,1000,0.5,0.5,0.95,0,0,999,0.5,24,1.52,0.28,1.75
371,ESN: narma10,0.9332,0.7779,0.0761,0.1112,0.0229879,0.0519539,1000,0.5,0.5,0.95,0.1,0,999,0.5,24,1.67,0.29,1.55
372,ESN: narma10,0.9372,0.8064,0.0728,0.1032,0.0210517,0.0447173,1000,0.5,0.5,0.95,0.2,0,999,0.5,24,1.71,0.32,1.67
373,ESN: narma10,0.9243,0.7558,0.0807,0.1146,0.0258742,0.0551546,1000,0.5,0.5,0.95,0.3,0,999,0.5,24,1.74,0.31,1.64
374,ESN: narma10,0.9469,0.8314,0.066,0.1008,0.0172864,0.0426645,1000,0.5,0.5,0.95,0.4,0,999,0.5,24,1.8,0.33,1.56
375,ESN: narma10,0.9168,0.7546,0.0824,0.1152,0.0269366,0.0557296,1000,0.5,0.5,0.95,0.5,0,999,0.5,24,1.76,0.34,1.63
376,ESN: narma10,0.9313,0.7529,0.0759,0.1133,0.0228721,0.053911,1000,0.5,0.5,0.95,0.6,0,999,0.5,24,1.6,0.34,1.33
377,ESN: narma10,0.9478,0.7979,0.0642,0.103,0.016345,0.0445697,1000,0.5,0.5,0.95,0.7,0,999,0.5,24,1.38,0.33,1.36
378,ESN: narma10,0.8996,0.7162,0.0864,0.1194,0.0296491,0.0598223,1000,0.5,0.5,0.95,0.8,0,999,0.5,24,1.53,0.36,1.28
379,ESN: narma10,0.9361,0.7997,0.0743,0.108,0.0218944,0.0489413,1000,0.5,0.5,0.95,0.9,0,999,0.5,24,1.52,0.35,1.67
380,ESN: narma10,0.9726,0.8921,0.0462,0.0782,0.0084821,0.0256831,1000,0.75,0.5,0.95,0,0,999,0.5,24,1.52,0.33,1.64
381,ESN: narma10,0.9738,0.871,0.0455,0.086,0.0082179,0.031082,1000,0.75,0.5,0.95,0.1,0,999,0.5,24,1.85,0.34,1.65
382,ESN: narma10,0.9745,0.8912,0.0437,0.0776,0.0075817,0.0253097,1000,0.75,0.5,0.95,0.2,0,999,0.5,24,1.65,0.34,1.71
383,ESN: narma10,0.9703,0.8695,0.0485,0.0859,0.0093551,0.0309976,1000,0.75,0.5,0.95,0.3,0,999,0.5,24,1.68,0.31,1.75
384,ESN: narma10,0.9813,0.9214,0.0373,0.0698,0.0055269,0.0204313,1000,0.75,0.5,0.95,0.4,0,999,0.5,24,1.73,0.32,1.84
385,ESN: narma10,0.9722,0.8834,0.0464,0.0826,0.0085274,0.0286185,1000,0.75,0.5,0.95,0.5,0,999,0.5,24,1.72,0.31,1.79
386,ESN: narma10,0.9717,0.8769,0.046,0.0829,0.0084044,0.0288739,1000,0.75,0.5,0.95,0.6,0,999,0.5,24,1.68,0.31,1.27
387,ESN: narma10,0.9769,0.8879,0.0403,0.0794,0.006458,0.0264533,1000,0.75,0.5,0.95,0.7,0,999,0.5,24,1.62,0.31,1.26
388,ESN: narma10,0.961,0.8746,0.0541,0.0846,0.0116317,0.0300432,1000,0.75,0.5,0.95,0.8,0,999,0.5,24,1.48,0.3,1.32
389,ESN: narma10,0.9765,0.8993,0.0433,0.0783,0.0074485,0.0257657,1000,0.75,0.5,0.95,0.9,0,999,0.5,24,1.35,0.31,1.77
390,ESN: narma10,0.9812,0.9177,0.0362,0.0686,0.0051889,0.0197324,1000,1,0.5,0.95,0,0,999,0.5,24,1.42,0.34,1.76
391,ESN: narma10,0.9821,0.8919,0.0356,0.0787,0.0050366,0.0259995,1000,1,0.5,0.95,0.1,0,999,0.5,24,1.62,0.31,1.91
392,ESN: narma10,0.9821,0.8989,0.0348,0.0736,0.0048191,0.0227298,1000,1,0.5,0.95,0.2,0,999,0.5,24,1.65,0.31,1.91
393,ESN: narma10,0.977,0.8831,0.04,0.0797,0.0063562,0.0266897,1000,1,0.5,0.95,0.3,0,999,0.5,24,1.68,0.32,1.84
394,ESN: narma10,0.9875,0.9267,0.0292,0.0653,0.0033912,0.017903,1000,1,0.5,0.95,0.4,0,999,0.5,24,1.73,0.32,1.9
395,ESN: narma10,0.9822,0.9024,0.0353,0.0744,0.0049383,0.0232243,1000,1,0.5,0.95,0.5,0,999,0.5,24,1.73,0.3,1.85
396,ESN: narma10,0.9813,0.8954,0.036,0.0761,0.0051418,0.0243316,1000,1,0.5,0.95,0.6,0,999,0.5,24,1.87,0.35,1.29
397,ESN: narma10,0.9836,0.9047,0.0329,0.0726,0.0042886,0.0221401,1000,1,0.5,0.95,0.7,0,999,0.5,24,1.97,0.32,1.35
398,ESN: narma10,0.9737,0.8933,0.0428,0.0764,0.0072832,0.0245322,1000,1,0.5,0.95,0.8,0,999,0.5,24,1.86,0.32,1.31
399,ESN: narma10,0.9829,0.9074,0.0348,0.0726,0.0048116,0.0221404,1000,1,0.5,0.95,0.9,0,999,0.5,24,1.26,0.34,1.87
400,ESN: narma10,0.9811,0.8973,0.0346,0.0747,0.0047526,0.0234408,1000,1.5,0.5,0.95,0,0,999,0.5,24,1.21,0.3,1.94
401,ESN: narma10,0.9842,0.8842,0.0322,0.0803,0.0041212,0.0270506,1000,1.5,0.5,0.95,0.1,0,999,0.5,24,1.56,0.3,1.99
402,ESN: narma10,0.9853,0.8791,0.0306,0.079,0.003709,0.0261706,1000,1.5,0.5,0.95,0.2,0,999,0.5,24,1.54,0.3,2.06
403,ESN: narma10,0.9796,0.8759,0.0366,0.0807,0.0053197,0.027352,1000,1.5,0.5,0.95,0.3,0,999,0.5,24,1.68,0.29,1.97
404,ESN: narma10,0.9877,0.9023,0.0281,0.0726,0.00314,0.022141,1000,1.5,0.5,0.95,0.4,0,999,0.5,24,1.74,0.31,1.81
405,ESN: narma10,0.9849,0.8876,0.0315,0.0779,0.0039315,0.0254613,1000,1.5,0.5,0.95,0.5,0,999,0.5,24,1.74,0.3,1.69
406,ESN: narma10,0.9843,0.8741,0.0318,0.0813,0.0040257,0.0277572,1000,1.5,0.5,0.95,0.6,0,999,0.5,24,2.19,0.29,1.28
407,ESN: narma10,0.9851,0.8851,0.0306,0.0776,0.0037256,0.0252591,1000,1.5,0.5,0.95,0.7,0,999,0.5,24,1.96,0.37,1.21
408,ESN: narma10,0.9766,0.8626,0.0388,0.0843,0.0059845,0.0298168,1000,1.5,0.5,0.95,0.8,0,999,0.5,24,1.88,0.32,1.27
409,ESN: narma10,0.9843,0.8915,0.032,0.0765,0.0040726,0.0245394,1000,1.5,0.5,0.95,0.9,0,999,0.5,24,1.08,0.3,1.63
410,ESN: narma10,0.9758,0.8448,0.0387,0.0893,0.0059541,0.0334472,1000,2,0.5,0.95,0,0,999,0.5,24,1.11,0.29,1.83
411,ESN: narma10,0.9819,0.84,0.0344,0.0915,0.0046922,0.0351805,1000,2,0.5,0.95,0.1,0,999,0.5,24,1.59,0.3,1.85
412,ESN: narma10,0.9849,0.8472,0.031,0.0879,0.0038026,0.0324501,1000,2,0.5,0.95,0.2,0,999,0.5,24,1.36,0.31,1.94
413,ESN: narma10,0.9806,0.8652,0.0357,0.084,0.0050621,0.0296093,1000,2,0.5,0.95,0.3,0,999,0.5,24,1.9,0.29,1.76
414,ESN: narma10,0.9843,0.8614,0.0316,0.0844,0.0039679,0.0298938,1000,2,0.5,0.95,0.4,0,999,0.5,24,1.96,0.33,1.71
415,ESN: narma10,0.9829,0.8507,0.0332,0.0879,0.0043848,0.0324214,1000,2,0.5,0.95,0.5,0,999,0.5,24,1.85,0.31,1.88
416,ESN: narma10,0.9805,0.832,0.035,0.0921,0.0048573,0.0355873,1000,2,0.5,0.95,0.6,0,999,0.5,24,1.93,0.31,1.35
417,ESN: narma10,0.9825,0.8455,0.0332,0.0886,0.0043752,0.0329491,1000,2,0.5,0.95,0.7,0,999,0.5,24,1.94,0.32,1.41
418,ESN: narma10,0.9741,0.8221,0.0405,0.0946,0.0065042,0.0375452,1000,2,0.5,0.95,0.8,0,999,0.5,24,1.94,0.27,1.4
419,ESN: narma10,0.9815,0.8445,0.0344,0.0888,0.0046874,0.0331251,1000,2,0.5,0.95,0.9,0,999,0.5,24,1.08,0.34,1.31
420,ESN: narma10,0.2581,-0.1465,0.1629,0.1824,0.1053421,0.1397111,1000,0.1,0.6,0.95,0,0,999,0.5,24,1.07,0.32,1.51
421,ESN: narma10,0.2629,-0.1499,0.1627,0.1825,0.1050624,0.1398401,1000,0.1,0.6,0.95,0.1,0,999,0.5,24,1.33,0.3,2.02
422,ESN: narma10,0.2645,-0.1465,0.1626,0.1823,0.1049099,0.1394388,1000,0.1,0.6,0.95,0.2,0,999,0.5,24,1.74,0.32,2.0
423,ESN: narma10,0.2492,-0.1537,0.1635,0.1829,0.1060854,0.1404027,1000,0.1,0.6,0.95,0.3,0,999,0.5,24,1.78,0.36,1.83
424,ESN: narma10,0.268,-0.1416,0.1625,0.1835,0.104801,0.1413084,1000,0.1,0.6,0.95,0.4,0,999,0.5,24,1.59,0.32,1.97
425,ESN: narma10,0.2451,-0.1502,0.1636,0.1823,0.1062296,0.1395278,1000,0.1,0.6,0.95,0.5,0,999,0.5,24,1.92,0.35,1.79
426,ESN: narma10,0.2516,-0.1528,0.1633,0.1828,0.105867,0.1402332,1000,0.1,0.6,0.95,0.6,0,999,0.5,24,2.01,0.39,1.57
427,ESN: narma10,0.2801,-0.1408,0.1617,0.1824,0.1038117,0.1397113,1000,0.1,0.6,0.95,0.7,0,999,0.5,24,2.0,0.34,1.68
428,ESN: narma10,0.2432,-0.1525,0.1636,0.1819,0.1062633,0.1389041,1000,0.1,0.6,0.95,0.8,0,999,0.5,24,1.92,0.4,1.77
429,ESN: narma10,0.2505,-0.1433,0.1632,0.181,0.1057271,0.1375002,1000,0.1,0.6,0.95,0.9,0,999,0.5,24,1.57,0.31,1.18
430,ESN: narma10,0.4428,-0.0073,0.152,0.1749,0.0917041,0.1284065,1000,0.25,0.6,0.95,0,0,999,0.5,24,1.14,0.34,1.4
431,ESN: narma10,0.539,0.0727,0.1461,0.1702,0.0846708,0.1215455,1000,0.25,0.6,0.95,0.1,0,999,0.5,24,1.25,0.32,1.8
432,ESN: narma10,0.4977,0.0527,0.1486,0.1712,0.0876038,0.1230644,1000,0.25,0.6,0.95,0.2,0,999,0.5,24,1.6,0.28,1.75
433,ESN: narma10,0.4431,-0.0099,0.1519,0.1747,0.0916091,0.1281341,1000,0.25,0.6,0.95,0.3,0,999,0.5,24,1.63,0.27,1.89
434,ESN: narma10,0.5157,0.0587,0.1468,0.1712,0.085527,0.1230881,1000,0.25,0.6,0.95,0.4,0,999,0.5,24,1.71,0.32,1.82
435,ESN: narma10,0.4346,-0.0001,0.1526,0.1739,0.0924156,0.1269582,1000,0.25,0.6,0.95,0.5,0,999,0.5,24,1.82,0.32,1.94
436,ESN: narma10,0.4793,-0.0029,0.1495,0.1738,0.0887018,0.126778,1000,0.25,0.6,0.95,0.6,0,999,0.5,24,2.01,0.36,1.79
437,ESN: narma10,0.5449,0.1297,0.1449,0.1676,0.0833158,0.1178605,1000,0.25,0.6,0.95,0.7,0,999,0.5,24,2.06,0.37,1.73
438,ESN: narma10,0.4522,-0.0018,0.1517,0.1733,0.0913901,0.1260663,1000,0.25,0.6,0.95,0.8,0,999,0.5,24,1.86,0.32,1.87
439,ESN: narma10,0.4838,0.0404,0.1496,0.1713,0.0888424,0.1232541,1000,0.25,0.6,0.95,0.9,0,999,0.5,24,2.06,0.33,1.23
440,ESN: narma10,0.9091,0.698,0.087,0.1224,0.030037,0.0629389,1000,0.5,0.6,0.95,0,0,999,0.5,24,1.37,0.38,1.23
441,ESN: narma10,0.9211,0.7598,0.0812,0.1146,0.0261641,0.0551328,1000,0.5,0.6,0.95,0.1,0,999,0.5,24,1.26,0.32,1.79
442,ESN: narma10,0.9218,0.7694,0.0809,0.1122,0.0259848,0.0528658,1000,0.5,0.6,0.95,0.2,0,999,0.5,24,1.36,0.35,1.9
443,ESN: narma10,0.8897,0.6766,0.0924,0.1264,0.0339091,0.0670284,1000,0.5,0.6,0.95,0.3,0,999,0.5,24,1.57,0.32,1.93
444,ESN: narma10,0.9196,0.7324,0.0782,0.1171,0.0242874,0.0576126,1000,0.5,0.6,0.95,0.4,0,999,0.5,24,1.7,0.3,1.99
445,ESN: narma10,0.9034,0.7031,0.0885,0.1228,0.0310788,0.0632591,1000,0.5,0.6,0.95,0.5,0,999,0.5,24,2.06,0.35,1.94
446,ESN: narma10,0.9166,0.6932,0.0818,0.1228,0.0265782,0.0632904,1000,0.5,0.6,0.95,0.6,0,999,0.5,24,1.95,0.32,1.83
447,ESN: narma10,0.9171,0.7326,0.079,0.1145,0.0247983,0.0550361,1000,0.5,0.6,0.95,0.7,0,999,0.5,24,1.95,0.33,1.88
448,ESN: narma10,0.8772,0.6436,0.0948,0.1294,0.0356355,0.0702768,1000,0.5,0.6,0.95,0.8,0,999,0.5,24,1.96,0.34,1.88
449,ESN: narma10,0.9224,0.7661,0.083,0.1164,0.0273143,0.0568385,1000,0.5,0.6,0.95,0.9,0,999,0.5,24,1.87,0.37,1.47
450,ESN: narma10,0.9672,0.8605,0.0505,0.0878,0.0101415,0.0323299,1000,0.75,0.6,0.95,0,0,999,0.5,24,1.98,0.34,1.18
451,ESN: narma10,0.9715,0.8905,0.0477,0.0814,0.0090496,0.0278177,1000,0.75,0.6,0.95,0.1,0,999,0.5,24,1.16,0.31,1.57
452,ESN: narma10,0.9706,0.8927,0.0471,0.0789,0.0087999,0.026134,1000,0.75,0.6,0.95,0.2,0,999,0.5,24,1.31,0.32,1.93
453,ESN: narma10,0.961,0.8568,0.0558,0.0904,0.0123495,0.0343153,1000,0.75,0.6,0.95,0.3,0,999,0.5,24,1.65,0.3,1.77
454,ESN: narma10,0.9721,0.8796,0.0453,0.083,0.0081528,0.0288951,1000,0.75,0.6,0.95,0.4,0,999,0.5,24,1.88,0.3,1.9
455,ESN: narma10,0.9701,0.8762,0.0498,0.0849,0.0098344,0.0302369,1000,0.75,0.6,0.95,0.5,0,999,0.5,24,1.93,0.33,1.77
456,ESN: narma10,0.9686,0.8459,0.0485,0.0913,0.0093463,0.0349906,1000,0.75,0.6,0.95,0.6,0,999,0.5,24,2.14,0.29,1.68
457,ESN: narma10,0.969,0.8786,0.0473,0.0816,0.0088831,0.0279244,1000,0.75,0.6,0.95,0.7,0,999,0.5,24,1.99,0.32,1.8
458,ESN: narma10,0.9547,0.8517,0.0589,0.0918,0.0137931,0.0353685,1000,0.75,0.6,0.95,0.8,0,999,0.5,24,2.21,0.35,1.63
459,ESN: narma10,0.9743,0.9089,0.0471,0.0792,0.0088136,0.0263421,1000,0.75,0.6,0.95,0.9,0,999,0.5,24,1.85,0.31,1.76
460,ESN: narma10,0.9789,0.9034,0.0382,0.0735,0.0057853,0.0226605,1000,1,0.6,0.95,0,0,999,0.5,24,1.8,0.3,1.27
461,ESN: narma10,0.9806,0.911,0.0371,0.0721,0.0054699,0.0218503,1000,1,0.6,0.95,0.1,0,999,0.5,24,1.3,0.35,1.21
462,ESN: narma10,0.9821,0.916,0.0352,0.0689,0.0049059,0.0199079,1000,1,0.6,0.95,0.2,0,999,0.5,24,1.01,0.32,1.73
463,ESN: narma10,0.9755,0.889,0.042,0.0788,0.0069859,0.0260673,1000,1,0.6,0.95,0.3,0,999,0.5,24,1.23,0.28,1.95
464,ESN: narma10,0.9833,0.9146,0.034,0.07,0.0045779,0.0205874,1000,1,0.6,0.95,0.4,0,999,0.5,24,1.69,0.27,1.69
465,ESN: narma10,0.9828,0.9149,0.036,0.0705,0.0051327,0.0208766,1000,1,0.6,0.95,0.5,0,999,0.5,24,1.75,0.29,1.65
466,ESN: narma10,0.9805,0.8783,0.0368,0.0813,0.0053878,0.0277583,1000,1,0.6,0.95,0.6,0,999,0.5,24,1.82,0.32,1.65
467,ESN: narma10,0.9817,0.9013,0.0352,0.0732,0.0049284,0.0224739,1000,1,0.6,0.95,0.7,0,999,0.5,24,1.94,0.29,1.64
468,ESN: narma10,0.9725,0.8883,0.0443,0.0792,0.0078044,0.0263364,1000,1,0.6,0.95,0.8,0,999,0.5,24,1.81,0.31,1.9
469,ESN: narma10,0.9814,0.9209,0.0369,0.0704,0.0054086,0.0208092,1000,1,0.6,0.95,0.9,0,999,0.5,24,1.97,0.29,1.59
470,ESN: narma10,0.9815,0.9146,0.034,0.0687,0.0045964,0.0197861,1000,1.5,0.6,0.95,0,0,999,0.5,24,1.84,0.29,1.47
471,ESN: narma10,0.9822,0.891,0.0338,0.0768,0.0045332,0.0247734,1000,1.5,0.6,0.95,0.1,0,999,0.5,24,1.56,0.31,1.15
472,ESN: narma10,0.9869,0.9077,0.029,0.0701,0.0033284,0.0206345,1000,1.5,0.6,0.95,0.2,0,999,0.5,24,1.19,0.33,1.39
473,ESN: narma10,0.9812,0.8923,0.0351,0.0763,0.0048898,0.0244438,1000,1.5,0.6,0.95,0.3,0,999,0.5,24,1.19,0.32,1.83
474,ESN: narma10,0.9871,0.9077,0.029,0.0702,0.0033356,0.0206808,1000,1.5,0.6,0.95,0.4,0,999,0.5,24,1.6,0.29,1.78
475,ESN: narma10,0.9851,0.9072,0.0315,0.0715,0.0039282,0.0214903,1000,1.5,0.6,0.95,0.5,0,999,0.5,24,1.98,0.28,1.96
476,ESN: narma10,0.985,0.8737,0.0313,0.0814,0.0038812,0.0277874,1000,1.5,0.6,0.95,0.6,0,999,0.5,24,1.93,0.27,1.86
477,ESN: narma10,0.9856,0.8853,0.03,0.0771,0.0035724,0.024986,1000,1.5,0.6,0.95,0.7,0,999,0.5,24,2.01,0.34,1.83
478,ESN: narma10,0.9796,0.8777,0.0365,0.0811,0.0052986,0.0276054,1000,1.5,0.6,0.95,0.8,0,999,0.5,24,2.4,0.32,1.83
479,ESN: narma10,0.9819,0.9027,0.0343,0.0735,0.0046708,0.0226511,1000,1.5,0.6,0.95,0.9,0,999,0.5,24,1.83,0.32,1.88
480,ESN: narma10,0.9796,0.8895,0.0354,0.0767,0.0049697,0.0247112,1000,2,0.6,0.95,0,0,999,0.5,24,1.95,0.36,1.81
481,ESN: narma10,0.9803,0.8536,0.0352,0.087,0.004915,0.0317857,1000,2,0.6,0.95,0.1,0,999,0.5,24,1.86,0.29,1.21
482,ESN: narma10,0.9863,0.877,0.0292,0.0797,0.0033882,0.0266826,1000,2,0.6,0.95,0.2,0,999,0.5,24,1.42,0.32,1.23
483,ESN: narma10,0.981,0.8733,0.035,0.0815,0.0048568,0.0278929,1000,2,0.6,0.95,0.3,0,999,0.5,24,1.27,0.31,1.86
484,ESN: narma10,0.9845,0.8759,0.0313,0.0799,0.0038998,0.0268144,1000,2,0.6,0.95,0.4,0,999,0.5,24,1.41,0.37,1.79
485,ESN: narma10,0.9825,0.863,0.0336,0.084,0.0044681,0.0296536,1000,2,0.6,0.95,0.5,0,999,0.5,24,1.84,0.31,1.89
486,ESN: narma10,0.9828,0.8537,0.033,0.0866,0.0043217,0.0314553,1000,2,0.6,0.95,0.6,0,999,0.5,24,1.79,0.31,1.68
487,ESN: narma10,0.9853,0.8675,0.0302,0.0823,0.003613,0.028415,1000,2,0.6,0.95,0.7,0,999,0.5,24,2.39,0.31,1.81
488,ESN: narma10,0.9807,0.8496,0.0353,0.0889,0.0049406,0.0331508,1000,2,0.6,0.95,0.8,0,999,0.5,24,2.03,0.3,1.82
489,ESN: narma10,0.9799,0.8675,0.0357,0.0829,0.0050629,0.0288615,1000,2,0.6,0.95,0.9,0,999,0.5,24,1.85,0.4,1.74
490,ESN: narma10,0.2571,-0.1502,0.163,0.1827,0.105443,0.1400551,1000,0.1,0.7,0.95,0,0,999,0.5,24,2.0,0.42,1.6
491,ESN: narma10,0.2597,-0.1521,0.1629,0.1829,0.1052959,0.1404346,1000,0.1,0.7,0.95,0.1,0,999,0.5,24,1.78,0.34,1.39
492,ESN: narma10,0.2608,-0.1436,0.1629,0.1828,0.1053088,0.1402788,1000,0.1,0.7,0.95,0.2,0,999,0.5,24,2.02,0.3,1.19
493,ESN: narma10,0.2466,-0.1541,0.1636,0.1827,0.1062246,0.1401271,1000,0.1,0.7,0.95,0.3,0,999,0.5,24,1.17,0.28,1.21
494,ESN: narma10,0.2695,-0.1413,0.1623,0.1829,0.104566,0.1404469,1000,0.1,0.7,0.95,0.4,0,999,0.5,24,1.02,0.31,1.79
495,ESN: narma10,0.2419,-0.1515,0.1638,0.1824,0.106445,0.1397051,1000,0.1,0.7,0.95,0.5,0,999,0.5,24,1.45,0.31,1.83
496,ESN: narma10,0.253,-0.1536,0.1632,0.1826,0.1057115,0.1399447,1000,0.1,0.7,0.95,0.6,0,999,0.5,24,1.72,0.26,1.71
497,ESN: narma10,0.2709,-0.1349,0.1624,0.1831,0.1046334,0.1406916,1000,0.1,0.7,0.95,0.7,0,999,0.5,24,1.75,0.28,1.66
498,ESN: narma10,0.2478,-0.1526,0.1633,0.1818,0.1059065,0.1387037,1000,0.1,0.7,0.95,0.8,0,999,0.5,24,1.78,0.31,1.67
499,ESN: narma10,0.2469,-0.1477,0.1633,0.1808,0.1059049,0.1372813,1000,0.1,0.7,0.95,0.9,0,999,0.5,24,2.03,0.3,1.93
500,ESN: narma10,0.3802,-0.0776,0.1558,0.1782,0.0962929,0.1332375,1000,0.25,0.7,0.95,0,0,999,0.5,24,1.83,0.31,1.87
501,ESN: narma10,0.4191,-0.0431,0.1535,0.176,0.0935502,0.1300606,1000,0.25,0.7,0.95,0.1,0,999,0.5,24,2.06,0.31,1.41
502,ESN: narma10,0.43,-0.0274,0.1527,0.1757,0.0925004,0.1296403,1000,0.25,0.7,0.95,0.2,0,999,0.5,24,1.75,0.37,1.48
503,ESN: narma10,0.3847,-0.0645,0.1556,0.1766,0.0961433,0.1309876,1000,0.25,0.7,0.95,0.3,0,999,0.5,24,1.48,0.35,1.2
504,ESN: narma10,0.4799,0.0108,0.1498,0.173,0.0891126,0.1255751,1000,0.25,0.7,0.95,0.4,0,999,0.5,24,1.1,0.33,1.49
505,ESN: narma10,0.3595,-0.0684,0.157,0.1775,0.0978702,0.1323271,1000,0.25,0.7,0.95,0.5,0,999,0.5,24,1.21,0.36,1.93
506,ESN: narma10,0.4109,-0.0604,0.154,0.1765,0.09417,0.1308224,1000,0.25,0.7,0.95,0.6,0,999,0.5,24,2.0,0.44,1.82
507,ESN: narma10,0.4258,-0.0185,0.1529,0.1753,0.092822,0.1290112,1000,0.25,0.7,0.95,0.7,0,999,0.5,24,1.87,0.33,1.96
508,ESN: narma10,0.3557,-0.0798,0.1573,0.1771,0.098219,0.1317083,1000,0.25,0.7,0.95,0.8,0,999,0.5,24,1.66,0.31,1.86
