reservoir_name,reservoir_E,train_ridge_score,train_cor,train_r2,train_rmse,train_nmse,test_ridge_score,test_cor,test_r2,test_rmse,test_nmse,washout_data,learnmodel_time,testing_time,E,pred_tp,temporal_cor,temporal_r2,ridge_train_cor,ridge_train_r2,ridge_train_score,ridge_train_rmse,ridge_train_nmse,ridge_test_cor,ridge_test_r2,ridge_test_rmse,ridge_test_nmse
Tetrahymena Reservoir,6,0.3032,0.5507,0.3033,0.696902,0.577911,-0.8263,-0.4276,0.1829,1.394862,1.663652,0,0.0,0.0,6,42,0.5010858857339938,0.2510870648818211,0.23707396458518157,0.056204064684135926,0.23707396458518157,0.8110800892889714,0.782789747050806,0.5010858857339938,0.2510870648818211,1.106440739888405,1.0467827605105644
Tetrahymena Reservoir,6,0.298,0.546,0.2981,0.699234,0.581301,-0.8104,-0.4387,0.1925,1.388775,1.649165,0,0.0,0.0,6,43,0.4895041898328128,0.23961435186387842,0.21714216056954835,0.04715071789681152,0.21714216056954835,0.8146408318308287,0.7890196837614106,0.4895041898328128,0.23961435186387842,1.120148860996988,1.072881429177894
Tetrahymena Reservoir,6,0.292,0.5404,0.292,0.702061,0.584593,-0.7951,-0.4458,0.1988,1.381299,1.632581,0,0.0,0.0,6,44,0.4753850009057971,0.2259908990862047,0.19960021784531512,0.03984024696389725,0.19960021784531512,0.817557106405124,0.7927575118203967,0.4753850009057974,0.22599089908620498,1.1338462246102006,1.1000377027563766
Tetrahymena Reservoir,6,0.2863,0.5352,0.2864,0.704768,0.587535,-0.7797,-0.4505,0.2029,1.373586,1.615725,0,0.0,0.0,6,45,0.4606645092286214,0.2122117900628466,0.18274606500023174,0.03339612427306893,0.18274606500023174,0.8202124546344454,0.7957809059324407,0.46066450922862145,0.21221179006284666,1.147037494504952,1.126707120651591
Tetrahymena Reservoir,6,0.2821,0.5312,0.2822,0.706623,0.590085,-0.7562,-0.4556,0.2076,1.364482,1.594377,0,0.0,0.0,6,46,0.4476851581844751,0.20042200085865847,0.16409806069778568,0.026928173524774154,0.16409806069778568,0.8226804305555683,0.7998370265644533,0.4476851581844754,0.20042200085865877,1.1596968700531498,1.151714355889491
Tetrahymena Reservoir,6,0.2787,0.528,0.2788,0.708099,0.591956,-0.7324,-0.4557,0.2077,1.355199,1.572759,0,0.0,0.0,6,47,0.4344409070353701,0.18873890170571508,0.14567998994931936,0.02122265947163379,0.14567998994931936,0.8248793284059844,0.8033091184580261,0.43444090703537,0.18873890170571503,1.1720187709249994,1.1763185478530844
Tetrahymena Reservoir,6,0.2759,0.5253,0.276,0.709459,0.592598,-0.7162,-0.4493,0.2019,1.347144,1.555399,0,0.0,0.0,6,48,0.4187242769856533,0.1753300201371581,0.12948695339211863,0.0167668710987727,0.12948695339211863,0.8267141783661583,0.8046669754636632,0.41872427698565295,0.17533002013715782,1.1843198951740008,1.202131199075126
Tetrahymena Reservoir,6,0.2735,0.523,0.2736,0.710707,0.5929,-0.6997,-0.4352,0.1894,1.338777,1.537617,0,0.0,0.0,6,49,0.4026439706718803,0.162122167118418,0.11335544878237415,0.01284945776865345,0.11335544878237415,0.8284383523279466,0.8056022346114228,0.40264397067188046,0.16212216711841812,1.1963600555773235,1.2278782268964392
Tetrahymena Reservoir,6,0.2734,0.5229,0.2734,0.71063,0.592127,-0.6789,-0.4178,0.1746,1.330541,1.518755,0,0.0,0.0,6,50,0.3887554700469272,0.1511308154914073,0.09454833791289254,0.008939388202090512,0.09454833791289254,0.8299173132956932,0.8076024396967724,0.388755470046927,0.15113081549140717,1.2082518944177616,1.2524098060660083
Tetrahymena Reservoir,6,0.2734,0.5229,0.2734,0.710536,0.591285,-0.6527,-0.3831,0.1468,1.320124,1.495069,0,0.0,0.0,6,51,0.37479820666599867,0.14047369572004864,0.07554729293822901,0.005707393470294587,0.07554729293822901,0.831169253991105,0.8091019098446575,0.37479820666599867,0.14047369572004864,1.219992721837984,1.2768679011347612
Tetrahymena Reservoir,6,0.2715,0.5211,0.2716,0.711596,0.591195,-0.6327,-0.3312,0.1097,1.310261,1.474234,0,0.0,0.0,6,52,0.35837022882580105,0.128429220908657,0.058824664287530186,0.003460341128540629,0.058824664287530186,0.832290170689176,0.8087473117132975,0.358370228825801,0.12842922090865697,1.2316418603504669,1.3026261962893237
Tetrahymena Reservoir,6,0.2701,0.5197,0.2701,0.7125,0.590813,-0.6103,-0.2614,0.0684,1.299387,1.451274,0,0.0,0.0,6,53,0.34183875804261316,0.11685373650011623,0.0421306389855948,0.0017749907413345202,0.0421306389855948,0.8332244621119943,0.8079875208958257,0.34183875804261343,0.1168537365001164,1.243044879137482,1.3281458051822428
Tetrahymena Reservoir,6,0.2714,0.521,0.2714,0.711916,0.589052,-0.5823,-0.188,0.0353,1.288033,1.426021,0,0.0,0.0,6,54,0.3278449965558836,0.10748234176672734,0.023117166690606244,0.0005344033958012748,0.023117166690606244,0.8338067785825095,0.8080300395956977,0.3278449965558838,0.10748234176672745,1.2540605599415606,1.3517897730836514
Tetrahymena Reservoir,6,0.2727,0.5223,0.2728,0.711378,0.587341,-0.5506,-0.1022,0.0105,1.275055,1.397431,0,0.0,0.0,6,55,0.31384319815101436,0.09849755302565687,0.0044104930744732216,1.945244915997625e-05,0.0044104930744732216,0.8341388754980754,0.8075446053750941,0.3138431981510146,0.098497553025657,1.2646835106396133,1.3747883701432446
Tetrahymena Reservoir,6,0.2751,0.5246,0.2752,0.710558,0.58402,-0.5249,-0.0125,0.0002,1.262622,1.371646,0,0.0,0.0,6,56,0.29700348397960835,0.08821106949602547,0.011016461931361392,0.00012136243348513479,0.011016461931361392,0.8345222365066342,0.8055712514463654,-0.2970034839796084,0.0882110694960255,1.2747031762766,1.398019639545203
Tetrahymena Reservoir,6,0.2792,0.5284,0.2792,0.708949,0.579411,-0.4992,0.072,0.0052,1.250133,1.345961,0,0.0,0.0,6,57,0.2799621295175962,0.0783787939640273,0.025744074852462318,0.0006627573900091828,0.025744074852462318,0.8347603838422565,0.8033035064327373,-0.2799621295175959,0.07837879396402715,1.2841365879822673,1.4201766736053976
Tetrahymena Reservoir,6,0.286,0.5349,0.2861,0.705902,0.573522,-0.4675,0.1445,0.0209,1.236828,1.317463,0,0.0,0.0,6,58,0.26551383462729783,0.07049759637849205,0.042200086187567626,0.001780847274238136,0.042200086187567626,0.834678803628527,0.8018628963448712,-0.26551383462729766,0.07049759637849197,1.2927762159594367,1.4393507608988119
Tetrahymena Reservoir,6,0.2971,0.5451,0.2972,0.700765,0.564291,-0.4409,0.1947,0.0379,1.225585,1.29362,0,0.0,0.0,6,59,0.2508370081753198,0.06291920467034545,0.05806807449975448,0.0033719012761090363,0.05806807449975448,0.8344360531886017,0.8001006722736904,-0.2508370081753197,0.0629192046703454,1.300857233565831,1.4574014832542885
Tetrahymena Reservoir,6,0.306,0.5532,0.306,0.696898,0.556136,-0.4192,0.2502,0.0626,1.214496,1.271565,0,0.0,0.0,6,60,0.23291382660983517,0.05424885062603636,0.07054110860734601,0.004976048003553385,0.07054110860734601,0.8344468237427991,0.7973342277742697,-0.23291382660983515,0.05424885062603635,1.3082841899122701,1.4755391260579926
Tetrahymena Reservoir,6,0.3152,0.5615,0.3152,0.692871,0.54782,-0.4001,0.2956,0.0874,1.204493,1.251941,0,0.01,0.0,6,61,0.21465067896111106,0.04607491397846597,0.08251390377659198,0.006808544316452681,0.08251390377659198,0.8344109638321227,0.7944992482630853,-0.21465067896111104,0.046074913978465956,1.31517780674776,1.4926016536651863
Tetrahymena Reservoir,6,0.3254,0.5704,0.3254,0.688176,0.539541,-0.3782,0.3306,0.1093,1.195063,1.232413,0,0.0,0.0,6,62,0.1992533195244378,0.03970188534150771,0.09716804870468217,0.009441629689075486,0.09716804870468217,0.8338736192553293,0.792184172988935,-0.19925331952443764,0.03970188534150764,1.3217833668916446,1.5076326705145595
Tetrahymena Reservoir,6,0.3348,0.5786,0.3348,0.683849,0.531916,-0.3603,0.3593,0.1291,1.187262,1.216377,0,0.0,0.0,6,63,0.1836341952561499,0.03372151766737379,0.11196554392664655,0.012536283026789819,0.11196554392664655,0.8331623676541127,0.7895533716690578,-0.18363419525614977,0.03372151766737374,1.3281915443717152,1.5222865045578062
Tetrahymena Reservoir,6,0.3445,0.587,0.3446,0.679465,0.523321,-0.35,0.3837,0.1472,1.180981,1.204734,0,0.0,0.0,6,64,0.16449401287907459,0.027058280273061154,0.12403514036878924,0.01538471604630525,0.12403514036878924,0.832750227870084,0.786074444672422,-0.16449401287907436,0.02705828027306108,1.3343570126561872,1.537975176506395
Tetrahymena Reservoir,6,0.3535,0.5946,0.3535,0.675499,0.515384,-0.3418,0.4049,0.1639,1.175475,1.194883,0,0.0,0.0,6,65,0.14486687832505565,0.02098641243564648,0.13641158428774605,0.018608120327892847,0.13641158428774605,0.832253805854794,0.7823349795905589,-0.14486687832505557,0.020986412435646456,1.3404055990920276,1.5537131467256562
Tetrahymena Reservoir,6,0.3633,0.6028,0.3634,0.670846,0.507504,-0.3311,0.4197,0.1761,1.170772,1.185341,0,0.0,0.0,6,66,0.1284023489973588,0.01648716322803953,0.15236144484121764,0.023214009874103405,0.15236144484121764,0.8309262663168566,0.7786072788715294,-0.1284023489973586,0.01648716322803948,1.346591957736862,1.5680879112603083
Tetrahymena Reservoir,6,0.373,0.6108,0.373,0.666249,0.499793,-0.3237,0.4299,0.1848,1.16753,1.178785,0,0.0,0.0,6,67,0.11165056786044382,0.012465849303559571,0.16892853180897982,0.028536848859137508,0.16892853180897982,0.8293020061603686,0.7743577879088179,-0.11165056786044378,0.01246584930355956,1.3527829380846264,1.5825396800243492
Tetrahymena Reservoir,6,0.3825,0.6185,0.3825,0.66188,0.491518,-0.3214,0.4427,0.196,1.164601,1.174215,0,0.0,0.0,6,68,0.09115949457256371,0.008310053450725273,0.18301524494279525,0.033494579881471344,0.18301524494279525,0.8280540987877402,0.7693032139721183,-0.09115949457256367,0.008310053450725266,1.3589099259823914,1.598729687020003
Tetrahymena Reservoir,6,0.392,0.6262,0.3921,0.657439,0.483237,-0.3193,0.4554,0.2074,1.161727,1.169768,0,0.0,0.0,6,69,0.07041888639651747,0.004958819561325633,0.1976671674574339,0.03907230909064521,0.1976671674574339,0.8265243674220316,0.7637667505602277,-0.07041888639651758,0.004958819561325649,1.365081501139514,1.6151333695972596
Tetrahymena Reservoir,6,0.4049,0.6364,0.405,0.650928,0.472988,-0.3153,0.459,0.2107,1.159953,1.166196,0,0.0,0.0,6,70,0.05329102061540734,0.0028399328782317697,0.2157490072275554,0.04654763411967576,0.2157490072275554,0.8239545877282817,0.7578632711160764,-0.05329102061540779,0.002839932878231818,1.3712440361177236,1.6297490281366014
Tetrahymena Reservoir,6,0.4178,0.6464,0.4178,0.644395,0.462866,-0.3084,0.4664,0.2176,1.156928,1.160122,0,0.0,0.0,6,71,0.03611818756166155,0.0013045234727393628,0.23378364829191428,0.05465479420867748,0.23378364829191428,0.8211130396064176,0.7515488475899245,-0.036118187561661665,0.0013045234727393714,1.3770661717582957,1.6436178412950229
Tetrahymena Reservoir,6,0.4297,0.6556,0.4298,0.63845,0.452863,-0.3028,0.481,0.2314,1.152471,1.152526,0,0.0,0.0,6,72,0.015271481210476884,0.00023321813836194851,0.24849598712082643,0.06175025561515394,0.24849598712082643,0.8189150942091038,0.7450601568203453,-0.015271481210476844,0.0002332181383619473,1.3824140971377943,1.6583159789825352
Tetrahymena Reservoir,6,0.4418,0.6648,0.4419,0.632357,0.442766,-0.2943,0.4978,0.2478,1.146652,1.142404,0,0.0,0.0,6,73,-0.005770664386667592,3.3300567463553655e-05,0.26276687960534933,0.06904643301753215,0.26276687960534933,0.8166727375817927,0.7384915032341209,0.005770664386667598,3.330056746355373e-05,1.3872404292874732,1.6720903979198205
