"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/02/28 15:24'32","44255.6420370370","  22.2000","","","","","","","",
"2021/02/28 15:25'32","44255.6427314815","  22.3000","","","","","","","",
"2021/02/28 15:26'32","44255.6434259259","  22.4000","","","","","","","",
"2021/02/28 15:27'32","44255.6441203704","  22.5000","","","","","","","",
"2021/02/28 15:28'32","44255.6448148148","  22.6000","","","","","","","",
"2021/02/28 15:29'32","44255.6455092593","  22.7000","","","","","","","",
"2021/02/28 15:30'32","44255.6462037037","  22.8000","","","","","","","",
"2021/02/28 15:31'32","44255.6468981481","  22.8000","","","","","","","",
"2021/02/28 15:32'32","44255.6475925926","  22.9000","","","","","","","",
"2021/02/28 15:33'32","44255.6482870370","  23.0000","","","","","","","",
"2021/02/28 15:34'32","44255.6489814815","  23.0000","","","","","","","",
"2021/02/28 15:35'32","44255.6496759259","  23.0000","","","","","","","",
"2021/02/28 15:36'32","44255.6503703704","  23.0000","","","","","","","",
"2021/02/28 15:37'32","44255.6510648148","  22.9000","","","","","","","",
"2021/02/28 15:38'32","44255.6517592593","  22.8000","","","","","","","",
"2021/02/28 15:39'32","44255.6524537037","  22.8000","","","","","","","",
"2021/02/28 15:40'32","44255.6531481481","  22.8000","","","","","","","",
"2021/02/28 15:41'32","44255.6538425926","  22.8000","","","","","","","",
"2021/02/28 15:42'32","44255.6545370370","  22.8000","","","","","","","",
"2021/02/28 15:43'32","44255.6552314815","  22.9000","","","","","","","",
"2021/02/28 15:44'32","44255.6559259259","  22.9000","","","","","","","",
"2021/02/28 15:45'32","44255.6566203704","  22.8000","","","","","","","",
"2021/02/28 15:46'32","44255.6573148148","  22.6000","","","","","","","",
"2021/02/28 15:47'32","44255.6580092593","  22.4000","","","","","","","",
"2021/02/28 15:48'32","44255.6587037037","  22.0000","","","","","","","",
"2021/02/28 15:49'32","44255.6593981481","  21.6000","","","","","","","",
"2021/02/28 15:50'32","44255.6600925926","  21.0000","","","","","","","",
"2021/02/28 15:51'32","44255.6607870370","  20.5000","","","","","","","",
"2021/02/28 15:52'32","44255.6614814815","  20.0000","","","","","","","",
