"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/03/26 13:35'56","44281.5666203704","  21.4000","","","","","","","",
"2021/03/26 13:36'56","44281.5673148148","  21.1000","","","","","","","",
"2021/03/26 13:37'56","44281.5680092593","  20.3000","","","","","","","",
"2021/03/26 13:38'56","44281.5687037037","  20.2000","","","","","","","",
"2021/03/26 13:39'56","44281.5693981481","  20.3000","","","","","","","",
"2021/03/26 13:40'56","44281.5700925926","  20.4000","","","","","","","",
"2021/03/26 13:41'56","44281.5707870370","  20.5000","","","","","","","",
"2021/03/26 13:42'56","44281.5714814815","  19.8000","","","","","","","",
"2021/03/26 13:43'56","44281.5721759259","  19.7000","","","","","","","",
"2021/03/26 13:44'56","44281.5728703704","  19.8000","","","","","","","",
"2021/03/26 13:45'56","44281.5735648148","  19.9000","","","","","","","",
"2021/03/26 13:46'56","44281.5742592593","  19.5000","","","","","","","",
"2021/03/26 13:47'56","44281.5749537037","  19.2000","","","","","","","",
"2021/03/26 13:48'56","44281.5756481481","  19.0000","","","","","","","",
"2021/03/26 13:49'56","44281.5763425926","  18.3000","","","","","","","",
"2021/03/26 13:50'56","44281.5770370370","  18.2000","","","","","","","",
"2021/03/26 13:51'56","44281.5777314815","  17.4000","","","","","","","",
"2021/03/26 13:52'56","44281.5784259259","  17.4000","","","","","","","",
"2021/03/26 13:53'56","44281.5791203704","  17.0000","","","","","","","",
"2021/03/26 13:54'56","44281.5798148148","  17.0000","","","","","","","",
"2021/03/26 13:55'56","44281.5805092593","  17.0000","","","","","","","",
"2021/03/26 13:56'56","44281.5812037037","  16.6000","","","","","","","",
"2021/03/26 13:57'56","44281.5818981481","  16.9000","","","","","","","",
"2021/03/26 13:58'56","44281.5825925926","  17.3000","","","","","","","",
"2021/03/26 13:59'56","44281.5832870370","  17.7000","","","","","","","",
"2021/03/26 14:00'56","44281.5839814815","  18.1000","","","","","","","",
"2021/03/26 14:01'56","44281.5846759259","  18.4000","","","","","","","",
"2021/03/26 14:02'56","44281.5853703704","  18.7000","","","","","","","",
"2021/03/26 14:03'56","44281.5860648148","  18.3000","","","","","","","",
"2021/03/26 14:04'56","44281.5867592593","  18.2000","","","","","","","",
"2021/03/26 14:05'56","44281.5874537037","  18.4000","","","","","","","",
"2021/03/26 14:06'56","44281.5881481481","  18.4000","","","","","","","",
"2021/03/26 14:07'56","44281.5888425926","  18.1000","","","","","","","",
"2021/03/26 14:08'56","44281.5895370370","  18.2000","","","","","","","",
"2021/03/26 14:09'56","44281.5902314815","  18.5000","","","","","","","",
"2021/03/26 14:10'56","44281.5909259259","  18.7000","","","","","","","",
"2021/03/26 14:11'56","44281.5916203704","  18.2000","","","","","","","",
"2021/03/26 14:12'56","44281.5923148148","  18.2000","","","","","","","",
"2021/03/26 14:13'56","44281.5930092593","  18.4000","","","","","","","",
"2021/03/26 14:14'56","44281.5937037037","  18.5000","","","","","","","",
"2021/03/26 14:15'56","44281.5943981481","  18.0000","","","","","","","",
"2021/03/26 14:16'56","44281.5950925926","  18.1000","","","","","","","",
"2021/03/26 14:17'56","44281.5957870370","  18.4000","","","","","","","",
"2021/03/26 14:18'56","44281.5964814815","  17.9000","","","","","","","",
"2021/03/26 14:19'56","44281.5971759259","  17.9000","","","","","","","",
"2021/03/26 14:20'56","44281.5978703704","  18.1000","","","","","","","",
"2021/03/26 14:21'56","44281.5985648148","  17.7000","","","","","","","",
"2021/03/26 14:22'56","44281.5992592593","  17.6000","","","","","","","",
"2021/03/26 14:23'56","44281.5999537037","  17.8000","","","","","","","",
"2021/03/26 14:24'56","44281.6006481481","  17.3000","","","","","","","",
"2021/03/26 14:25'56","44281.6013425926","  17.4000","","","","","","","",
"2021/03/26 14:26'56","44281.6020370370","  17.4000","","","","","","","",
"2021/03/26 14:27'56","44281.6027314815","  16.9000","","","","","","","",
"2021/03/26 14:28'56","44281.6034259259","  16.9000","","","","","","","",
"2021/03/26 14:29'56","44281.6041203704","  16.3000","","","","","","","",
"2021/03/26 14:30'56","44281.6048148148","  16.2000","","","","","","","",
"2021/03/26 14:31'56","44281.6055092593","  15.5000","","","","","","","",
"2021/03/26 14:32'56","44281.6062037037","  15.6000","","","","","","","",
"2021/03/26 14:33'56","44281.6068981481","  15.2000","","","","","","","",
"2021/03/26 14:34'56","44281.6075925926","  15.3000","","","","","","","",
"2021/03/26 14:35'56","44281.6082870370","  15.0000","","","","","","","",
"2021/03/26 14:36'56","44281.6089814815","  15.0000","","","","","","","",
"2021/03/26 14:37'56","44281.6096759259","  15.0000","","","","","","","",
"2021/03/26 14:38'56","44281.6103703704","  14.9000","","","","","","","",
"2021/03/26 14:39'56","44281.6110648148","  15.3000","","","","","","","",
"2021/03/26 14:40'56","44281.6117592593","  14.9000","","","","","","","",
"2021/03/26 14:41'56","44281.6124537037","  15.2000","","","","","","","",
"2021/03/26 14:42'56","44281.6131481481","  14.8000","","","","","","","",
