"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/04/15 16:30'23","44301.6877662037","  25.2000","","","","","","","",
"2021/04/15 16:31'23","44301.6884606481","  25.1000","","","","","","","",
"2021/04/15 16:32'23","44301.6891550926","  25.0000","","","","","","","",
"2021/04/15 16:33'23","44301.6898495370","  25.0000","","","","","","","",
"2021/04/15 16:34'23","44301.6905439815","  24.9000","","","","","","","",
"2021/04/15 16:35'23","44301.6912384259","  24.8000","","","","","","","",
"2021/04/15 16:36'23","44301.6919328704","  24.8000","","","","","","","",
"2021/04/15 16:37'23","44301.6926273148","  24.9000","","","","","","","",
"2021/04/15 16:38'23","44301.6933217593","  25.0000","","","","","","","",
"2021/04/15 16:39'23","44301.6940162037","  25.2000","","","","","","","",
"2021/04/15 16:40'23","44301.6947106481","  25.3000","","","","","","","",
"2021/04/15 16:41'23","44301.6954050926","  25.4000","","","","","","","",
"2021/04/15 16:42'23","44301.6960995370","  25.3000","","","","","","","",
"2021/04/15 16:43'23","44301.6967939815","  25.3000","","","","","","","",
"2021/04/15 16:44'23","44301.6974884259","  25.2000","","","","","","","",
"2021/04/15 16:45'23","44301.6981828704","  25.1000","","","","","","","",
"2021/04/15 16:46'23","44301.6988773148","  25.1000","","","","","","","",
"2021/04/15 16:47'23","44301.6995717593","  25.0000","","","","","","","",
"2021/04/15 16:48'23","44301.7002662037","  25.0000","","","","","","","",
"2021/04/15 16:49'23","44301.7009606481","  24.9000","","","","","","","",
"2021/04/15 16:50'23","44301.7016550926","  24.8000","","","","","","","",
"2021/04/15 16:51'23","44301.7023495370","  24.9000","","","","","","","",
"2021/04/15 16:52'23","44301.7030439815","  25.0000","","","","","","","",
"2021/04/15 16:53'23","44301.7037384259","  25.1000","","","","","","","",
"2021/04/15 16:54'23","44301.7044328704","  25.2000","","","","","","","",
"2021/04/15 16:55'23","44301.7051273148","  25.4000","","","","","","","",
"2021/04/15 16:56'23","44301.7058217593","  25.4000","","","","","","","",
"2021/04/15 16:57'23","44301.7065162037","  25.3000","","","","","","","",
"2021/04/15 16:58'23","44301.7072106481","  25.2000","","","","","","","",
"2021/04/15 16:59'23","44301.7079050926","  25.2000","","","","","","","",
