"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/04/16 15:37'39","44302.6511458333","  21.7000","","","","","","","",
"2021/04/16 15:38'39","44302.6518402778","  22.2000","","","","","","","",
"2021/04/16 15:39'39","44302.6525347222","  22.7000","","","","","","","",
"2021/04/16 15:40'39","44302.6532291667","  23.2000","","","","","","","",
"2021/04/16 15:41'39","44302.6539236111","  23.7000","","","","","","","",
"2021/04/16 15:42'39","44302.6546180556","  24.0000","","","","","","","",
"2021/04/16 15:43'39","44302.6553125000","  24.4000","","","","","","","",
"2021/04/16 15:44'39","44302.6560069444","  24.6000","","","","","","","",
"2021/04/16 15:45'39","44302.6567013889","  24.8000","","","","","","","",
"2021/04/16 15:46'39","44302.6573958333","  24.9000","","","","","","","",
"2021/04/16 15:47'39","44302.6580902778","  25.0000","","","","","","","",
"2021/04/16 15:48'39","44302.6587847222","  25.1000","","","","","","","",
"2021/04/16 15:49'39","44302.6594791667","  25.2000","","","","","","","",
"2021/04/16 15:50'39","44302.6601736111","  25.3000","","","","","","","",
"2021/04/16 15:51'39","44302.6608680556","  25.3000","","","","","","","",
"2021/04/16 15:52'39","44302.6615625000","  25.4000","","","","","","","",
"2021/04/16 15:53'39","44302.6622569444","  25.5000","","","","","","","",
"2021/04/16 15:54'39","44302.6629513889","  25.5000","","","","","","","",
"2021/04/16 15:55'39","44302.6636458333","  25.5000","","","","","","","",
"2021/04/16 15:56'39","44302.6643402778","  25.4000","","","","","","","",
"2021/04/16 15:57'39","44302.6650347222","  25.4000","","","","","","","",
"2021/04/16 15:58'39","44302.6657291667","  25.3000","","","","","","","",
"2021/04/16 15:59'39","44302.6664236111","  25.2000","","","","","","","",
"2021/04/16 16:00'39","44302.6671180556","  25.1000","","","","","","","",
"2021/04/16 16:01'39","44302.6678125000","  25.0000","","","","","","","",
"2021/04/16 16:02'39","44302.6685069444","  24.9000","","","","","","","",
"2021/04/16 16:03'39","44302.6692013889","  24.9000","","","","","","","",
"2021/04/16 16:04'39","44302.6698958333","  24.8000","","","","","","","",
"2021/04/16 16:05'39","44302.6705902778","  24.8000","","","","","","","",
"2021/04/16 16:06'39","44302.6712847222","  24.8000","","","","","","","",
"2021/04/16 16:07'39","44302.6719791667","  24.9000","","","","","","","",
"2021/04/16 16:08'39","44302.6726736111","  25.0000","","","","","","","",
"2021/04/16 16:09'39","44302.6733680556","  25.2000","","","","","","","",
"2021/04/16 16:10'39","44302.6740625000","  25.2000","","","","","","","",
"2021/04/16 16:11'39","44302.6747569444","  25.3000","","","","","","","",
"2021/04/16 16:12'39","44302.6754513889","  25.2000","","","","","","","",
"2021/04/16 16:13'39","44302.6761458333","  25.2000","","","","","","","",
"2021/04/16 16:14'39","44302.6768402778","  25.1000","","","","","","","",
"2021/04/16 16:15'39","44302.6775347222","  25.0000","","","","","","","",
"2021/04/16 16:16'39","44302.6782291667","  24.9000","","","","","","","",
"2021/04/16 16:17'39","44302.6789236111","  24.9000","","","","","","","",
"2021/04/16 16:18'39","44302.6796180556","  24.8000","","","","","","","",
"2021/04/16 16:19'39","44302.6803125000","  24.8000","","","","","","","",
"2021/04/16 16:20'39","44302.6810069444","  24.9000","","","","","","","",
"2021/04/16 16:21'39","44302.6817013889","  25.0000","","","","","","","",
"2021/04/16 16:22'39","44302.6823958333","  25.1000","","","","","","","",
"2021/04/16 16:23'39","44302.6830902778","  25.3000","","","","","","","",
"2021/04/16 16:24'39","44302.6837847222","  25.3000","","","","","","","",
"2021/04/16 16:25'39","44302.6844791667","  25.3000","","","","","","","",
"2021/04/16 16:26'39","44302.6851736111","  25.3000","","","","","","","",
"2021/04/16 16:27'39","44302.6858680556","  25.2000","","","","","","","",
"2021/04/16 16:28'39","44302.6865625000","  25.1000","","","","","","","",
"2021/04/16 16:29'39","44302.6872569444","  25.0000","","","","","","","",
