"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/05/11 15:19'47","44327.6387384259","  22.7000","","","","","","","",
"2021/05/11 15:20'47","44327.6394328704","  22.3000","","","","","","","",
"2021/05/11 15:21'47","44327.6401273148","  20.6000","","","","","","","",
"2021/05/11 15:22'47","44327.6408217593","  20.0000","","","","","","","",
"2021/05/11 15:23'47","44327.6415162037","  20.3000","","","","","","","",
"2021/05/11 15:24'47","44327.6422106481","  20.0000","","","","","","","",
"2021/05/11 15:25'47","44327.6429050926","  19.7000","","","","","","","",
"2021/05/11 15:26'47","44327.6435995370","  20.0000","","","","","","","",
"2021/05/11 15:27'47","44327.6442939815","  19.8000","","","","","","","",
"2021/05/11 15:28'47","44327.6449884259","  19.4000","","","","","","","",
"2021/05/11 15:29'47","44327.6456828704","  19.7000","","","","","","","",
"2021/05/11 15:30'47","44327.6463773148","  19.4000","","","","","","","",
"2021/05/11 15:31'47","44327.6470717593","  18.9000","","","","","","","",
"2021/05/11 15:32'47","44327.6477662037","  18.7000","","","","","","","",
"2021/05/11 15:33'47","44327.6484606481","  17.8000","","","","","","","",
"2021/05/11 15:34'47","44327.6491550926","  17.7000","","","","","","","",
"2021/05/11 15:35'47","44327.6498495370","  16.8000","","","","","","","",
"2021/05/11 15:36'47","44327.6505439815","  17.0000","","","","","","","",
"2021/05/11 15:37'47","44327.6512384259","  16.6000","","","","","","","",
"2021/05/11 15:38'47","44327.6519328704","  16.6000","","","","","","","",
"2021/05/11 15:39'47","44327.6526273148","  16.5000","","","","","","","",
"2021/05/11 15:40'47","44327.6533217593","  16.2000","","","","","","","",
"2021/05/11 15:41'47","44327.6540162037","  16.8000","","","","","","","",
"2021/05/11 15:42'47","44327.6547106481","  17.4000","","","","","","","",
"2021/05/11 15:43'47","44327.6554050926","  17.2000","","","","","","","",
"2021/05/11 15:44'47","44327.6560995370","  17.6000","","","","","","","",
"2021/05/11 15:45'47","44327.6567939815","  18.1000","","","","","","","",
"2021/05/11 15:46'47","44327.6574884259","  18.4000","","","","","","","",
"2021/05/11 15:47'47","44327.6581828704","  18.0000","","","","","","","",
"2021/05/11 15:48'47","44327.6588773148","  18.3000","","","","","","","",
