"time_rec","temperature","temperature_input","density","mean_area","nndist","nndist_sd","nndist_skew","nndist_kurt","density_resid","density_rel_resid","density_rel_resid10","density_dif","density_rel_dif"
2021-03-16 16:07:00,23.5,12,102,165.4,NA,NA,NA,NA,17.0154587649764,0.19788974297668,0.17913924248858,NA,NA
2021-03-16 16:08:00,23.4,12,106,167.65,NA,NA,NA,NA,21.068772101695,0.245181788006306,0.221937212528787,4,0.0421357659492519
2021-03-16 16:09:00,22.3,12,104,161.53,NA,NA,NA,NA,19.1220863450613,0.222665939718636,0.201544127694446,-2,-0.0210797215384919
2021-03-16 16:10:00,20.7,12,105,166.59,NA,NA,NA,NA,20.1754030360433,0.235077166100847,0.212765502643834,1,0.0105457869795081
2021-03-16 16:11:00,19.2,12,97,160.98,NA,NA,NA,NA,12.228724464773,0.142573657538148,0.129034081220363,-8,-0.0844137630818777
2021-03-16 16:12:00,17.7,11,106,173.42,NA,NA,NA,NA,21.2820536555766,0.248280022599413,0.224688715042252,9,0.0950189520291141
2021-03-16 16:13:00,16.5,11,85,175.62,NA,NA,NA,NA,0.335394351951308,0.00391520336099119,0.00354297521925129,-21,-0.221835815574732
2021-03-16 16:14:00,15.6,11,70,174.1,NA,NA,NA,NA,-14.6112489982749,-0.170669732882471,-0.154434585241943,-15,-0.158543515267082
2021-03-16 16:15:00,15.6,11,59,163.88,NA,NA,NA,NA,-25.5578712578779,-0.298720279994357,-0.270288141197399,-11,-0.116330876040975
2021-03-16 16:16:00,15,11,42,178.81,NA,NA,NA,NA,-42.5044666150355,-0.497102295326797,-0.449761457182448,-17,-0.179885677459529
2021-03-16 16:17:00,14.9,12,28,155.61,NA,NA,NA,NA,-56.4510285981592,-0.660624330967558,-0.597675106729857,-14,-0.148224960678411
2021-03-16 16:18:00,14.7,12,33,155.61,NA,NA,NA,NA,-51.3975500906162,-0.601862114733658,-0.544479703565119,5,0.0529674763296282
2021-03-16 16:19:00,14.5,12,28,170.29,NA,NA,NA,NA,-56.3440233454437,-0.660198818110319,-0.597218788721105,-5,-0.0529975277998496
2021-03-16 16:20:00,14.7,12,20,144.5,NA,NA,NA,NA,-64.2904400000431,-0.753782487228479,-0.681834128677461,-8,-0.08484423235268
2021-03-16 16:21:00,14.5,12,25,151.8,NA,NA,NA,NA,-59.2367910907791,-0.694967400024411,-0.628595163365856,5,0.0530578338048855
2021-03-16 16:22:00,14.9,13.6,33,164.39,NA,NA,NA,NA,-51.1830670675698,-0.600859640648727,-0.543442347559732,8,0.08494095859356
2021-03-16 16:23:00,14.7,13.6,34,154.47,NA,NA,NA,NA,-50.1292578084201,-0.588860505764544,-0.532557665656445,1,0.0106236894169016
2021-03-16 16:24:00,15.2,13.6,41,157.15,NA,NA,NA,NA,-43.0753526339454,-0.506320001038283,-0.457881383677195,7,0.0744084375345203
2021-03-16 16:25:00,15.1,13.6,39,145.82,NA,NA,NA,NA,-45.0213403217677,-0.529529882161236,-0.478841720057377,-2,-0.0212717665282772
2021-03-16 16:26:00,15.5,13.6,44,144.52,NA,NA,NA,NA,-39.9672091209643,-0.470383922626821,-0.425331448010996,5,0.0532100511101103
2021-03-16 16:27:00,15.6,14.3,52,144.88,NA,NA,NA,NA,-31.9129467663864,-0.375831342353413,-0.33981413495393,8,0.0851852729092016
2021-03-16 16:28:00,15.9,14.3,55,138.84,NA,NA,NA,NA,-28.8585404929987,-0.340078209280387,-0.307468455629332,3,0.0319629943555801
2021-03-16 16:29:00,16.3,14.3,56,134.11,NA,NA,NA,NA,-27.8039770501199,-0.327861711411189,-0.296405098424249,1,0.0106605288117575
2021-03-16 16:30:00,16.2,14.3,60,135.38,NA,NA,NA,NA,-23.7492427156283,-0.280229556685546,-0.253327301935383,4,0.0426670113179954
2021-03-16 16:31:00,16.7,14.3,62,137.13,NA,NA,NA,NA,-21.6943233101324,-0.256148493337619,-0.231543625522859,2,0.0213460104021512
2021-03-16 16:32:00,16.5,13.9,64,142.91,NA,NA,NA,NA,-19.6392042110824,-0.232034367455908,-0.209732711598214,2,0.0213585753622197
2021-03-16 16:33:00,16.9,13.9,65,136.58,NA,NA,NA,NA,-18.583870366795,-0.219709387690732,-0.198579843876537,1,0.01068560208165
2021-03-16 16:34:00,16.7,13.9,66,137.68,NA,NA,NA,NA,-17.528306310504,-0.207366112910408,-0.1874117794063,1,0.0106919502709735
2021-03-16 16:35:00,16.9,13.9,70,136.73,NA,NA,NA,NA,-13.4724961742747,-0.159489736712454,-0.1441332662087,4,0.042793336689579
2021-03-16 16:36:00,16.8,13.9,74,132.86,NA,NA,NA,NA,-9.41642370290784,-0.111547294825599,-0.100800515901333,4,0.0428190230523315
2021-03-16 16:37:00,16.7,12.7,73,134.49,NA,NA,NA,NA,-10.360072267774,-0.122807768998732,-0.110968982950894,-1,-0.0107112170728841
2021-03-16 16:38:00,16.8,12.7,75,143.03,NA,NA,NA,NA,-8.30342488059692,-0.0984945142188505,-0.0889937844320893,2,0.021435440366311
2021-03-16 16:39:00,16.5,12.7,73,141.58,NA,NA,NA,NA,-10.2464642071639,-0.121624857536705,-0.109885820275208,-2,-0.0214485344512073
2021-03-16 16:40:00,16.6,12.7,76,140.38,NA,NA,NA,NA,-7.18917258100792,-0.0853930780005305,-0.077146007222679,3,0.0321925811434046
2021-03-16 16:41:00,16.1,12.7,75,139.13,NA,NA,NA,NA,-8.13153201700143,-0.0966526083865984,-0.0873123403093932,-1,-0.0107375018787161
2021-03-16 16:42:00,16.3,11.2,79,137.46,NA,NA,NA,NA,-4.07352422487889,-0.0484519266015802,-0.0437667345123591,4,0.0429767759769837
2021-03-16 16:43:00,15.8,11.2,82,139.65,NA,NA,NA,NA,-1.01513062272866,-0.012082711949677,-0.0109136074521712,3,0.0322528171483062
2021-03-16 16:44:00,15.9,11.2,85,138.79,NA,NA,NA,NA,2.04366764958934,0.0243420310580052,0.0219852440163623,3,0.0322732182321036
2021-03-16 16:45:00,15.4,11.2,83,134.88,NA,NA,NA,NA,0.1028897171323,0.00122637974997491,0.00110756639059088,-2,-0.0215291949761457
2021-03-16 16:46:00,15.4,11.2,90,137.98,NA,NA,NA,NA,7.16255495654252,0.0854338410817668,0.0771515734108272,7,0.0754006101387719
2021-03-16 16:47:00,15.1,11.2,85,138.02,NA,NA,NA,NA,2.22268298289761,0.026530844649087,0.0239571810692509,-5,-0.0538924832141806
2021-03-16 16:48:00,14.7,11.2,88,150.67,NA,NA,NA,NA,5.28329363650961,0.0631091912953589,0.0569831893704025,3,0.0323566282460395
2021-03-16 16:49:00,14.8,11.2,90,138.24,NA,NA,NA,NA,7.34440696991608,0.0877933764366014,0.0792656625437878,2,0.0215853132508787
2021-03-16 16:50:00,14.4,11.2,86,139.8,NA,NA,NA,NA,3.40604323482614,0.040745089317818,0.0367847249844261,-4,-0.0431993635410253
2021-03-16 16:51:00,14.7,11.2,88,141.52,NA,NA,NA,NA,5.46822286924018,0.06546278622423,0.0590956214048882,2,0.0216141963552044
2021-03-16 16:52:00,14.4,13,88,139.26,NA,NA,NA,NA,5.5309664845818,0.0662636938711037,0.0598142564522453,0,0
2021-03-16 16:53:00,14.5,13,93,144.45,NA,NA,NA,NA,10.5942948529168,0.127021225157626,0.114649791763994,5,0.054109213192433
2021-03-16 16:54:00,14.4,13,96,134.18,NA,NA,NA,NA,13.6582288942925,0.163882153127873,0.147909540078654,3,0.0324880058512848
2021-03-16 16:55:00,14.7,13,91,139.69,NA,NA,NA,NA,8.72278966408101,0.104744018548371,0.0945281032264434,-5,-0.054184559565671
2021-03-16 16:56:00,14.9,13,88,139.22,NA,NA,NA,NA,5.78799834047608,0.0695572540624524,0.0627683841182386,-3,-0.0325337260444389
2021-03-16 16:57:00,15.1,14.3,90,133.5,NA,NA,NA,NA,7.85387621203436,0.0944587174269673,0.0852328441954575,2,0.0217046568839108
2021-03-16 16:58:00,15.5,14.3,92,139.84,NA,NA,NA,NA,9.92044466529394,0.119408976436234,0.107737756000604,2,0.021720348156876
2021-03-16 16:59:00,15.6,14.3,94,137.69,NA,NA,NA,NA,11.9877251725054,0.14440906718214,0.130283977816879,2,0.0217362303426331
2021-03-16 17:00:00,16.1,14.3,97,136.69,NA,NA,NA,NA,15.0557392794263,0.181516347829628,0.163748548973411,3,0.0326284639899099
2021-03-16 17:01:00,16,14.3,96,134.1,NA,NA,NA,NA,14.1245085932189,0.170430465671592,0.153735325677693,-1,-0.0108842955252618
2021-03-16 17:02:00,16.6,14.4,97,137.65,NA,NA,NA,NA,15.1940547704227,0.183489901942422,0.165501860826432,1,0.0108925407553883
2021-03-16 17:03:00,16.5,14.4,97,132.98,NA,NA,NA,NA,15.2643995050487,0.184496146927466,0.16639559149001,0,0
2021-03-16 17:04:00,16.8,14.4,98,133.31,NA,NA,NA,NA,16.3355645166929,0.197612968880582,0.178210496039856,1,0.0109093564448138
2021-03-16 17:05:00,16.8,14.4,101,137.31,NA,NA,NA,NA,19.407571538843,0.234980032679044,0.211890566337311,3,0.0327537990901993
2021-03-16 17:06:00,16.9,14.4,97,138.76,NA,NA,NA,NA,15.4804423072199,0.187597252579247,0.169149007026303,-4,-0.0437065049355635
2021-03-16 17:07:00,17,13.5,97,138.05,NA,NA,NA,NA,15.5541985482044,0.188659680351318,0.170091992210306,0,0
2021-03-16 17:08:00,16.9,13.5,100,139.87,NA,NA,NA,NA,18.6288619674025,0.226157637400011,0.203881251438025,3,0.0328331250392189
2021-03-16 17:09:00,17,13.5,104,137.99,NA,NA,NA,NA,22.7044542383052,0.275889223750325,0.248691806909924,4,0.0438137476108718
