"time_rec","temperature","density","mean_area","nndist","nndist_sd","nndist_skew","nndist_kurt","density_resid","density_rel_resid","density_rel_resid10","density_dif","density_rel_dif"
2021-05-12 14:58:00,-14.1261323194655,-1.05333533119372,2.22195646202791,NA,NA,NA,NA,0.222133687844211,2.55067329687273,2.70333698610898,NA,NA
2021-05-12 14:59:00,-10.7483583992998,-1.05667803276949,2.87893223913749,NA,NA,NA,NA,0.15769056079393,2.13398244797857,2.06623746226601,-0.104991216134079,-1.16717875455434
2021-05-12 15:00:00,-4.47534969042057,-1.05333533119372,0.664041171043709,NA,NA,NA,NA,0.221109669354365,2.53949185427045,2.6912398866236,0.0213808991398329,1.06231537832948
2021-05-12 15:01:00,-3.51027142751608,-1.05333533119372,0.409002978938204,NA,NA,NA,NA,0.220597619656039,2.53390069125131,2.68519085899028,-0.041805158497123,0.0333180862292567
2021-05-12 15:02:00,-0.615036638802606,-1.04664992804217,2.15844120345757,NA,NA,NA,NA,0.347947751688137,3.0801699179538,3.73290917851862,0.0845669567767889,1.63398054060739
2021-05-12 15:03:00,-2.06265403315933,-1.04999262961795,1.69233692133372,NA,NA,NA,NA,0.283504401902841,2.83383673084499,3.23132313350575,-0.104991216134079,-0.867054544358443
2021-05-12 15:04:00,0.350041624101901,-1.05667803276949,0.716156254998856,NA,NA,NA,NA,0.15512976476879,2.10136035531357,2.03396908213025,-0.168177273771035,-2.36767559533794
2021-05-12 15:05:00,-2.06265403315933,-1.05667803276949,0.91158781983066,NA,NA,NA,NA,0.154617148169327,2.09483011001285,2.02750964251344,-0.041805158497123,0.0333180862292567
2021-05-12 15:06:00,0.832580755554138,-1.05667803276949,1.87571687300089,NA,NA,NA,NA,0.154104228841554,2.08829600824293,2.02104638824208,-0.041805158497123,0.0333180862292567
2021-05-12 15:07:00,-1.09757577025484,-1.05667803276949,0.0647177055595099,NA,NA,NA,NA,0.15359092109858,2.08175695843476,2.01457823958272,-0.041805158497123,0.0333180862292567
2021-05-12 15:08:00,-3.02773229606384,-1.04999262961795,0.189468187777145,NA,NA,NA,NA,0.280939376858545,2.80932975610113,3.20280401321894,0.0845669567767889,1.83406334740466
2021-05-12 15:09:00,-3.99281055896833,-1.05667803276949,0.703127484010069,NA,NA,NA,NA,0.152562744662128,2.06865897380161,2.00162227285505,-0.168177273771035,-2.36767559533794
2021-05-12 15:10:00,-1.09757577025484,-1.06002073434526,0.957188518291415,NA,NA,NA,NA,0.0881165276175416,1.47217985422714,1.26885144268644,-0.104991216134079,-1.40727812271106
2021-05-12 15:11:00,-1.5801149017071,-1.05667803276949,0.188491029952986,NA,NA,NA,NA,0.151531721923264,2.05552472999744,1.98863044010474,0.0213808991398329,1.23381492701286
2021-05-12 15:12:00,0.832580755554138,-1.05333533119372,1.03861833697133,NA,NA,NA,NA,0.214945940975979,2.47218899229844,2.61842554183049,0.0213808991398329,1.06231537832948
2021-05-12 15:13:00,-0.615036638802606,-1.06336343592103,2.33595820817979,NA,NA,NA,NA,0.0226345395249179,0.557669075781559,0.408287024256806,-0.231363331407991,-5.36891769729694
2021-05-12 15:14:00,-2.06265403315933,-1.06336343592103,2.15160109868846,NA,NA,NA,NA,0.0221152269951127,0.547745758205843,0.400736469082448,-0.041805158497123,0.0333180862292567
2021-05-12 15:15:00,-2.54519316461159,-1.07004883907258,2.94407609408142,NA,NA,NA,NA,-0.106267786789723,-3.93609447259066,-1.74681511289889,-0.168177273771035,-7.16966295847234
2021-05-12 15:16:00,-3.02773229606384,-1.0667061374968,0.745470989723627,NA,NA,NA,NA,-0.0428590613668549,-0.966811426874522,-0.595887712153369,0.0213808991398329,2.43431176779646
2021-05-12 15:17:00,-3.02773229606384,-1.07004883907258,0.664041171043709,NA,NA,NA,NA,-0.107314407619021,-3.97609331827376,-1.76479927154238,-0.104991216134079,-3.56817243612154
2021-05-12 15:18:00,-3.02773229606384,-1.06002073434526,0.916473608951456,NA,NA,NA,NA,0.0839527183791161,1.4085283164326,1.21263592359481,0.147753014413745,4.35510671305022
2021-05-12 15:19:00,-3.02773229606384,-1.0667061374968,0.0940324402842807,NA,NA,NA,NA,-0.0444380112350088,-1.00704004985474,-0.620757983965679,-0.168177273771035,-4.76866927690514
2021-05-12 15:20:00,-3.02773229606384,-1.06336343592103,1.25033586553912,NA,NA,NA,NA,0.0189621751590681,0.487495460156029,0.354892607266531,0.0213808991398329,1.83406334740466
2021-05-12 15:21:00,0.832580755554138,-1.06002073434526,1.44576743037092,NA,NA,NA,NA,0.082359673859213,1.3841756797817,1.19112825609747,0.0213808991398329,1.47391429516958
2021-05-12 15:22:00,-0.615036638802606,-1.06002073434526,2.94407609408142,NA,NA,NA,NA,0.0818231191975435,1.375973447794,1.18388424055794,-0.041805158497123,0.0333180862292567
2021-05-12 15:23:00,2.28019814991088,-1.0667061374968,1.21776393806715,NA,NA,NA,NA,-0.0465788646284304,-1.06158490004721,-0.654478880922942,-0.168177273771035,-4.76866927690514
2021-05-12 15:24:00,-0.132497507350352,-1.06336343592103,-0.0851131608115396,NA,NA,NA,NA,0.0168090810776107,0.446352920520579,0.323587651725164,0.0213808991398329,1.83406334740466
2021-05-12 15:25:00,-1.09757577025484,-1.0667061374968,1.03861833697133,NA,NA,NA,NA,-0.0476689360577907,-1.08935783536181,-0.671648756477459,-0.104991216134079,-2.36767559533794
2021-05-12 15:26:00,-1.09757577025484,-1.06336343592103,4.57267246767979,NA,NA,NA,NA,0.0157112984702935,0.425375869484294,0.307626418998684,0.0213808991398329,1.83406334740466
