,network_name,train_pred,test_pred,trian_RMSE,test_RMSE,trian_NMSE,test_NMSE,total_nodes,learning_time,n_network,E,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size
0,Combined_Network,0.9554,0.9531,0.0678,0.0687,0.0143237,0.015304,40,0.0,1,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
1,Combined_Network,0.9662,0.9638,0.0592,0.0606,0.0109399,0.0119307,80,0.0,2,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
2,Combined_Network,0.9726,0.9703,0.0536,0.0552,0.0089549,0.0098923,120,0.0,3,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
3,Combined_Network,0.9756,0.9734,0.0505,0.0523,0.007968,0.008887,160,0.02,4,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
4,Combined_Network,0.9834,0.9816,0.042,0.0439,0.0054986,0.006251,200,0.02,5,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
5,Combined_Network,0.9842,0.9825,0.0409,0.0428,0.0052146,0.0059496,240,0.02,6,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
6,Combined_Network,0.9851,0.9833,0.0398,0.0418,0.0049467,0.0056594,280,0.04,7,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
7,Combined_Network,0.9866,0.985,0.0377,0.0397,0.0044332,0.0051061,320,0.04,8,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
8,Combined_Network,0.9873,0.9858,0.0367,0.0387,0.0041967,0.004848,360,0.07,9,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
9,Combined_Network,0.9882,0.9866,0.0354,0.0374,0.0039154,0.0045495,400,0.05,10,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
10,Combined_Network,0.9888,0.9873,0.0345,0.0366,0.0037156,0.0043575,440,0.06,11,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
11,Combined_Network,0.9893,0.9878,0.0337,0.0359,0.0035507,0.0041708,480,0.06,12,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
12,Combined_Network,0.9903,0.9889,0.0322,0.0343,0.0032345,0.003808,520,0.05,13,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
13,Combined_Network,0.9909,0.9896,0.0311,0.0332,0.0030251,0.0035823,560,0.09,14,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
14,Combined_Network,0.9916,0.9904,0.03,0.032,0.0028044,0.0033244,600,0.06,15,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
15,Combined_Network,0.9918,0.9906,0.0296,0.0317,0.0027333,0.00326,640,0.08,16,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
16,Combined_Network,0.9927,0.9917,0.0279,0.0298,0.0024283,0.0028788,680,0.11,17,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
17,Combined_Network,0.9929,0.9919,0.0275,0.0293,0.0023583,0.0027926,720,0.1,18,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
18,Combined_Network,0.9931,0.9921,0.0271,0.029,0.0022917,0.0027364,760,0.11,19,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
19,Combined_Network,0.9933,0.9923,0.0268,0.0287,0.0022396,0.002682,800,0.13,20,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
20,Combined_Network,0.9936,0.9926,0.0261,0.0281,0.0021281,0.0025611,840,0.11,21,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
21,Combined_Network,0.9937,0.9928,0.0258,0.0278,0.0020805,0.002513,880,0.13,22,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
22,Combined_Network,0.994,0.9929,0.0254,0.0275,0.0020127,0.0024556,920,0.14,23,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
23,Combined_Network,0.9941,0.9931,0.025,0.0271,0.0019576,0.0023861,960,0.14,24,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
24,Combined_Network,0.9943,0.9934,0.0246,0.0266,0.0018843,0.002296,1000,0.18,25,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
25,Combined_Network,0.9945,0.9935,0.0242,0.0264,0.0018347,0.0022556,1040,0.4,26,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
26,Combined_Network,0.9947,0.9937,0.0238,0.026,0.0017706,0.0021861,1080,0.64,27,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
27,Combined_Network,0.9948,0.9939,0.0235,0.0256,0.0017225,0.0021218,1120,0.36,28,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
28,Combined_Network,0.995,0.9941,0.0231,0.0251,0.0016663,0.0020472,1160,0.24,29,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
29,Combined_Network,0.9951,0.9943,0.0229,0.0249,0.0016373,0.002006,1200,0.21,30,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
30,Combined_Network,0.9952,0.9944,0.0226,0.0245,0.0015904,0.0019516,1240,0.17,31,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
31,Combined_Network,0.9953,0.9945,0.0224,0.0243,0.0015615,0.0019156,1280,0.23,32,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
32,Combined_Network,0.9954,0.9946,0.0221,0.0241,0.0015292,0.0018786,1320,0.22,33,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
33,Combined_Network,0.9955,0.9947,0.0219,0.0238,0.0015024,0.0018403,1360,0.16,34,40,0.0053035,40,2.0,0.0,0.99,0.5,0,900
