,network_name,train_pred,test_pred,trian_RMSE,test_RMSE,trian_NMSE,test_NMSE,total_nodes,learning_time,n_network,E,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size
28,Combined_Network,0.9911,0.99,0.0308,0.0325,0.0029656,0.0034302,580,0.08,29,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
29,Combined_Network,0.9912,0.9902,0.0306,0.0323,0.0029123,0.0033754,600,0.07,30,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
30,Combined_Network,0.9914,0.9903,0.0303,0.032,0.0028665,0.0033313,620,0.08,31,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
31,Combined_Network,0.9915,0.9905,0.03,0.0317,0.0028062,0.003263,640,0.09,32,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
32,Combined_Network,0.9916,0.9906,0.0298,0.0315,0.0027726,0.0032288,660,0.08,33,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
33,Combined_Network,0.9921,0.9912,0.029,0.0305,0.0026276,0.0030202,680,0.09,34,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
34,Combined_Network,0.9923,0.9914,0.0286,0.0301,0.0025595,0.0029418,700,0.09,35,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
35,Combined_Network,0.9924,0.9915,0.0285,0.0299,0.0025332,0.0029105,720,0.1,36,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
36,Combined_Network,0.9926,0.9917,0.0281,0.0296,0.0024624,0.0028478,740,0.18,37,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
37,Combined_Network,0.9928,0.9919,0.0278,0.0293,0.0024038,0.0027785,760,0.08,38,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
38,Combined_Network,0.9929,0.992,0.0275,0.0291,0.0023577,0.0027403,780,0.11,39,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
39,Combined_Network,0.993,0.9921,0.0274,0.0289,0.0023369,0.0027154,800,0.1,40,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
40,Combined_Network,0.9932,0.9924,0.027,0.0284,0.0022723,0.00262,820,0.09,41,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
41,Combined_Network,0.9933,0.9926,0.0268,0.0281,0.0022398,0.0025607,840,0.1,42,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
42,Combined_Network,0.9934,0.9928,0.0264,0.0277,0.0021811,0.0024822,860,0.11,43,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
43,Combined_Network,0.9935,0.9929,0.0263,0.0276,0.0021621,0.0024633,880,0.14,44,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
44,Combined_Network,0.9935,0.9929,0.0263,0.0275,0.0021518,0.002451,900,0.17,45,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
45,Combined_Network,0.9936,0.993,0.026,0.0272,0.0021163,0.0024092,920,0.19,46,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
46,Combined_Network,0.9937,0.9931,0.026,0.0272,0.0021019,0.0023922,940,0.18,47,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
47,Combined_Network,0.9937,0.9932,0.0258,0.027,0.0020785,0.0023637,960,0.17,48,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
48,Combined_Network,0.9939,0.9933,0.0255,0.0267,0.0020361,0.0023163,980,0.16,49,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
49,Combined_Network,0.994,0.9934,0.0252,0.0265,0.0019887,0.0022855,1000,0.15,50,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
50,Combined_Network,0.9941,0.9935,0.0251,0.0264,0.0019684,0.002264,1020,0.15,51,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
51,Combined_Network,0.9942,0.9936,0.0248,0.026,0.0019148,0.0022003,1040,0.15,52,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
52,Combined_Network,0.9944,0.9938,0.0245,0.0257,0.0018691,0.0021433,1060,0.13,53,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
53,Combined_Network,0.9944,0.9939,0.0244,0.0256,0.0018529,0.002125,1080,0.13,54,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
54,Combined_Network,0.9944,0.9939,0.0243,0.0256,0.001846,0.0021191,1100,0.19,55,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
55,Combined_Network,0.9945,0.9939,0.0243,0.0255,0.0018357,0.0021086,1120,0.17,56,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
56,Combined_Network,0.9945,0.994,0.0241,0.0253,0.0018125,0.0020849,1140,0.16,57,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
57,Combined_Network,0.9947,0.9941,0.0238,0.025,0.0017748,0.002033,1160,0.18,58,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
58,Combined_Network,0.9947,0.9942,0.0237,0.0248,0.0017542,0.0019972,1180,0.21,59,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
59,Combined_Network,0.9948,0.9944,0.0234,0.0245,0.0017149,0.0019474,1200,0.21,60,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
60,Combined_Network,0.9949,0.9945,0.0233,0.0244,0.0016955,0.0019258,1220,0.26,61,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
61,Combined_Network,0.995,0.9945,0.0232,0.0242,0.0016775,0.0019059,1240,0.25,62,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
62,Combined_Network,0.995,0.9946,0.0231,0.0241,0.0016604,0.0018884,1260,0.28,63,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
63,Combined_Network,0.9951,0.9946,0.023,0.024,0.0016451,0.0018699,1280,0.34,64,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
64,Combined_Network,0.9951,0.9947,0.0229,0.0239,0.0016305,0.0018541,1300,0.31,65,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
65,Combined_Network,0.9951,0.9947,0.0227,0.0238,0.0016149,0.0018347,1320,0.21,66,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
66,Combined_Network,0.9952,0.9948,0.0226,0.0236,0.0015932,0.0018069,1340,0.28,67,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
67,Combined_Network,0.9952,0.9948,0.0225,0.0235,0.0015802,0.0017971,1360,0.26,68,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
68,Combined_Network,0.9953,0.9948,0.0225,0.0235,0.0015751,0.0017915,1380,0.24,69,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
69,Combined_Network,0.9953,0.9949,0.0223,0.0234,0.0015577,0.0017717,1400,0.37,70,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
70,Combined_Network,0.9954,0.995,0.0222,0.0233,0.0015446,0.0017543,1420,0.31,71,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
71,Combined_Network,0.9954,0.995,0.022,0.023,0.0015132,0.0017233,1440,0.37,72,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
72,Combined_Network,0.9955,0.9951,0.022,0.023,0.0015046,0.0017147,1460,0.31,73,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
73,Combined_Network,0.9955,0.9951,0.0219,0.0229,0.0014938,0.0017034,1480,0.26,74,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
74,Combined_Network,0.9955,0.9951,0.0218,0.0229,0.0014852,0.0016944,1500,0.28,75,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
75,Combined_Network,0.9956,0.9951,0.0218,0.0228,0.001478,0.0016867,1520,0.3,76,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
76,Combined_Network,0.9956,0.9952,0.0217,0.0227,0.0014632,0.001672,1540,0.23,77,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
77,Combined_Network,0.9956,0.9952,0.0216,0.0226,0.0014523,0.0016574,1560,0.24,78,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
78,Combined_Network,0.9957,0.9953,0.0213,0.0224,0.0014215,0.0016256,1580,0.24,79,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
79,Combined_Network,0.9957,0.9953,0.0213,0.0223,0.0014155,0.0016182,1600,0.25,80,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
80,Combined_Network,0.9958,0.9954,0.0212,0.0223,0.0014066,0.0016088,1620,0.25,81,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
81,Combined_Network,0.9958,0.9954,0.0211,0.0222,0.0013952,0.001596,1640,0.26,82,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
82,Combined_Network,0.9958,0.9955,0.021,0.022,0.00138,0.0015766,1660,0.26,83,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
83,Combined_Network,0.9959,0.9956,0.0208,0.0217,0.0013453,0.0015345,1680,0.26,84,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
84,Combined_Network,0.996,0.9956,0.0207,0.0217,0.0013406,0.0015283,1700,0.27,85,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
85,Combined_Network,0.996,0.9956,0.0207,0.0217,0.0013376,0.0015249,1720,0.28,86,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
86,Combined_Network,0.996,0.9956,0.0206,0.0216,0.0013299,0.0015154,1740,0.34,87,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
87,Combined_Network,0.996,0.9957,0.0206,0.0216,0.0013238,0.0015085,1760,0.29,88,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
88,Combined_Network,0.996,0.9957,0.0206,0.0215,0.0013227,0.0015069,1780,0.3,89,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
89,Combined_Network,0.9961,0.9957,0.0205,0.0213,0.0013059,0.0014782,1800,0.3,90,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
90,Combined_Network,0.9961,0.9958,0.0204,0.0213,0.0013028,0.0014742,1820,0.32,91,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
91,Combined_Network,0.9962,0.9959,0.0202,0.021,0.0012775,0.0014351,1840,0.33,92,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
92,Combined_Network,0.9962,0.9959,0.0202,0.021,0.0012751,0.0014296,1860,0.32,93,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
93,Combined_Network,0.9962,0.9959,0.0202,0.021,0.0012695,0.0014248,1880,0.31,94,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
94,Combined_Network,0.9962,0.9959,0.0201,0.0209,0.001263,0.0014178,1900,0.39,95,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
95,Combined_Network,0.9962,0.996,0.02,0.0208,0.0012494,0.0014051,1920,0.35,96,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
96,Combined_Network,0.9963,0.996,0.0199,0.0207,0.0012374,0.0013903,1940,0.34,97,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
97,Combined_Network,0.9963,0.996,0.0199,0.0206,0.0012298,0.001381,1960,0.38,98,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
98,Combined_Network,0.9963,0.9961,0.0198,0.0205,0.0012189,0.0013687,1980,0.41,99,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
99,Combined_Network,0.9963,0.9961,0.0197,0.0205,0.0012142,0.0013656,2000,0.38,100,20,0.0132117,20,2.0,0.0,0.99,0.5,0,900
