,network_name,train_pred,test_pred,trian_RMSE,test_RMSE,trian_NMSE,test_NMSE,total_nodes,learning_time,n_network,E,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size
18,Combined_Network,0.9952,0.9947,0.0227,0.0238,0.0016011,0.0018354,950,0.18,19,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
19,Combined_Network,0.9954,0.9949,0.0222,0.0235,0.0015424,0.0017899,1000,0.19,20,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
20,Combined_Network,0.9955,0.995,0.0219,0.0231,0.0014968,0.0017335,1050,0.17,21,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
21,Combined_Network,0.9957,0.9953,0.0213,0.0225,0.0014174,0.0016398,1100,0.24,22,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
22,Combined_Network,0.9958,0.9954,0.0212,0.0223,0.0014017,0.0016145,1150,0.36,23,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
23,Combined_Network,0.9959,0.9954,0.021,0.0221,0.0013815,0.0015914,1200,0.65,24,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
24,Combined_Network,0.9959,0.9956,0.0208,0.0218,0.001355,0.0015423,1250,0.23,25,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
25,Combined_Network,0.996,0.9957,0.0206,0.0216,0.0013233,0.0015086,1300,0.22,26,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
26,Combined_Network,0.9962,0.9959,0.0201,0.021,0.0012592,0.0014275,1350,0.24,27,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
27,Combined_Network,0.9963,0.996,0.0199,0.0208,0.0012368,0.0013982,1400,0.23,28,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
28,Combined_Network,0.9964,0.9961,0.0197,0.0205,0.0012066,0.0013582,1450,0.2,29,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
29,Combined_Network,0.9965,0.9962,0.0194,0.0202,0.0011772,0.0013277,1500,0.21,30,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
30,Combined_Network,0.9966,0.9963,0.0191,0.02,0.0011434,0.0012954,1550,0.26,31,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
31,Combined_Network,0.9967,0.9964,0.0189,0.0197,0.0011099,0.0012567,1600,0.27,32,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
32,Combined_Network,0.9968,0.9966,0.0183,0.0192,0.0010489,0.0011913,1650,0.26,33,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
33,Combined_Network,0.9969,0.9966,0.0182,0.0191,0.0010386,0.0011802,1700,0.25,34,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
34,Combined_Network,0.9969,0.9967,0.0181,0.0189,0.0010267,0.0011648,1750,0.29,35,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
35,Combined_Network,0.9969,0.9967,0.0181,0.0188,0.001018,0.0011521,1800,0.28,36,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
36,Combined_Network,0.997,0.9967,0.0179,0.0187,0.0010015,0.0011372,1850,0.31,37,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
37,Combined_Network,0.997,0.9968,0.0178,0.0186,0.000991,0.0011249,1900,0.41,38,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
38,Combined_Network,0.9971,0.9968,0.0177,0.0184,0.0009725,0.0011017,1950,0.44,39,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
39,Combined_Network,0.9971,0.9969,0.0175,0.0182,0.0009546,0.0010783,2000,0.41,40,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
40,Combined_Network,0.9971,0.9969,0.0175,0.0182,0.0009503,0.0010729,2050,0.56,41,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
41,Combined_Network,0.9972,0.997,0.0173,0.018,0.000939,0.0010569,2100,0.42,42,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
42,Combined_Network,0.9972,0.997,0.0173,0.018,0.0009295,0.0010474,2150,0.47,43,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
43,Combined_Network,0.9972,0.997,0.0172,0.0179,0.0009217,0.0010354,2200,0.47,44,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
44,Combined_Network,0.9972,0.9971,0.0171,0.0178,0.0009148,0.0010269,2250,0.52,45,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
45,Combined_Network,0.9973,0.9971,0.017,0.0177,0.0009062,0.0010162,2300,0.5,46,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
46,Combined_Network,0.9973,0.9971,0.017,0.0176,0.0009021,0.0010108,2350,0.55,47,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
47,Combined_Network,0.9973,0.9971,0.0169,0.0176,0.0008963,0.0010036,2400,0.6,48,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
48,Combined_Network,0.9974,0.9972,0.0168,0.0174,0.0008756,0.0009816,2450,0.75,49,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
49,Combined_Network,0.9974,0.9972,0.0167,0.0173,0.000868,0.0009742,2500,0.64,50,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
50,Combined_Network,0.9974,0.9973,0.0165,0.0171,0.0008522,0.0009515,2550,0.73,51,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
51,Combined_Network,0.9975,0.9973,0.0164,0.0171,0.0008435,0.0009434,2600,0.68,52,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
52,Combined_Network,0.9975,0.9973,0.0163,0.017,0.0008341,0.0009341,2650,0.79,53,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
53,Combined_Network,0.9975,0.9974,0.0163,0.0169,0.000826,0.0009236,2700,0.77,54,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
54,Combined_Network,0.9976,0.9974,0.0161,0.0166,0.0008056,0.0008979,2750,0.81,55,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
55,Combined_Network,0.9976,0.9975,0.016,0.0165,0.0007952,0.000881,2800,0.8,56,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
56,Combined_Network,0.9977,0.9975,0.0158,0.0163,0.0007754,0.0008615,2850,0.82,57,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
57,Combined_Network,0.9977,0.9975,0.0157,0.0163,0.0007713,0.0008571,2900,0.85,58,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
58,Combined_Network,0.9977,0.9976,0.0156,0.0161,0.0007599,0.0008455,2950,0.91,59,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
59,Combined_Network,0.9977,0.9976,0.0156,0.0161,0.0007562,0.0008416,3000,0.96,60,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
60,Combined_Network,0.9977,0.9976,0.0155,0.016,0.0007496,0.0008328,3050,0.98,61,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
61,Combined_Network,0.9978,0.9977,0.0154,0.0159,0.000738,0.000822,3100,0.96,62,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
62,Combined_Network,0.9978,0.9977,0.0153,0.0158,0.0007257,0.0008085,3150,1.08,63,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
63,Combined_Network,0.9978,0.9977,0.0152,0.0157,0.0007188,0.0008035,3200,1.09,64,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
64,Combined_Network,0.9979,0.9978,0.015,0.0155,0.000702,0.0007846,3250,1.14,65,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
65,Combined_Network,0.9979,0.9978,0.0149,0.0155,0.0006938,0.0007773,3300,1.18,66,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
66,Combined_Network,0.9979,0.9978,0.0149,0.0154,0.0006881,0.0007714,3350,1.36,67,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
67,Combined_Network,0.9979,0.9978,0.0148,0.0154,0.0006855,0.0007669,3400,1.27,68,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
68,Combined_Network,0.9979,0.9978,0.0148,0.0153,0.0006804,0.0007622,3450,1.3,69,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
69,Combined_Network,0.998,0.9978,0.0147,0.0153,0.0006742,0.0007561,3500,1.26,70,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
70,Combined_Network,0.998,0.9978,0.0147,0.0152,0.000671,0.0007525,3550,1.41,71,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
71,Combined_Network,0.998,0.9979,0.0146,0.0151,0.0006646,0.000744,3600,1.54,72,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
72,Combined_Network,0.998,0.9979,0.0146,0.0151,0.0006616,0.0007401,3650,1.57,73,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
73,Combined_Network,0.998,0.9979,0.0144,0.015,0.0006502,0.0007265,3700,1.57,74,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
74,Combined_Network,0.998,0.9979,0.0144,0.0149,0.0006461,0.0007222,3750,1.72,75,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
75,Combined_Network,0.9981,0.998,0.0143,0.0148,0.0006349,0.0007072,3800,1.78,76,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
76,Combined_Network,0.9981,0.998,0.0142,0.0147,0.0006298,0.0006999,3850,1.79,77,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
77,Combined_Network,0.9981,0.998,0.0141,0.0146,0.0006235,0.0006938,3900,1.73,78,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
78,Combined_Network,0.9981,0.998,0.0141,0.0146,0.0006169,0.0006872,3950,1.8,79,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
79,Combined_Network,0.9982,0.998,0.014,0.0145,0.0006105,0.0006827,4000,1.82,80,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
80,Combined_Network,0.9982,0.9981,0.014,0.0145,0.0006074,0.0006789,4050,1.87,81,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
81,Combined_Network,0.9982,0.9981,0.0139,0.0144,0.0006043,0.0006749,4100,1.91,82,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
82,Combined_Network,0.9982,0.9981,0.0138,0.0143,0.0005978,0.0006681,4150,1.97,83,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
83,Combined_Network,0.9982,0.9981,0.0137,0.0142,0.0005877,0.0006568,4200,2.07,84,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
84,Combined_Network,0.9982,0.9981,0.0137,0.0142,0.0005851,0.0006529,4250,2.2,85,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
85,Combined_Network,0.9983,0.9981,0.0136,0.0141,0.0005784,0.0006477,4300,2.25,86,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
86,Combined_Network,0.9983,0.9982,0.0136,0.0141,0.0005762,0.0006452,4350,2.24,87,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
87,Combined_Network,0.9983,0.9982,0.0136,0.0141,0.000573,0.0006413,4400,2.33,88,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
88,Combined_Network,0.9983,0.9982,0.0135,0.0139,0.0005661,0.0006312,4450,2.51,89,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
89,Combined_Network,0.9983,0.9982,0.0134,0.0139,0.0005619,0.0006248,4500,2.54,90,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
90,Combined_Network,0.9983,0.9982,0.0133,0.0137,0.0005525,0.0006115,4550,2.67,91,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
91,Combined_Network,0.9984,0.9983,0.0132,0.0136,0.0005452,0.0006036,4600,2.6,92,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
92,Combined_Network,0.9984,0.9983,0.0132,0.0136,0.000542,0.0006004,4650,2.74,93,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
93,Combined_Network,0.9984,0.9983,0.0131,0.0136,0.0005385,0.0005962,4700,2.8,94,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
94,Combined_Network,0.9984,0.9983,0.0131,0.0135,0.0005352,0.0005926,4750,2.83,95,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
95,Combined_Network,0.9984,0.9983,0.013,0.0134,0.000527,0.000584,4800,2.93,96,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
96,Combined_Network,0.9984,0.9983,0.013,0.0134,0.0005249,0.0005816,4850,3.09,97,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
97,Combined_Network,0.9984,0.9983,0.0129,0.0134,0.0005193,0.0005811,4900,3.3,98,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
98,Combined_Network,0.9984,0.9983,0.0129,0.0133,0.0005162,0.0005777,4950,3.43,99,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
99,Combined_Network,0.9984,0.9984,0.0128,0.0133,0.0005123,0.0005731,5000,3.29,100,50,0.0030936,50,2.0,0.0,0.99,0.5,0,900
