,network_name,train_pred,test_pred,trian_RMSE,test_RMSE,trian_NMSE,test_NMSE,total_nodes,learning_time,n_network,E,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size
0,Combined_Network,0.8557,0.8405,0.1185,0.1227,0.043834,0.0488189,3,0.0,1,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
1,Combined_Network,0.9189,0.914,0.0906,0.092,0.0256095,0.0274551,6,0.0,2,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
2,Combined_Network,0.9256,0.9215,0.0868,0.088,0.0235133,0.0251357,9,0.0,3,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
3,Combined_Network,0.9292,0.9258,0.0847,0.0856,0.0223932,0.0237863,12,0.0,4,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
4,Combined_Network,0.9292,0.9261,0.0847,0.0855,0.0223975,0.0237091,15,0.0,5,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
5,Combined_Network,0.9318,0.93,0.0832,0.0833,0.0215882,0.0224957,18,0.0,6,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
6,Combined_Network,0.932,0.9302,0.0831,0.0831,0.0215342,0.0224272,21,0.0,7,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
7,Combined_Network,0.9321,0.9309,0.083,0.0827,0.0214989,0.0222165,24,0.0,8,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
8,Combined_Network,0.9322,0.9323,0.0829,0.0819,0.0214356,0.0217756,27,0.0,9,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
9,Combined_Network,0.9326,0.9329,0.0827,0.0816,0.0213211,0.0215983,30,0.0,10,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
10,Combined_Network,0.9326,0.9326,0.0826,0.0818,0.0213108,0.021693,33,0.0,11,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
11,Combined_Network,0.9351,0.9348,0.0812,0.0804,0.0205623,0.0209952,36,0.0,12,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
12,Combined_Network,0.938,0.9361,0.0794,0.0797,0.0196746,0.0205914,39,0.0,13,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
13,Combined_Network,0.9392,0.9371,0.0786,0.0791,0.0192947,0.0202957,42,0.0,14,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
14,Combined_Network,0.9406,0.938,0.0778,0.0785,0.0188938,0.0199916,45,0.0,15,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
15,Combined_Network,0.9417,0.9391,0.0771,0.0778,0.0185496,0.019661,48,0.0,16,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
16,Combined_Network,0.9422,0.9395,0.0768,0.0776,0.0184012,0.0195351,51,0.0,17,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
17,Combined_Network,0.9425,0.9398,0.0766,0.0774,0.0183048,0.0194381,54,0.01,18,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
18,Combined_Network,0.9435,0.9404,0.076,0.077,0.0180085,0.019241,57,0.0,19,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
19,Combined_Network,0.9436,0.9406,0.0759,0.0769,0.0179593,0.0191932,60,0.01,20,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
20,Combined_Network,0.9436,0.9406,0.0759,0.0769,0.0179532,0.0191782,63,0.0,21,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
21,Combined_Network,0.9448,0.9416,0.0751,0.0762,0.0176037,0.0188569,66,0.01,22,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
22,Combined_Network,0.946,0.9428,0.0743,0.0755,0.0172301,0.0184877,69,0.01,23,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
23,Combined_Network,0.946,0.9428,0.0743,0.0755,0.0172136,0.0185043,72,0.01,24,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
24,Combined_Network,0.9465,0.9432,0.0739,0.0752,0.0170473,0.0183523,75,0.01,25,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
25,Combined_Network,0.9467,0.9431,0.0738,0.0753,0.0169968,0.0183883,78,0.01,26,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
26,Combined_Network,0.9467,0.9433,0.0738,0.0752,0.0169985,0.0183466,81,0.01,27,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
27,Combined_Network,0.9468,0.9434,0.0738,0.0751,0.0169804,0.0182876,84,0.0,28,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
28,Combined_Network,0.9472,0.9439,0.0735,0.0748,0.0168433,0.0181542,87,0.0,29,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
29,Combined_Network,0.9477,0.9443,0.0732,0.0745,0.0167023,0.0180281,90,0.01,30,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
30,Combined_Network,0.948,0.9446,0.0729,0.0744,0.016605,0.0179399,93,0.01,31,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
31,Combined_Network,0.9481,0.9446,0.0729,0.0743,0.0165793,0.0179118,96,0.0,32,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
32,Combined_Network,0.9508,0.9475,0.071,0.0724,0.015724,0.0170149,99,0.01,33,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
33,Combined_Network,0.951,0.9464,0.0709,0.0731,0.0156802,0.0173498,102,0.01,34,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
34,Combined_Network,0.9511,0.9467,0.0708,0.0729,0.0156455,0.0172642,105,0.0,35,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
35,Combined_Network,0.9512,0.9468,0.0707,0.0728,0.0156067,0.0172126,108,0.02,36,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
36,Combined_Network,0.9515,0.9469,0.0705,0.0728,0.0155101,0.0171749,111,0.01,37,3,0.0469829,3,2.0,0.0,0.99,0.5,0,900
