,network_name,train_pred,test_pred,trian_RMSE,test_RMSE,trian_NMSE,test_NMSE,total_nodes,learning_time,n_network,E,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size
0,Combined_Network,0.9221,0.9221,0.0887,0.0876,0.0245599,0.0249123,10,0.0,1,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
1,Combined_Network,0.9317,0.9307,0.0833,0.0828,0.0216468,0.0222705,20,0.0,2,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
2,Combined_Network,0.9386,0.9319,0.0791,0.0821,0.0195055,0.0218803,30,0.01,3,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
3,Combined_Network,0.9458,0.9398,0.0745,0.0773,0.0172997,0.0194068,40,0.0,4,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
4,Combined_Network,0.9497,0.9441,0.0718,0.0746,0.0160883,0.0180809,50,0.0,5,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
5,Combined_Network,0.9514,0.9467,0.0706,0.073,0.0155535,0.0172717,60,0.01,6,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
6,Combined_Network,0.9531,0.9484,0.0694,0.0718,0.015028,0.0167326,70,0.01,7,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
7,Combined_Network,0.9557,0.9513,0.0675,0.0698,0.0142286,0.015821,80,0.01,8,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
8,Combined_Network,0.9593,0.9553,0.0648,0.067,0.0130954,0.0145477,90,0.01,9,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
9,Combined_Network,0.9634,0.9581,0.0616,0.0649,0.0118364,0.0136517,100,0.02,10,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
10,Combined_Network,0.9653,0.9603,0.06,0.0632,0.0112289,0.0129758,110,0.03,11,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
11,Combined_Network,0.9668,0.9618,0.0587,0.062,0.0107552,0.0124852,120,0.02,12,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
12,Combined_Network,0.968,0.963,0.0577,0.0611,0.0103725,0.0121132,130,0.01,13,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
13,Combined_Network,0.9693,0.9645,0.0565,0.0599,0.0099557,0.011641,140,0.02,14,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
14,Combined_Network,0.9699,0.965,0.0559,0.0594,0.0097664,0.0114618,150,0.02,15,10,0.0194934,10,2.0,0.0,0.99,0.5,0,900
