,network_name,train_pred,test_pred,trian_RMSE,test_RMSE,trian_NMSE,test_NMSE,total_nodes,learning_time,n_network,E,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size
0,Combined_Network,0.9508,0.9463,0.0711,0.0734,0.0157863,0.0174744,30,0.01,1,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
1,Combined_Network,0.955,0.9512,0.068,0.07,0.0144416,0.0159013,60,0.0,2,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
2,Combined_Network,0.9616,0.9575,0.063,0.0655,0.0123886,0.0139143,90,0.01,3,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
3,Combined_Network,0.9721,0.9679,0.054,0.0573,0.0090867,0.0106436,120,0.01,4,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
4,Combined_Network,0.9798,0.9764,0.0461,0.0495,0.0066448,0.0079389,150,0.01,5,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
5,Combined_Network,0.9814,0.9781,0.0444,0.0477,0.0061375,0.0073963,180,0.03,6,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
6,Combined_Network,0.9825,0.9795,0.043,0.0463,0.0057768,0.0069469,210,0.02,7,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
7,Combined_Network,0.9852,0.983,0.0396,0.0423,0.0048872,0.0058066,240,0.01,8,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
8,Combined_Network,0.9857,0.9837,0.0389,0.0415,0.0047249,0.0055842,270,0.02,9,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
9,Combined_Network,0.9865,0.9845,0.0379,0.0404,0.0044738,0.0052937,300,0.04,10,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
10,Combined_Network,0.9873,0.9855,0.0368,0.0391,0.0042176,0.0049729,330,0.03,11,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
11,Combined_Network,0.9878,0.9861,0.036,0.0384,0.004043,0.0047906,360,0.04,12,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
12,Combined_Network,0.9882,0.9864,0.0354,0.038,0.0039085,0.0046755,390,0.05,13,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
13,Combined_Network,0.9887,0.987,0.0347,0.0371,0.0037514,0.004467,420,0.04,14,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
14,Combined_Network,0.989,0.9873,0.0342,0.0366,0.0036602,0.0043582,450,0.04,15,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
15,Combined_Network,0.9902,0.9887,0.0323,0.0346,0.0032623,0.0038922,480,0.05,16,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
16,Combined_Network,0.9908,0.9894,0.0314,0.0336,0.0030709,0.0036676,510,0.05,17,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
17,Combined_Network,0.9911,0.9897,0.0309,0.0331,0.0029709,0.0035482,540,0.08,18,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
18,Combined_Network,0.9914,0.9901,0.0302,0.0324,0.0028517,0.0034157,570,0.08,19,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
19,Combined_Network,0.9916,0.9903,0.03,0.0322,0.0028041,0.003361,600,0.07,20,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
20,Combined_Network,0.9918,0.9906,0.0296,0.0318,0.0027293,0.0032724,630,0.09,21,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
21,Combined_Network,0.992,0.9908,0.0292,0.0314,0.0026623,0.0031961,660,0.21,22,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
22,Combined_Network,0.9922,0.9911,0.0288,0.0309,0.0025876,0.0030964,690,0.09,23,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
23,Combined_Network,0.9936,0.9929,0.0261,0.0277,0.0021225,0.0024896,720,0.08,24,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
24,Combined_Network,0.9939,0.9931,0.0256,0.0272,0.0020393,0.0023983,750,0.09,25,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
25,Combined_Network,0.9941,0.9934,0.0252,0.0267,0.0019855,0.0023179,780,0.09,26,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
26,Combined_Network,0.9942,0.9935,0.0249,0.0264,0.0019416,0.0022656,810,0.11,27,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
27,Combined_Network,0.9943,0.9936,0.0247,0.0262,0.0019044,0.00223,840,0.12,28,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
28,Combined_Network,0.9944,0.9937,0.0246,0.0261,0.0018824,0.0022072,870,0.09,29,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
29,Combined_Network,0.9944,0.9937,0.0245,0.026,0.0018686,0.0021928,900,0.13,30,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
30,Combined_Network,0.9944,0.9938,0.0244,0.0259,0.0018529,0.0021744,930,0.17,31,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
31,Combined_Network,0.9945,0.9938,0.0242,0.0258,0.0018304,0.0021531,960,0.11,32,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
32,Combined_Network,0.9947,0.9941,0.0238,0.0253,0.0017631,0.0020709,990,0.12,33,30,0.0076817,30,2.0,0.0,0.99,0.5,0,900
