,network_name,train_pred,test_pred,trian_RMSE,test_RMSE,trian_NMSE,test_NMSE,total_nodes,learning_time,n_network,E,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size
0,Combined_Network,0.9674,0.9649,0.0581,0.0597,0.0105507,0.0115813,100,0.02,1,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
1,Combined_Network,0.9802,0.9784,0.0456,0.0474,0.0064905,0.00728,200,0.01,2,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
2,Combined_Network,0.9843,0.9826,0.0407,0.0427,0.0051653,0.0059057,300,0.05,3,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
3,Combined_Network,0.9887,0.9875,0.0346,0.0364,0.0037327,0.0042967,400,0.09,4,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
4,Combined_Network,0.991,0.9897,0.031,0.0331,0.0030038,0.003559,500,0.17,5,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
5,Combined_Network,0.992,0.9909,0.0291,0.0311,0.0026506,0.0031353,600,0.17,6,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
6,Combined_Network,0.9931,0.9923,0.027,0.0288,0.0022768,0.002685,700,0.21,7,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
7,Combined_Network,0.9939,0.9931,0.0255,0.0272,0.0020304,0.0023958,800,0.4,8,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
8,Combined_Network,0.9946,0.994,0.024,0.0255,0.0018048,0.0021024,900,0.21,9,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
9,Combined_Network,0.9952,0.9946,0.0227,0.0242,0.0016102,0.0018971,1000,0.2,10,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
10,Combined_Network,0.9954,0.9948,0.0222,0.0236,0.0015347,0.0018067,1100,0.39,11,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
11,Combined_Network,0.9957,0.9952,0.0215,0.0228,0.0014394,0.0016815,1200,0.33,12,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
12,Combined_Network,0.9959,0.9955,0.0209,0.0221,0.0013679,0.0015883,1300,0.28,13,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
13,Combined_Network,0.9961,0.9958,0.0202,0.0212,0.0012795,0.0014624,1400,0.46,14,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
14,Combined_Network,0.9964,0.9962,0.0195,0.0204,0.0011883,0.0013507,1500,0.33,15,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
15,Combined_Network,0.9966,0.9964,0.0189,0.0197,0.0011172,0.0012612,1600,0.27,16,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
16,Combined_Network,0.9968,0.9966,0.0184,0.0193,0.0010621,0.0012058,1700,0.33,17,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
17,Combined_Network,0.9969,0.9966,0.0183,0.0191,0.0010413,0.0011804,1800,0.31,18,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
18,Combined_Network,0.997,0.9967,0.018,0.0188,0.0010088,0.0011445,1900,0.35,19,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
19,Combined_Network,0.9971,0.9969,0.0176,0.0182,0.0009628,0.0010786,2000,0.37,20,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
20,Combined_Network,0.9972,0.9971,0.0172,0.0178,0.0009215,0.0010257,2100,0.4,21,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
21,Combined_Network,0.9973,0.9972,0.0168,0.0174,0.0008853,0.0009823,2200,0.54,22,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
22,Combined_Network,0.9974,0.9973,0.0165,0.017,0.0008444,0.0009409,2300,0.48,23,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
23,Combined_Network,0.9975,0.9974,0.0162,0.0167,0.0008159,0.0009066,2400,0.55,24,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
24,Combined_Network,0.9976,0.9975,0.0159,0.0166,0.0007912,0.0008899,2500,0.63,25,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
25,Combined_Network,0.9977,0.9976,0.0156,0.0162,0.0007633,0.0008512,2600,0.67,26,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
26,Combined_Network,0.9977,0.9976,0.0155,0.016,0.0007498,0.0008318,2700,0.74,27,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
27,Combined_Network,0.9978,0.9977,0.0154,0.0159,0.0007394,0.00082,2800,0.74,28,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
28,Combined_Network,0.9978,0.9977,0.0151,0.0157,0.0007156,0.000799,2900,0.86,29,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
29,Combined_Network,0.9979,0.9978,0.015,0.0156,0.0007057,0.000787,3000,0.94,30,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
30,Combined_Network,0.9979,0.9978,0.0149,0.0154,0.0006939,0.0007735,3100,0.97,31,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
31,Combined_Network,0.998,0.9979,0.0146,0.0151,0.0006657,0.0007428,3200,1.1,32,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
32,Combined_Network,0.9981,0.998,0.0144,0.0149,0.0006443,0.0007185,3300,1.09,33,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
33,Combined_Network,0.9981,0.998,0.0143,0.0148,0.0006366,0.0007093,3400,1.24,34,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
34,Combined_Network,0.9981,0.998,0.0142,0.0147,0.0006249,0.0006977,3500,1.29,35,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
35,Combined_Network,0.9982,0.9981,0.0139,0.0144,0.0006,0.0006743,3600,1.52,36,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
36,Combined_Network,0.9982,0.9981,0.0138,0.0143,0.000592,0.0006659,3700,1.46,37,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
37,Combined_Network,0.9982,0.9981,0.0137,0.0142,0.0005852,0.0006569,3800,1.61,38,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
38,Combined_Network,0.9983,0.9982,0.0136,0.0141,0.000575,0.0006424,3900,1.84,39,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
39,Combined_Network,0.9983,0.9982,0.0135,0.014,0.000567,0.000632,4000,1.85,40,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
40,Combined_Network,0.9983,0.9982,0.0134,0.0139,0.0005608,0.0006249,4100,1.9,41,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
41,Combined_Network,0.9983,0.9982,0.0133,0.0138,0.0005554,0.0006186,4200,2.11,42,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
42,Combined_Network,0.9983,0.9983,0.0132,0.0137,0.0005452,0.0006088,4300,2.24,43,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
43,Combined_Network,0.9984,0.9983,0.0132,0.0136,0.00054,0.0006035,4400,2.33,44,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
44,Combined_Network,0.9984,0.9983,0.013,0.0135,0.0005286,0.000591,4500,2.48,45,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
45,Combined_Network,0.9984,0.9983,0.0129,0.0134,0.0005199,0.0005799,4600,2.7,46,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
46,Combined_Network,0.9984,0.9984,0.0128,0.0132,0.0005123,0.0005668,4700,2.81,47,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
47,Combined_Network,0.9985,0.9984,0.0127,0.013,0.0004997,0.0005526,4800,3.04,48,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
48,Combined_Network,0.9985,0.9984,0.0126,0.013,0.000495,0.0005475,4900,3.03,49,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
49,Combined_Network,0.9985,0.9985,0.0125,0.0129,0.0004887,0.0005402,5000,3.2,50,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
50,Combined_Network,0.9985,0.9985,0.0124,0.0128,0.0004823,0.0005322,5100,3.49,51,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
51,Combined_Network,0.9986,0.9985,0.0123,0.0127,0.0004754,0.0005248,5200,3.66,52,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
52,Combined_Network,0.9986,0.9985,0.0122,0.0126,0.0004677,0.0005169,5300,3.8,53,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
53,Combined_Network,0.9986,0.9985,0.0122,0.0125,0.0004617,0.0005082,5400,3.95,54,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
54,Combined_Network,0.9986,0.9986,0.012,0.0124,0.0004516,0.0004969,5500,4.21,55,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
55,Combined_Network,0.9986,0.9986,0.012,0.0123,0.0004479,0.0004931,5600,4.37,56,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
56,Combined_Network,0.9987,0.9986,0.0119,0.0123,0.0004439,0.0004874,5700,4.56,57,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
57,Combined_Network,0.9987,0.9986,0.0118,0.0122,0.000437,0.0004817,5800,4.85,58,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
58,Combined_Network,0.9987,0.9986,0.0118,0.0121,0.0004319,0.000476,5900,5.09,59,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
59,Combined_Network,0.9987,0.9986,0.0117,0.0121,0.0004295,0.0004729,6000,5.65,60,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
60,Combined_Network,0.9987,0.9987,0.0116,0.0119,0.0004211,0.000463,6100,5.58,61,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
61,Combined_Network,0.9988,0.9987,0.0115,0.0118,0.0004116,0.000454,6200,6.11,62,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
62,Combined_Network,0.9988,0.9987,0.0113,0.0117,0.0004005,0.0004411,6300,6.15,63,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
63,Combined_Network,0.9988,0.9988,0.0112,0.0115,0.0003923,0.0004316,6400,6.47,64,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
64,Combined_Network,0.9988,0.9988,0.0111,0.0115,0.0003878,0.0004265,6500,6.53,65,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
65,Combined_Network,0.9988,0.9988,0.0111,0.0114,0.0003839,0.0004219,6600,6.96,66,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
66,Combined_Network,0.9988,0.9988,0.0111,0.0114,0.0003815,0.0004189,6700,7.21,67,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
67,Combined_Network,0.9989,0.9988,0.011,0.0113,0.0003788,0.0004155,6800,7.64,68,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
68,Combined_Network,0.9989,0.9988,0.011,0.0113,0.0003748,0.0004108,6900,7.75,69,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
69,Combined_Network,0.9989,0.9988,0.0109,0.0112,0.0003705,0.0004043,7000,8.19,70,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
70,Combined_Network,0.9989,0.9989,0.0108,0.0111,0.0003654,0.000398,7100,8.14,71,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
71,Combined_Network,0.9989,0.9989,0.0107,0.0109,0.0003565,0.000388,7200,8.55,72,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
72,Combined_Network,0.9989,0.9989,0.0106,0.0109,0.0003539,0.0003846,7300,9.21,73,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
73,Combined_Network,0.9989,0.9989,0.0106,0.0109,0.0003519,0.0003826,7400,9.69,74,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
74,Combined_Network,0.9989,0.9989,0.0106,0.0108,0.0003497,0.0003799,7500,10.07,75,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
75,Combined_Network,0.999,0.9989,0.0104,0.0107,0.0003397,0.0003724,7600,9.89,76,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
76,Combined_Network,0.999,0.9989,0.0104,0.0107,0.0003369,0.0003693,7700,10.81,77,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
77,Combined_Network,0.999,0.9989,0.0104,0.0106,0.0003355,0.0003679,7800,10.66,78,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
78,Combined_Network,0.999,0.9989,0.0103,0.0106,0.0003327,0.0003648,7900,11.94,79,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
79,Combined_Network,0.999,0.999,0.0103,0.0106,0.0003303,0.000362,8000,11.99,80,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
80,Combined_Network,0.999,0.999,0.0102,0.0105,0.0003268,0.0003583,8100,12.18,81,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
81,Combined_Network,0.999,0.999,0.0102,0.0105,0.0003243,0.0003552,8200,13.41,82,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
82,Combined_Network,0.999,0.999,0.0102,0.0104,0.0003218,0.0003522,8300,13.26,83,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
83,Combined_Network,0.999,0.999,0.0101,0.0104,0.000319,0.0003494,8400,13.81,84,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
84,Combined_Network,0.999,0.999,0.0101,0.0103,0.0003168,0.0003467,8500,15.5,85,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
85,Combined_Network,0.999,0.999,0.01,0.0103,0.0003137,0.0003444,8600,14.42,86,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
86,Combined_Network,0.9991,0.999,0.01,0.0103,0.0003112,0.0003419,8700,15.75,87,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
87,Combined_Network,0.9991,0.999,0.01,0.0102,0.000309,0.0003406,8800,15.14,88,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
88,Combined_Network,0.9991,0.999,0.0099,0.0102,0.0003059,0.0003384,8900,16.42,89,100,0.0020592,100,2.0,0.0,0.99,0.5,0,900
