reservoir_name,reservoir_E,train_ridge_score,train_cor,train_r2,train_rmse,train_nmse,test_ridge_score,test_cor,test_r2,test_rmse,test_nmse,washout_data,learnmodel_time,testing_time,E,pred_tp,temporal_cor,temporal_r2,ridge_train_cor,ridge_train_r2,ridge_train_score,ridge_train_rmse,ridge_train_nmse,ridge_test_cor,ridge_test_r2,ridge_test_rmse,ridge_test_nmse
Tetrahymena Reservoir,6,0.5985,0.7737,0.5986,0.648534,0.401403,0.3112,0.6291,0.3957,0.798628,0.669725,0,0.01,0.0,6,0,1.0,1.0,1.0,1.0,1.0,0.0016533826036389631,2.608923484330811e-06,0.9999999999999983,0.9999999999999967,0.0015817353213754314,2.6270884587729642e-06
Tetrahymena Reservoir,6,0.5938,0.7706,0.5939,0.653868,0.406103,0.335,0.6448,0.4157,0.783354,0.647152,0,0.0,0.0,6,1,0.9960761791229378,0.9921677546161508,0.9965893998114848,0.9931904318166154,0.9965893998114848,0.08467850003047976,0.006810861778408885,0.9960761791229384,0.9921677546161521,0.08531061864775685,0.007675314522078594
Tetrahymena Reservoir,6,0.5901,0.7682,0.5902,0.657304,0.409821,0.3529,0.6564,0.4308,0.772731,0.629718,0,0.0,0.0,6,2,0.9855215777388607,0.9712527801888933,0.9875631070622993,0.9752808904305424,0.9875631070622993,0.16142496767396974,0.024717460832819314,0.9855215777388616,0.971252780188895,0.16356553873929586,0.028214581663003994
Tetrahymena Reservoir,6,0.5872,0.7664,0.5873,0.660117,0.412686,0.3664,0.6638,0.4406,0.764611,0.616554,0,0.0,0.0,6,3,0.9698807109018142,0.9406685933794084,0.9741056219186274,0.9488817626534758,0.9741056219186274,0.23231384872930927,0.05111262496978985,0.969880710901814,0.9406685933794082,0.2351087653352529,0.05829450785131154
Tetrahymena Reservoir,6,0.587,0.7662,0.5871,0.662133,0.41297,0.3762,0.6665,0.4442,0.757382,0.6076,0,0.0,0.01,6,4,0.9507855433619286,0.9039931494660377,0.958098243358984,0.9179522439275709,0.958098243358984,0.2951255477082373,0.08204297295566756,0.9507855433619291,0.9039931494660388,0.2986874906835866,0.09449778753704208
Tetrahymena Reservoir,6,0.5881,0.7669,0.5881,0.663,0.411909,0.3818,0.666,0.4436,0.752702,0.602623,0,0.0,0.0,6,5,0.9302235272606955,0.8653158106693298,0.9409935645821058,0.8854688885849378,0.9409935645821058,0.3495992911029486,0.1145286900807466,0.930223527260695,0.865315810669329,0.35336422300498216,0.13281408186518592
Tetrahymena Reservoir,6,0.5884,0.7671,0.5885,0.663237,0.411532,0.3893,0.6682,0.4465,0.74811,0.595291,0,0.0,0.0,6,6,0.9100403730434294,0.8281734805690242,0.92362294569587,0.853079345815916,0.92362294569587,0.3962793563149593,0.14691611238947605,0.9100403730434292,0.8281734805690238,0.399388686609133,0.16966430737933103
Tetrahymena Reservoir,6,0.5893,0.7677,0.5894,0.663017,0.410643,0.3951,0.6693,0.4479,0.744543,0.589629,0,0.0,0.0,6,7,0.890916179592393,0.7937316390595051,0.9070381391684228,0.8227181859061151,0.9070381391684228,0.4356277525432952,0.17727429428440086,0.8909161795923922,0.7937316390595037,0.4378501322171414,0.20391536065603968
Tetrahymena Reservoir,6,0.5917,0.7692,0.5917,0.662736,0.408319,0.3989,0.6684,0.4467,0.740937,0.586391,0,0.0,0.0,6,8,0.8723821600220971,0.7610506331248199,0.892083029230426,0.7958121310409332,0.892083029230426,0.4686540642312541,0.2041845209953951,0.8723821600220976,0.7610506331248207,0.47081882832188665,0.23677280729394323
Tetrahymena Reservoir,6,0.5934,0.7704,0.5935,0.66287,0.406571,0.4048,0.6696,0.4483,0.73607,0.581168,0,0.0,0.0,6,9,0.8547820702815849,0.7306523876748724,0.8784948074456596,0.7717531267089864,0.8784948074456596,0.49666377554297275,0.22824678282470157,0.8547820702815848,0.7306523876748722,0.49947303361754997,0.2676008329416471
