"time_id","temperature_input","temperature","run1_1","run1_2","run1_3","run1_4","run1_5","run2_1","run2_2","run2_3","run2_4","run2_5","run3_1","run3_2","run3_3","run3_4","run3_5","run4_1","run4_2","run4_3","run4_4","run4_5","run5_1","run5_2","run5_3","run5_4","run5_5","run6_1","run6_2","run6_3","run6_4","run6_5"
1,-0.672250059779707,1.3800056187121,0.431607466360972,0.442890497969167,0.557646176793368,0.702748445757312,0.575129839021386,-0.47345565207172,-0.501877100030511,-0.468069104542008,-0.459284432239737,-0.450614523438667,0.520479029891927,0.44447937686382,0.727925171657203,0.881438766619317,0.679950635934183,2.06082325089052,1.61673947209275,1.6790008508014,1.80456404363075,1.82586879801927,-0.0275026220429411,0.0310289463084187,0.0883450493065336,0.00983814649841199,0.332755067880984,-0.350783710913607,-0.426168935950428,-0.3020011371643,-0.128222788673527,-0.128942879703072
6,-1.04239876859241,0.357840427320438,-0.142290284434236,0.201778714983123,-0.0723568268174393,0.0398211903401822,-0.223850296836071,-0.369281808908672,-0.505914619654238,-0.28158692226153,-0.428932176387131,-0.373437487561828,0.358145704798075,0.28635401020366,0.296712392277425,0.487869917085437,0.0974656656219846,1.4033331010637,0.910135861968895,0.802127324355668,0.552913553961519,0.229814850914131,-0.0764651693616306,0.17556558638755,0.42262214723308,0.0885564814074525,-0.112216357763223,-0.229128885000113,-0.378842157288946,-0.304875946452432,-0.0325875027864044,-0.206877272350495
11,-1.04239876859241,-0.558583537375535,0.223834776959776,0.387305763468244,0.15963846014661,0.202196760299058,0.0411565149129077,-0.142425059296028,-0.264523048644693,-0.211075633125063,-0.192874382948829,-0.0373735842729958,0.208031311384582,0.0614192605666518,-0.00497811168098656,0.16200243774386,-0.230988442169779,0.759796581007606,0.419435458947076,0.574650607680655,0.618690228746035,-0.0545800862495839,0.00488722621802105,0.0575599761075839,-0.0140051238063303,0.159968213584842,-0.0926806376853647,-0.3561159308168,-0.356642689233123,-0.109924874306006,-0.135354152618545,-0.136056844298832
16,-0.903593002787646,-0.911054293027833,0.283908818531067,0.26685511969758,0.1946994870452,0.179277363551691,0.191344978582613,-0.271024873520126,-0.218812969718625,-0.0996980615816789,-0.138608889934358,-0.0992060071148851,0.336015350872243,0.0611214922243618,-0.285096858351778,-0.327526463805861,0.335477476579135,-0.0242435620723943,0.127414329996484,-0.255398010667846,0.106823189547449,0.339679930697331,-0.160904425143628,0.0690742380064819,0.000629267251067292,-0.124933807805622,-0.0169855802844397,0.0605555571413522,-0.0881664730376089,-0.212022560920033,-0.0158190173510824,-0.237869853811369
21,-1.04239876859241,-0.946301368593063,0.229868757672346,0.214653172314603,0.199836435818478,0.133866033602536,0.247739781562906,-0.0602557307871472,-0.0107564453707219,-0.103883713484645,-0.0764099043083798,-0.114060149593391,-0.079068210530701,-0.0488786199534136,0.089884525693129,-0.025816259000274,-0.104107285286099,0.0425391603362959,0.112318774197675,-0.169909298998692,-0.01295831873507,-0.135538651474348,-0.197517064753401,-0.147624690938914,0.239449127975822,-0.106228290910279,-0.0583491436297286,0.105436565103347,-0.0672607045230295,-0.19062909612347,0.102820546258817,0.00400692281841562
26,-1.04239876859241,-0.946301368593063,0.484813209407312,0.16918050839268,0.278857225768967,0.118617995055155,0.274601745239144,-0.215733414385632,-0.16669007192146,-0.0544295014469506,0.0249169411819942,-0.0331945251617017,-0.110152357913074,0.00762907147648322,-0.0693161103866261,-0.058022195150421,-0.0642041182462038,-0.0881100833566125,0.120779644246213,-0.0379393388734791,-0.132339714478416,-0.0296430917497869,0.208457571587792,-0.2373285173397,0.0265886578951607,-0.0353249433047474,0.169577130250127,0.125571641239711,0.0024522400395284,-0.0227480804523972,0.0497454731956066,0.0733458421810646
31,-1.04239876859241,-1.01679551972352,0.14178197051038,0.22364793938047,-0.115261110291536,0.0367855366603912,0.094531901915395,-0.111564146886168,-0.074716507812575,-0.183019710711695,-0.187293882604449,-0.140333123277578,-0.0358701615576238,0.0434146318351613,-0.0142791644134857,0.03008651990289,0.0571125408471497,-0.0638459298952221,-0.040525772628389,0.0191939796565096,0.00416286669003853,0.0615839980364431,0.0547886805941551,-0.0581785629160966,0.0902020240683579,0.0817560618617923,0.0734507906490702,-0.146842813180234,-0.220551034485688,-0.0750871306442346,-0.00279704653393654,-0.125040878389094
36,-1.04239876859241,-1.05204259528875,0.196297222631288,0.09496447998229,-0.00431646014740462,0.0298527778888105,0.0200153934120144,-0.00219833199921275,-0.0376522730197927,0.108701558958298,0.113222683403398,0.147672049257171,0.0504532454809188,-0.00582818955167025,0.136191768984413,0.0800826788436039,0.0246655327801281,0.0642054670090288,0.0668036683362227,0.121126614735693,0.140004937784246,0.158439889396033,0.268194408248195,0.308977155231591,0.149288625837753,0.0415797645116643,0.181641191954913,0.0686284373249572,-0.247636193448739,-0.0298880729273922,0.0906205035525028,-0.200758260992771
41,-1.04239876859241,-1.05204259528875,0.0749124225451772,0.0862496106356844,0.0552310803497181,0.15032268544777,0.140144826776494,0.152027670826231,0.176145796505747,0.16072694456851,0.106331309705286,0.179168672738453,0.0669199978709204,0.140802007594456,0.117973435060835,0.158924575812756,0.167831271023209,0.0273263249705449,0.128641533795641,0.0821014896838942,0.148434468196407,0.0241420325020225,0.0264168179751594,-0.029505086316763,-0.0364359944952694,0.100256653644634,-0.0499644795041573,0.0407338127406361,-0.177641507661377,-0.105667015520728,-0.00962199268113082,0.0138892465742413
46,-1.04239876859241,-1.05204259528875,-0.0547296706969196,-0.00171327748145667,0.0302680082787516,-0.0383842635118039,-0.0661059598648511,0.0767693978031284,0.207103531094357,0.249794235910978,0.196442873715881,0.0578354280508659,0.145260702731687,0.107362647106006,0.0854163120563979,0.15622663450227,0.118933945037441,0.0897050078518811,0.138403197809881,0.110014488020131,0.0973787316538639,0.174285730136136,-0.0565662486713789,0.124325117326343,0.070126868310031,0.155317952120652,0.0557730472643639,0.15800701689628,0.133186293196397,0.012024817864874,0.155916827201653,-0.0132255821896193
