"time_id","temperature_input","temperature","run1","run2","run3","run4","run5","run6"
201,-0.584040784566942,-0.822376135541246,-0.610063552251541,-0.186559003318106,0.245808735476532,0.813815471085814,-2.0265891033183,-0.79570264380435
202,-0.584040784566942,-0.822376135541246,-0.812106532367711,-0.307128688414946,0.0798279376863208,0.83747678815031,-1.25004493013749,-0.770276535665371
203,-0.584040784566942,-0.822376135541246,0.039500748097795,-0.428743383551068,0.231463949965551,0.685742840529224,-1.43681912021046,-1.14017610393312
204,-0.584040784566942,-0.822376135541246,-0.267199231549114,-0.700881739205148,0.293045952198236,0.399504747298268,-1.23667707505778,-0.91715881365906
205,-0.584040784566942,-0.787725455672935,-0.681169302733411,-1.12614873386981,0.355315206112041,0.198590248799554,-1.22972689420205,-0.591039375824099
206,-0.542692764420609,-0.787725455672935,-0.778325860434464,-1.25378407596675,0.23351382121528,0.666464943966253,-1.31995345949379,-1.06720203484667
207,-0.542692764420609,-0.753074775804624,-0.449683526913673,-1.38270343716759,0.157106671680776,0.689856283570387,-1.31287440554598,-1.0420183919274
208,-0.542692764420609,-0.753074775804624,-1.08040529232163,-1.20704387411825,-0.199674447714252,0.350867771876603,-1.40345059498084,-1.32275967096807
209,-0.542692764420609,-0.753074775804624,-0.964616418239928,-0.875176021161754,0.0961594042326366,0.828685989971618,-1.49433974532126,-0.784764021448272
210,-0.542692764420609,-0.753074775804624,-1.0628275807191,-1.46800060435337,-0.311214868651072,0.532043423130039,-1.09386696744818,-0.860371543172818
211,-0.832128905444934,-0.718424095936313,-1.4846425408626,-0.66585534184955,-0.107462499546067,0.970951831482716,-1.47992319805041,-0.832732879623691
212,-0.832128905444934,-0.718424095936313,-0.936238755379799,-0.950844087035061,-0.804913139827615,0.578220558930865,-1.4724480214229,0.139119193402271
213,-0.832128905444934,-0.718424095936313,-0.601096295165548,-0.765919897218982,-0.314737285029938,0.508034795565901,-1.36565219436232,-0.353765764917318
214,-0.832128905444934,-0.718424095936313,-0.916069171182018,-0.419587785949284,-0.539865006214457,0.201212807316079,-1.85462721143571,-0.00292479640477056
215,-0.832128905444934,-0.718424095936313,-1.12376836908214,-1.0276341276689,-0.0431971824328851,0.0800370938180764,-1.64833439216245,-0.503450318709161
216,-0.935498955810765,-0.753074775804624,-0.566543561921926,-0.678050950104056,0.0705391455450036,0.530249372329809,-1.14070680260187,-0.903124092326915
217,-0.935498955810765,-0.753074775804624,-0.883875397976201,-0.323565780476135,0.136776496680373,0.313362282405232,-1.33199493031476,-0.114337677086126
218,-0.935498955810765,-0.787725455672935,-0.542062360973335,-0.453403069823346,0.00768775653057551,0.238677133106232,-1.32308178782034,-0.298175451616536
219,-0.935498955810765,-0.822376135541246,-0.529376938082183,-0.420597311054295,0.0744599461243276,0.552634956152459,-1.31396310147201,-0.594719472173413
