"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","ßC","","","","","","",""
"2021/05/19 12:48'22","44335.5335879630","  25.8000","","","","","","","",
"2021/05/19 12:49'22","44335.5342824074","  25.8000","","","","","","","",
"2021/05/19 12:50'22","44335.5349768519","  25.5000","","","","","","","",
"2021/05/19 12:51'22","44335.5356712963","  24.8000","","","","","","","",
"2021/05/19 12:52'22","44335.5363657407","  23.7000","","","","","","","",
"2021/05/19 12:53'22","44335.5370601852","  22.7000","","","","","","","",
"2021/05/19 12:54'22","44335.5377546296","  22.0000","","","","","","","",
"2021/05/19 12:55'22","44335.5384490741","  21.5000","","","","","","","",
"2021/05/19 12:56'22","44335.5391435185","  21.0000","","","","","","","",
"2021/05/19 12:57'22","44335.5398379630","  20.7000","","","","","","","",
"2021/05/19 12:58'22","44335.5405324074","  20.3000","","","","","","","",
"2021/05/19 12:59'22","44335.5412268519","  20.0000","","","","","","","",
"2021/05/19 13:00'22","44335.5419212963","  19.7000","","","","","","","",
"2021/05/19 13:01'22","44335.5426157407","  19.6000","","","","","","","",
"2021/05/19 13:02'22","44335.5433101852","  19.5000","","","","","","","",
"2021/05/19 13:03'22","44335.5440046296","  19.4000","","","","","","","",
"2021/05/19 13:04'22","44335.5446990741","  19.3000","","","","","","","",
"2021/05/19 13:05'22","44335.5453935185","  19.3000","","","","","","","",
"2021/05/19 13:06'22","44335.5460879630","  19.3000","","","","","","","",
"2021/05/19 13:07'22","44335.5467824074","  19.3000","","","","","","","",
"2021/05/19 13:08'22","44335.5474768519","  19.3000","","","","","","","",
"2021/05/19 13:09'22","44335.5481712963","  19.3000","","","","","","","",
"2021/05/19 13:10'22","44335.5488657407","  19.4000","","","","","","","",
"2021/05/19 13:11'22","44335.5495601852","  19.4000","","","","","","","",
"2021/05/19 13:12'22","44335.5502546296","  19.4000","","","","","","","",
"2021/05/19 13:13'22","44335.5509490741","  19.4000","","","","","","","",
"2021/05/19 13:14'22","44335.5516435185","  19.3000","","","","","","","",
"2021/05/19 13:15'22","44335.5523379630","  19.3000","","","","","","","",
"2021/05/19 13:16'22","44335.5530324074","  19.3000","","","","","","","",
"2021/05/19 13:17'22","44335.5537268519","  19.2000","","","","","","","",
"2021/05/19 13:18'22","44335.5544212963","  19.2000","","","","","","","",
"2021/05/19 13:19'22","44335.5551157407","  19.2000","","","","","","","",
"2021/05/19 13:20'22","44335.5558101852","  19.2000","","","","","","","",
"2021/05/19 13:21'22","44335.5565046296","  19.1000","","","","","","","",
"2021/05/19 13:22'22","44335.5571990741","  19.1000","","","","","","","",
"2021/05/19 13:23'22","44335.5578935185","  19.1000","","","","","","","",
"2021/05/19 13:24'22","44335.5585879630","  19.1000","","","","","","","",
"2021/05/19 13:25'22","44335.5592824074","  19.1000","","","","","","","",
"2021/05/19 13:26'22","44335.5599768519","  19.0000","","","","","","","",
"2021/05/19 13:27'22","44335.5606712963","  19.1000","","","","","","","",
"2021/05/19 13:28'22","44335.5613657407","  19.0000","","","","","","","",
"2021/05/19 13:29'22","44335.5620601852","  19.0000","","","","","","","",
"2021/05/19 13:30'22","44335.5627546296","  19.0000","","","","","","","",
"2021/05/19 13:31'22","44335.5634490741","  19.0000","","","","","","","",
"2021/05/19 13:32'22","44335.5641435185","  19.0000","","","","","","","",
"2021/05/19 13:33'22","44335.5648379630","  19.0000","","","","","","","",
"2021/05/19 13:34'22","44335.5655324074","  19.0000","","","","","","","",
"2021/05/19 13:35'22","44335.5662268519","  19.0000","","","","","","","",
"2021/05/19 13:36'22","44335.5669212963","  19.0000","","","","","","","",
"2021/05/19 13:37'22","44335.5676157407","  19.0000","","","","","","","",
"2021/05/19 13:38'22","44335.5683101852","  19.0000","","","","","","","",
"2021/05/19 13:39'22","44335.5690046296","  19.0000","","","","","","","",
"2021/05/19 13:40'22","44335.5696990741","  19.0000","","","","","","","",
"2021/05/19 13:41'22","44335.5703935185","  19.0000","","","","","","","",
"2021/05/19 13:42'22","44335.5710879630","  19.0000","","","","","","","",
"2021/05/19 13:43'22","44335.5717824074","  19.0000","","","","","","","",
"2021/05/19 13:44'22","44335.5724768519","  19.0000","","","","","","","",
"2021/05/19 13:45'22","44335.5731712963","  19.0000","","","","","","","",
"2021/05/19 13:46'22","44335.5738657407","  19.0000","","","","","","","",
"2021/05/19 13:47'22","44335.5745601852","  19.0000","","","","","","","",
"2021/05/19 13:48'22","44335.5752546296","  19.0000","","","","","","","",
"2021/05/19 13:49'22","44335.5759490741","  19.0000","","","","","","","",
"2021/05/19 13:50'22","44335.5766435185","  19.0000","","","","","","","",
"2021/05/19 13:51'22","44335.5773379630","  19.0000","","","","","","","",
"2021/05/19 13:52'22","44335.5780324074","  19.0000","","","","","","","",
"2021/05/19 13:53'22","44335.5787268519","  19.0000","","","","","","","",
"2021/05/19 13:54'22","44335.5794212963","  19.0000","","","","","","","",
"2021/05/19 13:55'22","44335.5801157407","  19.0000","","","","","","","",
"2021/05/19 13:56'22","44335.5808101852","  19.0000","","","","","","","",
"2021/05/19 13:57'22","44335.5815046296","  19.0000","","","","","","","",
"2021/05/19 13:58'22","44335.5821990741","  19.0000","","","","","","","",
"2021/05/19 13:59'22","44335.5828935185","  19.0000","","","","","","","",
"2021/05/19 14:00'22","44335.5835879630","  19.0000","","","","","","","",
"2021/05/19 14:01'22","44335.5842824074","  19.0000","","","","","","","",
"2021/05/19 14:02'22","44335.5849768519","  19.0000","","","","","","","",
"2021/05/19 14:03'22","44335.5856712963","  19.0000","","","","","","","",
"2021/05/19 14:04'22","44335.5863657407","  19.0000","","","","","","","",
"2021/05/19 14:05'22","44335.5870601852","  19.0000","","","","","","","",
"2021/05/19 14:06'22","44335.5877546296","  19.0000","","","","","","","",
"2021/05/19 14:07'22","44335.5884490741","  19.1000","","","","","","","",
"2021/05/19 14:08'22","44335.5891435185","  19.0000","","","","","","","",
"2021/05/19 14:09'22","44335.5898379630","  19.0000","","","","","","","",
"2021/05/19 14:10'22","44335.5905324074","  19.0000","","","","","","","",
"2021/05/19 14:11'22","44335.5912268519","  19.0000","","","","","","","",
"2021/05/19 14:12'22","44335.5919212963","  19.1000","","","","","","","",
"2021/05/19 14:13'22","44335.5926157407","  19.0000","","","","","","","",
