,network_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,total_nodes,learning_time,n_network,E,NMSE_test,num_nodes,Win_strength,Win_sparsity,n_neighbors
194,Combined_Network,0.9922,0.9918,0.0287,0.0289,0.0025788,0.0027074,1024,0.12,195,1024,0.0404673,4,1.3,0.3,5
195,Combined_Network,0.9922,0.9918,0.0287,0.0289,0.0025788,0.0027074,1026,0.09,196,1026,0.0404673,4,1.3,0.3,5
196,Combined_Network,0.9922,0.9919,0.0287,0.0289,0.002577,0.0027034,1028,0.09,197,1028,0.0404673,4,1.3,0.3,5
197,Combined_Network,0.9922,0.9919,0.0287,0.0289,0.0025768,0.0027032,1031,0.08,198,1031,0.0404673,4,1.3,0.3,5
198,Combined_Network,0.9922,0.9919,0.0287,0.0289,0.0025768,0.0027032,1033,0.08,199,1033,0.0404673,4,1.3,0.3,5
199,Combined_Network,0.9923,0.9918,0.0285,0.0289,0.0025321,0.002711,1038,0.09,200,1038,0.0404673,4,1.3,0.3,5
200,Combined_Network,0.9923,0.9918,0.0285,0.0289,0.0025285,0.0027109,1047,0.1,201,1047,0.0404673,4,1.3,0.3,5
201,Combined_Network,0.9923,0.9918,0.0285,0.0289,0.0025285,0.0027108,1049,0.1,202,1049,0.0404673,4,1.3,0.3,5
202,Combined_Network,0.9924,0.9919,0.0283,0.0288,0.0025014,0.0026831,1055,0.1,203,1055,0.0404673,4,1.3,0.3,5
203,Combined_Network,0.9924,0.9919,0.0283,0.0287,0.002498,0.0026719,1058,0.09,204,1058,0.0404673,4,1.3,0.3,5
204,Combined_Network,0.9924,0.9919,0.0283,0.0287,0.0024979,0.0026718,1060,0.1,205,1060,0.0404673,4,1.3,0.3,5
205,Combined_Network,0.9924,0.992,0.0283,0.0287,0.0024954,0.0026672,1069,0.1,206,1069,0.0404673,4,1.3,0.3,5
206,Combined_Network,0.9926,0.9922,0.0279,0.0282,0.0024327,0.002588,1094,0.1,207,1094,0.0404673,4,1.3,0.3,5
207,Combined_Network,0.9926,0.9922,0.0279,0.0282,0.0024302,0.0025757,1100,0.1,208,1100,0.0404673,4,1.3,0.3,5
208,Combined_Network,0.9927,0.9923,0.0278,0.0281,0.0024145,0.0025556,1106,0.12,209,1106,0.0404673,4,1.3,0.3,5
209,Combined_Network,0.9927,0.9923,0.0277,0.0281,0.0024019,0.0025535,1112,0.09,210,1112,0.0404673,4,1.3,0.3,5
210,Combined_Network,0.9927,0.9923,0.0277,0.0281,0.0023998,0.0025546,1122,0.12,211,1122,0.0404673,4,1.3,0.3,5
211,Combined_Network,0.9928,0.9924,0.0276,0.0279,0.0023856,0.002527,1125,0.1,212,1125,0.0404673,4,1.3,0.3,5
212,Combined_Network,0.9929,0.9926,0.0274,0.0276,0.0023507,0.0024697,1128,0.1,213,1128,0.0404673,4,1.3,0.3,5
213,Combined_Network,0.9929,0.9926,0.0273,0.0275,0.0023338,0.0024537,1143,0.12,214,1143,0.0404673,4,1.3,0.3,5
214,Combined_Network,0.9931,0.9927,0.0271,0.0273,0.0022937,0.0024256,1148,0.12,215,1148,0.0404673,4,1.3,0.3,5
215,Combined_Network,0.9931,0.9927,0.027,0.0273,0.0022784,0.0024157,1152,0.1,216,1152,0.0404673,4,1.3,0.3,5
216,Combined_Network,0.9932,0.9927,0.0269,0.0273,0.0022587,0.002414,1159,0.12,217,1159,0.0404673,4,1.3,0.3,5
217,Combined_Network,0.9932,0.9927,0.0269,0.0272,0.002264,0.0024083,1165,0.11,218,1165,0.0404673,4,1.3,0.3,5
218,Combined_Network,0.9932,0.9928,0.0269,0.0272,0.0022502,0.0024028,1171,0.11,219,1171,0.0404673,4,1.3,0.3,5
219,Combined_Network,0.9932,0.9928,0.0269,0.0272,0.0022501,0.0024026,1173,0.11,220,1173,0.0404673,4,1.3,0.3,5
220,Combined_Network,0.9932,0.9928,0.0268,0.0272,0.0022486,0.0024029,1177,0.1,221,1177,0.0404673,4,1.3,0.3,5
221,Combined_Network,0.9932,0.9928,0.0268,0.0272,0.0022485,0.0024026,1179,0.11,222,1179,0.0404673,4,1.3,0.3,5
222,Combined_Network,0.9932,0.9928,0.0268,0.0272,0.0022477,0.0024018,1183,0.11,223,1183,0.0404673,4,1.3,0.3,5
223,Combined_Network,0.9932,0.9928,0.0268,0.0272,0.0022477,0.0024018,1185,0.12,224,1185,0.0404673,4,1.3,0.3,5
224,Combined_Network,0.9932,0.9928,0.0267,0.0272,0.0022321,0.002394,1190,0.1,225,1190,0.0404673,4,1.3,0.3,5
225,Combined_Network,0.9933,0.9929,0.0266,0.027,0.0022085,0.0023679,1203,0.14,226,1203,0.0404673,4,1.3,0.3,5
226,Combined_Network,0.9933,0.9929,0.0266,0.0269,0.0022031,0.0023509,1209,0.12,227,1209,0.0404673,4,1.3,0.3,5
227,Combined_Network,0.9933,0.9929,0.0266,0.0269,0.0022047,0.0023433,1218,0.11,228,1218,0.0404673,4,1.3,0.3,5
228,Combined_Network,0.9933,0.9929,0.0266,0.0269,0.0022039,0.0023418,1220,0.11,229,1220,0.0404673,4,1.3,0.3,5
229,Combined_Network,0.9934,0.993,0.0265,0.0268,0.0021942,0.0023359,1236,0.19,230,1236,0.0404673,4,1.3,0.3,5
230,Combined_Network,0.9934,0.993,0.0265,0.0267,0.0021845,0.0023163,1251,0.17,231,1251,0.0404673,4,1.3,0.3,5
231,Combined_Network,0.9935,0.993,0.0263,0.0267,0.0021582,0.0023153,1264,0.13,232,1264,0.0404673,4,1.3,0.3,5
232,Combined_Network,0.9935,0.993,0.0263,0.0267,0.002157,0.0023157,1269,0.12,233,1269,0.0404673,4,1.3,0.3,5
233,Combined_Network,0.9935,0.9931,0.0262,0.0266,0.0021409,0.0023032,1273,0.12,234,1273,0.0404673,4,1.3,0.3,5
234,Combined_Network,0.9937,0.993,0.0259,0.0267,0.0020946,0.0023215,1278,0.12,235,1278,0.0404673,4,1.3,0.3,5
235,Combined_Network,0.9937,0.993,0.0258,0.0268,0.0020724,0.0023227,1284,0.12,236,1284,0.0404673,4,1.3,0.3,5
236,Combined_Network,0.9937,0.993,0.0258,0.0267,0.0020693,0.002319,1310,0.12,237,1310,0.0404673,4,1.3,0.3,5
237,Combined_Network,0.9938,0.9931,0.0257,0.0266,0.0020535,0.0022994,1320,0.16,238,1320,0.0404673,4,1.3,0.3,5
238,Combined_Network,0.9938,0.9931,0.0256,0.0266,0.0020529,0.0022981,1322,0.14,239,1322,0.0404673,4,1.3,0.3,5
239,Combined_Network,0.9939,0.9932,0.0254,0.0263,0.0020209,0.0022384,1326,0.19,240,1326,0.0404673,4,1.3,0.3,5
240,Combined_Network,0.9939,0.9932,0.0254,0.0263,0.0020133,0.0022484,1331,0.17,241,1331,0.0404673,4,1.3,0.3,5
241,Combined_Network,0.9939,0.9933,0.0254,0.0262,0.0020078,0.0022356,1342,0.14,242,1342,0.0404673,4,1.3,0.3,5
242,Combined_Network,0.994,0.9934,0.0253,0.026,0.0019938,0.0021915,1348,0.16,243,1348,0.0404673,4,1.3,0.3,5
243,Combined_Network,0.994,0.9933,0.0252,0.0263,0.0019798,0.002238,1352,0.15,244,1352,0.0404673,4,1.3,0.3,5
244,Combined_Network,0.994,0.9933,0.0251,0.0262,0.0019713,0.0022232,1375,0.16,245,1375,0.0404673,4,1.3,0.3,5
245,Combined_Network,0.994,0.9933,0.0251,0.0262,0.0019712,0.0022231,1377,0.15,246,1377,0.0404673,4,1.3,0.3,5
246,Combined_Network,0.9941,0.9934,0.0249,0.026,0.001939,0.0022002,1381,0.13,247,1381,0.0404673,4,1.3,0.3,5
247,Combined_Network,0.9941,0.9934,0.0249,0.026,0.001939,0.0022002,1383,0.15,248,1383,0.0404673,4,1.3,0.3,5
248,Combined_Network,0.9941,0.9934,0.0249,0.026,0.001938,0.002198,1385,0.15,249,1385,0.0404673,4,1.3,0.3,5
249,Combined_Network,0.9942,0.9934,0.0248,0.026,0.0019212,0.0021908,1390,0.14,250,1390,0.0404673,4,1.3,0.3,5
250,Combined_Network,0.9942,0.9934,0.0248,0.0259,0.0019152,0.0021823,1401,0.18,251,1401,0.0404673,4,1.3,0.3,5
251,Combined_Network,0.9942,0.9934,0.0248,0.0259,0.0019151,0.002182,1403,0.16,252,1403,0.0404673,4,1.3,0.3,5
252,Combined_Network,0.9943,0.9935,0.0247,0.0259,0.001896,0.0021737,1407,0.15,253,1407,0.0404673,4,1.3,0.3,5
253,Combined_Network,0.9943,0.9935,0.0246,0.0259,0.001895,0.0021716,1409,0.17,254,1409,0.0404673,4,1.3,0.3,5
254,Combined_Network,0.9943,0.9935,0.0246,0.0259,0.0018925,0.0021703,1411,0.15,255,1411,0.0404673,4,1.3,0.3,5
255,Combined_Network,0.9943,0.9935,0.0245,0.0258,0.0018805,0.0021544,1417,0.16,256,1417,0.0404673,4,1.3,0.3,5
256,Combined_Network,0.9943,0.9935,0.0245,0.0258,0.0018795,0.0021533,1419,0.16,257,1419,0.0404673,4,1.3,0.3,5
257,Combined_Network,0.9943,0.9935,0.0245,0.0258,0.0018797,0.0021568,1425,0.16,258,1425,0.0404673,4,1.3,0.3,5
258,Combined_Network,0.9943,0.9936,0.0245,0.0256,0.0018702,0.002128,1435,0.17,259,1435,0.0404673,4,1.3,0.3,5
259,Combined_Network,0.9943,0.9936,0.0245,0.0256,0.0018705,0.002129,1446,0.16,260,1446,0.0404673,4,1.3,0.3,5
260,Combined_Network,0.9945,0.9938,0.0241,0.0252,0.0018144,0.0020654,1462,0.18,261,1462,0.0404673,4,1.3,0.3,5
261,Combined_Network,0.9946,0.9939,0.0239,0.0249,0.00178,0.0020158,1473,0.17,262,1473,0.0404673,4,1.3,0.3,5
262,Combined_Network,0.9947,0.994,0.0238,0.0249,0.0017694,0.0020072,1480,0.18,263,1480,0.0404673,4,1.3,0.3,5
263,Combined_Network,0.9947,0.994,0.0238,0.0248,0.0017631,0.0019907,1484,0.17,264,1484,0.0404673,4,1.3,0.3,5
264,Combined_Network,0.9948,0.9941,0.0236,0.0247,0.0017334,0.0019745,1514,0.19,265,1514,0.0404673,4,1.3,0.3,5
265,Combined_Network,0.9948,0.9941,0.0236,0.0247,0.0017326,0.0019727,1518,0.19,266,1518,0.0404673,4,1.3,0.3,5
266,Combined_Network,0.9948,0.9941,0.0236,0.0247,0.0017311,0.0019739,1522,0.19,267,1522,0.0404673,4,1.3,0.3,5
267,Combined_Network,0.9948,0.9941,0.0235,0.0247,0.0017265,0.001977,1528,0.19,268,1528,0.0404673,4,1.3,0.3,5
268,Combined_Network,0.9948,0.9941,0.0235,0.0247,0.0017271,0.0019779,1532,0.22,269,1532,0.0404673,4,1.3,0.3,5
269,Combined_Network,0.9948,0.9941,0.0235,0.0247,0.0017224,0.0019744,1558,0.2,270,1558,0.0404673,4,1.3,0.3,5
270,Combined_Network,0.9949,0.9941,0.0233,0.0246,0.0017003,0.0019701,1567,0.2,271,1567,0.0404673,4,1.3,0.3,5
271,Combined_Network,0.9949,0.9941,0.0233,0.0246,0.0016911,0.0019661,1572,0.25,272,1572,0.0404673,4,1.3,0.3,5
272,Combined_Network,0.9949,0.9941,0.0233,0.0246,0.0016908,0.0019665,1574,0.19,273,1574,0.0404673,4,1.3,0.3,5
273,Combined_Network,0.9949,0.9941,0.0233,0.0246,0.0016872,0.001964,1584,0.18,274,1584,0.0404673,4,1.3,0.3,5
274,Combined_Network,0.9949,0.9941,0.0232,0.0246,0.0016837,0.0019598,1596,0.19,275,1596,0.0404673,4,1.3,0.3,5
275,Combined_Network,0.9949,0.9941,0.0232,0.0246,0.0016809,0.0019575,1599,0.2,276,1599,0.0404673,4,1.3,0.3,5
276,Combined_Network,0.995,0.9942,0.0231,0.0245,0.0016613,0.001944,1604,0.19,277,1604,0.0404673,4,1.3,0.3,5
277,Combined_Network,0.995,0.9942,0.023,0.0244,0.0016535,0.0019283,1620,0.2,278,1620,0.0404673,4,1.3,0.3,5
278,Combined_Network,0.995,0.9943,0.0229,0.0243,0.0016382,0.0019138,1627,0.22,279,1627,0.0404673,4,1.3,0.3,5
279,Combined_Network,0.9951,0.9943,0.0228,0.0242,0.0016276,0.0019032,1632,0.22,280,1632,0.0404673,4,1.3,0.3,5
280,Combined_Network,0.9951,0.9943,0.0228,0.0242,0.0016197,0.0018957,1637,0.24,281,1637,0.0404673,4,1.3,0.3,5
281,Combined_Network,0.9951,0.9943,0.0228,0.0242,0.001619,0.0018933,1641,0.23,282,1641,0.0404673,4,1.3,0.3,5
282,Combined_Network,0.9951,0.9943,0.0228,0.0242,0.0016174,0.001894,1643,0.22,283,1643,0.0404673,4,1.3,0.3,5
283,Combined_Network,0.9951,0.9943,0.0227,0.0241,0.0016131,0.0018925,1646,0.21,284,1646,0.0404673,4,1.3,0.3,5
284,Combined_Network,0.9951,0.9943,0.0227,0.0241,0.0016106,0.0018892,1655,0.22,285,1655,0.0404673,4,1.3,0.3,5
285,Combined_Network,0.9951,0.9943,0.0227,0.0241,0.0016087,0.0018876,1659,0.23,286,1659,0.0404673,4,1.3,0.3,5
286,Combined_Network,0.9952,0.9943,0.0227,0.0241,0.0016011,0.0018833,1684,0.24,287,1684,0.0404673,4,1.3,0.3,5
287,Combined_Network,0.9952,0.9944,0.0226,0.0239,0.001588,0.0018545,1693,0.24,288,1693,0.0404673,4,1.3,0.3,5
288,Combined_Network,0.9952,0.9945,0.0225,0.0239,0.0015857,0.0018484,1702,0.22,289,1702,0.0404673,4,1.3,0.3,5
289,Combined_Network,0.9952,0.9945,0.0225,0.0239,0.0015857,0.0018484,1704,0.22,290,1704,0.0404673,4,1.3,0.3,5
290,Combined_Network,0.9952,0.9945,0.0225,0.0239,0.0015844,0.0018479,1712,0.22,291,1712,0.0404673,4,1.3,0.3,5
291,Combined_Network,0.9952,0.9945,0.0225,0.0238,0.0015791,0.0018332,1719,0.24,292,1719,0.0404673,4,1.3,0.3,5
292,Combined_Network,0.9953,0.9946,0.0223,0.0236,0.0015576,0.0018113,1724,0.26,293,1724,0.0404673,4,1.3,0.3,5
293,Combined_Network,0.9953,0.9946,0.0223,0.0236,0.0015514,0.0018119,1729,0.24,294,1729,0.0404673,4,1.3,0.3,5
294,Combined_Network,0.9953,0.9946,0.0223,0.0236,0.0015469,0.0018065,1735,0.27,295,1735,0.0404673,4,1.3,0.3,5
295,Combined_Network,0.9953,0.9946,0.0222,0.0235,0.0015397,0.0017992,1740,0.24,296,1740,0.0404673,4,1.3,0.3,5
296,Combined_Network,0.9954,0.9946,0.0222,0.0235,0.0015335,0.0017921,1750,0.26,297,1750,0.0404673,4,1.3,0.3,5
297,Combined_Network,0.9954,0.9946,0.0221,0.0235,0.0015286,0.0017895,1758,0.24,298,1758,0.0404673,4,1.3,0.3,5
298,Combined_Network,0.9954,0.9946,0.0221,0.0234,0.0015258,0.0017835,1761,0.27,299,1761,0.0404673,4,1.3,0.3,5
299,Combined_Network,0.9955,0.9947,0.022,0.0233,0.0015036,0.0017658,1764,0.25,300,1764,0.0404673,4,1.3,0.3,5
300,Combined_Network,0.9955,0.9948,0.0219,0.0232,0.0014927,0.0017447,1766,0.25,301,1766,0.0404673,4,1.3,0.3,5
301,Combined_Network,0.9955,0.9948,0.0218,0.0231,0.0014793,0.0017289,1769,0.24,302,1769,0.0404673,4,1.3,0.3,5
302,Combined_Network,0.9955,0.9948,0.0218,0.0231,0.0014792,0.0017282,1771,0.3,303,1771,0.0404673,4,1.3,0.3,5
303,Combined_Network,0.9955,0.9948,0.0218,0.0231,0.0014791,0.0017282,1773,0.26,304,1773,0.0404673,4,1.3,0.3,5
304,Combined_Network,0.9955,0.9948,0.0218,0.0231,0.0014791,0.0017283,1775,0.26,305,1775,0.0404673,4,1.3,0.3,5
305,Combined_Network,0.9955,0.9948,0.0217,0.023,0.0014738,0.001718,1782,0.28,306,1782,0.0404673,4,1.3,0.3,5
306,Combined_Network,0.9955,0.9948,0.0217,0.0231,0.0014737,0.0017244,1792,0.28,307,1792,0.0404673,4,1.3,0.3,5
307,Combined_Network,0.9956,0.9948,0.0217,0.023,0.0014706,0.0017194,1810,0.25,308,1810,0.0404673,4,1.3,0.3,5
308,Combined_Network,0.9956,0.9948,0.0216,0.023,0.0014623,0.0017198,1819,0.29,309,1819,0.0404673,4,1.3,0.3,5
309,Combined_Network,0.9959,0.9953,0.0209,0.0221,0.0013601,0.0015814,1825,0.25,310,1825,0.0404673,4,1.3,0.3,5
310,Combined_Network,0.9959,0.9953,0.0209,0.0221,0.0013584,0.0015805,1829,0.28,311,1829,0.0404673,4,1.3,0.3,5
311,Combined_Network,0.9959,0.9953,0.0209,0.022,0.0013574,0.0015773,1832,0.24,312,1832,0.0404673,4,1.3,0.3,5
312,Combined_Network,0.9959,0.9953,0.0208,0.0219,0.0013459,0.0015585,1845,0.28,313,1845,0.0404673,4,1.3,0.3,5
313,Combined_Network,0.9959,0.9953,0.0208,0.0219,0.0013456,0.0015586,1858,0.28,314,1858,0.0404673,4,1.3,0.3,5
314,Combined_Network,0.9959,0.9953,0.0208,0.0219,0.0013454,0.0015593,1860,0.3,315,1860,0.0404673,4,1.3,0.3,5
315,Combined_Network,0.996,0.9954,0.0207,0.0218,0.0013353,0.001542,1881,0.3,316,1881,0.0404673,4,1.3,0.3,5
316,Combined_Network,0.996,0.9954,0.0207,0.0218,0.0013321,0.00154,1885,0.3,317,1885,0.0404673,4,1.3,0.3,5
317,Combined_Network,0.996,0.9954,0.0207,0.0218,0.001332,0.0015396,1888,0.28,318,1888,0.0404673,4,1.3,0.3,5
318,Combined_Network,0.996,0.9954,0.0206,0.0218,0.0013292,0.0015436,1894,0.28,319,1894,0.0404673,4,1.3,0.3,5
319,Combined_Network,0.9961,0.9955,0.0205,0.0216,0.001307,0.0015147,1900,0.32,320,1900,0.0404673,4,1.3,0.3,5
320,Combined_Network,0.9961,0.9955,0.0204,0.0216,0.0013006,0.001518,1909,0.3,321,1909,0.0404673,4,1.3,0.3,5
321,Combined_Network,0.9961,0.9955,0.0204,0.0216,0.0012944,0.0015101,1917,0.3,322,1917,0.0404673,4,1.3,0.3,5
322,Combined_Network,0.9961,0.9955,0.0204,0.0216,0.0012933,0.0015086,1931,0.32,323,1931,0.0404673,4,1.3,0.3,5
323,Combined_Network,0.9961,0.9955,0.0204,0.0216,0.0012932,0.0015089,1935,0.31,324,1935,0.0404673,4,1.3,0.3,5
324,Combined_Network,0.9961,0.9955,0.0204,0.0216,0.0012932,0.0015088,1938,0.32,325,1938,0.0404673,4,1.3,0.3,5
325,Combined_Network,0.9961,0.9955,0.0203,0.0214,0.0012877,0.0014896,1943,0.3,326,1943,0.0404673,4,1.3,0.3,5
326,Combined_Network,0.9961,0.9956,0.0203,0.0214,0.0012864,0.0014833,1954,0.32,327,1954,0.0404673,4,1.3,0.3,5
327,Combined_Network,0.9961,0.9955,0.0202,0.0214,0.0012791,0.0014859,1956,0.33,328,1956,0.0404673,4,1.3,0.3,5
328,Combined_Network,0.9961,0.9956,0.0202,0.0214,0.0012768,0.0014843,1958,0.31,329,1958,0.0404673,4,1.3,0.3,5
329,Combined_Network,0.9961,0.9956,0.0202,0.0214,0.0012761,0.0014839,1964,0.32,330,1964,0.0404673,4,1.3,0.3,5
330,Combined_Network,0.9962,0.9956,0.0202,0.0214,0.0012738,0.0014798,1978,0.33,331,1978,0.0404673,4,1.3,0.3,5
331,Combined_Network,0.9962,0.9956,0.0202,0.0213,0.0012733,0.0014789,1990,0.35,332,1990,0.0404673,4,1.3,0.3,5
332,Combined_Network,0.9962,0.9956,0.0202,0.0213,0.0012732,0.0014782,1992,0.36,333,1992,0.0404673,4,1.3,0.3,5
333,Combined_Network,0.9962,0.9956,0.0202,0.0213,0.0012732,0.0014777,1994,0.33,334,1994,0.0404673,4,1.3,0.3,5
334,Combined_Network,0.9962,0.9956,0.0202,0.0213,0.001273,0.0014766,2003,0.34,335,2003,0.0404673,4,1.3,0.3,5
335,Combined_Network,0.9962,0.9956,0.0202,0.0213,0.00127,0.0014768,2014,0.34,336,2014,0.0404673,4,1.3,0.3,5
336,Combined_Network,0.9962,0.9956,0.0202,0.0213,0.0012685,0.0014702,2019,0.36,337,2019,0.0404673,4,1.3,0.3,5
337,Combined_Network,0.9962,0.9956,0.0201,0.0213,0.001266,0.001469,2025,0.35,338,2025,0.0404673,4,1.3,0.3,5
338,Combined_Network,0.9962,0.9956,0.0201,0.0212,0.001255,0.0014613,2029,0.37,339,2029,0.0404673,4,1.3,0.3,5
339,Combined_Network,0.9962,0.9956,0.02,0.0212,0.0012535,0.0014592,2038,0.36,340,2038,0.0404673,4,1.3,0.3,5
340,Combined_Network,0.9962,0.9956,0.02,0.0212,0.0012517,0.0014589,2043,0.34,341,2043,0.0404673,4,1.3,0.3,5
341,Combined_Network,0.9963,0.9958,0.0198,0.0209,0.001223,0.0014135,2047,0.36,342,2047,0.0404673,4,1.3,0.3,5
342,Combined_Network,0.9963,0.9958,0.0197,0.0209,0.0012103,0.0014185,2056,0.38,343,2056,0.0404673,4,1.3,0.3,5
343,Combined_Network,0.9964,0.9958,0.0197,0.0209,0.001207,0.0014169,2071,0.39,344,2071,0.0404673,4,1.3,0.3,5
344,Combined_Network,0.9964,0.9958,0.0196,0.0208,0.0011969,0.0014022,2076,0.35,345,2076,0.0404673,4,1.3,0.3,5
345,Combined_Network,0.9964,0.9958,0.0196,0.0208,0.0011936,0.0014103,2081,0.37,346,2081,0.0404673,4,1.3,0.3,5
346,Combined_Network,0.9964,0.9958,0.0195,0.0208,0.0011917,0.0014095,2088,0.37,347,2088,0.0404673,4,1.3,0.3,5
347,Combined_Network,0.9964,0.9958,0.0195,0.0208,0.0011914,0.0014093,2106,0.37,348,2106,0.0404673,4,1.3,0.3,5
348,Combined_Network,0.9964,0.9958,0.0195,0.0208,0.0011861,0.0013988,2114,0.38,349,2114,0.0404673,4,1.3,0.3,5
349,Combined_Network,0.9964,0.9958,0.0195,0.0207,0.0011825,0.0013933,2121,0.4,350,2121,0.0404673,4,1.3,0.3,5
350,Combined_Network,0.9964,0.9959,0.0195,0.0207,0.0011813,0.0013918,2130,0.38,351,2130,0.0404673,4,1.3,0.3,5
351,Combined_Network,0.9965,0.9959,0.0193,0.0206,0.001166,0.001381,2138,0.39,352,2138,0.0404673,4,1.3,0.3,5
352,Combined_Network,0.9965,0.9959,0.0193,0.0206,0.0011648,0.0013813,2148,0.38,353,2148,0.0404673,4,1.3,0.3,5
353,Combined_Network,0.9965,0.9959,0.0193,0.0205,0.0011579,0.0013698,2153,0.46,354,2153,0.0404673,4,1.3,0.3,5
354,Combined_Network,0.9965,0.9959,0.0192,0.0205,0.0011529,0.0013661,2173,0.42,355,2173,0.0404673,4,1.3,0.3,5
355,Combined_Network,0.9965,0.9959,0.0191,0.0205,0.0011436,0.0013593,2178,0.43,356,2178,0.0404673,4,1.3,0.3,5
356,Combined_Network,0.9966,0.996,0.0191,0.0204,0.0011423,0.0013513,2181,0.44,357,2181,0.0404673,4,1.3,0.3,5
357,Combined_Network,0.9966,0.996,0.0191,0.0204,0.0011407,0.0013487,2187,0.4,358,2187,0.0404673,4,1.3,0.3,5
358,Combined_Network,0.9966,0.996,0.0191,0.0204,0.00114,0.0013486,2217,0.42,359,2217,0.0404673,4,1.3,0.3,5
359,Combined_Network,0.9966,0.996,0.0191,0.0204,0.0011381,0.0013463,2225,0.47,360,2225,0.0404673,4,1.3,0.3,5
360,Combined_Network,0.9966,0.996,0.0191,0.0203,0.0011365,0.0013407,2228,0.4,361,2228,0.0404673,4,1.3,0.3,5
361,Combined_Network,0.9966,0.996,0.0191,0.0203,0.0011366,0.0013407,2230,0.54,362,2230,0.0404673,4,1.3,0.3,5
362,Combined_Network,0.9966,0.996,0.0191,0.0203,0.0011335,0.0013355,2235,0.45,363,2235,0.0404673,4,1.3,0.3,5
363,Combined_Network,0.9966,0.996,0.019,0.0203,0.0011321,0.0013377,2258,0.42,364,2258,0.0404673,4,1.3,0.3,5
364,Combined_Network,0.9966,0.996,0.019,0.0203,0.0011322,0.0013367,2260,0.47,365,2260,0.0404673,4,1.3,0.3,5
365,Combined_Network,0.9966,0.996,0.019,0.0203,0.0011317,0.0013379,2273,0.44,366,2273,0.0404673,4,1.3,0.3,5
366,Combined_Network,0.9966,0.996,0.019,0.0204,0.001127,0.0013485,2275,0.46,367,2275,0.0404673,4,1.3,0.3,5
367,Combined_Network,0.9966,0.996,0.019,0.0204,0.0011273,0.001345,2281,0.45,368,2281,0.0404673,4,1.3,0.3,5
368,Combined_Network,0.9966,0.996,0.019,0.0204,0.0011264,0.0013451,2285,0.47,369,2285,0.0404673,4,1.3,0.3,5
369,Combined_Network,0.9966,0.996,0.019,0.0203,0.0011235,0.0013424,2288,0.44,370,2288,0.0404673,4,1.3,0.3,5
370,Combined_Network,0.9966,0.996,0.019,0.0203,0.001122,0.0013417,2307,0.51,371,2307,0.0404673,4,1.3,0.3,5
371,Combined_Network,0.9966,0.996,0.019,0.0204,0.001121,0.0013454,2311,0.49,372,2311,0.0404673,4,1.3,0.3,5
372,Combined_Network,0.9966,0.996,0.0189,0.0204,0.0011198,0.0013458,2314,0.47,373,2314,0.0404673,4,1.3,0.3,5
373,Combined_Network,0.9967,0.996,0.0188,0.0203,0.0011055,0.0013412,2324,0.48,374,2324,0.0404673,4,1.3,0.3,5
374,Combined_Network,0.9967,0.996,0.0188,0.0204,0.0011011,0.0013482,2333,0.48,375,2333,0.0404673,4,1.3,0.3,5
375,Combined_Network,0.9967,0.996,0.0187,0.0202,0.0010949,0.0013244,2340,0.49,376,2340,0.0404673,4,1.3,0.3,5
376,Combined_Network,0.9967,0.996,0.0187,0.0202,0.0010912,0.0013212,2343,0.47,377,2343,0.0404673,4,1.3,0.3,5
377,Combined_Network,0.9967,0.996,0.0187,0.0202,0.001093,0.001323,2345,0.49,378,2345,0.0404673,4,1.3,0.3,5
378,Combined_Network,0.9967,0.996,0.0186,0.0202,0.0010827,0.0013293,2349,0.51,379,2349,0.0404673,4,1.3,0.3,5
379,Combined_Network,0.9967,0.996,0.0186,0.0202,0.0010819,0.0013284,2357,0.49,380,2357,0.0404673,4,1.3,0.3,5
380,Combined_Network,0.9967,0.996,0.0186,0.0202,0.0010811,0.00133,2359,0.5,381,2359,0.0404673,4,1.3,0.3,5
381,Combined_Network,0.9967,0.996,0.0186,0.0202,0.0010807,0.0013303,2366,0.51,382,2366,0.0404673,4,1.3,0.3,5
382,Combined_Network,0.9967,0.996,0.0186,0.0203,0.0010804,0.0013309,2376,0.52,383,2376,0.0404673,4,1.3,0.3,5
383,Combined_Network,0.9967,0.996,0.0186,0.0202,0.00108,0.0013298,2388,0.5,384,2388,0.0404673,4,1.3,0.3,5
384,Combined_Network,0.9967,0.996,0.0186,0.0202,0.0010775,0.0013241,2392,0.49,385,2392,0.0404673,4,1.3,0.3,5
385,Combined_Network,0.9967,0.996,0.0186,0.0202,0.0010769,0.0013224,2404,0.49,386,2404,0.0404673,4,1.3,0.3,5
386,Combined_Network,0.9967,0.996,0.0186,0.0202,0.0010772,0.0013237,2408,0.48,387,2408,0.0404673,4,1.3,0.3,5
387,Combined_Network,0.9968,0.9961,0.0185,0.0201,0.0010719,0.001313,2413,0.53,388,2413,0.0404673,4,1.3,0.3,5
388,Combined_Network,0.9968,0.9961,0.0185,0.0201,0.0010713,0.0013116,2425,0.5,389,2425,0.0404673,4,1.3,0.3,5
389,Combined_Network,0.9968,0.996,0.0184,0.0203,0.0010582,0.0013375,2429,0.51,390,2429,0.0404673,4,1.3,0.3,5
390,Combined_Network,0.9968,0.996,0.0184,0.0203,0.0010535,0.0013318,2448,0.54,391,2448,0.0404673,4,1.3,0.3,5
