,reservoir_var,reservoir_db_name,target_var,target_db_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,n_neighbors,leak_rate,subset_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time
0,Prok_Taxa00006,ecol_ts,x,lorenz,0.8628,0.8479,0.1197,0.1248,0.0447024,0.0505486,2,2,0,3,0,720,0.2,0,0.12,0.0,0.03
1,Prok_Taxa00006,ecol_ts,x,lorenz,0.8643,0.8501,0.12,0.1251,0.0449501,0.0508081,3,2,0,4,0,720,0.2,0,0.12,0.0,0.03
2,Prok_Taxa00006,ecol_ts,x,lorenz,0.8929,0.8895,0.1057,0.1064,0.034881,0.0367553,4,2,0,5,0,720,0.2,0,0.13,0.0,0.03
3,Prok_Taxa00006,ecol_ts,x,lorenz,0.8809,0.8748,0.1087,0.1109,0.0368983,0.0399281,5,2,0,6,0,720,0.2,0,0.12,0.0,0.03
4,Prok_Taxa00006,ecol_ts,x,lorenz,0.8642,0.8544,0.1154,0.1181,0.041545,0.0452351,6,2,0,7,0,720,0.2,0,0.13,0.0,0.03
5,Prok_Taxa00006,ecol_ts,x,lorenz,0.8825,0.8731,0.1078,0.1106,0.0362417,0.0396782,7,2,0,8,0,720,0.2,0,0.13,0.0,0.03
6,Prok_Taxa00006,ecol_ts,x,lorenz,0.8661,0.8515,0.1147,0.1193,0.0410755,0.0461922,8,2,0,9,0,720,0.2,0,0.13,0.0,0.03
7,Prok_Taxa00006,ecol_ts,x,lorenz,0.8755,0.8668,0.1114,0.1141,0.03871,0.0422332,9,2,0,10,0,720,0.2,0,0.14,0.0,0.03
8,Prok_Taxa00006,ecol_ts,x,lorenz,0.8858,0.875,0.1064,0.1099,0.0353169,0.0391805,10,2,0,11,0,720,0.2,0,0.14,0.0,0.03
9,Prok_Taxa00006,ecol_ts,x,lorenz,0.8727,0.8628,0.1118,0.1146,0.038991,0.0426226,15,2,0,16,0,720,0.2,0,0.14,0.0,0.04
10,Prok_Taxa00006,ecol_ts,x,lorenz,0.8715,0.8615,0.1126,0.1156,0.0395565,0.0433742,20,2,0,21,0,720,0.2,0,0.15,0.0,0.04
11,Prok_Taxa00006,ecol_ts,x,lorenz,0.8808,0.8719,0.1087,0.1115,0.0368803,0.0403396,30,2,0,31,0,720,0.2,0,0.16,0.01,0.04
12,Prok_Taxa00006,ecol_ts,x,lorenz,0.8749,0.8624,0.1122,0.1165,0.0392522,0.0440607,40,2,0,41,0,720,0.2,0,0.17,0.0,0.04
13,Prok_Taxa00006,ecol_ts,x,lorenz,0.8856,0.875,0.1073,0.1112,0.0359465,0.0401521,50,2,0,51,0,720,0.2,0,0.18,0.0,0.04
14,Prok_Taxa00006,ecol_ts,x,lorenz,0.8772,0.8655,0.1107,0.1147,0.0382527,0.0426706,60,2,0,61,0,720,0.2,0,0.19,0.01,0.05
15,Prok_Taxa00006,ecol_ts,x,lorenz,0.8806,0.8696,0.1109,0.115,0.0383651,0.0429107,70,2,0,71,0,720,0.2,0,0.19,0.01,0.05
16,Prok_Taxa00006,ecol_ts,x,lorenz,0.8799,0.8691,0.1111,0.1149,0.0384982,0.0428206,80,2,0,81,0,720,0.2,0,0.2,0.0,0.05
17,Prok_Taxa00006,ecol_ts,x,lorenz,0.8703,0.8569,0.114,0.1185,0.0405447,0.0455575,90,2,0,91,0,720,0.2,0,0.21,0.0,0.05
18,Prok_Taxa00006,ecol_ts,x,lorenz,0.871,0.8574,0.1126,0.1168,0.0395426,0.0442884,100,2,0,101,0,720,0.2,0,0.31,0.0,0.07
