,reservoir_var,reservoir_db_name,target_var,target_db_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,n_neighbors,leak_rate,subset_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time
0,Prok_Taxa00005,ecol_ts,x,lorenz,0.8645,0.8498,0.1186,0.1236,0.0439051,0.0495996,2,2,0,3,0,720,0.2,0,0.12,0.0,0.03
1,Prok_Taxa00005,ecol_ts,x,lorenz,0.8638,0.8488,0.1189,0.1241,0.0440978,0.0499388,3,2,0,4,0,720,0.2,0,0.12,0.0,0.03
2,Prok_Taxa00005,ecol_ts,x,lorenz,0.8677,0.8582,0.1171,0.1205,0.0428157,0.0471091,4,2,0,5,0,720,0.2,0,0.13,0.0,0.03
3,Prok_Taxa00005,ecol_ts,x,lorenz,0.8917,0.8888,0.1043,0.1048,0.0339631,0.0356262,5,2,0,6,0,720,0.2,0,0.13,0.01,0.03
4,Prok_Taxa00005,ecol_ts,x,lorenz,0.8705,0.8567,0.1133,0.1177,0.0400649,0.0449852,6,2,0,7,0,720,0.2,0,0.13,0.0,0.03
5,Prok_Taxa00005,ecol_ts,x,lorenz,0.8894,0.8779,0.1047,0.1084,0.0341819,0.0381648,7,2,0,8,0,720,0.2,0,0.14,0.0,0.04
6,Prok_Taxa00005,ecol_ts,x,lorenz,0.9035,0.8884,0.0982,0.1039,0.0300628,0.0350473,8,2,0,9,0,720,0.2,0,0.14,0.0,0.04
7,Prok_Taxa00005,ecol_ts,x,lorenz,0.8664,0.8573,0.1153,0.1179,0.0415154,0.0451265,9,2,0,10,0,720,0.2,0,0.13,0.0,0.03
8,Prok_Taxa00005,ecol_ts,x,lorenz,0.8719,0.8634,0.1122,0.1144,0.0392876,0.0424839,10,2,0,11,0,720,0.2,0,0.13,0.0,0.03
9,Prok_Taxa00005,ecol_ts,x,lorenz,0.892,0.8849,0.1036,0.1054,0.0334886,0.0360649,15,2,0,16,0,720,0.2,0,0.14,0.0,0.03
10,Prok_Taxa00005,ecol_ts,x,lorenz,0.9064,0.8931,0.0968,0.1018,0.029218,0.0336601,20,2,0,21,0,720,0.2,0,0.15,0.0,0.04
11,Prok_Taxa00005,ecol_ts,x,lorenz,0.8996,0.89,0.1001,0.1035,0.0312607,0.0347343,30,2,0,31,0,720,0.2,0,0.16,0.0,0.04
12,Prok_Taxa00005,ecol_ts,x,lorenz,0.9001,0.8864,0.1022,0.1066,0.0325747,0.0368902,40,2,0,41,0,720,0.2,0,0.17,0.0,0.04
13,Prok_Taxa00005,ecol_ts,x,lorenz,0.8914,0.8828,0.1055,0.1085,0.0347198,0.0381954,50,2,0,51,0,720,0.2,0,0.18,0.0,0.04
14,Prok_Taxa00005,ecol_ts,x,lorenz,0.9015,0.8945,0.1028,0.1059,0.0329976,0.0363766,60,2,0,61,0,720,0.2,0,0.19,0.0,0.05
15,Prok_Taxa00005,ecol_ts,x,lorenz,0.9045,0.8949,0.0997,0.1036,0.0310106,0.0348589,70,2,0,71,0,720,0.2,0,0.19,0.01,0.05
16,Prok_Taxa00005,ecol_ts,x,lorenz,0.8959,0.884,0.1023,0.1068,0.0326671,0.0370159,80,2,0,81,0,720,0.2,0,0.2,0.01,0.05
17,Prok_Taxa00005,ecol_ts,x,lorenz,0.8994,0.8887,0.1001,0.1039,0.0312864,0.0350279,90,2,0,91,0,720,0.2,0,0.21,0.0,0.05
18,Prok_Taxa00005,ecol_ts,x,lorenz,0.8774,0.8637,0.1099,0.1142,0.0376698,0.0423475,100,2,0,101,0,720,0.2,0,0.33,0.01,0.09
