2021-05-10_16-04-05.jpg; date_time: 2021-05-10 16:04:05; grid_n: 1; count: 17; total_area: 3737; mean_area: 219.82; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-05-05.jpg; date_time: 2021-05-10 16:05:05; grid_n: 1; count: 17; total_area: 3393; mean_area: 199.59; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-06-05.jpg; date_time: 2021-05-10 16:06:05; grid_n: 1; count: 15; total_area: 3152; mean_area: 210.13; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-07-05.jpg; date_time: 2021-05-10 16:07:05; grid_n: 1; count: 16; total_area: 4244; mean_area: 265.25; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-08-05.jpg; date_time: 2021-05-10 16:08:05; grid_n: 1; count: 14; total_area: 3241; mean_area: 231.5; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-09-05.jpg; date_time: 2021-05-10 16:09:05; grid_n: 1; count: 13; total_area: 2941; mean_area: 226.23; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-10-05.jpg; date_time: 2021-05-10 16:10:05; grid_n: 1; count: 21; total_area: 5799; mean_area: 276.14; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-11-05.jpg; date_time: 2021-05-10 16:11:05; grid_n: 1; count: 13; total_area: 2996; mean_area: 230.46; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-12-05.jpg; date_time: 2021-05-10 16:12:05; grid_n: 1; count: 19; total_area: 4939; mean_area: 259.95; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-13-05.jpg; date_time: 2021-05-10 16:13:05; grid_n: 1; count: 20; total_area: 4955; mean_area: 247.75; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-14-05.jpg; date_time: 2021-05-10 16:14:05; grid_n: 1; count: 15; total_area: 3908; mean_area: 260.53; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-15-05.jpg; date_time: 2021-05-10 16:15:05; grid_n: 1; count: 13; total_area: 3632; mean_area: 279.38; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-16-05.jpg; date_time: 2021-05-10 16:16:05; grid_n: 1; count: 19; total_area: 4970; mean_area: 261.58; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-17-05.jpg; date_time: 2021-05-10 16:17:05; grid_n: 1; count: 16; total_area: 3409; mean_area: 213.06; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-18-05.jpg; date_time: 2021-05-10 16:18:05; grid_n: 1; count: 23; total_area: 5243; mean_area: 227.96; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-19-05.jpg; date_time: 2021-05-10 16:19:05; grid_n: 1; count: 20; total_area: 4442; mean_area: 222.1; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-20-05.jpg; date_time: 2021-05-10 16:20:05; grid_n: 1; count: 27; total_area: 7632; mean_area: 282.67; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-21-05.jpg; date_time: 2021-05-10 16:21:05; grid_n: 1; count: 22; total_area: 5025; mean_area: 228.41; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-22-05.jpg; date_time: 2021-05-10 16:22:05; grid_n: 1; count: 34; total_area: 9901; mean_area: 291.21; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-23-05.jpg; date_time: 2021-05-10 16:23:05; grid_n: 1; count: 25; total_area: 6449; mean_area: 257.96; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-24-05.jpg; date_time: 2021-05-10 16:24:05; grid_n: 1; count: 38; total_area: 11091; mean_area: 291.87; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-25-05.jpg; date_time: 2021-05-10 16:25:05; grid_n: 1; count: 30; total_area: 8305; mean_area: 276.83; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-26-05.jpg; date_time: 2021-05-10 16:26:05; grid_n: 1; count: 20; total_area: 4563; mean_area: 228.15; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-27-05.jpg; date_time: 2021-05-10 16:27:05; grid_n: 1; count: 29; total_area: 8636; mean_area: 297.79; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-28-05.jpg; date_time: 2021-05-10 16:28:05; grid_n: 1; count: 21; total_area: 4311; mean_area: 205.29; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-29-05.jpg; date_time: 2021-05-10 16:29:05; grid_n: 1; count: 34; total_area: 8367; mean_area: 246.09; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-30-05.jpg; date_time: 2021-05-10 16:30:05; grid_n: 1; count: 28; total_area: 7303; mean_area: 260.82; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-31-05.jpg; date_time: 2021-05-10 16:31:05; grid_n: 1; count: 23; total_area: 4652; mean_area: 202.26; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-32-05.jpg; date_time: 2021-05-10 16:32:05; grid_n: 1; count: 27; total_area: 5977; mean_area: 221.37; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-33-05.jpg; date_time: 2021-05-10 16:33:05; grid_n: 1; count: 27; total_area: 5524; mean_area: 204.59; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-34-05.jpg; date_time: 2021-05-10 16:34:05; grid_n: 1; count: 27; total_area: 5840; mean_area: 216.3; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-35-05.jpg; date_time: 2021-05-10 16:35:05; grid_n: 1; count: 30; total_area: 7099; mean_area: 236.63; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-36-05.jpg; date_time: 2021-05-10 16:36:05; grid_n: 1; count: 31; total_area: 6961; mean_area: 224.55; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
2021-05-10_16-37-05.jpg; date_time: 2021-05-10 16:37:05; grid_n: 1; count: 25; total_area: 5930; mean_area: 237.2; NNdist_mean: nan; NNdist_sd: nan; NNdist_skew: nan; NNdist_kurt: nan
